name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
TotalRevenue,"631,117,000","170,385,000","169,980,000","162,095,000","128,657,000","89,858,000","100,163,000","96,908,000","79,809,000","116,713,000","112,461,000","128,240,000","109,575,000","98,461,000","370,145,720","0","0","0","0","0","0","0"
	OperatingRevenue,"631,117,000","170,385,000","169,980,000","162,095,000","128,657,000","89,858,000","100,163,000","96,908,000","79,809,000","116,713,000","112,461,000","128,240,000","109,575,000","98,461,000","370,145,720","0","0","0","0","0","0","0"
CostOfRevenue,"44,013,000","9,774,000","15,960,000","10,803,000","7,476,000","907,000","5,563,000","7,995,000","10,073,000","9,909,000","4,658,000","8,626,000","4,531,000","1,665,000","2,592,052","3,110,525",,,,,,
GrossProfit,"587,104,000","160,611,000","154,020,000","151,292,000","121,181,000","88,951,000","94,600,000","88,913,000","69,736,000","106,804,000","107,803,000","119,614,000","105,044,000","96,796,000","92,513,360","104,491,955",,,,,,
OperatingExpense,"444,983,000","128,605,000","117,285,000","109,418,000","89,675,000","87,200,000","84,515,000","73,645,000","76,686,000","87,391,000","83,609,000","82,955,000","81,510,000","78,830,000","342,395,504","2,183,976","3,460,899","264,544","228,665","180,746","185,899","184,970"
	SellingGeneralAndAdministration,"137,414,000","41,635,000","37,970,000","31,580,000","26,477,000","28,637,000","25,446,000","17,511,000","20,821,000","25,886,000","22,784,000","21,293,000","20,865,000","20,551,000","130,309,214","2,133,976","3,410,899","214,544","163,974","135,746","140,899","139,970"
		GeneralAndAdministrativeExpense,,,,,"26,477,000","28,637,000",,,,,,,,,,"2,133,976","3,410,899","214,544","163,974","135,746","140,899","139,970"
			SalariesAndWages,,,,,"3,573,000","194,000",,,,,,,,,,,,,,,,
			OtherGandA,,,,,"22,904,000","28,443,000",,,,,,,,,,"2,133,976","3,410,899","214,544","163,974","135,746","140,899","139,970"
	DepreciationAmortizationDepletionIncomeStatement,"124,443,000","35,907,000","31,995,000","29,529,000","27,012,000","28,265,000","28,842,000","29,590,000","29,166,000","29,246,000","29,283,000","28,697,000","28,850,000","28,941,000","28,523,027","28,789,672",,,,,,
