name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalAssets,"251,866,000","217,933,000","130,889,000","139,672,000","152,337,000","151,842,000","161,210,000","168,323,000","134,644,000","89,513,000","97,523,000","105,267,000","113,056,000","114,682,000","120,267,000","125,671,000","54,251,000","54,222,000"
	CurrentAssets,"245,996,000","211,654,000","124,753,000","133,346,000","145,678,000","144,811,000","153,811,000","160,563,000","126,532,000","81,132,000","88,803,000","96,236,000","103,789,000","109,805,000","115,325,000","120,584,000","50,317,000","52,326,000"
		CashCashEquivalentsAndShortTermInvestments,"242,609,000","208,355,000","120,759,000","128,975,000","142,308,000","140,447,000","149,954,000","157,471,000","123,350,000","78,206,000","85,243,000","93,423,000","101,134,000","107,432,000","112,755,000","118,385,000","47,085,000","51,033,000"
			CashAndCashEquivalents,"38,908,000","62,882,000","57,094,000","26,382,000","22,908,000","21,228,000","12,833,000","17,296,000","20,571,000","14,951,000","20,365,000","13,031,000","18,470,000","24,182,000","39,594,000","101,973,000","47,085,000","51,033,000"
			OtherShortTermInvestments,"203,701,000","145,473,000","63,665,000","102,593,000","119,400,000","119,219,000","137,121,000","140,175,000","102,779,000","63,255,000","64,878,000","80,392,000","82,664,000","83,250,000","73,161,000","16,412,000",,
		PrepaidAssets,"2,331,000","2,570,000","3,174,000","3,456,000","2,409,000","2,733,000","2,587,000","1,780,000","2,122,000","1,878,000","2,462,000","1,653,000","1,664,000","1,884,000","1,676,000","1,538,000","1,376,000","785,000"
		OtherCurrentAssets,"1,056,000","729,000","820,000","915,000","961,000","1,631,000","1,270,000","1,312,000","1,060,000","1,048,000","1,098,000","1,160,000","991,000","489,000","894,000","661,000","1,856,000","508,000"
	TotalNonCurrentAssets,"5,870,000","6,279,000","6,136,000","6,326,000","6,659,000","7,031,000","7,399,000","7,760,000","8,112,000","8,381,000","8,720,000","9,031,000","9,267,000","4,877,000","4,942,000","5,087,000","3,934,000","1,896,000"
		NetPPE,"5,588,000","5,997,000","5,854,000","6,044,000","6,377,000","6,749,000","7,117,000","7,478,000","7,830,000","8,099,000","8,438,000","8,749,000","8,985,000","4,595,000","4,660,000","4,805,000","3,617,000","1,540,000"
			GrossPPE,"9,490,000","9,649,000","9,279,000","9,244,000","9,350,000","9,491,000","9,625,000","9,785,000","9,891,000","9,916,000","10,027,000","10,112,000","10,126,000","5,530,000","5,413,000","5,353,000","3,970,000","1,895,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				BuildingsAndImprovements,,,"2,874,000","3,027,000","3,173,000","3,314,000","3,448,000","3,576,000","3,699,000","3,817,000","3,929,000","4,036,000","4,139,000",,,,,
				MachineryFurnitureEquipment,"3,675,000","3,667,000","3,137,000","2,949,000","2,909,000","2,909,000","2,909,000","2,941,000","2,924,000","2,831,000","2,830,000","2,808,000","2,719,000","2,262,000","2,145,000","2,098,000","1,417,000","1,276,000"
				OtherProperties,"2,547,000","2,714,000","2,874,000","3,027,000","3,173,000","3,314,000","3,448,000","3,576,000","3,699,000","3,817,000","3,929,000","4,036,000","4,139,000",,,,,
				ConstructionInProgress,,,,,,,,,,,,,,"0","0",,"35,000","464,000"
				Leases,"3,268,000","3,268,000","3,268,000","3,268,000","3,268,000","3,268,000","3,268,000","3,268,000","3,268,000","3,268,000","3,268,000","3,268,000","3,268,000","3,268,000","3,268,000","3,255,000","2,518,000","155,000"
			AccumulatedDepreciation,"-3,902,000","-3,652,000","-3,425,000","-3,200,000","-2,973,000","-2,742,000","-2,508,000","-2,307,000","-2,061,000","-1,817,000","-1,589,000","-1,363,000","-1,141,000","-935,000","-753,000","-548,000","-353,000","-355,000"
		OtherNonCurrentAssets,"282,000","282,000","282,000","282,000","282,000","282,000","282,000","282,000","282,000","282,000","282,000","282,000","282,000","282,000","282,000","282,000","317,000","356,000"
TotalLiabilitiesNetMinorityInterest,"19,551,000","21,057,000","11,408,000","9,786,000","11,700,000","10,864,000","10,887,000","10,005,000","11,990,000","11,467,000","11,026,000","10,664,000","10,911,000","5,885,000","6,140,000","6,330,000","6,809,000","79,909,000"
	CurrentLiabilities,"6,978,000","8,212,000","7,872,000","5,944,000","7,561,000","6,442,000","6,193,000","5,045,000","6,771,000","6,003,000","5,327,000","4,735,000","4,758,000","3,337,000","3,502,000","3,602,000","4,681,000","1,484,000"
		PayablesAndAccruedExpenses,"4,536,000","5,043,000","5,307,000","3,888,000","5,611,000","4,024,000","3,959,000","3,061,000","4,824,000","3,748,000","2,929,000","3,173,000","3,300,000","2,135,000","2,285,000","2,424,000","2,472,000","1,036,000"
			Payables,"1,359,000","2,028,000","1,543,000","1,633,000","3,578,000","2,358,000","1,285,000","1,007,000","1,583,000","823,000","824,000","955,000","1,448,000","193,000","662,000","1,105,000","717,000","547,000"
				AccountsPayable,"1,359,000","2,028,000","1,543,000","1,633,000","3,578,000","2,358,000","1,285,000","1,007,000","1,583,000","823,000","824,000","955,000","1,448,000","193,000","662,000","1,105,000","717,000","547,000"
			CurrentAccruedExpenses,"3,177,000","3,015,000","3,764,000","2,255,000","2,033,000","1,666,000","2,674,000","2,054,000","3,241,000","2,925,000","2,105,000","2,218,000","1,852,000","1,942,000","1,623,000","1,319,000","1,755,000","489,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"1,201,000","1,970,000","1,407,000","931,000","856,000","1,355,000","1,198,000","973,000","961,000","1,293,000","1,455,000","640,000","554,000","736,000","722,000","688,000","376,000","422,000"
		CurrentDebtAndCapitalLeaseObligation,"1,241,000","1,199,000","1,158,000","1,118,000","1,080,000","1,042,000","1,005,000","969,000","934,000","900,000","868,000","835,000","804,000",,,,,
			CurrentCapitalLeaseObligation,"1,241,000","1,199,000","1,158,000","1,118,000","1,080,000","1,042,000","1,005,000","969,000","934,000","900,000","868,000","835,000","804,000",,,,,
		CurrentDeferredLiabilities,,,,,,,,,,"0","0","0","0","354,000","343,000","332,000","1,658,000",
		OtherCurrentLiabilities,,,,"7,000","14,000","21,000","31,000","42,000","52,000","62,000","75,000","87,000","100,000","112,000","152,000","158,000","175,000","26,000"
