name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
			DepreciationAndAmortization,"5,030,763","1,375,739","2,242,241","860,071","831,002","797,467","1,893,974","852,216","663,643","1,217,957","1,970,291","-1,701,231","4,049,912","1,197,470","1,245,650","1,193,575","1,255,771","1,301,771","474,440","1,163,383","902,621","928,597","824,282","877,801","786,472","597,409","526,859","497,770","456,522","437,479","428,351","419,265","366,327","355,330","642,057","483,184","486,280","487,768","500,053","500,314","497,121","497,432","502,983","501,524","503,396","503,811","526,216","529,171","530,513","522,641","556,522","552,511","340,282","227,663","235,933","279,225","238,970","238,899","254,131","235,748","234,125","230,637","159,298","292,156","211,957","248,232","164,029","228,873","215,387","191,028","153,188","146,269","139,578","134,006","154,014","145,213","141,795","143,391","145,103","164,718","145,689","163,834","171,191","171,261","229,106","145,073","145,997","135,321","166,358","200,000","100,000","100,000","100,000"
				Depreciation,"4,520,348","1,248,969","2,115,470","733,301","700,898","660,697","1,757,204","715,445","526,873","1,081,187","1,703,685","-1,967,793","3,783,349","930,907","979,087","927,012","943,375","897,709","70,377","759,320","498,381","522,298","415,802","465,369","439,460","387,867","314,709","282,336","237,392","213,994","197,753","184,606","128,678","115,517","204,200","43,532","41,179","39,841","49,627","46,936","40,371","36,816","40,292","35,264","34,305","32,336","51,321","50,607","51,457","41,244","72,077","63,812","55,304","46,029","53,285","47,427","47,528","47,045","60,852","-258,931","193,625","190,137","166,048","204,406","171,457","207,732","165,529","172,623","159,137","153,528",,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"510,415","126,770","126,771","126,770","130,104","136,770","136,770","136,771","136,770","136,770","266,606","266,562","266,563","266,563","266,563","266,563","312,396","404,062","404,063","404,063","404,240","406,299","408,480","412,432","347,012","209,542","212,150","215,434","219,130","223,485","230,598","234,659","237,649","239,813","437,857","439,652","445,101","447,927","450,426","453,378","456,750","460,616","462,691","466,260","469,091","471,475","474,895","478,564","479,056","481,397","484,445","488,699","284,978","181,634","182,648","231,798","191,442","191,854","193,279","494,679","40,500","40,500","-6,750","87,750","40,500","40,500","-1,500","56,250","56,250","37,500",,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"510,415","126,770","126,771","126,770","130,104","136,770","136,770","136,771","136,770","136,770","266,606","266,562","266,563","266,563","266,563","266,563","312,396","404,062","404,063","404,063","404,240","406,299","408,480","412,432","347,012","209,542","212,150","215,434","219,130","223,485","230,598","234,659","237,649","239,813","437,857","439,652","445,101","447,927","450,426","453,378","456,750","460,616","462,691","466,260","469,091","471,475","474,895","478,564","479,056","481,397","484,445","488,699","284,978","181,634","182,648","231,798","191,442","191,854","193,279","494,679","40,500","40,500","-6,750","87,750","40,500","40,500","-1,500","56,250","56,250","37,500",,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,,,,,,,"0","0","0","0","74,410","0","-117,408","-217,820",,,,,,,,,"-849",,,,"-294,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,,,,,,,"0","0","0","0","74,410","0","-117,408","-217,820",,,,,,,,,"-849",,,,"-294,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,"1,759,096","125,810","482,301",,,,"0","0","0","0","0","0","54","1,908","854","148","16,037","55,522","94,187","85,059","71,595","69,004","66,290","60,341","73,602","66,057","106,182","87,729","83,536","71,119",,,,,,,,,,,,,,,,,,,,"0",,,,"-15,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,"7,215,521","4,840,641","2,056,074","455,299","-136,493","847,958","-1,070,975","-1,315,980","-4,358,634","5,050,092",,,,,,,,,,,,,,,,,"290,316",,,,,,,,,,,,,,,,,,,,,,,,,,,"-365,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"24,451,968","7,711,151","5,474,007","5,620,452","5,646,358","9,595,947","3,825,040","4,158,495","3,662,435","4,001,553","2,033,510","2,079,819","3,355,195","3,432,796","2,138,273","2,351,391","2,589,208","3,575,750","2,677,150","2,456,339","2,564,676","5,372,797","3,094,817","2,133,152","2,193,854","3,057,312","1,285,950","1,127,764","1,361,679","2,411,455","880,501","795,758","1,233,639","2,519,048","529,918","544,563","274,646","519,218","168,739","299,363","274,607","602,904","222,847","281,704","169,111","981,161","200,760","371,640","172,990","429,477","337,912","934,057","725,191","160,719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"669,926","-219,999","-382,747","238,064","756,318","247,009","283,468","262,411","3,318,248","-1,500,211","2,643,335","2,175,086","-243,715","656,248","0","-228,665","-259,971","127,841","-579,546","-423,296","312,500","-116,477","-644,888","-2,691","110,656","409,369","290,316","-518,877","49,773","1,227","0","0","-767,203","505,926","23","-1","0","315,464","-1,056,176","1,108,136","-3,601,451","3,548,344","-1,081,079","-344,830","-4,885,894","-2,339,419","245,955","-3,134,761","1,648,976","-1,007,567","-2,678,878","3,462,757","-23,787","283,384","-5,056,107","-85,132","306,102","288,863","-2,791,067","1,040,270","478,471","648,919","258,814","385,469",,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","200,000"
		ChangeInWorkingCapital,"61,747,408","344,199","59,081,353","5,296,093","-2,974,237","-11,051,764","-28,101,952","-42,057,297","8,838","-921,405","11,636,963","-4,724,014","-1,434,046","-9,022,024","8,204,010","-2,138,335","-18,198,108","16,841,851","6,196,832","7,693,288","-10,938,381","-55,977","3,100,180","-1,864,660","2,569,179","-4,350,860","5,590,746","9,756,164","5,050,455","-6,758,019","1,400,631","-1,025,909","278,249","1,513,459","8,625,160","-7,544,573","452,003","141,925","-54,176","-72,317","667,903","-1,731,968","462,538","615,967","-9,223","-2,345,988","988,264","2,849,154","913,262","-1,101,569","1,273,520","-2,753,639","-3,081,104","887,827","291,710","-1,038,647","449,070","110,848","-432,324","253,519","236,673","-698,408","4,827,395","-327,313","-571,574","-982,687","408,822","1,129,192","-2,856,584","58,925","2,006,019","1,281,299","23,932","-69,286","25,620","343,172","50,182","-380,066","192,882","37,710","66,416","-64,310","-49,227","3,098","156,002","143,880","-351,659","-284,309","33,671","100,000","300,000","-300,000","-200,000"
			ChangeInReceivables,"2,768,100","541,248","-906,955","6,726,182","-3,592,375","8,804,853","-10,869,494","-4,198,723","-2,703,530","756,276","-277,278","-627,673","2,951,835","-24,057","344,398","-1,725,927","4,717,005","-900,596","671,931","1,550,093","2,385,957","5,472,061","885,242","-7,089,158","786,809","-3,819,700","3,632,214","-5,356,428","-2,309,261","-495,377","-1,182,213","1,254,658","-158,430","583,341","7,272,636","-10,033,854","532,350","-206,028","-250,900","-150,213","450,242","-409,481","-51,121","-16,954","-268,555","-64,649","110,667","1,972,479","1,217,086","-3,087,208","748,513","198,726","7,386","437,455","51,760","-184,023","-79,078","676,166","-751,697","63,837","-116,358","77,334","-41,338","85,141","43,123","-144,557","-1,922","2,242,231","-2,062,982","-24,856","-72,947","-351,210","7,200","167,800","-181,058","43,832","133,629","-95,815","-66,690","46,002","-236,351","345,678","-50,165","128,844","-105,511","173,852","15,339","146,132","-186,951",,,"100,000",
				ChangesInAccountReceivables,"2,768,100","541,248","-906,955","6,726,182","-3,592,375","8,804,853","-10,869,494","-4,198,723","-2,703,530","756,276","-277,278","-627,673","2,951,835","-24,057","344,398","-1,725,927","4,717,005","-900,596","671,931","1,550,093","2,385,957","5,472,061","885,242","-7,089,158","786,809","-3,819,700","3,632,214","-5,356,428","-2,309,261","-495,377","-1,182,213","1,254,658","-158,430","583,341","7,272,636","-10,033,854","532,350","-206,028","-264,438","-100,874","5,620","-660","-10,160","62,175","46,377","-64,649","110,667","1,972,479","1,217,086","-3,087,208","748,513","198,726","7,386","437,455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,632","-4,529","54,510","-102,613","46,525","-89,384","64,317","31,401","-129,712","-219,429","178,644","0","-100,000","-100,000","-200,000"
			ChangeInPrepaidAssets,"19,840,650","7,075,934","46,233,128","-435,641","-33,032,771","-19,108,348","-8,829,648","-25,231,134","-2,779,608","-1,635,075","623,975","151,395","-581,761","-300,952","1,181,658","-136,675","104,618","769,917","1,089,143","630,438","-143,598","-2,761,413","-173,018","-18,166","-409,029","-1,133,361","455,307","-386,548","1,078,461","-494,781","-5,470","-936,402","1,042,603","413,704","-1,880,974","428,762","-421,708","242,957","-95,285","238,070","-250,794","25,612","25,054","602,183","-347,936","-539,125","-372,702","-126,957","35,810","-53,717","478,268","-14,343","-257,219","35,619","204,424","-223,514","34,123","4,485","198,353","187,893","134,559","-13,575","50,581","-288,628","-229,598","67,228","126,491","-3,667","-214,739","-58,729","-182,512","59,123","-90,310","35,771","-37,106","45,115","38,327","66,522","-199,354","-8,087","-16,364","748","50,572","-37,495",,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"16,736,653","-7,499,070","15,577,759","450,666","8,207,298","2,281,168","1,689,766","5,369,747","8,826,856","-6,672,510","8,269,256","-3,932,520","-5,370,852","-5,173,813","4,044,103","1,639,220","-1,847,220","-6,174,975","2,545,968","6,091,616","2,935,070","-6,644,980","3,150,150","5,298,536","2,623,667","-28,950","1,075,721","2,687,933","6,173,298","-2,750,680","2,392,115","-1,605,683","-123,937","330,729","1,399,745","760,011","-31,229","370,498","146,562","-108,745","564,214","-1,225,944","689,026","282,729","649,310","-1,492,292","1,415,396","696,914","-185,678","-846,849","669,681","-1,099,286","-680,631","494,751","-175,428","-493,430","489,421","-404,404","-167,146","109,164","267,207","-530,305","638,504","125,395","-302,572","-695,221","431,668","-835,284","-998,818","142,510","1,542,058","1,573,386","107,042","-272,857","13,038","254,225","-121,774","-350,773","405,248","-56,706","239,063","-308,123","-93,159","29,162","72,948","43,925","-356,719","-150,653","6,641","100,000","500,000","-200,000","300,000"
				ChangeInPayable,"12,279,767","-9,000,559","18,870,318","-2,751,995","5,162,003","4,860,644","-2,419,399","6,399,017","6,955,809","-7,683,949","8,720,427","-3,795,021","-2,850,006","-6,661,292","5,725,394","4,646,037","-3,778,211","-5,991,964","1,854,121","5,360,322","1,656,192","-6,186,464","3,998,027","3,088,557","1,768,176","-1,579,263","482,670","2,687,933","6,173,298","-2,750,680","2,392,115","-1,605,683","-123,937","330,729","1,399,745","760,011","-31,229","370,498","146,562","-108,745","564,214","-1,225,944",,,"649,310","-1,492,292",,"696,914","-185,678","-846,849","669,681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"12,279,767","-9,000,559","18,870,318","-2,751,995","5,162,003","4,860,644","-2,419,399","6,399,017","6,955,809","-7,683,949","8,720,427","-3,795,021","-2,850,006","-6,661,292","5,725,394","4,646,037","-3,778,211","-5,991,964","1,854,121","5,360,322","1,656,192","-6,186,464","3,998,027","3,088,557","1,768,176","-1,579,263","482,670","2,687,933","6,173,298","-2,750,680","2,392,115","-1,605,683","-123,937","330,729","1,399,745","760,011","-31,229","370,498","-713,670","56,488","-28,545","61,814",,,"88,108","-1,011,566",,"142,389","206,660","-316,371","-148,577",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"4,456,886","1,501,489","-3,292,559","3,202,661","3,045,295","-2,579,476","4,109,165","-1,029,270","1,871,047","1,011,439","-451,171","-137,499","-2,520,846","1,487,479","-1,681,291","-3,006,817","1,930,991","-183,011","691,847","731,294","1,278,878","-458,516","-847,877","2,209,979","855,491","1,550,313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"24,608,139","151,999","329,289","75,783","24,051,068","75,514","-8,315,693","-15,085,973","-75,695","191,937","59,031","122,034","128,181","-311,272","-44,339","98,717","-275,748","190,726","-442,172","-522,931","-149,097","587,993","-631,081","-155,899","-294,264","-361,070","-73,263","-16,228","83,878","-190,652","-72,493","0","0","0","0","26,143","0","650",,,,"-87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,370","137,212","-60,358","66,672","-100,000","0","-100,000",
			ChangeInOtherCurrentLiabilities,"167,146","708,724","-1,485,775","-900,474","1,844,671","-2,474,348","-1,238,425","-2,348,341","-2,781,804","7,013,463","2,702,306","-419","-11,612","-23,076","-12,336",,,"261,325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-249,221","-82,527","-210,137","-117,120","-274,088",,,,,,,,,,,,"61,030",,,"-3,000","-28,029",,"-106,668","-17,779","-1","-31,335",,,,
			ChangeInOtherWorkingCapital,"-2,373,280","-634,636","-666,093","-620,423","-452,128","-630,603","-538,458","-562,873","-477,381","-575,496","259,673","-436,831","1,450,163","-3,188,854","2,690,526","-2,113,339","-20,635,438","22,695,454","2,331,962","-55,928","-15,966,713","3,290,362","-131,113","100,027","-138,004","992,221","500,767","12,827,435","24,079","-2,826,529","268,692","261,518","-481,987","185,685","1,833,753","1,274,365","372,590","-266,152","160,241","-51,429","-95,759","-122,155","-200,421","-251,991","-42,042","-249,922","-165,097","306,718","-153,956","2,886,205","-622,942","-1,838,736","-2,150,640","-79,998","210,954","-137,680","4,604","-165,399","288,166","-107,375","-48,735","-231,862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0","0","3,039,065",,"312,117",,,,,,,,,,,,,
InvestingCashFlow,"121,103,205","21,332,353","-6,493,994","55,958,390","50,306,456","-275,115,336","-3,716,121","39,114,937","-42,385,622","-51,808,945","10,434,776","8,269,739","21,587,617","-49,337,127","7,182,557","14,418,034","-5,984,570","26,803,887","14,581,271","-54,157,508","-6,422,691","18,167,784","9,918,336","9,073,164","-2,381,457","-338,154","-21,221,573","-1,981,023","-29,291,622","-2,329,889","-23,217,033","-10,321,496","-2,992,277","718,600","-4,744,851","-184,479","-4,318,311","10,798","2,478,816","3,443,357","137,645","-784,253","-7,106,837","-21,128","-2,136,162","-1,635,797","2,277,267","5,614,305","11,582,070","-8,037,771","-33,566","-4,543","1,547,996","-63,542","-103,441","-223,395","2,851,287","391,751","4,268,625","2,371,863","-11,231,342","1,742,139","-9,773,927","3,124,209","2,707,220","-12,122,677","-150,215","-171,464","-113,336","-2,640,684","-72,979","-131,922","-109,568","-124,648","-116,269","-99,507","-80,422","-43,919","848,456","877,333","-2,013,685","-101,258","-243,465","2,729,763","-2,292,734","-802,517","-121,874","-171,900","6,114,908","2,200,000","-8,900,000","-200,000","-200,000"
	CashFlowFromContinuingInvestingActivities,"121,103,205","21,332,353","-6,493,994","55,958,390","50,306,456","-275,115,336","-3,716,121","39,114,937","-42,385,622","-51,808,945","10,434,776","8,269,739","21,587,617","-49,337,127","7,182,557","14,418,034","-5,984,570","26,803,887","14,581,271","-54,157,508","-6,422,691","18,167,784","9,918,336","9,073,164","-2,381,457","-338,154","-21,221,573","-1,981,023","-29,291,622","-2,329,889","-23,217,033","-10,321,496","-2,992,277","718,600","-4,744,851","-184,479","-4,318,311","10,798","2,478,816","3,443,357","137,645","-784,253","-7,106,837","-21,128","-2,136,162","-1,635,797","2,277,267","5,614,305","11,582,070","-8,037,771","-33,566","-4,543","1,547,996","-63,542","-103,441","-223,395","2,851,287","391,751","4,268,625","2,371,863","-11,231,342","1,742,139","-9,773,927","3,124,209","2,707,220","-12,122,677","-150,215","-171,464","-113,336","-2,640,684","-72,979","-131,922","-109,568","-124,648","-116,269","-99,507","-80,422","-43,919","848,456","877,333","-2,013,685","-101,258","-243,465","2,729,763","-2,292,734","-802,517","-121,874","-171,900","6,114,908","2,200,000","-8,900,000","-200,000","-200,000"
		CapitalExpenditureReported,,,"-643,658","-168,614","-207,910","-210,824","-962,077","-382,054","-35,582","-140,952","-114,442","-133,676","-81,077","-658,731","-343,067","-127,188","-461,302","-1,153,465","-878,066","-3,587,699","-5,038,880","-789,257","-66,235","-475,339","-1,515,755","-681,141","-825,923","-782,597","-646,165","-526,859","-172,106","-320,691","-705,423","-181,760","73,672","-184,479","-26,409","-39,709",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
