name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,220,190","4,717,230","4,193,728","3,509,388","3,471,748","3,158,671","3,140,307","2,756,930","2,590,617",,,,,,,,,,,
		PrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,186,373","1,653,392","1,716,905","920,787","644,822","524,385","707,167","989,645","1,215,463","1,717,397","522,348","547,500","456,354","337,777","521,290","435,196","196,852","471,160","385,043","234,108","101,677","203,026","170,685","228,725","68,932","150,812","191,432","267,058",,
		RestrictedCash,"14,895,000","12,526,000","13,860,000","12,875,000","12,670,000","14,205,000","13,828,000","13,393,000","12,649,000","11,865,000","8,789,000","8,475,000","8,204,000","8,501,000","8,539,000","12,258,000","12,411,000","11,766,000","15,845,000","7,382,000","7,397,000","9,836,000","11,174,000","9,824,000","10,157,000","11,739,000","15,697,000","16,724,000","14,951,000","14,643,000","16,918,000","15,927,000","12,923,000","13,704,000","15,392,000","11,745,000","11,042,000","10,526,000","3,115,000","2,889,000","3,054,000","2,473,000","2,568,000","2,358,000","2,733,000","2,288,410","2,606,065","2,295,525","2,957,263","2,633,538","3,049,099","3,345,712","3,780,463","2,677,561","2,637,531","2,604,830","3,947,616","3,315,762","1,500,858","3,259,564","2,988,145","2,860,981","1,644,889","4,083,541","3,666,087","3,015,728","2,812,024","1,284,350","744,129","1,060,977",,"187,234","205,508",,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,484,000","13,121,000",,"12,403,000","12,151,000","11,905,000","10,655,000","10,373,508","10,020,329","9,697,709","9,358,748","12,111,251","11,918,924","11,919,325","7,728,226","11,612,257",,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,"0","4,005,000","0","0","8,498,000","18,173,000","11,839,000","0","3,990,000","0","0","0","4,151,000","1,436,000","1,436,000","1,432,000","9,046,000","0","4,208,000","2,359,000","9,562,000","11,748,000","3,820,000","4,204,000","1,077,000","16,832,000","2,235,000","2,980,000",,,,"9,932,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,086,000",,,"2,899,000","2,621,091","2,714,936",,"2,565,860","2,487,680","2,697,354",,"2,349,456","2,150,919",,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"1,129,929,000","1,122,870,000","1,076,699,000","1,061,717,000","1,065,802,000","1,064,189,000","1,033,465,000","1,051,256,000","1,076,323,000","1,016,804,000","963,048,000","953,722,000","922,502,000","919,532,000","891,730,000","893,762,000","905,140,000","900,959,000","884,719,000","814,969,000","819,116,000","827,686,000","806,974,000","800,648,000","792,090,000","809,454,000","796,324,000","802,184,000","777,991,000","758,952,000","731,652,000","717,236,000","650,214,000","668,275,000","646,489,000","578,372,000","550,877,000","548,707,000","488,056,000","471,707,000","442,010,000","430,856,000","405,913,000","408,133,000","385,538,000","388,264,089","379,000,575","391,343,033","394,757,469","394,819,401","396,908,121","401,118,539","398,140,426","407,338,405",,,,,,,,,,,,,,,,,,,,,,,
		NetPPE,"5,305,000","5,361,000","5,432,000","5,473,000","5,528,000","5,582,000","5,636,000","5,689,000","5,742,000","5,794,000","5,846,000","5,897,000","5,948,000",,,,,,,,,,,,,,,,,,,,,,,,,,"432,119,000","418,977,000","395,589,000","388,737,000","369,122,000","371,183,000","351,824,000","357,357,484","350,233,625","352,442,883","354,593,314","356,641,940","357,945,760","360,271,038","363,488,589","365,804,562","367,715,344","356,463,038","353,335,334","324,761,772","309,420,504","280,541,611","272,001,341","235,118,123","236,573,888","219,373,127","204,739,533","161,634,761","129,028,346","94,245,941","71,226,016","60,466,330","48,784,959","26,863,418","9,020,410","5,436,153",,,
			GrossPPE,"5,305,000","5,361,000","5,432,000","5,473,000","5,528,000","5,582,000","5,636,000","5,689,000","5,742,000","5,794,000","5,846,000","5,897,000","5,948,000",,,,,,,,,,,,,,,,,,,,,,,,,,"494,578,000","478,410,000","452,161,000","442,521,000","420,241,000","419,720,000","397,873,000","401,016,940","391,502,046","391,329,596","391,095,912","390,753,892","389,699,961","389,668,739","390,616,450","390,562,138",,,,,,,,,,,,,,,,,,,,,,,
				Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0",,,"0",,"0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,258,000","65,099,000","61,308,000",,"58,146,000",,,"55,157,807",,"55,025,707",,,"55,035,962",,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"409,167,000","394,903,000","375,232,000",,"349,920,000",,,"335,575,857",,"326,483,183",,,"324,843,293",,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"5,305,000","5,361,000","5,432,000","5,473,000","5,528,000","5,582,000","5,636,000","5,689,000","5,742,000","5,794,000","5,846,000","5,897,000","5,948,000",,,,,,,,,,,,,,,,,,,,,,,,,,"19,153,000",,"15,621,000",,"12,175,000",,,,,,,,"9,820,706",,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,408,000",,,,,,"10,283,276",,"9,820,706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-62,459,000","-59,433,000","-56,572,000","-53,784,000","-51,119,000","-48,537,000","-46,049,000","-43,659,456","-41,268,421","-38,886,713","-36,502,598","-34,111,952","-31,754,201","-29,397,701","-27,127,861","-24,757,576",,,,,,,,,,,,,,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"112,655,000","114,494,000","111,782,000","111,084,000","114,057,000","117,379,000","114,242,000","117,106,000","122,036,000","115,465,000","110,197,000","111,074,000","108,047,000","111,448,000","109,343,000","111,978,000","116,301,000","118,927,000","115,210,000","101,035,000","102,075,000","105,553,000","102,765,000","101,683,000","101,571,000","104,914,000","105,963,000","106,893,000","102,808,000","98,814,000","94,642,000","92,129,000","78,284,000","79,632,000","75,345,000","60,797,000","57,156,000","57,254,000","48,348,000","45,926,000","39,878,000","37,670,000","31,791,000","32,804,000","29,431,000","26,746,992","25,348,564","26,246,904","27,250,453","28,177,461","28,962,361","29,890,585","30,590,024","31,533,843","32,467,191","30,253,544","31,079,739","28,989,556","27,607,486","26,038,291","25,958,470","23,416,696","24,198,562","24,535,650","22,593,292","13,947,484","11,062,110","5,362,850","4,023,315","3,230,146","2,246,939","989,831","344,433","358,020",,"298,815",
			OtherIntangibleAssets,"112,655,000","114,494,000","111,782,000","111,084,000","114,057,000","117,379,000","114,242,000","117,106,000","122,036,000","115,465,000","110,197,000","111,074,000","108,047,000","111,448,000","109,343,000","111,978,000","116,301,000","118,927,000","115,210,000","101,035,000","102,075,000","105,553,000","102,765,000","101,683,000","101,571,000","104,914,000","105,963,000","106,893,000","102,808,000","98,814,000","94,642,000","92,129,000","78,284,000","79,632,000","75,345,000","60,797,000","57,156,000","57,254,000","48,348,000",,"39,878,000","37,670,000","31,791,000",,"29,431,000","26,746,992","25,348,564",,"27,250,453","28,177,461",,,,"31,533,843",,"30,253,544","31,079,739","28,989,556","27,607,486","26,038,291","25,958,470","23,416,696","24,198,562","24,535,650","22,593,292","13,947,484","11,062,110","5,362,850","4,023,315","3,230,146","2,246,939","989,831","344,433","358,020",,"298,815",
		InvestmentProperties,"964,316,000","958,586,000","915,498,000","902,505,000","903,609,000","900,215,000","873,005,000","887,099,000","907,097,000","849,455,000","805,958,000","794,834,000","767,871,000","768,392,000","742,653,000","742,000,000","748,785,000","744,436,000","734,385,000","679,726,000","683,851,000","690,088,000","671,865,000","667,405,000","659,839,000","668,134,000","656,581,000","661,588,000","644,082,000","630,432,000","607,173,000","595,481,000","543,985,000","561,112,000","545,558,000","492,240,000","469,376,000","468,023,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,538,551","1,401,695","1,638,520","1,789,814","1,633,184","1,635,819","1,514,701","1,697,031","1,730,346","1,041,292","1,723,782","1,284,350","744,129","1,060,977","983,501",,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","10,000,000","10,000,000","10,000,000",,"10,000,000",,"10,000,000","16,667,829","16,121,058","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","41,962,146","42,000,910","42,051,630","42,094,548","21,064,861","11,081,931","11,107,717",,,,,,,
		NonCurrentDeferredAssets,"37,991,000","39,066,000","38,203,000","37,713,000","36,823,000","36,555,000","35,661,000","35,850,000","35,599,000","37,177,000","37,344,000","37,047,000","35,151,000","34,771,000","34,613,000","34,280,000","33,851,000","33,333,000","31,030,000","28,401,000","30,151,000","29,725,000","29,288,000","28,909,000","28,155,000","33,581,000","31,109,000","31,204,000","29,437,000","27,941,000","27,729,000","27,268,000","26,334,000","25,745,000","24,641,000","22,656,000","22,194,000","21,693,000","5,853,000","5,789,000","5,540,000","3,473,000","3,120,000","3,096,000","3,105,000","3,325,740","2,553,660","2,653,246","2,913,702",,,,"4,061,813",,"4,752,282","3,955,834",,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"9,662,000","5,363,000","5,784,000","4,942,000","5,785,000","4,458,000","4,921,000","5,512,000","5,849,000","8,913,000","3,703,000","4,870,000","5,485,000","4,921,000","5,121,000","5,504,000","6,203,000","4,263,000","4,094,000","5,807,000","3,039,000","2,320,000","3,056,000","2,651,000","2,525,000","2,825,000","2,671,000","2,499,000","1,664,000","1,765,000","2,108,000","2,358,000","1,611,000","1,786,000","945,000","2,679,000","2,151,000","1,737,000","1,736,000","1,015,000","1,003,000","976,000","1,880,000","1,050,000","1,178,000","833,873","864,726",,,,"10,000,000","956,916",,,,,,,,,,,,,,,,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"769,578,000","940,790,000","732,988,000","714,222,000","875,180,000","881,871,000","875,025,000","877,418,000","875,361,000","828,471,000","719,759,000","705,702,000","676,729,000","684,356,000","657,051,000","660,792,000","664,073,000","661,656,000","637,819,000","592,769,000","598,373,000","611,865,000","612,728,000","591,730,000","583,903,000","599,451,000","608,056,000","599,466,000","580,125,000","570,122,000","570,211,000","544,980,000","509,032,000","507,379,000","501,555,000","427,758,000","445,550,000","442,414,000","401,637,000","369,697,000","336,303,000","317,833,000","287,801,000","288,156,000","292,726,000","299,234,295","285,512,373","299,270,553","299,516,092","298,414,831","296,960,623","298,006,418","297,640,971","298,603,525","296,703,442","277,572,279","271,633,585","236,534,621","216,364,785","191,649,332","177,516,737","163,541,846","163,647,111","163,390,525","139,373,917","108,098,418","68,646,435","27,015,506","5,143,053","2,892,401","2,500,593","1,556,890","2,025,991","310,715","41,203","287,084","10,549"
	CurrentLiabilities,"43,487,000","43,717,000","13,301,000","11,046,000","8,673,000","60,731,000","54,928,000","52,075,000","31,682,000","60,077,000","40,303,000","57,349,000","37,538,000","55,311,000","35,817,000","41,063,000","41,166,000","30,457,000","54,404,000","43,363,000","69,693,000","48,232,000","53,482,000","66,151,000","50,092,000","54,414,000","66,444,000","52,901,000","52,970,000","52,501,000","54,555,000","33,885,000","27,624,000","28,119,000","33,451,000","15,407,000","31,634,000","30,890,000","5,954,000","5,074,000","4,351,000","10,284,000","2,007,000","2,964,000","9,148,000","3,648,288","8,303,704","3,076,327","47,398,965","36,500,381","43,587,712","34,873,014","43,120,679","34,173,787",,,,,,,,,,,,,,,,,,,,,,,
		PayablesAndAccruedExpenses,"8,937,000","10,167,000","11,188,000","11,046,000","8,673,000","7,419,000","10,671,000","9,516,000","10,836,000","8,477,000","5,388,000","6,764,000","5,203,000","5,227,000","5,186,000","7,958,000","8,804,000","9,628,000","10,471,000","5,885,000","5,564,000","7,966,000","6,022,000","5,565,000","6,467,000","8,246,000","9,640,000","7,608,000","9,083,000","9,201,000","8,955,000","8,235,000","3,346,000","3,719,000","4,551,000","4,207,000","5,234,000","5,890,000","5,954,000","5,074,000","4,351,000","3,144,000","2,007,000","2,964,000","3,022,000","3,648,288","3,382,248","2,822,486","3,012,413","3,300,381","1,417,884","2,795,134","1,528,245","2,673,787","514,222","944,723","1,481,540","1,563,250","993,915","1,271,062","1,146,394","673,410","695,330","615,152","939,708","657,157","600,151","405,091","560,062","1,217,660","1,041,577","1,061,844","1,531,611","310,715","41,203",,
			Payables,"8,937,000","10,167,000","11,188,000","11,046,000","8,673,000","7,419,000","10,671,000","9,516,000","10,836,000","8,477,000","5,388,000","6,764,000","5,203,000","5,227,000","5,186,000","7,958,000","8,804,000","9,628,000","10,471,000","5,885,000","5,564,000","7,966,000","6,022,000","5,565,000","6,467,000","8,246,000","9,640,000","7,608,000","9,083,000","9,201,000","8,955,000","8,235,000","3,346,000","3,719,000","4,551,000","4,207,000","5,234,000","5,890,000","5,954,000","5,074,000","4,351,000","3,144,000","2,007,000","2,964,000","3,022,000","3,648,288","3,382,248","2,822,486","3,012,413","3,300,381",,"2,795,134","1,528,245","2,673,787","514,222","944,723","1,481,540","1,563,250","993,915","1,271,062","1,146,394","673,410","695,330","615,152","939,708","657,157","600,151","405,091","560,062","1,217,660","1,041,577","1,061,844","1,531,611","310,715","41,203",,
				AccountsPayable,"5,363,000","6,736,000","8,000,000","7,957,000","5,448,000","4,459,000","7,700,000","6,188,000","7,684,000","5,573,000","2,658,000","4,129,000","2,641,000","2,704,000","2,697,000","5,606,000","6,419,000","7,339,000","8,221,000","3,781,000","3,461,000","5,891,000","4,031,000","3,681,000","4,569,000","6,388,000","7,820,000","5,925,000","7,362,000","8,285,000","7,267,000","6,498,000","2,186,000","2,359,000","3,552,000","3,359,000","4,165,000","4,715,000","4,920,000","4,295,000","3,305,000","1,956,000","1,268,000","1,873,000","2,070,000",,,"1,530,275","1,618,406",,,"1,495,284",,,,,,,,,,,,,,"657,157","600,151","405,091","560,062","297,620","121,537","41,594","24,161","234,295","41,203",,
				DividendsPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","920,040","920,040","917,040","917,040","76,420",,,
				DuetoRelatedPartiesCurrent,"3,574,000","3,431,000","3,188,000","3,089,000","3,225,000","2,960,000","2,971,000","3,328,000","3,152,000","2,904,000","2,730,000","2,635,000","2,562,000","2,523,000","2,489,000","2,352,000","2,385,000","2,289,000","2,250,000","2,104,000","2,103,000","2,075,000","1,991,000","1,884,000","1,898,000","1,858,000","1,820,000","1,683,000","1,721,000","916,000","1,688,000","1,737,000","1,160,000","1,360,000","999,000","848,000","1,069,000","1,175,000","1,034,000","779,000","1,046,000","1,188,000","739,000","1,091,000","952,000",,,"1,292,211","1,394,007",,,"1,299,850",,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103,210","590,410",,,,
		CurrentProvisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,922,738",,"4,026,157",,"4,727,667",,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"34,550,000","33,550,000","2,100,000",,,"53,312,000","43,149,000","42,410,000","20,846,000","51,579,000","34,915,000","50,585,000","32,335,000","50,084,000","30,334,000","32,808,000","32,065,000","20,715,000","43,933,000","37,478,000","63,797,000","39,225,000","46,772,000","60,229,000","42,465,000","45,300,000","55,500,000","45,200,000","41,300,000","43,300,000","45,600,000","25,650,000","24,100,000","24,400,000","28,900,000","11,200,000","26,400,000","25,000,000",,,,,,,,,,"253,841","35,150,764","33,200,000","33,316,375","32,041,532","31,688,127","31,500,000","286,856,947","267,218,679","260,786,050","226,520,471",,,,,,,,,,,,,,,,,,,
			CurrentDebt,"34,550,000","33,550,000","2,100,000",,,"53,312,000","43,149,000","42,410,000","20,846,000","51,579,000","34,915,000","50,585,000","32,335,000","50,084,000","30,334,000","32,808,000","32,065,000","20,715,000","43,933,000","37,478,000","63,797,000","39,225,000","46,772,000","60,229,000","42,465,000","45,300,000","55,500,000","45,200,000","41,300,000","43,300,000","45,600,000","25,650,000","24,100,000","24,400,000","28,900,000","11,200,000","26,400,000","25,000,000",,,,,,,,,,,"34,900,000","33,200,000","33,071,766","31,800,000","31,449,672","31,500,000","286,856,947","267,218,679","260,786,050","226,520,471",,,,,,,,,,,,,,,,,,,
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"255,425,225","201,346,692",,,,,,,,,,,,,,,,,,,,,
				LineOfCredit,"34,550,000","33,550,000","2,100,000","0","0","53,312,000","43,149,000","42,410,000","20,846,000","51,579,000","34,915,000","50,585,000","32,335,000","50,084,000","30,334,000","32,808,000","32,065,000","20,715,000","43,933,000","37,478,000","63,797,000","39,225,000","46,772,000","60,229,000","42,465,000","45,300,000","55,500,000","45,200,000","41,300,000","43,300,000","45,600,000","25,650,000","24,100,000","24,400,000","28,900,000","11,200,000","26,400,000","25,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,503,000",,,,,,,,,,,,,,,,,,,,"34,900,000",,"33,071,766","31,800,000","31,449,672",,"31,431,722","65,871,987",,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"253,841","250,764",,"244,609","241,532","238,455",,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,851,000",,,"3,025,000",,"2,507,408",,"2,970,159",,"2,558,299",,"2,951,081",,"3,343,863","3,540,254",,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,"13,000",,,,"1,108,000","149,000",,"21,000",,,,,"297,000","297,000","297,000","114,000",,,"332,000","1,041,000","688,000","357,000","1,160,000","868,000","1,304,000","93,000","2,587,000",,,,"178,000",,,,,,,,,"3,289,000",,,"3,101,000",,"2,414,048",,"2,342,891",,"2,268,997","36,348","2,225,559",,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"726,091,000","897,073,000","719,687,000","703,176,000","866,507,000","821,140,000","820,097,000","825,343,000","843,679,000","768,394,000","679,456,000","648,353,000","639,191,000","629,045,000","621,234,000","619,729,000","622,907,000","631,199,000","583,415,000","549,406,000","528,680,000","563,633,000","559,246,000","525,579,000","533,811,000","545,037,000","541,612,000","546,565,000","527,155,000","517,621,000","515,656,000","511,095,000","481,408,000","479,260,000","468,104,000","412,351,000","413,916,000","411,524,000","395,683,000","364,623,000","331,952,000","307,549,000","285,794,000","285,192,000","283,578,000","295,586,007","277,208,669","296,194,226","252,117,127","261,914,450","253,372,911","263,133,404","254,520,292","264,429,738",,,,,,,,,,,,,,,,,,,,,,,
		LongTermProvisions,"3,790,000","3,769,000","3,151,000","3,142,000","3,113,000","3,086,000","3,060,000","3,037,000","3,163,000","3,137,000","3,120,000","2,938,000","2,907,000","2,875,000","2,844,000","2,814,000","2,784,000","3,051,000","3,136,000","3,105,000","3,440,000","3,406,000","3,268,000","3,645,000","3,659,000","3,674,000","3,542,000","3,749,000","3,675,000","3,616,000","3,950,000","3,747,000","3,704,000","3,884,000","3,851,000","3,819,000","3,786,000","3,755,000","3,711,000","3,812,000","3,329,000",,"3,179,000","3,140,000",,,,"2,380,748",,,,"2,232,940",,,,,,,,,,,,,,,,,,,,,,,,,
