name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
OperatingCashFlow,"-2,677,000","52,396,000","53,892,000","-104,086,000","-4,879,000","67,213,000","153,580,000","178,846,000","71,032,000","28,047,000","-140,609,000","-184,169,000","-185,729,000","-86,381,000","23,339,000","208,944,000","-278,534,000","145,684,000","15,411,000","109,463,000","-6,760,000","179,933,000","14,433,000","153,054,000","294,997,000","120,733,000","55,911,000","83,118,000","176,432,000","113,508,000","48,907,000","33,878,000","-154,272,000","-170,257,000","-122,636,000","92,742,000","-92,626,000","-122,029,000","-22,277,000","41,213,000","83,164,000","268,546,000","48,499,000","64,723,000","-144,051,000","-196,387,000","319,492,000","-230,279,000","-369,398,000","-101,379,000","411,525,000","36,617,000","39,840,000","103,266,000","159,879,000","-1,154,182,000","876,183,000","-892,651,000","-94,510,000","-334,454,000","-567,225,000","775,970,000","-525,013,000","-160,990,000","-358,861,000","270,568,000","-156,119,000","-510,692,000","-119,687,000","75,410,000","-722,821,000","677,535,000","-601,000"
	CashFlowFromContinuingOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,213,000","83,164,000","268,546,000","48,499,000","64,723,000","-144,051,000","-196,387,000","319,492,000","-230,279,000","-369,398,000","-101,379,000","411,525,000","36,617,000","39,840,000","103,266,000","159,879,000","-1,154,182,000","876,183,000","-892,651,000","-94,510,000","-334,454,000","-567,225,000","775,970,000","-525,013,000","-160,990,000","-358,861,000","270,568,000","-156,119,000","-510,692,000","-119,687,000","75,410,000","-722,821,000","677,535,000","-601,000"
		NetIncomeFromContinuingOperations,"82,364,000","4,239,000","20,541,000","25,440,000","32,144,000","42,412,000","33,166,000","33,288,000","2,995,000","-147,247,000","286,000","7,068,000","23,829,000","31,845,000","-1,178,000","28,029,000","13,250,000","20,627,000","5,834,000","31,787,000","28,781,000","8,052,000","11,290,000","41,114,000","-42,086,000","-23,397,000","-25,773,000","-1,746,000","6,390,000","-11,730,000","-19,451,000","41,967,000","64,636,000","69,905,000","105,738,000","76,425,000","18,804,000","65,820,000","-22,743,000","73,036,000","-11,642,000","117,233,000",,,"56,000","112,052,000","84,504,000","68,166,000","-84,310,000","-9,864,000","79,523,000","109,156,000","84,475,000","29,776,000","-475,543,000","-237,952,000","71,840,000","-162,377,000","-25,607,000","-23,176,000","177,722,000","102,767,000","56,977,000","81,266,000","71,156,000","42,271,000","33,546,000","31,010,000","13,560,000",,,,"863,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,878,000","18,374,000","315,000","-18,093,000","315,134,000","44,087,000","127,874,000","220,088,000","-70,744,000","-132,721,000","-99,942,000","-146,158,000","-122,025,000","82,691,000","124,782,000","92,554,000","-194,448,000","-19,989,000","-176,187,000","-948,389,000","905,000","20,744,000",,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,"-198,000","6,199,000","-1,386,000","201,000","144,000","-54,000","2,000","-28,000","9,215,000","16,000","3,695,000","2,924,000","6,222,000","749,000","905,000","360,000","149,000","-1,652,000","735,000","5,394,000","2,832,000","918,000","-122,000","-1,831,000","265,000","-514,000","1,366,000","2,123,000","-171,000","1,094,000","316,000","-470,000",,,"694,000","-1,861,000",,,,"3,040,000",,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-80,227,000","62,756,000","28,164,000","-132,557,000","-38,590,000","30,434,000","116,865,000","149,527,000","63,849,000","178,644,000","-154,256,000","-181,046,000","-212,126,000","-105,855,000","23,310,000","176,576,000","-289,714,000","119,695,000","12,211,000","77,302,000","-42,693,000","168,231,000","7,772,000","97,369,000","333,579,000","158,004,000","81,277,000","104,540,000","139,219,000","6,161,000","150,119,000","-25,712,000","-161,389,000","-286,671,000","-146,570,000","31,481,000","-182,167,000","-225,837,000","11,490,000","40,562,000","18,844,000",,,,"45,948,000","-14,679,000","69,638,000","-67,704,000","-135,761,000","373,085,000","-145,936,000","-117,847,000","78,291,000","-356,891,000","207,021,000","21,320,000","90,184,000","-176,187,000","-948,389,000","905,000","20,744,000",,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-656,000","-6,756,000","-4,738,000","-5,286,000","-4,578,000","-4,205,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-69,117,000","31,530,000",,,,"1,658,000",,,,,,,,"-133,380,000",,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-3,766,000","-1,314,000","-809,000","-665,000","-978,000","-1,053,000","-1,804,000","-1,099,000","-1,551,000","-1,255,000","-1,079,000","-803,000","-711,000","-568,000","289,000","-493,000","-223,000","-66,000","-370,000","-343,000","-505,000","19,000","381,000","105,000","558,000","-804,000","119,000","-683,000","1,250,000","-1,755,000","-1,466,000","-485,000","-942,000","-7,494,000","-3,110,000","-8,291,000","-8,303,000","-5,728,000","1,447,000","-2,658,000","-9,751,000","-6,131,000","262,880,000","-270,439,000","-5,117,000","36,242,000","-184,828,000","-21,851,000","129,004,000",,"-29,365,000",,,"594,000","524,754,000","264,467,000","-55,345,000",,"-190,872,000","88,172,000","-138,990,000","1,188,069,000","-576,606,000","-236,948,000","-429,172,000","234,685,000","-182,255,000","-449,476,000","-224,985,000","-794,748,000","-724,990,000","678,840,000","1,464,000"
		ChangeInWorkingCapital,"-1,048,000","-13,285,000","5,996,000","3,696,000","2,545,000","-4,580,000","5,353,000","-2,870,000","5,739,000","-1,897,000","8,241,000","-8,002,000","3,078,000","-11,947,000","972,000","4,830,000","-1,819,000","-3,787,000","-2,280,000","-2,978,000","4,733,000","-2,591,000","-5,759,000","13,561,000","2,586,000","-13,219,000","1,940,000","-19,728,000","24,179,000","118,000,000","-81,213,000","18,230,000","-54,746,000","53,738,000","-78,180,000","-8,239,000","76,917,000","43,887,000","-58,564,000","-270,000","61,409,000","95,001,000","18,394,000","26,320,000","-180,530,000","-172,032,000","199,728,000","-205,850,000","-281,371,000","-586,876,000","507,525,000","9,017,000","6,054,000","723,849,000","18,114,000","-986,249,000","879,677,000","-795,777,000","1,070,358,000","-400,355,000","-626,701,000","137,961,000","-5,384,000","-5,308,000","-845,000","-24,123,000","-7,410,000","-92,226,000","91,738,000","826,013,000","2,169,000","-442,000","-2,928,000"
			ChangeInReceivables,"-3,709,000","-3,701,000","2,260,000","-1,362,000","-906,000","1,220,000","1,861,000","1,537,000","2,663,000","-645,000","9,504,000","-3,314,000","-1,721,000","-3,885,000","343,000","6,739,000","-6,407,000","747,000","-4,290,000","538,000","1,745,000","4,553,000","-5,799,000","12,862,000","4,195,000","2,818,000","294,000","-3,760,000","10,726,000","6,990,000","-2,318,000","-1,574,000","-8,102,000","30,423,000","-78,209,000","-11,438,000","2,979,000","18,672,000","-6,042,000","102,554,000","-98,677,000","65,415,000","-62,448,000","22,119,000","-37,721,000","-22,774,000","62,549,000","-58,066,000","52,495,000","-22,861,000","-22,823,000","-9,926,000","6,891,000","-7,094,000","1,708,000","-18,704,000","3,001,000","13,692,000","2,675,000","-10,625,000","-4,957,000","-9,797,000","-7,751,000","-7,614,000","-2,966,000","-20,482,000","-1,741,000","38,123,000","-43,312,000","-8,245,000","-1,636,000","-2,997,000","-1,953,000"
