name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalAssets,"5,057,000,000","4,863,600,000","4,775,900,000","4,503,800,000","4,389,800,000","4,290,500,000","3,833,200,000","3,521,800,000","2,447,900,000","2,395,000,000","2,185,700,000","2,065,900,000","1,974,000,000","1,916,000,000","1,114,300,000","1,007,500,000","896,800,000","904,100,000","842,900,000","795,600,000","467,200,000","402,800,000","361,900,000","332,800,000","299,400,000","292,000,000","256,700,000","218,400,000","189,300,000","184,600,000","159,400,000","139,700,000","124,900,000","122,500,000","110,100,000","102,300,000","98,800,000","106,000,000","102,796,000","110,522,000","117,962,000","120,475,000","128,793,000","136,369,000","66,555,000","77,164,000","54,105,000","60,565,000","68,314,000","46,948,000","53,956,000","65,101,000","77,946,000","44,366,000","43,075,000","57,053,000","68,962,000","77,259,000","85,489,000","96,527,000","105,461,000","64,552,608","75,536,126","84,622,044","47,487,683","56,726,258","64,277,435","70,076,599","25,364,787"
	CurrentAssets,"3,746,600,000","3,684,400,000","3,656,200,000","3,474,200,000","3,445,100,000","3,424,800,000","3,237,100,000","3,033,000,000","1,995,700,000","1,969,400,000","1,815,700,000","1,744,200,000","1,690,800,000","1,699,500,000","914,100,000","836,000,000","729,300,000","744,700,000","692,900,000","656,800,000","330,500,000","280,000,000","258,600,000","241,000,000","227,400,000","231,300,000","203,700,000","170,400,000","146,200,000","145,900,000","123,400,000","105,500,000","93,600,000","93,100,000","81,700,000","74,200,000","71,300,000","77,600,000","75,571,000","83,993,000","92,822,000","104,410,000","115,232,000","123,980,000","54,432,000","66,025,000","44,488,000","50,443,000","59,009,000","36,920,000","43,376,000","54,123,000","66,506,000","32,058,000","29,784,000","42,955,000","53,847,000","67,291,000","77,083,000","87,519,000","96,082,000","57,355,923","67,943,646","77,050,841","41,161,225","51,012,767","60,466,970","67,344,510","21,909,789"
		CashCashEquivalentsAndShortTermInvestments,"2,688,200,000","2,731,200,000","2,697,900,000","2,584,900,000","2,632,600,000","2,707,700,000","2,603,800,000","2,508,800,000","1,510,500,000","1,533,300,000","1,429,900,000","1,377,500,000","1,358,000,000","1,385,600,000","668,700,000","606,100,000","533,900,000","548,600,000","525,800,000","496,600,000","181,100,000","123,700,000","127,300,000","115,600,000","106,500,000","115,200,000","113,300,000","97,500,000","83,800,000","83,600,000","74,900,000","61,300,000","57,400,000","54,600,000","47,600,000","46,400,000","45,300,000","48,700,000","53,385,000","61,188,000","70,184,000","81,911,000","97,317,000","105,028,000","37,331,000","47,113,000","29,909,000","40,081,000","49,921,000","28,016,000","37,718,000","48,874,000","61,452,000","27,068,000","25,383,000","37,859,000","50,584,000","64,323,000","74,279,000","84,200,000","93,176,000","54,508,515","64,677,271","72,342,879","38,674,290","50,524,752","59,454,300","66,584,464","4,644,151"
			CashAndCashEquivalents,"716,000,000","1,052,600,000","1,444,300,000","1,158,800,000","733,800,000","817,600,000","673,500,000","530,000,000","584,600,000","446,200,000","395,600,000","709,200,000","1,285,100,000","1,137,000,000","367,400,000","300,200,000","420,400,000","441,500,000","402,100,000","395,900,000","153,500,000","94,500,000","97,700,000","87,500,000","77,900,000","86,100,000","85,300,000","67,700,000","54,200,000","71,800,000","63,200,000","49,500,000","45,700,000","43,200,000","33,400,000","28,200,000","18,900,000","8,100,000","4,744,000","5,985,000","5,119,000","2,553,000","17,523,000","33,889,000","3,805,000","4,889,000","5,529,000","6,090,000","10,700,000","3,577,000","6,362,000","4,208,000","9,276,000","12,700,000","4,642,000","4,963,000","23,952,000","23,115,000","15,176,000","25,884,000","55,828,000","18,167,066","23,202,979","23,977,872","20,180,509","37,247,064","42,119,293","51,490,448","4,644,151"
			OtherShortTermInvestments,"1,972,200,000","1,678,600,000","1,253,600,000","1,426,100,000","1,898,800,000","1,890,100,000","1,930,300,000","1,978,800,000","925,900,000","1,087,100,000","1,034,300,000","668,300,000","72,900,000","248,600,000","301,300,000","305,900,000","113,500,000","107,100,000","123,700,000","100,700,000","27,600,000","29,200,000","29,600,000","28,100,000","28,600,000","29,100,000","28,000,000","29,800,000","29,600,000","11,800,000","11,700,000","11,800,000","11,700,000","11,400,000","14,200,000","18,200,000","26,400,000","40,600,000","48,641,000","55,203,000","65,065,000","79,358,000","79,794,000","71,139,000","33,526,000","42,224,000","24,380,000","33,991,000","39,221,000","24,439,000","31,356,000","44,666,000","52,176,000","14,368,000","20,741,000","32,896,000","26,632,000","41,208,000","59,103,000","58,316,000","37,348,000","36,341,449","41,474,292","48,365,007","18,493,781","13,277,688","17,335,007","15,094,016",
		Receivables,"544,500,000","514,300,000","529,100,000","483,500,000","443,400,000","428,500,000","370,000,000","296,500,000","300,700,000","286,300,000","234,900,000","217,300,000","204,700,000","226,700,000","169,800,000","162,000,000","123,900,000","134,300,000","110,500,000","101,700,000","85,900,000","101,700,000","76,800,000","73,800,000","67,300,000","74,100,000","55,800,000","45,500,000","40,200,000","42,400,000","31,400,000","28,600,000","23,800,000","26,100,000","21,600,000","17,700,000","16,300,000","19,500,000","12,357,000","12,900,000","12,543,000","12,547,000","9,003,000","8,694,000","7,158,000","6,671,000","5,102,000","4,661,000","3,801,000","3,490,000","2,487,000","2,067,000","1,345,000","1,118,000","429,000","568,000","321,000","215,000","171,000","126,000","198,000","120,477","119,221","91,404",,,,,
			AccountsReceivable,"544,500,000","514,300,000","529,100,000","483,500,000","443,400,000","428,500,000","370,000,000","296,500,000","300,700,000","286,300,000","234,900,000","217,300,000","204,700,000","226,700,000","169,800,000","162,000,000","123,900,000","134,300,000","110,500,000","101,700,000","85,900,000","101,700,000","76,800,000","73,800,000","67,300,000","74,100,000","55,800,000","45,500,000","40,200,000","42,400,000","31,400,000","28,600,000","23,800,000","26,100,000","21,600,000","17,700,000","16,300,000","19,500,000","12,357,000","12,900,000","12,543,000","12,547,000","9,003,000","8,694,000","7,158,000","6,671,000","5,102,000","4,661,000","3,801,000","3,490,000","2,487,000","2,067,000","1,345,000","1,118,000","429,000","568,000","321,000","215,000","171,000","126,000","198,000","120,477","119,221","91,404",,,,,
				GrossAccountsReceivable,,"519,700,000",,,,"435,700,000",,,,"292,100,000",,,,"233,900,000",,,,"145,800,000",,,,"114,300,000",,,,"82,000,000",,,,"46,800,000",,,,"28,800,000",,,,"20,700,000",,,,"13,192,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-5,400,000",,,,"-7,200,000",,,,"-5,800,000",,,,"-7,200,000",,,,"-11,500,000",,,,"-12,600,000",,,,"-7,900,000",,,,"-4,400,000",,,,"-2,700,000",,,,"-1,200,000",,,,"-645,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"342,200,000","357,300,000","351,300,000","319,300,000","289,700,000","234,700,000","200,700,000","165,300,000","141,900,000","119,800,000","120,400,000","117,900,000","101,100,000","70,700,000","55,200,000","46,200,000","51,600,000","45,200,000","43,300,000","42,800,000","46,500,000","45,400,000","44,700,000","42,900,000","46,100,000","35,200,000","30,600,000","22,400,000","18,400,000","16,000,000","14,300,000","11,600,000","8,900,000","9,000,000","10,000,000","7,300,000","7,500,000","7,400,000","7,141,000","7,378,000","8,044,000","8,171,000","6,455,000","6,258,000","6,425,000","8,112,000","6,353,000","4,087,000","3,851,000","2,641,000","1,932,000","1,363,000","2,365,000","2,446,000","2,590,000","2,771,000","1,824,000","1,139,000","1,035,000","1,254,000","1,457,000","1,413,024","1,937,111","3,207,629","1,919,521",,,,
