name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
TotalAssets,"4,429,800,000","4,476,500,000","4,483,900,000","4,473,000,000","4,587,600,000","4,674,100,000","4,494,000,000","4,417,800,000","3,895,700,000","4,185,000,000","4,238,000,000","4,383,600,000","4,365,300,000","4,296,100,000","4,523,700,000","4,526,800,000","4,509,200,000","4,772,500,000","4,546,100,000","4,410,400,000","4,437,500,000","4,597,400,000","4,426,100,000","4,290,800,000","4,280,000,000","4,505,200,000","4,511,400,000","4,464,600,000","4,578,900,000","4,642,200,000","4,600,200,000","4,784,500,000","4,761,400,000","4,786,900,000","4,923,200,000","5,075,800,000","4,892,000,000","5,150,600,000","5,246,995,000","5,185,062,000","5,136,178,000","5,175,578,000","5,000,319,000","5,081,770,000","4,976,054,000","5,115,736,000","5,263,969,000","5,461,203,000","5,666,683,000","5,929,663,000","5,907,139,000","6,221,272,000","6,253,027,000","6,642,296,000","7,261,049,000","7,778,468,000","7,827,355,000","7,935,011,000","9,043,478,000","9,262,527,000","9,191,766,000","9,276,137,000","8,955,463,000","9,171,553,000","8,928,081,000","9,075,164,000","9,205,469,000","9,402,739,000","8,555,589,000","8,630,735,000","8,517,836,000","8,970,487,000"
	CurrentAssets,"3,691,100,000","3,746,600,000","3,758,600,000","3,724,200,000","3,819,800,000","3,899,000,000","3,718,100,000","3,632,100,000","3,075,500,000","3,383,800,000","3,444,800,000","3,576,600,000","3,546,200,000","3,519,300,000","3,731,000,000","3,717,000,000","3,683,000,000","3,946,900,000","3,669,900,000","3,533,800,000","3,620,300,000","3,791,500,000","3,613,500,000","3,469,100,000","3,452,700,000","3,670,100,000","3,659,700,000","3,603,000,000","3,711,100,000","3,784,200,000","3,818,400,000","4,023,300,000","4,021,300,000","4,055,900,000","4,174,600,000","4,333,700,000","4,158,700,000","4,403,300,000","4,474,197,000","4,424,475,000","4,376,239,000","4,417,034,000","4,307,594,000","4,376,096,000","4,289,421,000","4,414,965,000","4,563,172,000","4,756,809,000","4,897,085,000","5,156,789,000","5,185,788,000","5,442,765,000","5,457,634,000","5,802,525,000","6,470,313,000","6,985,116,000","7,035,048,000","7,210,658,000","8,193,053,000","8,508,603,000","8,471,563,000","8,568,713,000","8,250,131,000","8,436,673,000","8,236,814,000","8,425,346,000","8,573,624,000","8,793,628,000","7,934,506,000","1,699,008,000","7,912,659,000","8,308,802,000"
		CashCashEquivalentsAndShortTermInvestments,"2,787,500,000","3,046,200,000","2,947,900,000","2,867,400,000","2,994,900,000","3,074,000,000","2,906,400,000","2,889,600,000","2,496,000,000","2,668,300,000","2,579,300,000","2,574,100,000","2,574,500,000","2,741,600,000","2,733,900,000","2,712,700,000","2,763,800,000","2,821,100,000","2,749,800,000","2,674,500,000","2,759,200,000","2,792,100,000","2,766,100,000","2,710,400,000","2,672,900,000","2,808,700,000","2,774,700,000","2,731,400,000","2,989,300,000","3,026,600,000","1,122,300,000","1,035,000,000","977,400,000","1,059,700,000","992,500,000","952,800,000","558,100,000","513,600,000","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"927,042,000","7,067,703,000","7,398,576,000"
			CashAndCashEquivalents,"1,791,900,000","2,050,900,000","1,952,200,000","1,871,600,000","1,999,200,000","2,079,300,000","1,911,600,000","2,171,400,000","1,502,600,000","1,677,900,000","1,588,400,000","1,611,500,000","1,511,400,000","1,581,200,000","1,573,000,000","1,553,600,000","1,603,100,000","1,659,900,000","1,588,400,000","1,512,500,000","1,588,400,000","1,522,200,000","1,546,400,000","1,489,000,000","1,389,300,000","1,725,200,000","1,789,400,000","1,645,500,000","1,874,300,000","1,907,900,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"927,042,000","788,687,000","1,028,814,000"
				CashFinancial,"1,791,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"995,600,000","995,300,000","995,700,000","995,800,000","995,700,000","994,700,000","994,800,000","718,200,000","993,400,000","990,400,000","990,900,000","962,600,000","1,063,100,000","1,160,400,000","1,160,900,000","1,159,100,000","1,160,700,000","1,161,200,000","1,161,400,000","1,162,000,000","1,170,800,000","1,269,900,000","1,219,700,000","1,221,400,000","1,283,600,000","1,083,500,000","985,300,000","1,085,900,000","1,115,000,000","1,118,700,000","1,122,300,000","1,035,000,000","977,400,000","1,059,700,000","992,500,000","952,800,000","558,100,000","513,600,000",,"609,336,000","618,483,000",,"639,192,000","651,664,000","411,299,000",,"0",,"258,245,000",,,,,,,,,,,,,,,,,,,,,,"6,279,016,000","6,369,762,000"
		Receivables,"903,600,000","700,400,000","810,700,000","856,800,000","824,900,000","825,000,000","811,700,000","742,500,000","579,500,000","715,500,000","865,500,000","1,002,500,000","971,700,000","777,700,000","997,100,000","1,004,300,000","919,200,000","1,125,800,000","920,100,000","859,300,000","861,100,000","999,400,000","847,400,000","758,700,000","779,800,000","861,400,000","885,000,000","871,600,000","721,800,000","757,600,000","753,900,000","941,800,000","890,000,000","767,700,000","959,700,000","1,178,500,000","1,170,400,000","1,206,500,000","1,330,018,000","1,266,882,000","1,210,506,000","1,220,065,000","1,084,927,000","1,038,766,000","956,945,000","982,319,000","1,081,521,000","1,047,768,000","960,341,000","1,054,381,000","958,937,000","1,098,388,000","1,117,184,000","1,264,885,000","1,397,179,000","1,959,438,000","1,783,241,000","1,408,220,000","1,717,464,000","1,775,431,000","1,599,654,000","1,758,682,000","1,602,153,000","1,564,950,000","1,282,693,000","1,325,622,000","1,401,978,000","1,315,690,000","864,082,000","771,966,000","844,956,000","910,226,000"
			AccountsReceivable,"903,600,000","700,400,000","810,700,000","856,800,000","824,900,000","825,000,000","811,700,000","742,500,000","579,500,000","715,500,000","865,500,000","1,002,500,000","971,700,000","777,700,000","997,100,000","1,004,300,000","919,200,000","1,125,800,000","920,100,000","859,300,000","861,100,000","999,400,000","847,400,000","758,700,000","779,800,000","861,400,000","885,000,000","871,600,000","721,800,000","757,600,000","753,900,000","941,800,000","890,000,000","767,700,000","959,700,000","1,178,500,000","1,170,400,000","1,206,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"771,966,000","844,956,000","910,226,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,942,200,000","2,046,500,000","2,153,900,000","2,228,500,000","2,222,400,000","2,202,400,000","2,430,200,000","2,683,200,000","3,144,179,000","3,157,593,000","3,165,733,000","3,196,969,000","3,222,667,000","3,337,330,000","3,332,476,000","3,432,646,000","3,481,651,000","3,709,041,000","3,936,744,000","4,102,408,000","4,226,851,000","4,344,377,000","4,340,450,000","4,537,640,000","5,073,134,000","5,025,678,000","5,251,807,000","5,802,438,000","6,475,589,000","6,733,172,000","6,871,909,000","6,810,031,000","6,647,978,000","6,871,723,000","6,954,121,000","7,099,724,000","7,171,646,000","7,477,938,000","7,070,424,000",,,
		OtherCurrentAssets,,,,,,,,,,"3,237,000,000","3,325,700,000",,"3,416,300,000","3,373,800,000",,,,"3,756,900,000",,,,"3,634,300,000","3,440,400,000","3,320,500,000",,"3,505,600,000","3,508,100,000",,"3,535,900,000","3,533,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"0",,,,"0",,,,,,
