name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013
TotalAssets,"10,453,680,000","9,757,249,000","9,572,300,000","9,349,525,000","9,237,510,000","8,820,871,000","8,702,375,000","8,587,858,000","8,531,624,000","7,954,937,000","7,962,883,000","8,010,106,000","7,931,747,000","3,208,550,000","3,275,846,000","3,133,627,000","3,063,319,000","2,945,583,000","2,494,861,000","1,508,589,000","1,522,015,000","1,408,507,000","1,269,238,000","1,215,497,000","1,130,480,000","1,039,600,000","1,009,539,000","827,140,000","808,906,000","802,286,000","745,344,000","710,382,000","664,971,000"
TotalLiabilitiesNetMinorityInterest,"9,005,684,000","8,442,170,000","8,288,140,000","8,076,618,000","8,003,702,000","7,617,495,000","7,517,038,000","7,424,109,000","7,382,355,000","6,764,140,000","6,757,353,000","6,804,813,000","6,738,042,000","2,677,912,000","2,758,634,000","2,625,186,000","2,565,886,000","2,456,654,000","2,048,932,000","1,260,987,000","1,279,290,000","1,169,419,000","1,126,815,000","1,076,647,000","995,239,000","907,554,000","872,031,000","710,055,000","693,773,000","688,974,000","669,741,000","636,138,000","598,732,000"
TotalEquityGrossMinorityInterest,"1,447,996,000","1,315,079,000","1,284,160,000","1,272,907,000","1,233,808,000","1,203,376,000","1,185,337,000","1,163,749,000","1,149,269,000","1,190,797,000","1,205,530,000","1,205,293,000","1,193,705,000","530,638,000","517,212,000","508,441,000","497,433,000","488,929,000","445,929,000","247,602,000","242,725,000","239,088,000","142,423,000","138,850,000","135,241,000","132,046,000","137,508,000","117,085,000","115,133,000","113,312,000","75,603,000","74,244,000","66,239,000"
	StockholdersEquity,"1,447,996,000","1,315,079,000","1,284,160,000","1,272,907,000","1,233,808,000","1,203,376,000","1,185,337,000","1,163,749,000","1,149,269,000","1,190,797,000","1,205,530,000","1,205,293,000","1,193,705,000","530,638,000","517,212,000","508,441,000","497,433,000","488,929,000","445,929,000","247,602,000","242,725,000","239,088,000","142,423,000","138,850,000","135,241,000","132,046,000","137,508,000","117,085,000","115,133,000","113,312,000","75,603,000","74,244,000","66,239,000"
		CapitalStock,"605,000","560,000","559,000","558,000","557,000","555,000","555,000","555,000","554,000","549,000","524,000","535,000","546,000","243,000","242,000","242,000","241,000","241,000","227,000","152,000","152,000","152,000","107,000","107,000","107,000","107,000","8,107,000","8,095,000","8,095,000","8,095,000","8,064,000","8,064,000","8,058,000"
			PreferredStock,,,,,,,,,,,,,,"0",,,,,,,,"0",,"0",,"0","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000"
			CommonStock,"605,000","560,000","559,000","558,000","557,000","555,000","555,000","555,000","554,000","549,000","524,000","535,000","546,000","243,000","242,000","242,000","241,000","241,000","227,000","152,000","152,000","152,000","107,000","107,000","107,000","107,000","107,000","95,000","95,000","95,000","64,000","64,000","58,000"
		AdditionalPaidInCapital,"1,297,161,000","1,142,758,000","1,137,889,000","1,134,603,000","1,131,324,000","1,126,437,000","1,124,148,000","1,122,063,000","1,119,757,000","1,117,879,000","1,114,659,000","1,112,238,000","1,109,386,000","449,427,000","448,117,000","447,234,000","445,964,000","445,517,000","404,900,000","211,901,000","211,512,000","211,173,000","116,315,000","116,111,000","115,876,000","115,721,000","115,579,000","97,761,000","97,480,000","97,469,000","61,513,000","61,419,000","55,303,000"
		RetainedEarnings,"298,830,000","275,273,000","243,633,000","216,704,000","195,661,000","172,232,000","157,639,000","143,277,000","127,812,000","147,911,000","125,344,000","104,652,000","84,559,000","83,968,000","74,143,000","65,208,000","55,015,000","44,627,000","41,143,000","36,003,000","32,388,000","29,290,000","26,101,000","22,725,000","19,552,000","16,739,000","14,204,000","11,687,000","9,851,000","8,047,000","6,378,000","5,038,000","2,922,000"
		TreasuryStock,"167,582,000","167,582,000","167,582,000","156,147,000","156,147,000","152,073,000","144,160,000","144,160,000","144,160,000","94,603,000","58,834,000","29,873,000","7,802,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000","70,000"
		GainsLossesNotAffectingRetainedEarnings,"18,982,000","64,070,000","69,661,000","77,189,000","62,413,000","56,225,000","47,155,000","42,014,000","45,306,000","19,061,000","23,837,000","17,741,000","7,016,000","-2,930,000","-5,114,000","-4,067,000","-3,611,000","-1,280,000","-62,000","-175,000","-1,048,000","-1,248,000","279,000","286,000","85,000","-142,000","94,000","18,000","178,000","172,000","119,000","194,000","26,000"
		OtherEquityInterest,,,,,,,,,,,,,,,"-106,000","-106,000","-106,000","-106,000","-209,000","-209,000","-209,000","-209,000","-309,000","-309,000","-309,000","-309,000","-406,000","-406,000","-401,000","-401,000","-401,000","-401,000",
TotalCapitalization,"2,453,536,000","2,320,405,000","2,324,522,000","2,313,313,000","2,274,261,000","2,243,872,000","2,408,251,000","2,391,826,000","2,667,507,000","2,014,238,000","2,030,721,000","1,790,724,000","1,519,406,000","575,348,000","606,958,000","633,223,000","562,251,000","591,782,000","500,818,000","293,876,000","289,033,000","285,429,000","188,841,000","185,302,000","181,727,000","168,566,000","164,061,000","152,160,000","138,207,000","161,386,000","98,676,000","97,317,000","89,311,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000","8,000,000"
CommonStockEquity,"1,447,996,000","1,315,079,000","1,284,160,000","1,272,907,000","1,233,808,000","1,203,376,000","1,185,337,000","1,163,749,000","1,149,269,000","1,190,797,000","1,205,530,000","1,205,293,000","1,193,705,000","530,638,000","517,212,000","508,441,000","497,433,000","488,929,000","445,929,000","247,602,000","242,725,000","239,088,000","142,423,000","138,850,000","135,241,000","132,046,000","129,508,000","109,085,000","107,133,000","105,312,000","67,603,000","66,244,000","58,239,000"
NetTangibleAssets,"979,558,000","845,291,000","858,638,000","844,924,000","803,732,000","770,803,000","749,781,000","726,204,000","708,985,000","747,694,000","759,704,000","756,725,000","744,192,000","353,295,000","339,162,000","329,512,000","317,376,000","309,036,000","299,566,000","218,566,000","213,699,000","210,042,000","113,301,000","109,721,000","106,029,000","102,771,000","109,025,000","96,827,000","94,799,000","92,903,000","55,118,000","53,683,000","45,524,000"
InvestedCapital,"2,453,536,000","2,320,405,000","2,324,522,000","2,313,313,000","2,274,261,000","2,243,872,000","2,408,251,000","2,391,826,000","2,667,507,000","2,014,238,000","2,030,721,000","1,790,724,000","1,519,406,000","575,348,000","606,958,000","633,223,000","562,251,000","591,782,000","500,818,000","293,876,000","289,033,000","285,429,000","188,841,000","185,302,000","181,727,000","168,566,000","156,061,000","144,160,000","130,207,000","153,386,000","90,676,000","89,317,000","81,311,000"
