name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
TotalRevenue,"0","0","0","0","0","0","0","312,000","528,000","7,031,000","15,288,000","1,020,000","3,138,000","3,053,000","3,805,000","2,043,000","1,666,000","2,220,000","2,123,000","2,331,000","2,079,000","1,827,000"
	OperatingRevenue,"0","0","0","0","0","0","0","312,000","528,000","7,031,000","15,288,000","1,020,000","3,138,000","3,053,000","3,805,000","2,043,000","1,666,000","2,220,000","2,123,000","2,331,000","2,079,000","1,827,000"
OperatingExpense,"94,169,000","31,418,000","25,640,000","19,819,000","17,292,000","12,800,000","11,456,000","10,601,000","7,931,000","13,172,000","13,048,000","13,056,000","13,679,000","14,894,000","12,809,000","12,619,000","11,105,000","9,206,000","9,003,000","9,501,000","8,112,000","7,896,000"
	SellingGeneralAndAdministration,"20,999,000","5,948,000","5,126,000","5,021,000","4,904,000","4,587,000","5,348,000","5,598,000","2,802,000","3,674,000","2,694,000","2,721,000","3,062,000","2,491,000","2,044,000","2,367,000","1,979,000","1,064,000","1,441,000","1,324,000","971,000","944,000"
		GeneralAndAdministrativeExpense,"20,999,000","5,948,000","5,126,000","5,021,000","4,904,000","4,587,000","5,348,000","5,598,000","2,802,000","3,674,000","2,694,000","2,721,000","3,062,000","2,491,000","2,044,000","2,367,000","1,979,000","1,064,000","1,441,000","1,324,000","971,000","944,000"
			OtherGandA,"20,999,000","5,948,000","5,126,000","5,021,000","4,904,000","4,587,000","5,348,000","5,598,000","2,802,000","3,674,000","2,694,000","2,721,000","3,062,000","2,491,000","2,044,000","2,367,000","1,979,000","1,064,000","1,441,000","1,324,000","971,000","944,000"
	ResearchAndDevelopment,"73,170,000","25,470,000","20,514,000","14,798,000","12,388,000","8,213,000","6,108,000","5,003,000","5,129,000","9,498,000","10,354,000","10,335,000","10,617,000","12,403,000","10,765,000","10,252,000","9,126,000","8,142,000","7,562,000","8,177,000","7,141,000","6,952,000"
OperatingIncome,"-94,169,000","-31,418,000","-25,640,000","-19,819,000","-17,292,000","-12,800,000","-11,456,000","-10,289,000","-7,403,000","-6,141,000","2,240,000","-12,036,000","-10,541,000","-11,841,000","-9,004,000","-10,576,000","-9,439,000","-6,986,000","-6,880,000","-7,170,000","-6,033,000","-6,069,000"
NetNonOperatingInterestIncomeExpense,"449,000","107,000","107,000","115,000","120,000","125,000","71,000","23,000","3,000","47,000","61,000","31,000","25,000","150,000","408,000","405,000","259,000","81,000","99,000","100,000","97,000","90,000"
	InterestIncomeNonOperating,"449,000","107,000","107,000","115,000","120,000","125,000","71,000","23,000","3,000","47,000","61,000","31,000","25,000","150,000","408,000","405,000","259,000","81,000","99,000","100,000","97,000","90,000"
