name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
TotalAssets,"824,359,000","899,753,000","971,554,000","798,340,000","692,696,000","729,140,000","722,443,000","783,894,000","696,998,000","824,921,000","665,827,000","603,804,000","548,986,000","639,228,000","485,886,000","180,208,000","118,182,000","151,449,690","151,368,097","151,131,194","151,016,649","151,030,821","151,016,447","276,592","186,556"
	CurrentAssets,"576,461,000","661,799,000","730,474,000","559,962,000","459,831,000","492,369,000","480,411,000","525,844,000","428,809,000","547,062,000","415,712,000","344,664,000","267,748,000","356,662,000","312,305,000","137,112,000","76,127,000","391,710","645,015","708,739","793,724","930,350","985,150","276,592","186,556"
		CashCashEquivalentsAndShortTermInvestments,"28,732,000","124,027,000","158,262,000","117,674,000","95,173,000","164,041,000","57,298,000","59,392,000","58,081,000","147,259,000","43,174,000","20,311,000","47,917,000","71,311,000","35,611,000","23,793,000","19,648,000","370,414","613,720","667,445","742,431","869,058","913,858","8,138","8,368"
			CashAndCashEquivalents,"28,732,000","124,027,000","158,262,000","117,674,000","95,173,000","164,041,000","57,298,000","59,392,000","58,081,000","147,259,000","43,174,000","20,311,000","47,917,000","71,311,000","35,611,000","23,793,000","19,648,000","370,414","613,720","667,445","742,431","869,058","913,858","8,138","8,368"
				CashFinancial,,,,,,,,,,,,,,,,,,"370,414","613,720","667,445","742,431","869,058","913,858","8,138","8,368"
		Receivables,"474,659,000","494,998,000","550,065,000","409,281,000","318,002,000","308,976,000","402,815,000","432,847,000","348,550,000","382,948,000","354,005,000","303,938,000","203,508,000","272,487,000","272,485,000","110,958,000","54,971,000",,,,,,,"256,544",
			AccountsReceivable,"254,540,000","280,700,000","327,406,000","232,323,000","171,306,000","163,793,000","186,302,000","211,979,000","154,699,000","203,720,000","244,516,000","228,449,000","144,054,000","225,408,000","198,546,000","66,462,000","40,259,000",,,,,,,,
				GrossAccountsReceivable,"254,540,000",,,,,"163,793,000",,,,"203,720,000",,,"144,054,000","225,408,000","198,546,000","66,462,000","40,259,000",,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"0",,,,,"0",,,,,,,"-72,000","-42,000","-216,000","-216,000","-216,000",,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,"256,544",
			OtherReceivables,"220,119,000","214,298,000","222,659,000","176,958,000","146,696,000","145,183,000","216,513,000","220,868,000","193,851,000","179,303,000","109,540,000","75,591,000","59,526,000","47,121,000","74,155,000","44,712,000","14,928,000",,,,,,,"256,544",
			ReceivablesAdjustmentsAllowances,,,,,,,,,,"-75,000","-51,000","-102,000","-72,000","-42,000","-216,000","-216,000","-216,000",,,,,,,,
