name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
TotalRevenue,"931,315,000","177,395,000","267,813,000","228,832,000","257,275,000","268,649,000","323,171,000","182,004,000","176,319,000","-178,651,000","9,841,000","32,295,000","69,655,000","98,221,000","-53,866,000","93,357,000","149,443,000","60,402,000","124,218,000","20,134,000","87,825,000","27,181,000","107,244,000","90,149,000","121,887,000","82,796,000","-85,984,000","39,120,000","107,436,000","88,527,000","94,419,000","91,971,000","75,458,000","88,818,000","93,852,000","87,561,000","87,177,000","50,323,000","55,784,000","51,612,000","-14,139,000","95,623,000","67,263,000","55,342,000","16,759,000","44,573,000","33,300,000","35,212,000","-55,259,000","32,005,000","28,883,000","21,517,000","-35,125,000","20,669,000","22,213,000","35,799,000","-20,591,000","22,000,000","18,563,000","15,391,000","251,000","9,621,000","8,171,000","6,432,000","5,626,000","4,026,000","3,935,000","3,109,000","3,093,000","1,788,000","2,947,000",,"0"
	OperatingRevenue,"931,315,000","177,395,000","267,813,000","228,832,000","257,275,000","268,649,000","323,171,000","182,004,000","176,319,000","-178,651,000","9,841,000","32,295,000","69,655,000","98,221,000","-53,866,000","93,357,000","149,443,000","60,402,000","124,218,000","20,134,000","87,825,000","27,181,000","107,244,000","90,149,000","121,887,000","82,796,000","-85,984,000","39,120,000","107,436,000","88,527,000","94,419,000","91,971,000","75,458,000","88,818,000","93,852,000","87,561,000","87,177,000","50,323,000","55,784,000","51,612,000","-14,139,000","95,623,000","67,263,000","55,342,000","16,759,000","44,573,000","33,300,000","35,212,000","-46,864,000","30,248,000","22,709,000","21,517,000","15,737,000","4,604,000","22,213,000","35,799,000","-20,591,000","22,000,000","18,563,000","15,391,000","251,000","9,621,000","8,171,000","6,432,000","5,626,000","4,026,000","3,935,000","3,109,000","3,093,000","1,788,000","2,947,000",,"0"
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,623,000","67,263,000","55,342,000","56,391,000","44,573,000","33,300,000","35,212,000","31,230,000","32,005,000","28,883,000","21,517,000","21,800,000","20,669,000",,,,,,,,,,,,,,,,,,,
OperatingExpense,"57,589,000","13,099,000","14,200,000","16,701,000","13,589,000","22,241,000","17,204,000","14,258,000","13,706,000","7,048,000","21,044,000","14,230,000","30,769,000","9,026,000","13,523,000","9,562,000","35,139,000","8,543,000","2,491,000","8,161,000","36,657,000","7,689,000","6,364,000","8,783,000","26,730,000","7,288,000","9,136,000","11,303,000","12,667,000","7,035,000","8,449,000","7,863,000","3,801,000","6,717,000","8,490,000","7,661,000","4,488,000","5,894,000","9,295,000","4,363,000","-54,212,000","27,896,000","20,996,000","18,505,000","-27,266,000","14,957,000","11,959,000","11,956,000","-20,152,000","9,995,000","9,963,000","7,825,000","-18,219,000","7,604,000","10,253,000","12,297,000","-12,019,000","7,218,000","6,285,000","6,288,000","-6,084,000","4,701,000","3,678,000","3,158,000","-1,688,000","1,900,000","1,895,000","1,694,000","1,920,000","1,344,000","1,718,000","100,000","0"
	SellingGeneralAndAdministration,"29,042,000","8,798,000","6,708,000","8,124,000","5,412,000","5,847,000","8,454,000","10,050,000","9,710,000","4,635,000","12,459,000","5,697,000","8,449,000","6,046,000","13,026,000","6,108,000","8,447,000","8,030,000","2,004,000","7,716,000","8,091,000","7,669,000","6,240,000","8,722,000","5,585,000","6,865,000","7,788,000","11,288,000","8,408,000","6,950,000","6,674,000","7,863,000","11,001,000","5,717,000","7,490,000","6,661,000","3,488,000","4,894,000","4,795,000","4,363,000","-54,212,000","27,896,000","20,996,000","18,505,000","-27,266,000","14,957,000","11,959,000","11,956,000","-20,152,000","9,995,000","9,963,000","7,825,000","-18,219,000","7,604,000","295,000","167,000","6,076,000","598,000","471,000","572,000","3,634,000","448,000","181,000","158,000","3,299,000","174,000","180,000","149,000","143,000","15,000","1,000","0","0"
		GeneralAndAdministrativeExpense,"29,042,000","8,798,000","6,708,000","8,124,000","5,412,000","5,847,000","8,454,000","10,050,000","9,710,000","4,635,000","12,459,000","5,697,000","8,449,000","6,046,000","13,026,000","6,108,000","8,447,000","8,030,000","2,004,000","7,716,000","8,091,000","7,669,000","6,240,000","8,722,000","5,585,000","6,865,000","7,788,000","11,288,000","8,408,000","6,950,000","6,674,000","7,863,000","11,001,000","5,717,000","7,490,000","6,661,000","3,488,000","4,894,000","4,795,000","4,363,000","-54,212,000","27,896,000","20,996,000","18,505,000","-27,266,000","14,957,000","11,959,000","11,956,000","-20,152,000","9,995,000","9,963,000","7,825,000","-18,219,000","7,604,000",,,"6,076,000","598,000","471,000","572,000","3,634,000","448,000","181,000","158,000","3,299,000","174,000","180,000","149,000","143,000","15,000","1,000",,"0"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"543,000","416,000","572,000","371,000","393,000","124,000","95,000","116,000","92,000","87,000","93,000","143,000","15,000","96,000","69,000",
			InsuranceAndClaims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,000","20,000","79,000","68,000","74,000","72,000","71,000","64,000","64,000","63,000","63,000","61,000","61,000",,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,827,000","20,976,000","18,426,000","18,717,000","14,883,000","11,887,000","11,885,000","10,326,000","9,931,000","9,900,000","7,762,000","8,425,000","7,543,000",,,,"55,000","55,000",,"55,000","55,000","57,000","63,000","85,000","82,000","93,000","56,000",,,"-95,000","-69,000",
