name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991
OperatingCashFlow,"172,263,000","68,050,000","62,433,000","43,460,000","-1,680,000","1,547,000","66,291,000","29,155,000","11,812,000","46,406,000","79,282,000","29,901,000","2,628,000","20,638,000","58,164,000","57,357,000","23,122,000","57,627,000","65,395,000","58,903,000","38,425,000","34,577,000","55,201,000","39,265,000","30,695,000","53,253,000","31,851,000","27,511,000","9,250,000","55,305,000","26,893,000","31,242,000","13,738,000","51,471,000","45,291,000","29,360,000","13,402,000","27,542,000","23,965,000","33,014,000","553,000","33,975,000","28,804,000","25,408,000","27,131,000","32,139,000","47,030,000","30,760,000","13,526,000","36,687,000","32,502,000","35,773,000","25,706,000","43,706,000","30,881,000","27,935,000","13,842,000","31,915,000","24,876,000","6,697,000","14,181,000","24,096,000","25,968,000","15,990,000","17,509,000","26,123,000","36,865,000","10,869,000","11,759,000","22,744,000","21,079,000","17,925,000","9,459,000","26,857,000","24,995,000","19,860,000","2,898,000","14,342,000","17,268,000","10,789,000","1,268,000","17,116,000","-885,000","14,494,000","1,513,000","26,841,000","9,495,000","18,783,000","5,891,000","24,765,000","600,000","21,000,000","7,100,000","19,400,000","-2,900,000","6,300,000","10,900,000","39,800,000","-14,400,000","1,400,000","-6,400,000","1,000,000","16,900,000","10,200,000","-1,400,000","9,300,000","20,300,000","18,000,000","7,200,000","7,800,000","3,300,000","5,900,000","-1,400,000","7,700,000","11,500,000","6,200,000","1,600,000","8,800,000","13,900,000","10,800,000","2,400,000","15,100,000","-4,000,000","1,600,000","6,100,000"
	CashFlowFromContinuingOperatingActivities,"172,263,000","68,050,000","62,433,000","43,460,000","-1,680,000","1,547,000","66,291,000","29,155,000","11,812,000","46,406,000","79,282,000","29,901,000","2,628,000","20,638,000","58,164,000","57,357,000","23,122,000","57,627,000","65,395,000","58,903,000","38,425,000","34,577,000","55,201,000","39,265,000","30,695,000","53,253,000","31,851,000","27,511,000","9,250,000","55,305,000","26,893,000","31,242,000","13,738,000","51,471,000","45,291,000","29,360,000","13,402,000","27,542,000","23,965,000","33,014,000","553,000","33,975,000","28,804,000","25,408,000","27,131,000","32,139,000","47,030,000","30,760,000","13,526,000","36,687,000","32,502,000","35,773,000","25,706,000","43,706,000","30,881,000","27,935,000","13,842,000","31,915,000","24,876,000","6,697,000","14,181,000","24,096,000","25,968,000","15,990,000","17,509,000","26,123,000","36,865,000","10,869,000","11,759,000","22,744,000","21,079,000","17,925,000","9,459,000","26,857,000","24,995,000","19,860,000","2,898,000","14,342,000","17,268,000","10,789,000","1,268,000","17,116,000","-885,000","14,494,000","1,513,000","26,841,000","9,495,000","18,783,000","5,891,000","24,797,000","600,000","21,600,000","11,400,000","21,900,000","4,000,000","12,000,000","13,200,000","51,500,000","-14,400,000","1,400,000","-6,400,000","1,000,000","16,900,000","10,200,000","-1,400,000","9,300,000","20,300,000","18,000,000","7,200,000","7,800,000","3,300,000","5,900,000","-1,400,000","7,700,000","11,500,000","6,200,000","1,600,000","8,800,000","13,900,000","10,800,000","2,400,000","15,100,000","-4,000,000","1,600,000","6,100,000"
		NetIncomeFromContinuingOperations,"43,375,000","9,741,000","23,232,000","14,856,000","-4,454,000","-11,041,000","31,882,000","48,101,000","10,527,000","17,624,000","29,895,000","37,486,000","-8,479,000","20,835,000","18,277,000","18,726,000","-2,819,000","11,880,000","-6,547,000","20,102,000","20,137,000","-51,140,000","15,393,000","19,825,000","-10,346,000","-8,735,000","-59,440,000","12,863,000","-267,000","-2,930,000","15,988,000","7,488,000","-3,649,000","10,184,000","16,290,000","16,548,000","-7,874,000","12,561,000",,,,,,,,,"19,735,000","21,339,000","17,918,000","3,961,000","18,286,000","18,050,000","18,073,000","13,939,000","16,217,000","14,807,000","14,341,000","13,781,000","14,355,000","11,167,000","12,677,000","19,785,000","16,902,000","1,114,000","11,308,000","17,158,000","28,089,000","10,945,000","12,884,000","9,938,000","11,007,000","8,874,000","9,820,000","9,528,000","9,314,000","5,495,000","4,983,000","4,477,000","10,347,000","6,780,000","6,775,000","10,007,000","128,000","9,948,000","9,944,000","7,167,000","8,963,000","-15,558,000","6,664,000","798,000","6,500,000","5,700,000","6,000,000","6,100,000","4,800,000","5,300,000","4,900,000","-23,600,000","-11,700,000","4,000,000","6,500,000","7,900,000","7,000,000","8,700,000","9,400,000","9,100,000","8,900,000","9,200,000","8,700,000","8,500,000","8,500,000","8,500,000","8,100,000","8,400,000","8,300,000","8,000,000","6,800,000","7,000,000","6,600,000","6,000,000","5,200,000","5,600,000","4,600,000","4,300,000","3,500,000"
		OperatingGainsLosses,"-9,603,000","0","0","0","-9,603,000","1,714,000","-1,115,000",,,"813,000","0",,,,,,,"-649,000","0","0","-8,000,000","186,000","2,005,000","-767,000","-907,000","222,000","-2,157,000","-524,000","-186,000","81,000","923,000","450,000","104,000","-479,000","-2,180,000","-399,000","2,930,000","-38,000","871,000","108,000","110,000","492,000","2,000","222,000","56,000","555,000","-197,000","331,000","-15,000","-731,000","149,000","48,000","99,000","-266,000","-960,000","-250,000","1,352,000","961,000","-604,000","58,000","-193,000","12,379,000","-12,836,000","10,671,000","-1,989,000","98,000","4,783,000","1,670,000","-429,000","225,000","2,277,000","257,000","-2,220,000","159,000","-741,000","855,000","-613,000","-1,236,000","-663,000","1,123,000","-1,447,000","3,434,000","1,218,000","1,842,000","-3,420,000","0","1,282,000","19,172,000","787,000","10,124,000","1,600,000","200,000","200,000",,,,"6,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,"-9,603,000","0","0","0","-9,603,000","-199,000","-1,115,000",,,,,,,"0","0",,,"0","0","0","-8,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111,000","154,000","-121,000","254,000","108,000","110,000","492,000","2,000","222,000","56,000","555,000","-197,000","331,000","-15,000","-731,000","149,000","48,000","99,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"813,000",,,,,,,,,,,,,,,,,,,,,"186,000","2,005,000","-767,000","-907,000","222,000","-2,157,000","-524,000","-186,000","81,000","923,000","450,000","104,000","-479,000","-1,915,000","-510,000","2,776,000","83,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"97,747,000","24,813,000","24,367,000","23,534,000","25,033,000","21,910,000","20,774,000","20,879,000","20,724,000","28,765,000","27,055,000","27,032,000","27,437,000","29,781,000","27,945,000","25,277,000","26,415,000","22,980,000","22,281,000","22,197,000","21,789,000","22,202,000","22,278,000","22,709,000","22,544,000","22,190,000","22,723,000","22,743,000","22,255,000","22,162,000","22,266,000","21,114,000","20,511,000","22,677,000","20,807,000","19,899,000","18,357,000","18,740,000","18,131,000","17,430,000","11,180,000","12,710,000","12,637,000","12,631,000","11,988,000","11,120,000","12,335,000","12,280,000","12,410,000","11,455,000","11,082,000","10,641,000","10,058,000","6,621,000","11,758,000","10,097,000","7,986,000","8,799,000","7,713,000","7,505,000","7,180,000","6,478,000","6,906,000","7,378,000","6,742,000","6,665,000","6,200,000","6,954,000","5,331,000","6,853,000","6,395,000","7,167,000","7,161,000","6,958,000","7,588,000","8,018,000","7,585,000","6,263,000","7,915,000","7,189,000","7,064,000","6,390,000","3,739,000","9,650,000","5,837,000","6,493,000","6,034,000","5,945,000","6,027,000","3,306,000","5,400,000","8,800,000","7,400,000","3,200,000","7,100,000","7,500,000","6,800,000","18,200,000","-6,300,000","5,700,000","5,300,000","2,000,000","4,100,000","3,700,000","2,500,000","500,000","4,200,000","4,200,000","4,200,000","2,900,000","3,700,000","3,500,000","3,600,000","2,200,000","2,700,000","3,100,000","2,700,000","1,700,000","2,400,000","2,200,000","2,200,000","1,400,000","1,900,000","1,900,000","1,800,000"
			DepreciationAndAmortization,"97,747,000","24,813,000","24,367,000","23,534,000","25,033,000","21,910,000","20,774,000","20,879,000","20,724,000","28,765,000","27,055,000","27,032,000","27,437,000","29,781,000","27,945,000","25,277,000","26,415,000","22,980,000","22,281,000","22,197,000","21,789,000","22,202,000","22,278,000","22,709,000","22,544,000","22,190,000","22,723,000","22,743,000","22,255,000","22,162,000","22,266,000","21,114,000","20,511,000","22,677,000","20,807,000","19,899,000","18,357,000","18,740,000","18,131,000","17,430,000","11,180,000","12,710,000","12,637,000","12,631,000","11,988,000","11,120,000","12,335,000","12,280,000","12,410,000","11,455,000","11,082,000","10,641,000","10,058,000","6,621,000","11,758,000","10,097,000","7,986,000","8,799,000","7,713,000","7,505,000","7,180,000","6,478,000","6,906,000","7,378,000","6,742,000","6,665,000","6,200,000","6,954,000","5,331,000","6,853,000","6,395,000","7,167,000","7,161,000","6,958,000","7,588,000","8,018,000","7,585,000","6,263,000","7,915,000","7,189,000","7,064,000","6,390,000","3,739,000","9,650,000","5,837,000","6,493,000","6,034,000","5,945,000","6,027,000","3,306,000","5,400,000","8,800,000","7,400,000","3,200,000","7,100,000","7,500,000","6,800,000","18,200,000","-6,300,000","5,700,000","5,300,000","2,000,000","4,100,000","3,700,000","2,500,000","500,000","4,200,000","4,200,000","4,200,000","2,900,000","3,700,000","3,500,000","3,600,000","2,200,000","2,700,000","3,100,000","2,700,000","1,700,000","2,400,000","2,200,000","2,200,000","1,400,000","1,900,000","1,900,000","1,800,000"
		DeferredTax,"5,013,000","3,014,000","1,101,000",,,"-15,913,000","-922,000","-2,530,000","-501,000","-2,211,000","2,543,000","-1,981,000","-5,309,000",,,,,,,,,"-6,800,000",,,,"6,050,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-316,000","5,000","0","21,000","2,088,000","-43,000","2,479,000","-559,000","1,481,000","-57,000","9,000","-95,000","4,881,000","-521,000","-464,000","134,000","3,756,000","1,916,000","-1,911,000","-4,508,000","2,273,000","-84,000","-86,000","9,000","-1,797,000","0",,,"-7,700,000","700,000","0","-300,000","-200,000","0","0","-100,000","3,500,000","-100,000","-100,000","300,000","-3,000,000","-100,000","0","-100,000",,,,,,,,,"3,100,000","200,000",,,,,,
