name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010
TotalAssets,"2,920,341,000","2,924,215,000","2,471,503,000","2,253,984,000","2,171,691,000","2,139,820,000","2,136,693,000","2,135,406,000","2,086,409,000","2,108,464,000","2,045,251,000","1,967,558,000","1,860,206,000","1,796,504,000","1,731,248,000","1,686,642,000","1,604,056,000","1,567,871,000","1,536,007,000","1,410,753,000","1,291,668,000","1,278,981,000","1,229,389,000","1,207,648,000","1,150,872,000","1,152,138,000","1,121,814,000","1,068,407,000","1,071,623,000","1,076,766,000","766,792,000","751,496,000","677,870,000","645,324,000","615,654,000","520,785,000","468,079,000","445,318,000","424,545,000","351,434,000","290,129,000","267,049,000","227,098,000","205,116,000","193,671,000","194,382,000","176,227,000","177,122,000"
	CurrentAssets,"140,106,000","204,801,000","92,004,000","42,708,000","30,405,000","107,836,000","156,014,000","160,609,000","112,770,000","128,597,000","79,236,000","135,937,000","78,190,000","88,971,000","64,936,000","87,409,000","11,506,000","42,800,000","119,373,000","32,238,000","32,051,000","18,478,000","14,469,000","28,267,000","5,903,000","30,087,000","62,155,000","38,362,000","52,852,000","203,879,000","24,090,000","32,651,000","8,061,000","9,549,000","79,584,000","22,110,000","18,166,000","7,987,000","6,869,000","9,037,000","18,963,000","5,388,000","9,236,000","4,079,000","47,947,000","57,253,000","162,304,000","163,333,000"
		CashCashEquivalentsAndShortTermInvestments,"106,278,000","204,404,000","68,732,000","39,955,000","29,377,000","107,180,000","155,324,000","148,269,000","69,733,000","110,082,000","54,553,000","117,188,000","59,750,000","31,004,000","3,587,000","27,701,000","7,476,000","35,710,000","109,058,000","4,481,000","11,073,000","14,208,000","10,919,000","22,196,000","3,580,000","22,450,000","49,654,000","26,690,000","35,206,000","190,601,000","21,115,000","29,626,000","5,200,000","6,989,000","62,004,000","4,637,000","15,712,000","5,930,000","4,619,000","4,705,000","16,778,000","3,249,000","6,729,000","4,079,000","47,947,000","57,253,000","162,304,000","163,333,000"
			CashAndCashEquivalents,"106,278,000","204,404,000","68,732,000","39,955,000","29,377,000","107,180,000","155,324,000","148,269,000","69,733,000","110,082,000","54,553,000","117,188,000","59,750,000","31,004,000","3,587,000","27,701,000","7,476,000","35,710,000","109,058,000","4,481,000","11,073,000","14,208,000","10,919,000","22,196,000","3,580,000","22,450,000","49,654,000","26,690,000","35,206,000","190,601,000","21,115,000","29,626,000","5,200,000","6,989,000","62,004,000","4,637,000","15,712,000","5,930,000","4,619,000","4,705,000","16,778,000","3,249,000","6,729,000","4,079,000","47,947,000","57,253,000","162,304,000","163,333,000"
		Receivables,,,,,,"0","0","0","10,914,000","15,858,000","15,816,000","15,773,000","15,810,000","54,492,000","54,345,000","54,198,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,"0","0","0","10,914,000","15,858,000","15,816,000","15,773,000","15,810,000","54,492,000","54,345,000","54,198,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"3,246,000","397,000","4,970,000","2,753,000","1,028,000","656,000","690,000","515,000","297,000","2,657,000","2,862,000","2,976,000","2,630,000","3,475,000","4,466,000","5,510,000","4,030,000","7,090,000","4,265,000","4,568,000","6,021,000","4,270,000","3,550,000","2,216,000","2,323,000","2,658,000","6,186,000","5,357,000","4,671,000","6,963,000","2,975,000","3,025,000","2,861,000","2,560,000","2,607,000","2,500,000","2,454,000","2,057,000","2,250,000","4,332,000","2,185,000","2,139,000","2,507,000",,,,,
		AssetsHeldForSaleCurrent,"30,582,000",,"18,302,000",,,,,"11,825,000","31,826,000",,"6,005,000",,,,"2,538,000",,,,"6,050,000","23,189,000","14,957,000","0",,"3,855,000","0","4,979,000","6,315,000","6,315,000","12,975,000","6,315,000",,,,,"14,973,000","14,973,000",,,,,,,,,,,,
	TotalNonCurrentAssets,"2,780,235,000","2,719,414,000","2,379,499,000","2,211,276,000","2,141,286,000","2,031,984,000","1,980,679,000","1,974,797,000","1,973,639,000","1,979,867,000","1,966,015,000","1,831,621,000","1,782,016,000","1,707,533,000","1,666,312,000","1,599,233,000","1,592,550,000","1,525,071,000","1,416,634,000","1,378,515,000","1,259,617,000","1,260,503,000","1,214,920,000","1,179,381,000","1,144,969,000","1,122,051,000","1,059,659,000","1,030,045,000","1,018,771,000","872,887,000","742,702,000","718,845,000","669,809,000","635,775,000","536,070,000","498,675,000","449,913,000","437,331,000","417,676,000","342,397,000","271,166,000","261,661,000","217,862,000","201,037,000","145,724,000","137,129,000","13,923,000","13,789,000"
		NetPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"386,405,000","316,289,000","249,503,000","257,521,000","214,512,000","196,727,000","140,620,000","134,861,000","12,605,000","12,806,000"
