name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalAssets,"2,160,501,000","2,154,075,000","2,134,033,000","2,146,473,000","2,164,785,000","2,693,082,000","2,656,571,000","2,649,969,000","2,220,521,000","1,885,290,000","1,839,852,000","1,805,310,000","1,751,102,000","1,707,859,000","1,675,400,000","1,672,337,000","1,671,132,000","1,639,067,000","1,628,916,000","1,606,384,000","1,570,135,000","1,570,804,000","1,636,045,000","1,605,910,000","1,569,119,000","1,289,649,000","1,271,964,000","1,285,765,000","1,295,608,000","1,343,459,000","1,269,383,000","1,254,124,000","1,225,088,000","1,179,568,000","1,140,239,000","1,108,184,000","1,101,452,000","1,163,785,000","1,184,628,000","1,167,243,000","1,149,139,000","1,123,562,000","1,114,798,000","1,272,925,000","806,730,000","802,029,000","710,889,000","685,682,000","666,274,000","653,764,000","633,030,000","598,994,000","525,341,000","487,406,000","468,627,000","453,460,000","447,035,000","225,687,000","215,610,000","210,020,000","207,110,000","196,184,000","194,431,000","207,901,000","209,993,000","71,490,000","74,449,000","83,325,000","79,762,000","80,752,000","80,839,000","82,070,000","20,795,000"
	CurrentAssets,"792,214,000","802,424,000","770,361,000","765,748,000","781,560,000","1,562,184,000","1,521,936,000","1,457,515,000","1,058,399,000","764,336,000","710,841,000","664,310,000","606,327,000","618,209,000","579,653,000","571,579,000","557,809,000","558,990,000","529,853,000","592,228,000","563,268,000","575,443,000","616,897,000","711,974,000","692,164,000","702,827,000","698,510,000","684,331,000","632,863,000","705,871,000","629,630,000","587,135,000","606,251,000","536,008,000","487,983,000","446,519,000","460,576,000","513,749,000","515,542,000","518,800,000","629,953,000","591,837,000","583,056,000","727,262,000","392,492,000","371,771,000","352,062,000","344,283,000","334,988,000","317,102,000","331,253,000","300,909,000","320,034,000","301,978,000","284,387,000","296,630,000","341,780,000","146,178,000","143,421,000","140,330,000","140,720,000","154,718,000","154,405,000","175,622,000","182,610,000","44,518,000","49,199,000","60,494,000","67,319,000","71,998,000","77,314,000","78,319,000","16,482,000"
		CashCashEquivalentsAndShortTermInvestments,"205,312,000","246,091,000","234,578,000","204,138,000","233,857,000","1,030,014,000","982,149,000","926,827,000","511,976,000","213,034,000","163,399,000","128,377,000","93,391,000","117,840,000","75,112,000","70,078,000","73,741,000","72,803,000","62,200,000","130,932,000","134,008,000","153,643,000","203,818,000","317,163,000","312,600,000","357,762,000","337,365,000","278,689,000","289,303,000","362,716,000","300,481,000","247,310,000","287,385,000","246,274,000","209,830,000","172,659,000","200,369,000","261,704,000","242,630,000","241,812,000","358,597,000","309,720,000","372,306,000","519,629,000","192,977,000","179,055,000","177,136,000","179,179,000","178,013,000","164,692,000","190,191,000","161,426,000","185,091,000","178,056,000","176,545,000","208,970,000","263,481,000","81,162,000","88,183,000","88,678,000","96,416,000","115,406,000","120,942,000","143,510,000","155,304,000","19,490,000","25,026,000","40,780,000","52,559,000","59,153,000","63,773,000","67,613,000","7,458,000"
			CashAndCashEquivalents,"205,312,000","246,091,000","234,578,000","204,138,000","233,857,000","856,869,000","774,544,000","796,773,000","511,976,000","213,034,000","163,399,000","128,377,000","93,391,000","117,840,000","75,112,000","70,078,000","73,741,000","72,803,000","62,200,000","130,932,000","134,008,000","153,643,000","203,818,000","263,082,000","270,105,000","192,339,000","141,328,000","78,637,000","88,494,000","142,387,000","130,657,000","106,461,000","110,777,000","102,825,000","100,616,000","58,880,000","78,472,000","123,299,000","107,731,000","121,156,000","270,180,000","163,492,000","220,943,000","505,084,000","134,101,000","92,597,000","70,590,000","67,513,000","77,664,000","65,413,000","134,276,000","136,326,000","144,761,000","132,318,000","104,388,000","136,224,000","258,529,000","61,915,000","56,340,000","44,218,000","37,401,000","41,476,000","52,361,000","102,060,000","107,759,000","12,545,000","9,016,000","5,173,000","16,371,000","8,560,000","18,238,000","28,994,000","7,458,000"
			OtherShortTermInvestments,,"0","0","0","0","173,145,000","207,605,000","130,054,000",,,,,,,,,,,,,,"0","0","54,081,000","42,495,000","165,423,000","196,037,000","200,052,000","200,809,000","220,329,000","169,824,000","140,849,000","176,608,000","143,449,000","109,214,000","113,779,000","121,897,000","138,405,000","134,899,000","120,656,000","88,417,000","146,228,000","151,363,000","14,545,000","58,876,000","86,458,000","106,546,000","111,666,000","100,349,000","99,279,000","55,915,000","25,100,000","40,330,000","45,738,000","72,157,000","72,746,000","4,952,000","19,247,000","31,843,000","44,460,000","59,015,000","73,930,000","68,581,000","41,450,000","47,545,000","6,945,000","16,010,000","35,607,000","36,188,000","50,593,000","45,535,000","38,619,000",
		Receivables,"231,425,000","214,398,000","199,366,000","216,915,000","205,026,000","207,071,000","205,255,000","182,135,000","186,826,000","211,532,000","203,611,000","207,992,000","194,358,000","196,487,000","191,571,000","199,907,000","188,107,000","199,040,000","187,247,000","190,169,000","172,103,000","171,595,000","143,818,000","141,917,000","126,088,000","127,595,000","115,579,000","116,835,000","111,547,000","118,959,000","122,176,000","133,585,000","122,781,000","104,774,000","96,208,000","96,314,000","90,410,000","88,958,000","78,140,000","85,749,000","85,570,000","88,350,000","78,637,000","80,532,000","75,952,000","76,632,000","71,617,000","68,230,000","62,185,000","58,462,000","51,245,000","48,528,000","50,032,000","51,622,000","46,072,000","32,528,000","30,335,000","27,496,000","24,330,000","23,261,000","21,485,000","18,960,000","15,028,000","13,745,000","12,228,000","11,662,000","9,461,000","9,070,000","7,893,000","6,770,000","5,570,000","4,910,000","4,046,000"
			AccountsReceivable,"231,425,000","214,398,000","199,366,000","216,915,000","205,026,000","207,071,000","205,255,000","182,135,000","186,826,000","211,532,000","203,611,000","207,992,000","194,358,000","196,487,000","191,571,000","199,907,000","188,107,000","199,040,000","187,247,000","190,169,000","172,103,000","171,595,000","143,818,000","141,917,000","126,088,000","127,595,000","115,579,000","116,835,000","111,547,000","118,959,000","108,367,000","112,572,000","106,269,000","104,774,000","96,208,000","96,314,000","90,410,000","88,958,000","78,140,000","85,749,000","85,570,000","88,350,000","78,637,000","80,532,000","75,952,000","76,632,000","71,617,000","68,230,000","62,185,000","58,462,000","51,245,000","48,528,000","50,032,000","51,622,000","46,072,000","32,528,000","30,335,000","27,496,000","24,330,000","23,261,000","21,485,000","18,960,000","15,028,000","13,745,000","12,228,000","11,662,000","9,461,000","9,070,000","7,893,000","6,770,000","5,570,000","4,910,000","4,046,000"
				GrossAccountsReceivable,"252,132,000","235,462,000","221,122,000","237,796,000","227,037,000","227,702,000","226,179,000","202,192,000","204,212,000","228,551,000","220,055,000","224,392,000",,"212,658,000","208,454,000","216,689,000","202,841,000","212,709,000","197,955,000","199,568,000","180,189,000","180,507,000","152,153,000","147,983,000","131,944,000","132,915,000","121,428,000","123,086,000","117,666,000","124,803,000","113,063,000","117,067,000","109,612,000","108,255,000",,,,"91,738,000",,,,"91,780,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-20,707,000","-21,064,000","-21,756,000","-20,881,000","-22,011,000","-20,631,000","-20,924,000","-20,057,000","-17,386,000","-17,019,000","-16,444,000","-16,400,000",,"-16,171,000","-16,883,000","-16,782,000","-14,734,000","-13,669,000","-10,708,000","-9,399,000","-8,086,000","-8,912,000","-8,335,000","-6,066,000","-5,856,000","-5,320,000","-5,849,000","-6,251,000","-6,119,000","-5,844,000","-4,696,000","-4,495,000","-3,343,000","-3,481,000",,,,"-2,780,000",,,,"-3,430,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,809,000","21,013,000","16,512,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
