name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
OperatingCashFlow,"-183,477,000","-53,483,000","-40,509,000","-42,035,000","-47,450,000","-58,896,000","-36,736,000","-44,930,000","-42,399,000","-52,295,000","-44,140,000","-36,110,000","-36,810,000","-27,774,000","-25,023,000","-15,515,000","-6,798,000","-3,708,000","-5,721,000"
	CashFlowFromContinuingOperatingActivities,"-183,477,000","-53,483,000","-40,509,000","-42,035,000","-47,450,000","-58,896,000","-36,736,000","-44,930,000","-42,399,000","-52,295,000","-44,140,000","-36,110,000","-36,810,000","-27,774,000","-25,023,000","-15,515,000","-6,798,000","-3,708,000","-5,721,000"
		NetIncomeFromContinuingOperations,"-234,148,000","-57,785,000","-56,284,000","-60,247,000","-59,832,000","-57,641,000","-64,604,000","-57,812,000","-66,870,000","-54,074,000","-54,698,000","-48,500,000","-44,498,000","-32,611,000","-38,794,000","-49,402,000","-32,736,000","-26,037,000","-6,450,000"
		OperatingGainsLosses,,,"-64,000",,,,"0","-3,000","-214,000","-39,000","-27,000","0",,"1,000,000","0",,,"20,898,000",
			GainLossOnSaleOfPPE,,,"-64,000",,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,"0","-3,000","-214,000","-39,000","-27,000","0",,,,,,,
		DepreciationAmortizationDepletion,"4,990,000","1,097,000","1,282,000","1,314,000","1,297,000","1,274,000","1,209,000","1,177,000","987,000","895,000","2,464,000","251,000","205,000","169,000","134,000","125,000","32,000","6,000","0"
			DepreciationAndAmortization,"4,990,000","1,097,000","1,282,000","1,314,000","1,297,000","1,274,000","1,209,000","1,177,000","987,000","895,000","2,464,000","251,000","205,000","169,000","134,000","125,000","32,000","6,000","0"
				Depreciation,"4,990,000","1,097,000","1,282,000","1,314,000","1,297,000","1,274,000","1,209,000","1,177,000","987,000","895,000","2,464,000","251,000","205,000","169,000","134,000","125,000","32,000","6,000","0"
		AmortizationOfSecurities,"398,000","125,000","153,000","71,000","49,000","66,000","74,000","57,000","32,000","-65,000","-68,000","-832,000",,,,,,,
		StockBasedCompensation,"34,283,000","10,983,000","7,659,000","7,587,000","8,054,000","8,708,000","12,681,000","8,923,000","8,900,000","8,244,000","6,862,000","5,728,000","5,140,000","3,089,000","10,799,000","18,169,000","1,374,000","605,000","36,000"
		OtherNonCashItems,"5,483,000","312,000","1,763,000","1,714,000","1,694,000","1,635,000","6,863,000","1,746,000","15,734,000","2,894,000","1,689,000","89,000","1,059,000","1,000,000","0","8,261,000","20,500,000","20,898,000",
		ChangeInWorkingCapital,"5,497,000","-8,215,000","4,982,000","7,442,000","1,288,000","-12,938,000","7,041,000","982,000","-968,000","-10,150,000","-362,000","7,154,000","2,749,000","579,000","2,838,000","7,332,000","4,032,000","820,000","693,000"
			ChangeInPrepaidAssets,"2,897,000","-2,589,000","1,410,000","2,594,000","1,482,000","-2,855,000","1,699,000","-2,792,000","1,237,000","-1,785,000","-1,586,000","1,436,000","-771,000","-3,472,000","-1,385,000","-1,151,000","-197,000","-94,000","-130,000"
			ChangeInPayablesAndAccruedExpense,"6,568,000","798,000","772,000","5,480,000","-482,000","-3,716,000","3,494,000","3,571,000","-4,721,000","-3,091,000","636,000","3,662,000","1,014,000","3,415,000","3,984,000","8,881,000","4,822,000","746,000","823,000"
				ChangeInPayable,"-370,000","-2,507,000","2,380,000","-177,000","-66,000","-6,565,000","6,974,000","737,000","-2,336,000","1,609,000","-1,732,000","-490,000","-1,309,000","2,132,000","-1,440,000","2,742,000","237,000","546,000","39,000"
					ChangeInAccountPayable,"-370,000","-2,507,000","2,380,000","-177,000","-66,000","-6,565,000","6,974,000","737,000","-2,336,000","1,609,000","-1,732,000","-490,000","-1,309,000","2,132,000","-1,440,000","2,742,000","237,000","546,000","39,000"
				ChangeInAccruedExpense,"6,938,000","3,305,000","-1,608,000","5,657,000","-416,000","2,849,000","-3,480,000","2,834,000","-2,385,000","-4,700,000","2,368,000","4,152,000","2,323,000","1,283,000","5,424,000","6,139,000","4,585,000","200,000","784,000"
					ChangeInInterestPayable,"-28,000","2,500,000",,,,,,,,,"0","0","0","0","0","0","-2,000","-115,000","117,000"
			ChangeInOtherCurrentAssets,"-8,000","61,000","34,000","-44,000","-59,000","16,000","-166,000","-234,000","7,000","925,000","-172,000","-20,000","762,000","2,144,000","-317,000","158,000","0","-425,000","0"
			ChangeInOtherCurrentLiabilities,"-4,380,000","-683,000","-874,000","-928,000","-1,895,000","117,000","-1,557,000","-579,000","-149,000","-566,000",,,,,,,,,
			ChangeInOtherWorkingCapital,"420,000","-5,802,000","3,640,000","340,000","2,242,000","-6,500,000","3,571,000","1,016,000","2,658,000","-5,633,000","2,868,000","2,076,000","1,744,000","-1,508,000","239,000","-398,000","-593,000","593,000",
InvestingCashFlow,"-120,975,000","8,420,000","10,443,000","-89,762,000","-50,076,000","11,968,000","61,100,000","19,959,000","106,245,000","28,038,000","46,933,000","17,949,000","-13,884,000","-198,142,000","-8,681,000","-105,116,000","-41,579,000","10,665,000","0"
	CashFlowFromContinuingInvestingActivities,"-120,975,000","8,420,000","10,443,000","-89,762,000","-50,076,000","11,968,000","61,100,000","19,959,000","106,245,000","28,038,000","46,933,000","17,949,000","-13,884,000","-198,142,000","-8,681,000","-105,116,000","-41,579,000","10,665,000","0"
		NetPPEPurchaseAndSale,"-901,000","-157,000","-83,000","-523,000","-138,000","-802,000","-250,000","-299,000","-441,000","-513,000","-528,000","-711,000","-1,380,000","-347,000","-322,000","-1,716,000","-941,000","-511,000","0"
			PurchaseOfPPE,"-901,000","-157,000","-83,000","-523,000","-138,000","-802,000","-250,000","-299,000","-441,000","-513,000","-528,000","-711,000","-1,380,000","-347,000","-322,000","-1,716,000","-941,000","-511,000","0"
		NetIntangiblesPurchaseAndSale,"-65,000","-20,000","-15,000","-15,000","-15,000","-30,000","-5,300,000","-275,000","-15,000,000","-2,805,000","-1,600,000","0","-1,000,000","-1,000,000","0","-8,261,000","-20,636,000","11,176,000","0"
			PurchaseOfIntangibles,"-65,000","-20,000","-15,000","-15,000","-15,000","-30,000","-5,300,000","-275,000","-15,000,000","-2,805,000","-1,600,000","0","-1,000,000","-1,000,000","0","-8,261,000",,,"0"
			SaleOfIntangibles,,,,,,,,,,,,,,,,,,"11,176,000",
		NetInvestmentPurchaseAndSale,"-120,009,000","8,597,000","10,541,000","-89,224,000","-49,923,000","12,800,000","66,650,000","20,533,000","121,686,000","31,356,000","49,061,000","18,660,000","-11,504,000","-196,795,000","-8,359,000","-95,139,000","-20,002,000","0","0"
			PurchaseOfInvestment,"-189,434,000","-37,403,000","-8,134,000","-93,974,000","-49,923,000","0","1,000","-35,192,000","1,000","-73,778,000","-99,686,000","-112,355,000","-64,743,000","-222,295,000","-8,359,000","-95,139,000","-20,002,000","0","0"
			SaleOfInvestment,"69,425,000","46,000,000","18,675,000","4,750,000","0","12,800,000","66,649,000","55,725,000","121,685,000","105,134,000","148,747,000","131,015,000","53,239,000","25,500,000",,,"0","0",
FinancingCashFlow,"3,276,000","721,000","371,000","1,913,000","271,000","774,000","249,000","891,000","310,829,000","571,000","1,518,000","369,000","28,347,000","291,344,000","-2,144,000","229,552,000","1,547,000","71,904,000","5,996,000"
	CashFlowFromContinuingFinancingActivities,"3,276,000","721,000","371,000","1,913,000","271,000","774,000","249,000","891,000","310,829,000","571,000","1,518,000","369,000","28,347,000","291,344,000","-2,144,000","229,552,000","1,547,000","71,904,000","5,996,000"
		NetIssuancePaymentsOfDebt,,,"0","0",,,"0","0",,,"0","0","28,222,000","0","0","0","0","-40,000","6,000,000"
			NetLongTermDebtIssuance,,,"0","0",,,"0","0",,,"0","0","28,222,000","0","0","0","0","-40,000","6,000,000"
				LongTermDebtIssuance,,,"0","0",,,"0","0",,,"0","0",,,"0","0",,,"6,000,000"
				LongTermDebtPayments,,,,,,,,,,,"0","0","0","0","0","0","0","-40,000","0"
		NetCommonStockIssuance,,,"0","0",,,"0","16,000","116,538,000","556,000","0","0","38,000","291,273,000","0","229,552,000","0","0","-4,000"
			CommonStockIssuance,,,"0","0",,,"0","16,000","116,538,000","556,000","0","0","38,000","291,273,000","0","229,552,000","0","0","-4,000"
		NetPreferredStockIssuance,,,,,,,,,,,"0","0","0","0","0","0","1,547,000","71,944,000","0"
			PreferredStockIssuance,,,,,,,,,,,"0","0","0","0","0","0","1,547,000","71,944,000","0"
		ProceedsFromStockOptionExercised,"3,276,000","721,000","371,000","1,913,000","271,000","774,000","249,000","875,000","695,000","15,000","1,518,000","369,000","87,000","71,000",,,"0","0",
EndCashPosition,"139,048,000","138,971,000","183,467,000","213,538,000","343,019,000","440,224,000","486,620,000","461,956,000","486,062,000","111,353,000","135,089,000","130,708,000","148,500,000","170,847,000","105,419,000","141,267,000","32,346,000","79,176,000","315,000"
	ChangesInCash,"-300,934,000","-44,342,000","-29,695,000","-129,884,000","-97,255,000","-46,154,000","24,613,000","-24,080,000","374,675,000","-23,686,000","4,311,000","-17,792,000","-22,347,000","65,428,000","-35,848,000","108,921,000","-46,830,000","78,861,000","275,000"
	EffectOfExchangeRateChanges,"-77,000","-154,000","-376,000","403,000","50,000","-242,000","51,000","-26,000","34,000","-50,000",,,,,,,,,
