name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalAssets,"2,144,500,000","2,072,500,000","2,017,300,000","1,956,400,000","1,846,400,000","1,734,700,000","1,502,600,000","1,515,600,000","1,361,900,000","1,306,040,000","1,179,935,000","1,066,861,000","957,723,000","993,151,000","933,746,000","841,317,000","806,360,000","817,591,000","772,496,000","754,086,000","289,364,000","365,086,000","399,161,000","429,838,000","459,332,000","474,785,000","492,436,000","511,205,000","527,779,000","243,033,000","257,751,000","269,539,000","279,296,000","154,676,000","165,967,000","174,813,000","183,924,000","195,979,000","193,251,000","202,087,000","210,141,000","138,368,000","149,028,000","127,405,000","133,997,000","144,424,000","149,933,000","155,044,000","79,883,000","70,818,000","75,908,000","86,869,000","101,028,000","118,182,000","207,733,000","225,670,000","243,884,000","276,654,000","317,498,000","341,864,000","363,715,000","389,677,000","404,131,000","442,543,000","477,403,000","483,123,000","500,969,000","475,512,000","486,368,000","519,217,000","552,619,000","546,479,000","577,269,000","554,955,000","552,402,000","372,762,000","363,044,000","266,539,000","298,643,000","311,367,000","328,286,000","346,350,000","177,954,000","163,624,000","172,837,000","185,962,000","96,260,000","97,908,000","106,399,000","109,200,000","68,300,000","70,600,000","74,600,000","80,500,000","86,900,000","83,500,000","88,300,000","91,900,000","84,900,000","84,000,000","82,900,000","78,000,000","72,200,000","73,400,000","28,100,000"
	CurrentAssets,"1,018,200,000","972,800,000","1,005,700,000","1,110,100,000","1,085,400,000","1,016,200,000","1,156,900,000","1,146,200,000","968,200,000","831,034,000","819,232,000","748,808,000","633,192,000","737,777,000","714,394,000","567,677,000","513,716,000","554,919,000","548,485,000","536,751,000","239,451,000","310,442,000","357,891,000","391,966,000","400,984,000","384,074,000","382,785,000","389,416,000","404,953,000","198,203,000","183,868,000","197,575,000","221,735,000","148,462,000","159,218,000","155,853,000","160,395,000","189,264,000","178,018,000","181,258,000","184,974,000","132,476,000","136,126,000","120,038,000","126,584,000","133,051,000","131,592,000","143,761,000","68,332,000","55,387,000","58,190,000","53,784,000","67,204,000","81,423,000","98,810,000","113,629,000","152,203,000","182,948,000","128,180,000","150,595,000","170,313,000","193,658,000","204,780,000","240,627,000","274,722,000","279,310,000","297,628,000","271,525,000","281,034,000","313,815,000","336,658,000","336,054,000","381,650,000","471,809,000","464,374,000","314,298,000","341,809,000","248,094,000","281,116,000","294,598,000","313,607,000","331,515,000","162,669,000","148,839,000","158,884,000","172,405,000","82,618,000","83,102,000","92,020,000","94,800,000","54,200,000","56,500,000","60,400,000","65,600,000","67,900,000","66,500,000","73,100,000","76,400,000","73,500,000","72,600,000","76,300,000","72,100,000","66,300,000","68,400,000","23,900,000"
		CashCashEquivalentsAndShortTermInvestments,"664,900,000","711,300,000","765,900,000","884,900,000","873,700,000","801,000,000","944,700,000","948,300,000","771,700,000","670,524,000","670,162,000","619,978,000","524,068,000","650,913,000","635,343,000","508,740,000","460,479,000","515,929,000","511,018,000","525,020,000","235,580,000","307,350,000","353,042,000","387,398,000","381,524,000","379,191,000","376,845,000","384,720,000","370,007,000","193,809,000","179,674,000","194,656,000","219,862,000","145,739,000","156,911,000","153,696,000","158,234,000","173,013,000","173,961,000","177,540,000","181,086,000","129,103,000","111,631,000","115,160,000","121,639,000","126,865,000","124,971,000","131,388,000","66,199,000","53,464,000","57,118,000","52,767,000","66,375,000","80,473,000","96,949,000","111,901,000","149,745,000","179,385,000","124,833,000","147,297,000","166,791,000","182,604,000","199,778,000","234,319,000","264,489,000","273,068,000","290,838,000","243,268,000","270,907,000","301,129,000","324,347,000","326,537,000","371,733,000","453,168,000","442,777,000","272,814,000","308,239,000","244,710,000","274,907,000","287,470,000","306,005,000","319,982,000","141,255,000","144,308,000","155,689,000","164,670,000","79,448,000","79,818,000","89,751,000","91,100,000","48,500,000","11,900,000","6,200,000","11,700,000","18,600,000","10,600,000","14,100,000","15,800,000","15,100,000","22,900,000","7,200,000","11,300,000","7,200,000","21,700,000",
			CashAndCashEquivalents,"270,200,000","340,800,000","311,100,000","368,000,000","352,600,000","187,100,000","425,300,000","415,100,000","187,000,000","112,279,000","166,637,000","140,985,000","72,778,000","141,714,000","195,734,000","166,422,000","175,311,000","254,712,000","267,818,000","309,498,000","64,087,000","83,267,000","99,761,000","86,246,000","115,301,000","74,195,000","66,378,000","132,070,000","170,262,000","31,014,000","29,046,000","37,445,000","105,532,000","44,789,000","34,889,000","44,313,000","31,555,000","63,754,000","44,488,000","42,018,000","76,940,000","50,107,000","39,516,000","18,838,000","24,393,000","54,051,000","77,330,000","95,120,000","52,224,000","37,329,000","35,316,000","38,615,000","51,665,000","68,467,000","80,125,000","91,917,000","107,639,000","99,664,000","50,350,000","51,485,000","78,457,000","80,981,000","75,760,000","86,168,000","101,494,000","49,948,000","75,384,000","48,499,000","44,570,000","61,027,000","84,694,000","22,735,000","38,009,000","105,854,000","123,820,000","34,896,000","68,411,000","44,313,000","56,626,000","47,856,000","51,314,000","163,888,000","11,946,000","25,431,000","27,320,000","21,078,000","11,163,000","2,472,000","11,988,000","21,300,000","7,600,000","11,900,000","6,200,000","11,700,000","18,600,000","10,600,000","14,100,000","15,800,000","15,100,000","22,900,000","7,200,000","11,300,000","7,200,000","21,700,000",
			OtherShortTermInvestments,"394,700,000","370,500,000","454,800,000","516,900,000","521,100,000","613,900,000","519,400,000","533,200,000","584,700,000","558,245,000","503,525,000","478,993,000","451,290,000","509,199,000","439,609,000","342,318,000","285,168,000","261,217,000","243,200,000","215,522,000","171,493,000","224,083,000","253,281,000","301,152,000","266,223,000","304,996,000","310,467,000","252,650,000","199,745,000","162,795,000","150,628,000","157,211,000","114,330,000","100,950,000","122,022,000","109,383,000","126,679,000","109,259,000","129,473,000","135,522,000","104,146,000","78,996,000","72,115,000","96,322,000","97,246,000","72,814,000","47,641,000","36,268,000","13,975,000","16,135,000","21,802,000","14,152,000","14,710,000","12,006,000","16,824,000","19,984,000","42,106,000","79,721,000","74,483,000","95,812,000","88,334,000","101,623,000","124,018,000","148,151,000","162,995,000","223,120,000","215,454,000","194,769,000","226,337,000","240,102,000","239,653,000","303,802,000","333,724,000","347,314,000","318,957,000","237,918,000","239,828,000","200,397,000","218,281,000","239,614,000","254,691,000","156,094,000","129,309,000","118,877,000","128,369,000","143,592,000","68,285,000","77,346,000","77,763,000","69,800,000","40,900,000",,,,,,,,,,,,,,
		Receivables,"263,500,000","185,500,000","163,800,000","158,500,000","147,800,000","157,100,000","156,900,000","148,400,000","148,600,000","126,575,000","115,318,000","95,357,000","71,964,000","56,240,000","54,097,000","42,646,000","44,624,000","31,127,000","29,818,000","6,074,000",,,,,"15,083,000",,,,"30,030,000",,,"2,919,000","1,873,000","23,000","75,000","38,000","8,000","14,089,000","1,369,000","1,539,000","1,809,000","1,903,000","22,397,000","2,912,000","3,281,000","4,470,000","5,219,000","11,280,000",,"0","12,000","3,000","10,000","39,000","163,000","2,000","12,000","27,000","18,000","35,000","274,000","7,191,000","431,000","406,000","5,930,000","858,000","1,538,000","22,832,000","4,228,000","8,213,000","7,493,000","4,631,000","4,563,000","13,659,000","16,397,000","32,221,000","29,803,000","247,000","2,391,000","2,722,000","4,895,000","9,949,000","19,710,000","1,985,000","1,243,000","5,974,000","1,265,000","869,000","722,000","1,500,000","4,600,000","2,700,000","1,700,000","1,400,000","1,400,000","900,000","2,000,000","200,000","2,600,000","7,700,000","3,100,000","1,300,000","4,500,000","5,500,000","2,900,000"
			AccountsReceivable,"263,500,000","185,500,000","163,800,000","158,500,000","147,800,000","157,100,000","156,900,000","148,400,000","148,600,000","126,575,000","115,318,000","95,357,000","71,964,000","56,240,000","54,097,000","42,646,000","44,624,000","31,127,000","29,818,000","6,074,000",,,,,,,,,,,,,,,,,,,,,,,,,"3,281,000",,"5,219,000","11,280,000",,,,,,"39,000","163,000","2,000","12,000","27,000","18,000","35,000","274,000","7,191,000","431,000","406,000","5,930,000","858,000","1,538,000","22,832,000","4,228,000","8,213,000","7,493,000","4,631,000","4,563,000","13,659,000","16,397,000","32,221,000","29,803,000","247,000","2,391,000","2,722,000","4,895,000","9,949,000",,"1,985,000","1,243,000",,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,"15,083,000",,,,"30,030,000",,,"2,919,000","1,873,000","23,000","75,000","38,000","8,000","14,089,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"29,000,000","30,500,000","25,500,000","28,300,000","30,100,000","28,000,000","20,600,000","22,000,000","21,200,000","17,288,000","10,798,000","12,018,000","13,010,000","10,864,000","6,054,000",,,,"242,000","128,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RawMaterials,"9,200,000","11,200,000","13,000,000","14,200,000","14,800,000","16,600,000","14,800,000","15,800,000","17,800,000","14,148,000","6,461,000","6,672,000","7,733,000","7,855,000","4,773,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"4,400,000","3,600,000","1,300,000","2,600,000","2,500,000","2,400,000","1,000,000","1,800,000","1,100,000","1,470,000","2,249,000","3,451,000","4,458,000","2,208,000","270,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"15,400,000","15,700,000","11,200,000","11,500,000","12,800,000","9,000,000","4,800,000","4,400,000","2,300,000","1,670,000","2,088,000","1,895,000","819,000","801,000","1,011,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"60,800,000","45,500,000","50,500,000","38,400,000","33,800,000","30,100,000","34,700,000","27,500,000","26,700,000","16,647,000","22,954,000","21,455,000","24,150,000","19,760,000","18,900,000","16,291,000","8,613,000","7,863,000","7,407,000","5,529,000","3,871,000","3,092,000","4,849,000","4,568,000","4,377,000","4,883,000","5,940,000","4,696,000","4,916,000","4,394,000","4,194,000",,"1,873,000","2,700,000","2,232,000","2,119,000","2,153,000","2,162,000","2,688,000","2,179,000","2,079,000","1,470,000","2,098,000","1,966,000","1,664,000","1,716,000","1,402,000","1,093,000","2,133,000","1,923,000","1,060,000","1,014,000","819,000","911,000","1,698,000","1,726,000","2,446,000","3,536,000","3,329,000","3,263,000","3,248,000","3,863,000","4,571,000","5,902,000","4,303,000","5,384,000","5,252,000","5,425,000","5,899,000","4,473,000","4,818,000","4,886,000","5,354,000","4,982,000","5,200,000","9,263,000","3,767,000","3,137,000","3,818,000","4,406,000","2,707,000","1,584,000","1,704,000","2,546,000","1,952,000","1,761,000","1,905,000","2,415,000","1,547,000","2,200,000","1,100,000","41,900,000","52,500,000","52,500,000","47,900,000","55,000,000","57,000,000","60,400,000","55,800,000","42,000,000","66,000,000","59,500,000","54,600,000","41,200,000","21,000,000"
	TotalNonCurrentAssets,"1,126,300,000","1,099,700,000","1,011,600,000","846,300,000","761,000,000","718,500,000","345,700,000","369,400,000","393,700,000","475,006,000","360,703,000","318,053,000","324,531,000","255,374,000","219,352,000","273,640,000","292,644,000","262,672,000","224,011,000","217,335,000","49,913,000","54,644,000","41,270,000","37,872,000","58,348,000","90,711,000","109,651,000","121,789,000","122,826,000","44,830,000","73,883,000","71,964,000","57,561,000","6,214,000","6,749,000","18,960,000","23,529,000","6,715,000","15,233,000","20,829,000","25,167,000","5,892,000","12,902,000","7,367,000","7,413,000","11,373,000","18,341,000","11,283,000","11,551,000","15,431,000","17,718,000","33,085,000","33,824,000","36,759,000","108,923,000","112,041,000","91,681,000","93,706,000","189,318,000","191,269,000","193,402,000","196,019,000","199,351,000","201,916,000","202,681,000","203,813,000","203,341,000","203,987,000","205,334,000","205,402,000","215,961,000","210,425,000","195,619,000","83,146,000","88,028,000","58,464,000","21,235,000","18,445,000","17,527,000","16,769,000","14,679,000","14,835,000","15,285,000","14,785,000","13,953,000","13,557,000","13,642,000","14,806,000","14,379,000","14,400,000","14,100,000","14,100,000","14,200,000","14,900,000","19,000,000","17,000,000","15,200,000","15,500,000","11,400,000","11,400,000","6,600,000","5,900,000","5,900,000","5,000,000","4,200,000"
