name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,09/30/1989
OperatingCashFlow,"-166,197,000","-41,402,000","-45,874,000","-35,042,000","-43,879,000","-44,621,000","8,535,000","-30,647,000","-28,193,000","-28,315,000","-32,557,000","-35,000,000","-31,013,000","10,203,000","-41,285,000","-39,856,000","-35,326,000","-49,955,000","-29,409,000","45,934,000","24,079,000","-32,959,000","-47,844,000","-32,907,000","-26,079,000","-34,139,000","-31,351,000","-28,453,000","7,545,000","-15,484,000","-18,899,000","-18,921,000","-13,100,000","1,946,000","-23,575,000","-11,612,000","-5,978,000","-21,703,000","-21,006,000","-16,173,000","5,919,000","-12,469,000","-11,565,000","-13,932,000","-12,452,000","33,678,000","-15,283,000","-9,717,000","-10,601,000","-8,855,000","-11,411,000","-10,384,000","-2,573,000","2,194,000","-2,571,000","-17,603,000","4,339,000","-1,041,000","-5,844,000","-4,266,000","-3,585,000","-3,372,000","-4,558,000","-7,207,000","-2,431,000","-1,180,000","-3,463,000","-529,208","-1,473,792","-919,124","857,124","-6,990,855","1,335,645","-5,845,971","6,485,326","-7,800,714","-6,081,070","-2,188,402","-5,813,528","-5,691,814","-5,093,291","-1,228,117","-3,989,459","-4,822,969","-1,611,529","2,869,978","-2,849,763","3,231,215","-162,042","1,500,000","-2,200,000","100,000","-500,000","-1,400,000","-1,700,000","-1,400,000","-2,100,000","-1,000,000","-1,500,000","-1,700,000","-2,400,000","-2,100,000","-1,800,000","-1,500,000","-1,700,000","-1,900,000","-3,500,000","-2,600,000","-5,600,000","-6,300,000","-3,500,000","-5,600,000","-6,100,000","-3,700,000","-3,400,000","-4,200,000","-4,100,000","-3,500,000","-3,500,000","-2,900,000","-2,500,000","-2,800,000","-100,000","-1,900,000","-1,400,000"
	CashFlowFromContinuingOperatingActivities,"-166,197,000","-41,402,000","-45,874,000","-35,042,000","-43,879,000","-44,621,000","8,535,000","-30,647,000","-28,193,000","-28,315,000","-32,557,000","-35,000,000","-31,013,000","10,203,000","-41,285,000","-39,856,000","-35,326,000","-49,955,000","-29,409,000","45,934,000","24,079,000","-32,959,000","-47,844,000","-32,907,000","-26,079,000","-34,139,000","-31,351,000","-28,453,000","7,545,000","-15,484,000","-18,899,000","-18,921,000","-13,100,000","1,946,000","-23,575,000","-11,612,000","-5,978,000","-21,703,000","-21,006,000","-16,173,000","5,919,000","-12,469,000","-11,565,000","-13,932,000","-12,452,000","33,678,000","-15,283,000","-9,717,000","-10,601,000","-8,855,000","-11,411,000","-10,384,000","-2,573,000","2,194,000","-2,571,000","-17,603,000","4,339,000","-1,041,000","-5,844,000","-4,266,000","-3,585,000","-3,372,000","-4,558,000","-7,207,000","-2,431,000","-1,180,000","-3,463,000","-529,208","-1,473,792","-919,124","857,124","-6,990,855","1,335,645","-5,845,971","6,485,326","-7,800,714","-6,081,070","-2,188,402","-5,813,528","-5,691,814","-5,093,291","-1,228,117","-3,989,459","-4,822,969","-1,611,529","2,869,978","-2,849,763","3,231,215","-162,042","1,500,000","-2,200,000","100,000","-500,000","-1,400,000","-1,700,000","-1,400,000","-2,100,000","-1,000,000","-1,500,000","-1,700,000","-2,400,000","-2,100,000","-1,800,000","-1,500,000","-1,700,000","-1,900,000","-3,500,000","-2,600,000","-5,600,000","-6,300,000","-3,500,000","-5,600,000","-6,100,000","-3,700,000","-3,400,000","-4,200,000","-4,100,000","-3,500,000","-3,500,000","-2,900,000","-2,500,000","-2,800,000","-100,000","-1,900,000","-1,400,000"
		NetIncomeFromContinuingOperations,"-129,397,000","-24,145,000","-37,172,000","-37,339,000","-30,741,000","-34,051,000","31,388,000","-22,374,000","-24,298,000","-29,088,000","4,814,000","-21,750,000","-43,446,000","-43,751,000","-41,799,000","-46,807,000","-41,624,000","-38,613,000","-13,118,000","-56,682,000","-8,867,000","-17,345,000","-44,731,000","-45,922,000","-31,928,000","-33,227,000","-33,740,000","-30,474,000","-21,618,000","13,635,000","-22,282,000","-26,499,000","-37,451,000","3,812,000","-11,226,000","-21,875,000","-1,351,000",,,,,,,,,,,,,,,,,"-7,103,000","-9,397,000","-11,928,000","-12,848,000","-6,212,000","-1,032,000","-4,529,000","-5,160,000","-3,045,000","-6,253,000","-6,645,000","-2,981,000","-3,502,000","-4,706,000","-2,720,140","-3,550,860","-2,209,494","-2,470,506","302,259","-759,977","-1,332,609","-4,126,414","-6,859,308","-4,616,265","-5,285,198","-3,221,537","-4,432,196","-6,872,868","-1,732,252","-1,592,523","-8,194,445","-2,059,707","-2,603,738","-2,432,792","711,472","-2,849,032","100,000","1,800,000","-300,000","-600,000","-1,600,000","-1,600,000","-2,500,000","-1,500,000","-1,800,000","-1,800,000","-1,900,000","-2,300,000","-2,500,000","-2,300,000","-5,200,000","-2,800,000","-4,900,000","-3,600,000","-4,000,000","-5,500,000","-6,600,000","-6,100,000","-6,100,000","-4,900,000","-5,200,000","-4,600,000","-5,000,000","-3,800,000","-4,200,000","-3,800,000","-2,900,000","-2,900,000","-2,800,000","-200,000","-2,500,000","-1,600,000"
		OperatingGainsLosses,,,,,,,"0","0","18,000","-709,000","-855,000","140,000","1,960,000","444,000","145,000","0","0","-30,000","783,000","22,191,000","0","180,000","-6,184,000","8,000","-3,000","-20,000","-6,000","14,000","0",,,"0","0","0","18,000","-46,000","8,000","-165,000","-15,000","200,000","-9,000","-6,000","39,000","14,000","-42,000","-8,000","-485,000","121,000","100,000","55,000","-16,000","-9,000","77,000","-54,000","271,000","759,000","-464,000","-49,000","-182,000","21,000","-50,000","-15,000","1,000","-1,593,000","611,000","353,000","709,000","107,950","7,050","178,767","7,233","-66,378","135,874","56,790","43,336","6,790","-150,970","-205,574","-141,456","-920,734","564,175",,,"5,814,865","0","0","1,900","338,052","36,011",,,,,,,"800,000","-600,000",,,"400,000",,,,"300,000","0",,,,"-100,000",,,,,,,,"-300,000",,,,,,,,
			GainLossOnSaleOfPPE,,,"0","0","0","0","0","0","18,000","-709,000","-855,000","140,000","1,960,000","444,000","145,000","0","0","-30,000","59,000","0","0","180,000",,"8,000","-3,000","-20,000","-6,000","14,000","0","-7,000","0","0","0","0","20,000","1,000","-5,000","0","-17,000","74,000","0","-18,000","-5,000","6,000","1,000","0","2,000","0","35,000","6,000","0","15,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-2,000","-47,000","13,000",,,,,,,"0","0","0","-341,000",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,939,000","473,000","462,000","462,000","542,000","551,000","532,000","524,000","516,000","529,000","751,000","839,000","1,238,000","1,200,000","1,219,000","1,136,000","2,529,000","2,527,000","1,656,000","1,373,000","1,428,000","1,506,000","1,528,000","1,505,000","1,435,000","1,260,000","1,127,000","1,282,000","1,413,000","1,429,000","1,389,000","1,170,000","1,121,000","1,145,000","1,162,000","1,132,000","1,173,000","1,162,000","1,174,000","1,170,000","1,146,000","1,154,000","1,163,000","1,281,000","1,280,000","1,198,000","1,178,000","1,178,000","1,188,000","1,214,000","1,258,000","1,237,000","1,753,000","772,000","1,233,000","958,000","941,000","985,000","1,049,000","1,029,000","722,000","711,000","691,000","664,000","692,000","682,000","650,000","597,144","605,856","578,279","440,721","382,202","358,463","322,250","229,287","221,311","321,567","302,361","285,072",,,"246,551","228,225","223,618","137,150","125,615","126,441","131,045","132,402","100,000","100,000","100,000","100,000","100,000","200,000","200,000","300,000","300,000","300,000","400,000","300,000","400,000","400,000","3,900,000","500,000","800,000","800,000","900,000","800,000","700,000","400,000","600,000","300,000","800,000","200,000",,,"400,000","300,000","300,000","300,000","200,000","300,000","300,000","100,000"
			DepreciationAndAmortization,"1,939,000","473,000","462,000","462,000","542,000","551,000","532,000","524,000","516,000","529,000","751,000","839,000","1,238,000","1,200,000","1,219,000","1,136,000","2,529,000","2,527,000","1,656,000","1,373,000","1,428,000","1,506,000","1,528,000","1,505,000","1,435,000","1,260,000","1,127,000","1,282,000","1,413,000","1,429,000","1,389,000","1,170,000","1,121,000","1,145,000","1,162,000","1,132,000","1,173,000","1,162,000","1,174,000","1,170,000","1,146,000","1,154,000","1,163,000","1,281,000","1,280,000","1,198,000","1,178,000","1,178,000","1,188,000","1,214,000","1,258,000","1,237,000","1,753,000","772,000","1,233,000","958,000","941,000","985,000","1,049,000","1,029,000","722,000","711,000","691,000","664,000","692,000","682,000","650,000","597,144","605,856","578,279","440,721","382,202","358,463","322,250","229,287","221,311","321,567","302,361","285,072",,,"246,551","228,225","223,618","137,150","125,615","126,441","131,045","132,402","100,000","100,000","100,000","100,000","100,000","200,000","200,000","300,000","300,000","300,000","400,000","300,000","400,000","400,000","3,900,000","500,000","800,000","800,000","900,000","800,000","700,000","400,000","600,000","300,000","800,000","200,000",,,"400,000","300,000","300,000","300,000","200,000","300,000","300,000","100,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,192,000","1,142,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-234,000","-201,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
