name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
OperatingCashFlow,"-296,870,000","-117,521,000","-54,344,000","-59,649,000","-65,356,000","-159,346,000","-62,452,000","-61,967,000","87,351,000","-95,152,000","-72,039,000","-88,506,000","-89,063,000","-95,775,000","-55,853,000","-69,157,000","-76,078,000","-89,478,000","-81,823,000","-61,993,000","-48,822,000","-61,205,000","-47,680,000","-28,745,000","-39,655,000","-44,895,000","-40,444,000","-30,601,000","-17,273,000","-17,659,000","-14,739,000","-11,030,000","-10,529,000","-8,336,000","-9,773,000","-6,747,000","-8,387,000","-6,293,000","-3,714,000"
	CashFlowFromContinuingOperatingActivities,"-296,870,000","-117,521,000","-54,344,000","-59,649,000","-65,356,000","-159,346,000","-62,452,000","-61,967,000","87,351,000","-95,152,000","-72,039,000","-88,506,000","-89,063,000","-95,775,000","-55,853,000","-69,157,000","-76,078,000","-89,478,000","-81,823,000","-61,993,000","-48,822,000","-61,205,000","-47,680,000","-28,745,000","-39,655,000","-44,895,000","-40,444,000","-30,601,000","-17,273,000","-17,659,000","-14,739,000","-11,030,000","-10,529,000","-8,336,000","-9,773,000","-6,747,000","-8,387,000","-6,293,000","-3,714,000"
		NetIncomeFromContinuingOperations,"-470,204,000","-152,320,000","-122,458,000","-72,998,000","-122,428,000","-136,141,000","-24,011,000","-68,845,000","25,315,000","-119,025,000","-93,805,000","-112,994,000","-99,172,000","-96,756,000","-87,826,000","-87,310,000","-52,728,000","30,253,000","-81,731,000","-79,227,000","-72,891,000","-68,290,000","-71,287,000","-64,907,000","-56,923,000","-52,757,000","-55,220,000","-39,232,000","-29,787,000","-21,379,000","-16,738,000","-15,849,000","-13,585,000","-13,630,000","-11,317,000","-8,428,000","-8,590,000","-6,735,000","-4,930,000"
		OperatingGainsLosses,,,,,,,"-388,000","142,000","-449,000","474,000","-237,000","358,000","-22,000","589,000","-544,000","7,000","-39,249,000","-125,227,000","1,413,000","-3,827,000","-3,956,000","-648,000",,,,,,,,,"0","0","0","3,324,000","1,823,000","706,000","374,000","-2,000","235,000"
			NetForeignCurrencyExchangeGainLoss,,,,,,,"-388,000","142,000","-449,000","474,000","-237,000","358,000","-22,000","589,000","-544,000","7,000","1,073,000","4,773,000","1,413,000","-3,827,000","-3,956,000","-648,000",,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","3,324,000","1,823,000","706,000","374,000","-2,000","235,000"
			EarningsLossesFromEquityInvestments,,,,,,,,,,,"-1,419,000","-2,166,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"13,960,000","4,088,000","3,534,000","3,217,000","3,121,000","3,367,000","3,133,000","3,092,000","3,184,000","2,852,000","2,169,000","2,145,000","2,106,000","2,119,000","2,943,000","4,355,000","6,080,000","6,160,000","2,514,000","1,095,000","1,055,000","1,161,000","1,157,000","1,031,000","692,000","544,000","480,000","441,000","262,000","201,000","212,000","194,000","161,000","117,000","112,000","105,000","103,000","124,000","92,000"
			DepreciationAndAmortization,"13,960,000","4,088,000","3,534,000","3,217,000","3,121,000","3,367,000","3,133,000","3,092,000","3,184,000","2,852,000","2,169,000","2,145,000","2,106,000","2,119,000","2,943,000","4,355,000","6,080,000","6,160,000","2,514,000","1,095,000","1,055,000","1,161,000","1,157,000","1,031,000","692,000","544,000","480,000","441,000","262,000","201,000","212,000","194,000","161,000","117,000","112,000","105,000","103,000","124,000","92,000"
		AmortizationOfSecurities,"7,560,000","1,894,000","2,107,000","1,988,000","1,571,000","940,000","631,000","366,000","150,000","-299,000","-1,283,000","-1,971,000","-2,121,000","-839,000","-809,000","-919,000","-674,000","-239,000","255,000","400,000","502,000","549,000","612,000","1,015,000","1,387,000","1,828,000","1,937,000","1,467,000","1,268,000","965,000","1,156,000","1,048,000","917,000","479,000","441,000","607,000","371,000","-6,000",
		UnrealizedGainLossOnInvestmentSecurities,"30,773,000","9,329,000","16,100,000","-25,702,000","31,046,000","20,619,000","-79,055,000","11,520,000","-95,200,000","-7,668,000","-1,419,000","-2,166,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"110,094,000","29,396,000","26,819,000","26,788,000","27,091,000","24,254,000","22,838,000","20,339,000","22,403,000","20,155,000","19,660,000","19,907,000","22,207,000","20,221,000","21,080,000","20,667,000","19,563,000","18,797,000","19,541,000","17,180,000","16,794,000","14,499,000","13,538,000","13,694,000","10,860,000","10,217,000","9,489,000","7,896,000","5,091,000","2,408,000","2,001,000","1,652,000","946,000","795,000","210,000","71,000","185,000","191,000","197,000"
		OtherNonCashItems,"8,616,000","1,781,000","-1,135,000","3,956,000","4,014,000","4,871,000","5,826,000","5,189,000","4,981,000","5,467,000","1,472,000","352,000",,,"-11,000","0",,,,,,,"0",,,,,,,,,,,,,,,,
		ChangeInWorkingCapital,"2,331,000","-11,689,000","20,689,000","3,102,000","-9,771,000","-77,256,000","8,574,000","-33,770,000","126,967,000","2,892,000","1,404,000","5,863,000","-2,101,000","-21,109,000","9,314,000","-5,957,000","-8,925,000","-19,222,000","-23,815,000","2,386,000","9,674,000","-8,476,000","6,978,000","19,722,000","4,329,000","-4,727,000","2,870,000","-1,173,000","5,893,000","146,000","-1,370,000","1,925,000","1,032,000","579,000","-1,042,000","192,000","-830,000","135,000","692,000"
			ChangeInReceivables,"-3,406,000","33,000","-3,070,000","-693,000","324,000","-1,993,000","4,714,000","-4,356,000","131,532,000","-122,050,000","-9,702,000","-2,241,000","-5,262,000","-2,899,000","1,572,000",,,,,,,,,,,,,,,,,,,,,,,,"3,000"
				ChangesInAccountReceivables,"-3,406,000","33,000","-3,070,000","-693,000","324,000","-1,993,000","4,714,000","-12,829,000","14,455,000","3,500,000","-9,702,000","-2,241,000","-5,262,000","-2,899,000","1,572,000",,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-5,066,000","-1,475,000","-990,000","47,000","-2,648,000","474,000","1,289,000","-3,156,000","372,000","149,000","2,153,000","-564,000","-2,393,000","-3,647,000",,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-9,726,000","9,126,000","-22,529,000","2,023,000","1,654,000","-10,656,000","15,209,000","-6,325,000","8,960,000","-15,096,000","-1,262,000","-2,689,000","-1,906,000","-2,359,000","6,099,000","2,375,000","-17,319,000","-5,063,000","-4,098,000","291,000","-461,000","930,000","-1,314,000","-1,279,000","-526,000","-4,028,000","-736,000","-2,894,000","-2,553,000","-948,000","-382,000","-602,000","-706,000","-2,391,000","1,132,000","-1,437,000","-512,000","-776,000","-40,000"
			ChangeInPayablesAndAccruedExpense,"39,751,000","-16,164,000","30,393,000","13,446,000","12,076,000","-23,602,000","24,031,000","11,655,000","-3,450,000","-5,383,000","9,269,000","11,119,000","6,005,000","-13,081,000","7,241,000","783,000","8,237,000","-13,900,000","-3,501,000","1,704,000","10,109,000","-9,481,000","8,261,000","21,423,000","4,238,000","769,000","3,467,000","1,665,000","8,455,000","1,101,000","1,246,000","2,223,000","2,317,000","872,000","278,000","1,663,000","-285,000","1,007,000","726,000"
				ChangeInPayable,,,,,,"-23,602,000",,,,,,"3,910,000","-3,493,000","-151,000","3,965,000","-1,969,000","2,693,000","-1,317,000","-420,000","-2,474,000","3,364,000","2,989,000","-1,340,000","1,017,000","187,000","2,638,000","-1,438,000","-5,321,000","4,340,000","437,000","484,000","733,000","-98,000","2,058,000","-1,453,000","804,000","-453,000","1,339,000","41,000"
					ChangeInAccountPayable,,,,,,"-23,602,000",,,,,,"3,910,000","-3,493,000","-151,000","3,965,000","-1,969,000","2,693,000","-1,317,000","-420,000","-2,474,000","3,364,000","2,989,000","-1,340,000","1,017,000","187,000","2,638,000","-1,438,000","-5,321,000","4,340,000","437,000","484,000","733,000","-98,000","2,058,000","-1,453,000","804,000","-453,000","1,339,000","41,000"
				ChangeInAccruedExpense,,,,,,,,,,,,"7,209,000","9,498,000","-12,930,000","3,276,000","2,752,000","5,544,000","-12,583,000","-3,081,000","4,178,000","6,745,000","-12,470,000","9,601,000","20,406,000","4,051,000","-1,869,000","4,905,000","6,986,000","4,115,000","664,000","762,000","1,490,000","2,415,000","-1,186,000","1,731,000","859,000","168,000","-332,000","685,000"
			ChangeInOtherCurrentLiabilities,"14,251,000",,,,,,,"920,000","1,169,000","5,511,000","-1,519,000","-1,451,000","11,710,000","6,812,000",,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"-19,222,000","-3,209,000","16,885,000","-11,721,000","-21,177,000","-41,479,000","-29,069,000","-32,508,000","-11,616,000","139,761,000","2,465,000","1,689,000","-10,255,000","-5,935,000","-315,000","40,000","157,000","-259,000","-16,216,000","391,000","26,000","75,000","31,000","-422,000","617,000","-1,468,000","139,000","56,000","-9,000","-7,000","-2,234,000","304,000","-579,000","2,098,000","-2,490,000","4,000","-33,000","-96,000","3,000"
InvestingCashFlow,"-50,310,000","-37,362,000","69,057,000","-40,759,000","-41,246,000","-182,424,000","97,901,000","-95,758,000","-86,139,000","-95,125,000","67,266,000","79,314,000","-58,426,000","-101,193,000","73,561,000","16,205,000","-52,069,000","-71,028,000","57,104,000","29,788,000","-21,076,000","-9,400,000","-8,355,000","52,509,000","23,986,000","21,775,000","-33,560,000","-143,715,000","-111,011,000","-4,065,000","-17,021,000","-13,545,000","-27,476,000","-65,398,000","11,113,000","-787,000","-42,960,000","-15,100,000","-124,000"
	CashFlowFromContinuingInvestingActivities,"-50,310,000","-37,362,000","69,057,000","-40,759,000","-41,246,000","-182,424,000","97,901,000","-95,758,000","-86,139,000","-95,125,000","67,266,000","79,314,000","-58,426,000","-101,193,000","73,561,000","16,205,000","-52,069,000","-71,028,000","57,104,000","29,788,000","-21,076,000","-9,400,000","-8,355,000","52,509,000","23,986,000","21,775,000","-33,560,000","-143,715,000","-111,011,000","-4,065,000","-17,021,000","-13,545,000","-27,476,000","-65,398,000","11,113,000","-787,000","-42,960,000","-15,100,000","-124,000"
		NetPPEPurchaseAndSale,"-88,863,000","-32,184,000","-16,048,000","-20,560,000","-20,071,000","-16,414,000","-21,946,000","-3,780,000","-4,083,000","-14,096,000","-11,500,000","-5,033,000","-5,240,000","-3,059,000","-1,192,000","-1,032,000","-1,377,000","-475,000","-899,000","-1,033,000","-376,000","-485,000","-666,000","-3,001,000","-5,044,000","-1,477,000","-1,923,000","-1,978,000","-595,000","-459,000","-453,000","-439,000","-688,000","-569,000","-129,000","-203,000","102,000","-177,000","-124,000"
			PurchaseOfPPE,"-88,863,000","-32,184,000","-16,048,000","-20,560,000","-20,071,000","-16,414,000","-21,946,000","-3,780,000","-4,083,000","-14,096,000","-11,500,000","-5,033,000","-5,240,000","-3,059,000","-1,192,000","-1,032,000","-1,377,000","-475,000","-899,000","-1,033,000","-376,000","-485,000","-666,000","-3,001,000","-5,044,000","-1,477,000","-1,923,000","-1,978,000","-595,000","-459,000","-453,000","-439,000","-688,000","-569,000","-129,000","-203,000","102,000","-177,000","-124,000"
		NetIntangiblesPurchaseAndSale,,"-30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,,"-30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,
