name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
TotalRevenue,"107,066,000","26,220,000","30,111,000","27,204,000","23,531,000","21,223,000","21,206,000","22,364,000","13,984,000","21,134,000","21,580,000","19,847,000","21,675,000","14,157,000","14,526,000","13,984,000","13,636,000","13,137,000","10,872,000","14,726,000","10,411,000","10,339,000","12,610,000","11,758,000","10,514,000","14,778,000","20,940,000","23,798,000","21,706,000","17,871,000","20,774,000","12,895,000","16,233,000","13,877,000","12,153,000","11,399,000","6,845,000","3,376,000","2,226,000","1,889,000","1,559,000","949,000"
	OperatingRevenue,"107,066,000","26,220,000","30,111,000","27,204,000","23,531,000","21,223,000","21,206,000","22,364,000","13,984,000","21,134,000","21,580,000","19,847,000","21,675,000","14,157,000","14,526,000","13,984,000","13,636,000","13,137,000","10,872,000","14,726,000","10,411,000","10,339,000","12,610,000","11,758,000","10,514,000","14,778,000","20,940,000","23,798,000","21,706,000","17,871,000","20,774,000","12,895,000","16,233,000","13,877,000","12,153,000","11,399,000","6,845,000","3,376,000","2,226,000","1,889,000","1,559,000","949,000"
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"398,000","353,000","339,000"
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,491,000","1,206,000","610,000"
OperatingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,045,000","1,381,000","102,000"
	SellingGeneralAndAdministration,"20,838,000","5,421,000","5,417,000","5,067,000","4,934,000","4,476,000","4,086,000","3,618,000","4,149,000","3,692,000","3,758,000","3,414,000","4,052,000","3,353,000","3,954,000","3,293,000","3,792,000","3,256,000","3,387,000","3,264,000","3,243,000","3,402,000","3,302,000","3,240,000","2,684,000","8,630,000","8,494,000","10,078,000","9,488,000","9,009,000","9,881,000","9,616,000","9,588,000","8,732,000","7,697,000","5,762,000","1,959,000","1,843,000","1,041,000","2,045,000","1,381,000","102,000"
		GeneralAndAdministrativeExpense,"20,838,000","5,421,000","5,417,000","5,067,000","4,934,000","4,476,000","4,086,000","3,618,000","4,149,000","3,692,000","3,758,000","3,414,000","4,052,000","3,353,000","3,954,000","3,293,000","3,792,000","3,256,000","3,387,000","3,264,000","3,243,000","3,402,000","3,302,000","3,240,000","2,684,000","8,630,000","8,494,000","10,078,000","9,488,000","9,009,000","9,881,000","9,616,000","9,588,000","8,732,000","7,697,000","5,762,000","1,959,000","1,843,000",,,,
			SalariesAndWages,,,,,,,,,,,,"1,578,000","2,252,000","1,574,000","2,116,000","1,571,000","2,173,000","1,558,000","1,549,000","1,554,000","1,654,000","1,812,000","1,576,000","1,690,000","1,338,000","4,284,000","4,456,000","5,921,000","5,434,000","4,637,000","5,414,000","4,704,000","4,510,000","4,021,000","3,175,000","2,281,000","643,000","614,000",,,,
			OtherGandA,"20,838,000","5,421,000","5,417,000","5,067,000","4,934,000","4,476,000","4,086,000","3,618,000","4,149,000","3,692,000","3,758,000","3,414,000","4,052,000","3,353,000","3,954,000","3,293,000","3,792,000","3,256,000","3,387,000","3,264,000","3,243,000","3,402,000","3,302,000","3,240,000","2,684,000","4,346,000","4,038,000","4,157,000","4,054,000","4,372,000","4,467,000","4,912,000","5,078,000","4,711,000","4,522,000","3,481,000","1,959,000","1,843,000",,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,"54,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
