name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011
TotalRevenue,"352,028,000","90,305,000","90,229,000","92,167,000","79,327,000","70,133,000","62,142,000","56,090,000","50,113,000","54,645,000","57,212,000","67,922,000","56,410,000","47,188,000","51,070,000","57,286,000","62,474,000","56,938,000","70,575,000","89,062,000","71,630,000","64,135,000","87,508,000","100,490,000","65,142,000","57,157,000","67,967,000","93,200,000","84,193,000","71,013,000","64,700,000","65,689,000","46,968,000","40,921,000","39,967,000","45,990,000","37,710,000","33,941,000","31,518,000","35,669,000","27,958,000","25,921,000","24,571,000","28,778,000","22,268,000","21,640,000"
	OperatingRevenue,"352,028,000","90,305,000","90,229,000","92,167,000","79,327,000","70,133,000","62,142,000","56,090,000","50,113,000","54,645,000","57,212,000","67,922,000","56,410,000","47,188,000","51,070,000","57,286,000","62,474,000","56,938,000","70,575,000","89,062,000","71,630,000","64,135,000","87,508,000","100,490,000","65,142,000","57,157,000","67,967,000","93,200,000","84,193,000","71,013,000","64,700,000","65,689,000","46,968,000","40,921,000","39,967,000","45,990,000","37,710,000","33,941,000","31,518,000","35,669,000","27,958,000","25,921,000","24,571,000","28,778,000","22,268,000","21,640,000"
CostOfRevenue,"131,114,000","33,758,000","32,907,000","34,541,000","29,908,000","26,368,000","24,339,000","21,298,000","19,155,000","22,625,000","23,896,000","28,819,000","23,973,000","19,335,000","20,416,000","22,701,000","24,461,000","22,046,000","25,224,000","32,448,000","26,825,000","23,172,000","28,994,000","34,167,000","21,672,000","20,450,000","24,651,000","31,938,000","29,345,000","25,095,000","23,255,000","24,130,000","16,432,000","15,325,000","14,405,000","16,689,000","14,419,000","12,248,000","11,584,000","12,679,000","8,626,000","7,516,000","7,802,000","10,093,000","7,448,000","7,115,000"
GrossProfit,"220,914,000","56,547,000","57,322,000","57,626,000","49,419,000","43,765,000","37,803,000","34,792,000","30,958,000","32,020,000","33,316,000","39,103,000","32,437,000","27,853,000","30,654,000","34,585,000","38,013,000","34,892,000","45,351,000","56,614,000","44,805,000","40,963,000","58,514,000","66,323,000","43,470,000","36,707,000","43,316,000","61,262,000","54,848,000","45,918,000","41,445,000","41,559,000","30,536,000","25,596,000","25,562,000","29,301,000","23,291,000","21,693,000","19,934,000","22,990,000","19,332,000","18,405,000","16,769,000","18,685,000","14,820,000","14,525,000"
OperatingExpense,"250,919,000","67,045,000","69,658,000","58,837,000","55,379,000","53,901,000","51,816,000","51,041,000","46,247,000","47,635,000","47,148,000","46,271,000","42,845,000","46,094,000","45,020,000","44,007,000","44,695,000","44,842,000","43,960,000","41,496,000","39,500,000","38,346,000","38,431,000","36,653,000","34,208,000","35,359,000","34,210,000","30,935,000","29,927,000","25,593,000","24,326,000","22,908,000","20,372,000","19,669,000","19,860,000","19,237,000","16,359,000","16,474,000","16,312,000","15,405,000","13,540,000","15,498,000","14,672,000","12,975,000","13,725,000","12,172,000"
	SellingGeneralAndAdministration,"74,766,000","20,355,000","21,115,000","17,475,000","15,821,000","16,027,000","14,632,000","14,468,000","13,445,000","13,435,000","13,341,000","13,791,000","12,425,000","13,077,000","12,382,000","12,354,000","12,566,000","13,178,000","12,386,000","11,700,000","11,962,000","11,744,000","11,302,000","10,686,000","10,565,000","10,893,000","10,768,000","8,873,000","9,087,000","9,010,000","8,343,000","7,324,000","6,875,000","6,755,000","6,850,000","5,761,000","5,385,000","5,157,000","5,114,000","4,603,000","4,184,000","4,025,000","4,665,000","3,806,000","4,030,000","3,425,000"
	ResearchAndDevelopment,"176,153,000","46,690,000","48,543,000","41,362,000","39,558,000","37,874,000","37,184,000","36,573,000","32,802,000","34,200,000","33,807,000","32,480,000","30,420,000","33,017,000","32,638,000","31,653,000","32,129,000","31,664,000","31,574,000","29,796,000","27,538,000","26,602,000","27,129,000","25,967,000","23,643,000","24,466,000","23,442,000","22,062,000","20,840,000","16,583,000","15,983,000","15,584,000","13,497,000","12,914,000","13,010,000","13,476,000","10,974,000","11,317,000","11,198,000","10,802,000","9,356,000","11,473,000","10,007,000","9,169,000","9,695,000","8,747,000"
OperatingIncome,"-30,005,000","-10,498,000","-12,336,000","-1,211,000","-5,960,000","-10,136,000","-14,013,000","-16,249,000","-15,289,000","-15,615,000","-13,832,000","-7,168,000","-10,408,000","-18,241,000","-14,366,000","-9,422,000","-6,682,000","-9,950,000","1,391,000","15,118,000","5,305,000","2,617,000","20,083,000","29,670,000","9,262,000","1,348,000","9,106,000","30,327,000","24,921,000","20,325,000","17,119,000","18,651,000","10,164,000","5,927,000","5,702,000","10,064,000","6,932,000","5,219,000","3,622,000","7,585,000","5,792,000","2,907,000","2,097,000","5,710,000","1,095,000","2,353,000"
OtherIncomeExpense,"495,000","86,000","-216,000","407,000","218,000","593,000","632,000","673,000","1,280,000","1,278,000","1,713,000","1,917,000","2,195,000","2,196,000","3,351,000","993,000","732,000","792,000","602,000","319,000","224,000","153,000","188,000","132,000","171,000","27,000","207,000","169,000","127,000","27,000","47,000","40,000","39,000","49,000","6,000","-12,000","-11,000","-5,000","-3,000","137,000","4,000","-2,000","-69,000","3,000","3,000","-27,000"
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"137,000",,"-2,000","-69,000","3,000","3,000","-27,000"
