name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"74,899,344,000","78,349,109,000","78,317,963,000","73,882,299,000","72,677,666,000","71,389,674,000","68,665,076,000","68,608,296,000","65,549,556,000","69,696,552,000","68,329,993,000","66,371,304,000","64,482,164,000","61,625,564,000","63,448,998,000","61,627,503,000","61,301,324,000","62,030,736,000","60,379,715,000","59,635,590,000","57,548,610,000","56,053,472,000","55,848,221,000","53,721,328,000","51,262,936,000","49,041,163,000","47,128,421,000","46,247,482,000","45,388,715,000","43,989,734,000","42,953,529,000","42,003,696,000","40,544,496,000","39,621,499,000","38,713,147,000","37,288,550,000","36,852,969,000","35,133,478,000","34,597,773,000","33,133,602,000","33,038,533,000","30,874,719,000","29,875,937,000","28,566,771,000","27,834,876,000","26,426,763,000","24,568,425,000","23,421,014,000","22,507,750,000","21,312,004,000","21,296,479,000","18,865,714,000","17,508,622,000","17,087,813,000","17,143,451,000","17,053,269,000","16,557,973,000","16,394,372,000","16,164,120,000","15,800,678,000","15,098,204,000","14,990,123,000","15,013,769,000","14,778,961,000","14,655,318,000","14,042,794,000","13,240,455,000","12,418,835,000","11,662,977,000","11,114,066,000","10,277,968,000","9,968,643,000","9,906,940,000","8,989,177,000","6,634,396,000","6,332,943,000","6,128,971,000","6,042,266,000","5,619,918,000","5,333,678,000","4,877,916,000","4,392,445,000","4,194,531,000","3,872,297,000","3,015,445,000","2,528,126,000","2,265,252,000","2,105,660,000","1,919,090,000"
TotalLiabilitiesNetMinorityInterest,"69,727,174,000","72,025,982,000","71,942,755,000","67,586,564,000","66,748,906,000","64,814,958,000","62,546,342,000","63,546,237,000","62,026,799,000","65,126,433,000","64,203,277,000","62,873,829,000","61,542,627,000","59,226,463,000","60,959,702,000","59,200,678,000","58,754,334,000","59,180,579,000","57,617,048,000","56,984,182,000","55,112,379,000","53,761,877,000","53,035,359,000","51,107,938,000","49,028,620,000","47,096,628,000","44,978,512,000","44,339,720,000","43,061,995,000","41,849,858,000","40,978,453,000","40,089,886,000","38,889,547,000","38,236,812,000","37,318,479,000","35,846,474,000","35,122,740,000","33,413,241,000","32,882,820,000","31,555,951,000","31,664,949,000","29,466,040,000","28,516,400,000","27,527,239,000","26,873,699,000","25,488,716,000","23,522,036,000","22,502,545,000","21,699,850,000","20,557,381,000","20,545,195,000","18,252,988,000","17,000,921,000","16,595,608,000","16,622,913,000","16,460,155,000","15,933,071,000","15,782,737,000","15,545,089,000","15,198,975,000","14,491,631,000","14,395,057,000","14,448,896,000","14,278,760,000","14,166,134,000","13,523,436,000","12,892,141,000","12,071,356,000","11,345,693,000","10,792,562,000","9,964,027,000","9,688,888,000","9,608,010,000","8,725,461,000","6,440,089,000","6,137,478,000","5,948,405,000","5,864,302,000","5,541,393,000","5,269,058,000","4,890,283,000","4,349,878,000","4,116,455,000","3,801,744,000","2,950,667,000","2,469,474,000","2,227,809,000","2,082,732,000","1,871,941,000"
TotalEquityGrossMinorityInterest,"5,172,170,000","6,323,127,000","6,375,208,000","6,295,735,000","5,928,760,000","6,574,716,000","6,118,734,000","5,062,059,000","3,522,757,000","4,570,119,000","4,126,716,000","3,497,475,000","2,939,537,000","2,399,101,000","2,489,296,000","2,426,825,000","2,546,990,000","2,850,157,000","2,762,667,000","2,651,408,000","2,436,231,000","2,291,595,000","2,812,862,000","2,613,390,000","2,234,316,000","1,944,535,000","2,149,909,000","1,907,762,000","2,326,720,000","2,139,876,000","1,975,076,000","1,913,810,000","1,654,949,000","1,384,687,000","1,394,668,000","1,442,076,000","1,730,229,000","1,720,237,000","1,714,953,000","1,577,651,000","1,373,584,000","1,408,679,000","1,359,537,000","1,039,532,000","961,177,000","938,047,000","1,046,389,000","918,469,000","807,900,000","754,623,000","751,284,000","612,726,000","507,701,000","492,205,000","520,538,000","593,114,000","624,902,000","611,635,000","619,031,000","601,703,000","606,573,000","595,066,000","564,873,000","500,201,000","489,184,000","519,358,000","348,314,000","347,479,000","317,284,000","321,504,000","313,941,000","279,755,000","298,930,000","263,716,000","194,307,000","195,465,000","180,566,000","177,964,000","78,525,000","64,620,000","-12,367,000","42,567,000","78,076,000","70,553,000","64,778,000","58,652,000","37,443,000","22,928,000","47,149,000"
	StockholdersEquity,"5,171,086,000","6,323,127,000","6,375,208,000","6,295,735,000","5,928,760,000","6,574,716,000","6,118,734,000","5,062,059,000","3,522,757,000","4,570,119,000","4,126,716,000","3,497,475,000","2,939,537,000","2,399,101,000","2,489,296,000","2,426,825,000","2,546,990,000","2,850,157,000","2,762,667,000","2,651,408,000","2,436,231,000","2,291,595,000","2,812,862,000","2,613,390,000","2,234,316,000","1,944,535,000","2,149,909,000","1,907,762,000","2,326,720,000","2,139,876,000","1,975,076,000","1,913,810,000","1,654,949,000","1,384,687,000","1,394,668,000","1,442,076,000","1,730,229,000","1,720,237,000","1,714,953,000","1,577,651,000","1,373,584,000","1,408,679,000","1,359,537,000","1,039,532,000","961,177,000","938,047,000","1,046,389,000","918,469,000","807,900,000","754,623,000","751,284,000","612,726,000","507,701,000","492,205,000","520,538,000","593,114,000","624,902,000","611,635,000","619,031,000","601,703,000","606,573,000","595,066,000","564,873,000","500,201,000","489,184,000","519,358,000","348,314,000","347,479,000","317,284,000","321,504,000","313,941,000","279,755,000","298,930,000","263,716,000","93,438,000","94,718,000","79,950,000","77,478,000","78,525,000","64,620,000","-12,367,000","42,567,000","78,076,000","70,553,000","64,778,000","58,652,000","37,443,000","22,928,000","47,149,000"
		CapitalStock,"95,048,000","92,542,000","92,541,000","92,582,000","95,511,000","95,749,000","91,960,000","91,623,000","91,514,000","91,123,000","91,007,000","90,936,000","90,784,000","90,369,000","90,278,000","90,233,000","89,984,000","89,331,000","88,934,000","88,741,000","88,631,000","88,001,000","87,898,000","82,279,000","82,155,000","81,354,000","81,191,000","76,794,000","76,681,000","76,062,000","74,270,000","74,089,000","72,390,000","70,535,000","64,723,000","63,501,000","62,784,000","61,751,000","61,548,000","60,209,000","58,622,000","57,837,000","57,855,000","57,832,000","57,688,000","56,968,000","56,693,000","56,581,000","56,428,000","56,203,000","56,203,000","56,066,000","51,066,000","50,739,000","50,742,000","51,598,000","45,000,000","46,775,000","46,861,000","53,862,000","53,539,000","53,501,000","55,840,000","55,661,000","55,609,000","55,527,000","40,043,000","38,381,000","38,375,000","38,360,000","38,258,000","38,258,000","36,724,000","35,919,000","15,219,000","14,956,000","15,063,000","15,063,000","15,073,000","15,067,000","15,133,000","15,142,000","15,157,000","15,160,000","15,160,000","15,155,000","15,123,000","15,096,000","5,320,000"
			PreferredStock,"28,000","28,000","28,000","28,000","28,000","28,000","28,000","28,000","16,000","16,000","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","625,000","625,000","625,000","625,000","625,000","625,000","625,000","625,000","625,000","625,000","625,000","625,000","625,000","625,000","625,000","625,000","625,000"
			CommonStock,"95,020,000","92,514,000","92,513,000","92,554,000","95,483,000","95,721,000","91,932,000","91,595,000","91,498,000","91,107,000","91,007,000","90,936,000","90,784,000","90,369,000","90,278,000","90,233,000","89,984,000","89,331,000","88,934,000","88,741,000","88,631,000","88,001,000","87,898,000","82,279,000","82,155,000","81,354,000","81,191,000","76,794,000","76,681,000","76,062,000","74,270,000","74,089,000","72,390,000","70,535,000","64,723,000","63,501,000","62,784,000","61,751,000","61,548,000","60,209,000","58,622,000","57,837,000","57,855,000","57,832,000","57,688,000","56,968,000","56,693,000","56,581,000","56,428,000","56,203,000","56,203,000","56,066,000","51,066,000","50,739,000","50,742,000","51,598,000","45,000,000","46,775,000","46,861,000","53,862,000","53,539,000","53,501,000","55,840,000","55,661,000","55,609,000","55,527,000","40,043,000","38,381,000","38,375,000","38,360,000","38,258,000","38,258,000","36,099,000","35,294,000","14,594,000","14,331,000","14,438,000","14,438,000","14,448,000","14,442,000","14,508,000","14,517,000","14,532,000","14,535,000","14,535,000","14,530,000","14,498,000","14,471,000","4,695,000"
		AdditionalPaidInCapital,"1,689,606,000","1,614,374,000","1,609,039,000","1,604,535,000","1,687,669,000","1,681,127,000","1,510,987,000","1,508,171,000","1,215,464,000","1,212,311,000","820,362,000","817,997,000","815,088,000","811,186,000","807,310,000","804,094,000","798,835,000","791,446,000","783,116,000","778,376,000","775,834,000","770,344,000","767,570,000","636,861,000","635,732,000","630,367,000","626,914,000","524,246,000","521,203,000","513,218,000","541,882,000","538,472,000","542,003,000","550,400,000","487,971,000","512,613,000","504,470,000","496,715,000","493,797,000","482,563,000","470,079,000","468,281,000","464,768,000","463,245,000","459,498,000","454,454,000","446,895,000","427,899,000","424,525,000","422,225,000","406,234,000","403,730,000","376,432,000","361,427,000","360,020,000","366,110,000","373,374,000","387,302,000","388,932,000","388,917,000","391,266,000","389,644,000","381,176,000","380,173,000","379,778,000","379,107,000","226,912,000","215,935,000","215,891,000","215,793,000","214,985,000","214,985,000","214,369,000","208,436,000","57,871,000","56,220,000","56,811,000","56,811,000","56,871,000","56,877,000","57,374,000","57,452,000","57,584,000","57,606,000","57,606,000","57,577,000","57,400,000","57,209,000","65,680,000"
		RetainedEarnings,"3,322,726,000","2,767,422,000","2,716,654,000","2,574,707,000","2,640,320,000","2,368,555,000","2,403,676,000","1,742,426,000","1,995,805,000","1,768,764,000","1,575,918,000","1,538,558,000","1,519,968,000","1,549,978,000","1,521,420,000","1,352,092,000","1,258,189,000","1,244,781,000","1,231,126,000","1,174,169,000","1,147,223,000","1,093,284,000","993,598,000","1,001,018,000","986,310,000","1,031,151,000","1,015,249,000","917,943,000","835,098,000","829,195,000","812,993,000","745,178,000","708,434,000","718,187,000","679,872,000","623,691,000","503,578,000","477,547,000","450,353,000","458,182,000","439,423,000","428,952,000","386,169,000","399,237,000","380,963,000","349,620,000","346,225,000","325,698,000","327,215,000","312,330,000","280,766,000","283,762,000","274,750,000","233,751,000","259,404,000","270,406,000","265,639,000","216,487,000","232,603,000","225,206,000","200,617,000","190,690,000","168,331,000","158,914,000","116,003,000","112,030,000","102,582,000","95,419,000","83,187,000","86,620,000","73,607,000","62,918,000","52,540,000","42,103,000","34,243,000","28,408,000","22,025,000","17,548,000","13,914,000","11,013,000","6,762,000","3,504,000","7,593,000","5,564,000","2,313,000","2,796,000","893,000","-881,000","-1,825,000"
		GainsLossesNotAffectingRetainedEarnings,"63,706,000","1,848,789,000","1,956,974,000","2,023,911,000","1,505,260,000","2,429,285,000","2,112,111,000","1,719,839,000","219,974,000","1,497,921,000","1,639,429,000","1,049,984,000","513,697,000","-52,432,000","70,288,000","180,406,000","399,982,000","724,599,000","659,491,000","610,122,000","424,543,000","339,966,000","963,796,000","893,232,000","530,119,000","201,663,000","426,555,000","388,779,000","893,738,000","721,401,000","545,931,000","556,071,000","332,435,000","46,196,000","163,725,000","244,280,000","661,663,000","686,807,000","712,186,000","579,872,000","408,747,000","457,229,000","454,710,000","123,482,000","67,579,000","81,820,000","201,771,000","113,649,000","5,230,000","-30,456,000","14,011,000","-124,766,000","-188,318,000","-147,376,000","-143,156,000","-88,425,000","-59,111,000","-38,929,000","-49,365,000","-66,282,000","-38,849,000","-38,769,000","-40,474,000","-94,547,000","-62,206,000","-27,306,000","-21,223,000","-2,256,000","-20,169,000","-19,269,000","-12,909,000","-36,406,000","-4,703,000","-22,742,000","-13,895,000","-4,866,000","-13,949,000","-11,944,000","-7,333,000","-18,337,000","-91,636,000","-33,531,000","-2,258,000","-7,777,000","-10,301,000","-16,876,000","-35,973,000","-48,496,000","-22,026,000"
