name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009
MarketCap,"988,838,500","1,245,982,068","1,202,893,518","1,226,628,654","1,416,680,003","1,329,721,432","1,097,793,275","1,001,156,543","1,252,475,966","1,313,475,315","1,549,210,383","1,476,950,092","1,263,327,137","1,329,260,198","1,321,318,174","1,120,205,902","1,571,500,618","1,354,324,852","1,838,165,356","1,860,148,369","1,303,583,672","1,489,753,530","1,357,027,558","1,610,068,889","1,640,460,912","1,269,604,597","1,128,774,507","1,138,020,928","1,318,614,655","1,607,722,252","1,618,735,644","1,541,100,496","1,390,123,726","1,379,155,478","1,359,842,097","1,309,508,659","1,378,629,005","1,405,987,238","1,309,813,995","1,102,139,251","1,065,193,624","1,134,415,233","1,061,014,662","1,012,080,948","1,094,601,816","1,087,851,488","1,085,016,432","1,081,371,360","797,853,400","812,977,611","493,641,377","515,767,165","440,368,500"
EnterpriseValue,"3,487,286,500","3,757,940,068","3,741,963,518","3,742,956,654","3,446,728,003","3,501,235,432","3,265,404,275","3,165,455,543","3,447,110,966","3,560,231,315","4,071,592,383","4,396,083,092","4,262,951,137","4,568,832,198","3,458,572,174","3,239,772,902","3,831,944,618","3,616,978,852","3,378,076,356","3,233,750,369","2,682,769,672","2,852,290,530","2,601,336,558","2,834,685,889","2,869,794,912","2,425,178,597","2,280,392,507","2,287,369,928","2,463,285,655","2,694,972,252","2,701,239,644","2,289,276,496","2,010,456,726","1,988,303,478","1,884,440,097","1,790,698,659","1,863,265,005","1,912,488,238","1,816,314,995","1,582,737,251","1,511,226,624","1,583,288,233","1,383,398,662","1,334,464,948","1,477,418,816","1,301,531,488","1,260,686,432","1,189,236,360","914,774,400","826,479,611","640,104,377","581,398,165","442,667,500"
PeRatio,,,,,"42.478","196.571","14.947","13.632","173.133","43.254",,,,,"49.071","47.042","158.5","97.571","34.333","31.283","26.926","25.524","30.262","31.417",,,,,"115.938","26.57","25.854","23.309","26.726","24.706","23.443","22.157","24.019","24.74","23.048","21.869","20.752","22.745","24.247","23.129","31.788","32.756","33.074","34.231","48.151","33.428","13.36","10.131","6.859"
ForwardPeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.391","16.584","19.194","19.048","18.797","17.422","18.587","19.121","16.556","17.007","16.077","22.831","23.585","20.747","28.902","25.575","22.727","23.419",,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.601","7.237","8.387","8.324","8.208","7.611","8.11","8.348","7.229","7.426","7.025","9.964","7.642","10.366","14.449","11.954","10.609","19.848",,,,,
PsRatio,"1.7","2.151","2.078","2.125","2.423","2.253","1.817","1.599","1.911","1.931","2.186","1.993","1.635","1.609","1.583","2.825","4.081","3.653","5.228","4.949","4.933","5.762","5.337","6.39","6.552","5.077","4.452","4.368","4.77","5.589","6.615","5.063","6.03","6.077","5.896","5.784","6.302","6.173","5.751","5.557","5.601","6.339","6.492","6.192","7.372","8.211","9.292","10.739","8.904","9.787","4.39","3.744","2.74"
PbRatio,"0.679","0.832","0.799","0.802","0.874","0.826","0.671","0.601","0.741","0.77","0.93","0.871","0.707","0.747","1.066","0.874","1.214","1.018","1.334","2.048","1.404","1.593","1.427","1.682","1.707","1.327","1.114","1.108","1.068","1.239","1.233","1.584","1.416","1.394","1.359","1.282","1.34","1.369","1.275","1.256","1.203","1.273","1.181","1.127","1.469","1.448","1.433","1.409","1.442","1.457","1.402","1.409","1.225"
EnterprisesValueRevenueRatio,"6.02","25.503","25.406","25.364","25.14","24.226","22.27","21.71","23.675","23.753","25.418","26.259","24.217","26.141","33.366","30.535","35.453","33.27","31.521","46.079","38.387","41.161","39.396","43.964","44.798","38.125","36.968","36.838","39.658","43.01","41.799","35.682","32.204","33.238","32.339","31.749","32.54","33.158","32.281","29.265","30.06","31.38","26.486","29.188","35.241","33.308","34.325","38.679","35.265","35.388","30.993","29.579","22.812"
EnterprisesValueEBITDARatio,"11.912","49.526","34.698","41.178","190.07","26.61","36.307","36.914","37.81","35.156","25.523","42.385","95.734","30.583","106.749","57.714","51.262","56.644","66.597","85.321","70.8","73.278","72.338","83.349","79.999","68.692","106.56","69.497","-14.465","78.183","76.967","68.349","56.507","60.777","59.97","59.165","55.981","55.415","57.92","53.408","52.844","53.575","47.341","53.094","63.789","61.326","76.698","79.293","59.197","60.182","55.158","48.547","35.913"
