name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006
OperatingCashFlow,"47,855,000","-10,576,000","24,257,000","22,176,000","11,998,000","-14,347,000","19,827,000","-7,625,000","80,167,000","4,034,000","10,280,000","10,831,000","16,816,000","-3,289,000","6,444,000","13,809,000","61,520,000","3,840,000","2,907,000","8,481,000","19,677,000","8,282,000","14,096,000","30,851,000","44,831,000","1,197,000","-20,299,000","25,062,000","-6,242,000","41,102,000","25,466,000","23,644,000","-28,616,000","31,458,000","5,174,000","27,752,000","36,863,000","-7,335,000","2,749,000","18,749,000","29,407,000","13,983,000","-9,682,000","25,316,000","11,829,000","22,966,000","330,000","9,695,000","6,433,000","1,381,000","10,426,000","10,745,000","2,064,000","2,648,000","9,246,000","17,422,000","4,297,000","5,310,000","2,451,000","10,767,000","3,539,000","4,797,000","-13,501,000","1,098,000"
	CashFlowFromContinuingOperatingActivities,"47,855,000","-10,576,000","24,257,000","22,176,000","11,998,000","-14,347,000","19,827,000","-7,625,000","80,167,000","4,034,000","10,280,000","10,831,000","16,816,000","-3,289,000","6,444,000","13,809,000","61,520,000","3,840,000","2,907,000","8,481,000","19,677,000","8,282,000","14,096,000","30,851,000","44,831,000","1,197,000","-20,299,000","25,062,000","-6,242,000","41,102,000","25,466,000","23,644,000","-28,616,000","31,458,000","5,174,000","27,752,000","36,863,000","-7,335,000","2,749,000","18,749,000","29,407,000","13,983,000","-9,682,000","25,316,000","11,829,000","22,966,000","330,000","9,695,000","6,433,000","1,381,000","10,426,000","10,745,000","2,064,000","2,648,000","9,246,000","17,422,000","4,297,000","5,310,000","2,451,000","10,767,000","3,539,000","4,797,000","-13,501,000","1,098,000"
		NetIncomeFromContinuingOperations,"22,630,000","-12,398,000","22,345,000","9,202,000","3,481,000","-8,773,000","5,472,000","6,890,000","15,159,000","19,043,000","72,373,000","6,622,000","3,687,000","5,499,000","1,836,000","9,445,000","1,523,000","40,354,000","15,947,000","3,334,000","834,000","3,396,000","18,680,000","12,868,000","14,224,000","10,569,000","29,647,000","4,850,000","3,793,000","8,131,000","30,128,000","11,451,000","5,347,000","6,274,000","26,531,000","15,297,000","18,156,000","14,050,000",,,,,,,,"2,716,000","10,121,000","6,551,000","2,763,000","3,659,000","3,937,000","7,384,000","2,850,000","2,821,000","8,213,000","5,389,000","2,913,000","6,160,000","4,198,000","3,343,000","2,907,000","-2,040,000","1,753,000","1,151,000"
		OperatingGainsLosses,"-332,000","-1,503,000","-1,537,000","945,000","1,763,000","-1,385,000","2,750,000","-260,000","2,663,000","-1,383,000","545,000","224,000","1,055,000","-203,000","1,257,000","-727,000","-401,000","-3,445,000","1,787,000","-336,000","-400,000","1,187,000","-2,451,000","1,844,000","241,000","3,291,000","-3,945,000","-3,773,000","398,000","3,490,000","-3,661,000","-32,000","-1,388,000","458,000","-913,000","-59,000","-2,248,000","882,000","-5,432,000","-45,000","44,000","63,000","-835,000","480,000","-48,000","75,000","-946,000","34,000","22,000","24,000","257,000","-2,000","0","0","14,000","377,000","9,000","1,000","-48,000","0","68,000","44,000","0","0"
			GainLossOnSaleOfPPE,"17,000","6,000","0","11,000","0","0","82,000","-53,000","0","2,000","0","-22,000","8,000","3,000","0","4,000","32,000","5,000","50,000","68,000","46,000","31,000","0","10,000","22,000","115,000","10,000","46,000","78,000","44,000","93,000","11,000","-1,000","5,000","174,000","87,000","0","0","1,000","-45,000","44,000","63,000","169,000","66,000","21,000","6,000","175,000","101,000","18,000","24,000","242,000","-2,000","0","0",,,,"1,000","-48,000","0","68,000","44,000","0","0"
			GainLossOnInvestmentSecurities,"-349,000","-1,509,000","-1,537,000","934,000","1,763,000","-1,385,000","2,668,000","-207,000","2,663,000","-1,385,000","545,000","246,000","1,047,000","-206,000","1,257,000","-731,000","-433,000","-3,450,000","1,737,000","-404,000","-446,000","1,156,000","-2,451,000","1,834,000","219,000","3,176,000","-3,955,000","-3,819,000","320,000","3,446,000","-3,754,000","-43,000","-1,387,000","453,000","-1,087,000","-146,000","-2,248,000","882,000",,,,,"-1,004,000",,,,"-1,121,000",,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"10,414,000","2,570,000","2,565,000","2,656,000","2,623,000","2,608,000","2,596,000","2,692,000","2,858,000","3,004,000","2,995,000","3,620,000","2,747,000","2,725,000","2,725,000","2,732,000","2,756,000","2,756,000","2,882,000","2,927,000","2,912,000","2,896,000","2,859,000","2,703,000","2,635,000","2,622,000","2,711,000","2,604,000","2,571,000","2,301,000","2,259,000","2,195,000","2,167,000","2,360,000","2,266,000","2,666,000","2,726,000","2,658,000","2,665,000","2,611,000","2,594,000","2,584,000","2,747,000","2,467,000","1,973,000","1,911,000","1,927,000","1,834,000","1,866,000","1,937,000","1,972,000","1,910,000","1,866,000","1,769,000","1,620,000","1,437,000","1,448,000","1,295,000","1,324,000","1,261,000","1,153,000","974,000","630,000","0"
			DepreciationAndAmortization,"10,414,000","2,570,000","2,565,000","2,656,000","2,623,000","2,608,000","2,596,000","2,692,000","2,858,000","3,004,000","2,995,000","3,620,000","2,747,000","2,725,000","2,725,000","2,732,000","2,756,000","2,756,000","2,882,000","2,927,000","2,912,000","2,896,000","2,859,000","2,703,000","2,635,000","2,622,000","2,711,000","2,604,000","2,571,000","2,301,000","2,259,000","2,195,000","2,167,000","2,360,000","2,266,000","2,666,000","2,726,000","2,658,000","2,665,000","2,611,000","2,594,000","2,584,000","2,747,000","2,467,000","1,973,000","1,911,000","1,927,000","1,834,000","1,866,000","1,937,000","1,972,000","1,910,000","1,866,000","1,769,000","1,620,000","1,437,000","1,448,000","1,295,000","1,324,000","1,261,000","1,153,000","974,000","630,000","0"
				Depreciation,"10,414,000","2,570,000","2,565,000","2,656,000","2,623,000","2,608,000","2,596,000","2,692,000","2,858,000","3,004,000","2,995,000","3,620,000","2,747,000","2,725,000","2,725,000","2,732,000","2,756,000","2,756,000","2,882,000","2,927,000","2,912,000","2,896,000","2,859,000","2,703,000","2,635,000","2,622,000",,"2,604,000","2,571,000","2,301,000",,"2,195,000","2,167,000","2,360,000","2,266,000","2,666,000","2,726,000","2,658,000","2,665,000","2,611,000","2,594,000","2,584,000",,,,,,"1,834,000","1,866,000","1,937,000",,"1,910,000","1,866,000","1,769,000",,,,"1,295,000",,"1,261,000","1,153,000","974,000",,"0"
		DeferredTax,"-6,771,000","-719,000","1,736,000","-3,309,000","-4,479,000","-4,402,000","341,000","-1,650,000","721,000","-22,000","-4,872,000","172,000","-30,000","-415,000","2,356,000","276,000","-1,497,000","-2,388,000","-12,354,000","460,000","-2,000","-1,761,000","3,972,000","-4,274,000","-1,147,000","-3,822,000","2,848,000","-111,000","-627,000","-5,831,000","3,256,000","3,601,000","255,000","-1,724,000","-473,000","-740,000","223,000","-982,000","1,785,000","1,537,000","-1,334,000","-161,000","-607,000","2,975,000",,,,,,,,,,,"2,224,000","368,000","-27,000","488,000",,,"1,765,000","-1,416,000",,
