name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
MarketCap,"9,709,488,762","12,369,034,816","13,427,139,526","15,085,042,301","16,408,490,964","13,928,924,298","14,473,820,627","13,179,605,718","8,556,383,828","8,929,713,445","10,985,189,057","9,918,048,887","12,360,907,145","11,728,087,416","11,527,368,000","12,756,656,250"
EnterpriseValue,"15,501,488,762","18,050,034,816","19,308,139,526","20,602,042,301","22,054,490,964","19,561,124,298","19,954,020,627","13,844,805,718","9,411,583,828","10,950,713,445","13,036,089,057","11,942,048,887","14,554,407,145","13,725,587,416","13,705,868,000","12,435,656,250"
PeRatio,,,,,,,,,,"124.389","117.8","67.529","272.865","114.536",,
ForwardPeRatio,"17.794","20.877","22.727","25.51","33.003","30.96","33.113","27.397","27.933","19.724","22.831","20.79","30.769","29.326","29.07","38.76"
PegRatio,,,,,"1.748","1.416","1.237","2.975","2.518","1.462","2.286","1.35","1.995","1.902","1.887",
PsRatio,"2.107","2.668","2.884","3.369","4.156","3.971","4.344","3.9","2.718","2.7","3.517","3.164","4.037","3.28","3.717","4.202"
PbRatio,"1.276","1.641","1.748","1.89","2.049","1.643","1.735","1.981","1.284","1.61","2.002","1.884","2.379","2.256","2.244","1.681"
EnterprisesValueRevenueRatio,"3.265","14.735","17.348","18.216","17.244","15.75","17.508","15.563","16.053","16.65","16.564","15.483","18.621","18.774","17.147","16.339"
EnterprisesValueEBITDARatio,"30.941","60.368","178.779","206.02","-3,675.748","106.891","-562.085","-484.084","329.076","362.606","133.293","140.66","103.812","92.304","-2,323.028","70.1"
