name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,03/31/1990
OperatingCashFlow,"44,125,000","8,705,000","12,643,000","7,515,000","15,262,000","9,542,000","16,411,000","1,651,000","11,129,000","13,389,000","17,281,000","8,002,000","19,225,000","9,167,000","17,923,000","9,338,000","20,539,000","10,100,000","15,384,000","11,817,000","19,058,000","11,267,000","16,958,000","12,985,000","17,590,000","9,992,000","19,256,000","12,552,000","17,573,000","9,755,000","16,998,000","10,979,000","15,720,000","7,188,000","15,700,000","9,800,000","14,354,000","9,822,000","13,804,000","8,693,000","16,861,000","11,230,000","17,879,000","7,801,000","9,336,000","4,230,000","21,457,000","3,487,000","13,071,000","3,687,000","17,739,000","9,191,000","15,942,000","9,070,000","20,145,000","10,871,000","16,143,000","12,211,000","14,673,000","11,931,000","14,795,000","10,105,000","14,982,000","9,198,000","8,275,000","5,472,000","13,352,000","8,227,000","6,548,000","1,808,000","8,198,000","3,306,000","5,995,000","1,835,000","-5,497,000","165,000","1,194,000","-743,000","-4,320","927,836","147,363","88,121","102,658","174,176","236,233","274,229","-72,726","402,526","337,021","328,425","305,342","300,000","200,000","300,000","171,095","100,000","400,000","100,000","35,308","400,000","300,000","200,000","145,243","200,000","300,000","300,000","235,761","400,000","400,000","200,000","200,000","300,000","300,000","300,000","100,000","400,000","200,000","300,000","0","300,000","200,000","300,000","-100,000","200,000","200,000","200,000","100,000","300,000"
	CashFlowFromContinuingOperatingActivities,"44,125,000","8,705,000","12,643,000","7,515,000","15,262,000","9,542,000","16,411,000","1,651,000","11,129,000","13,389,000","17,281,000","8,002,000","19,225,000","9,167,000","17,923,000","9,338,000","20,539,000","10,100,000","15,384,000","11,817,000","19,058,000","11,267,000","16,958,000","12,985,000","17,590,000","9,992,000","19,256,000","12,552,000","17,573,000","9,755,000","16,998,000","10,979,000","15,720,000","7,188,000","15,700,000","9,800,000","14,354,000","9,822,000","13,804,000","8,693,000","16,861,000","11,230,000","17,879,000","7,801,000","9,336,000","4,230,000","21,457,000","3,487,000","13,071,000","3,687,000","17,739,000","9,191,000","15,942,000","9,070,000","20,145,000","10,871,000","16,143,000","12,211,000","14,673,000","11,931,000","14,795,000","10,105,000","14,982,000","9,198,000","8,275,000","5,472,000","13,352,000","8,227,000","6,548,000","1,808,000","8,198,000","3,306,000","5,995,000","1,835,000","-5,497,000","165,000","1,194,000","-743,000","-4,320","927,836","147,363","88,121","102,658","174,176","236,233","274,229","-72,726","402,526","337,021","328,425","305,342","300,000","200,000","300,000","171,095","100,000","400,000","100,000","35,308","400,000","300,000","200,000","145,243","200,000","300,000","300,000","235,761","400,000","400,000","200,000","200,000","300,000","300,000","300,000","100,000","400,000","200,000","300,000","0","300,000","200,000","300,000","-100,000","200,000","200,000","200,000","100,000","300,000"
		NetIncomeFromContinuingOperations,"-47,333,000","-1,077,000","-16,837,000","-80,883,000","51,464,000","1,253,000","6,183,000","1,404,000","-6,009,000","-2,098,000","-9,914,000","2,947,000","5,544,000","2,989,000","4,736,000","6,305,000","9,937,000","-16,620,000","5,680,000","6,417,000","-4,389,000","11,945,000","3,154,000","-761,000","4,795,000","1,576,000","6,840,000","6,126,000","5,416,000","3,399,000","4,280,000","5,709,000","16,992,000","1,710,000","5,802,000","62,000","4,486,000","3,852,000","30,690,000","2,298,000","5,895,000","-4,868,000","-3,427,000","-71,265,000","-24,729,000","-9,093,000","-35,986,000","-4,491,000","-2,547,000","-1,160,000","-28,356,000","3,814,000","1,964,000","5,779,000","4,855,000","5,246,000","3,195,000","5,079,000","5,561,000","5,894,000","4,905,000","5,609,000","4,509,000","3,754,000","4,118,000","2,954,000","3,540,000","3,605,000","3,450,000","2,618,000","3,406,000","1,208,000","1,903,000","1,343,000","-20,884,000","-228,000","-40,000","-199,000","-148,049","-45,817","-221,262","-52,872","-446,430","-26,967","334,313","-8,631","2,291","-22,334","-38,113","63,575","-35,530","0","-100,000","200,000","0","0","0","200,000","0","200,000","200,000","100,000","161,616","100,000","100,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","100,000","200,000","200,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","0","100,000","100,000","100,000","100,000"
		OperatingGainsLosses,,,"0","0","-48,857,000","-1,047,000","-3,717,000",,,,"0","0","-2,841,000","-101,000","0",,,,"0","0","0","-7,099,000","0","0","0","-59,000",,,,,"-271,000","-2,332,000",,,"-9,417,000","0","-1,298,000","-346,000","-35,670,000","-618,000","-621,000","-774,000","-712,000","-417,000","-809,000","-959,000","-1,731,000","499,000","-46,000","-411,000","-656,000","-60,000","-480,000","-59,000","1,127,000","-310,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,"-679,000",,,"0","0","-2,841,000","-101,000","0",,,,"0","0","0","-7,099,000","0","0","0","-59,000",,"0",,,"-271,000","-2,332,000","-11,773,000","0","-263,000","0","0","-346,000",,,"-372,000","-457,000","-382,000","-130,000","-474,000","-28,000","0","0","5,000","-175,000","-565,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"0","0","-48,857,000","-1,047,000","-3,717,000",,,,"0","0","-2,841,000","-101,000","0",,,,"0","0","0","-7,099,000","0","0","0","-59,000",,,,,"-271,000","-2,332,000",,,"-263,000","0","0","-346,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-1,481,000","0","0","0","15,000","-19,000","144,000","-412,000","123,000","499,000","-51,000","-236,000","-91,000","-60,000","33,000","-59,000","650,000","-310,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"36,506,000","8,263,000","8,476,000","9,510,000","10,257,000","11,211,000","10,204,000","10,035,000","14,426,000","13,747,000","14,839,000","10,547,000","10,346,000","10,129,000","9,808,000","9,650,000","10,541,000","10,054,000","9,937,000","9,807,000","9,953,000","10,418,000","9,741,000","10,413,000","10,972,000","9,661,000","9,723,000","9,642,000","9,721,000","9,508,000","9,894,000","9,665,000","9,693,000","9,448,000","12,584,000","13,494,000","9,763,000","9,822,000","14,013,000","8,108,000","8,065,000","14,488,000","14,220,000","9,391,000","9,489,000","8,982,000","9,144,000","9,840,000","9,281,000","9,045,000","14,472,000","8,804,000","9,397,000","8,984,000","8,238,000","8,523,000","10,100,000","8,532,000","12,239,000","10,140,000","9,898,000","9,883,000","9,224,000","13,673,000","6,017,000","5,969,000","5,821,000","4,133,000","3,481,000","3,042,000","1,533,000","4,134,000","2,283,000","2,297,000","2,106,000","1,150,000","1,095,000","672,000","826,213","607,294","560,238","552,255","526,618","158,624","132,613","173,479","251,062","150,091","105,521","114,835","96,992","100,000","200,000","100,000","83,161","200,000","100,000","100,000","166,353","100,000","100,000","100,000","140,406","100,000","100,000","100,000","139,943","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","0","100,000"
			DepreciationAndAmortization,"36,506,000","8,263,000","8,476,000","9,510,000","10,257,000","11,211,000","10,204,000","10,035,000","14,426,000","13,747,000","14,839,000","10,547,000","10,346,000","10,129,000","9,808,000","9,650,000","10,541,000","10,054,000","9,937,000","9,807,000","9,953,000","10,418,000","9,741,000","10,413,000","10,972,000","9,661,000","9,723,000","9,642,000","9,721,000","9,508,000","9,894,000","9,665,000","9,693,000","9,448,000","12,584,000","13,494,000","9,763,000","9,822,000","14,013,000","8,108,000","8,065,000","14,488,000","14,220,000","9,391,000","9,489,000","8,982,000","9,144,000","9,840,000","9,281,000","9,045,000","14,472,000","8,804,000","9,397,000","8,984,000","8,238,000","8,523,000","10,100,000","8,532,000","12,239,000","10,140,000","9,898,000","9,883,000","9,224,000","13,673,000","6,017,000","5,969,000","5,821,000","4,133,000","3,481,000","3,042,000","1,533,000","4,134,000","2,283,000","2,297,000","2,106,000","1,150,000","1,095,000","672,000","826,213","607,294","560,238","552,255","526,618","158,624","132,613","173,479","251,062","150,091","105,521","114,835","96,992","100,000","200,000","100,000","83,161","200,000","100,000","100,000","166,353","100,000","100,000","100,000","140,406","100,000","100,000","100,000","139,943","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","0","100,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,282,000","9,796,000","15,747,000","15,689,000","11,451,000","11,007,000","10,459,000","10,820,000","11,891,000","12,373,000","11,380,000","17,374,000","12,754,000","12,651,000","12,400,000","12,270,000","11,996,000","14,007,000","11,529,000","15,507,000","12,666,000","12,407,000","12,472,000","11,809,000","16,715,000","8,060,000","8,597,000","7,032,000","5,207,000","4,418,000","3,949,000","2,132,000","4,713,000","2,834,000","2,722,000",,,,,,,,,,,,,,,,"114,835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
