name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalRevenue,"1,558,772,000","329,219,000","401,331,000","385,813,000","442,408,000","545,165,000","494,674,000","428,064,000","301,207,000","211,466,000","224,343,000","228,772,000","226,368,000","222,451,000","221,854,000","249,815,000","263,685,000","254,914,000","193,700,000","263,495,000","314,213,000","296,096,000","275,489,000","298,035,000","357,100,000","291,037,000","276,191,000","143,034,000","42,429,000","30,084,000","25,533,000","19,773,000","23,545,000","22,274,000","20,692,000","20,641,000","23,821,000","31,376,000","16,261,000","11,795,000","10,211,000","8,777,000","5,794,000","6,807,000","10,142,000","8,648,000","13,904,000","7,599,000","7,455,000","7,922,000","6,998,000","1,501,000","2,347,000","2,301,000","1,687,000","4,050,000","879,000","2,824,000",,,,,,,,,,,,,,,,,"0",,,"13,000","6,000",,"222,000","333,000","333,000","333,000","334,000","333,000","111,000","67,000","343,000","344,000","575,000","300,000","300,000","200,000","200,000","200,000","800,000","100,000","0","100,000","100,000","100,000","0","100,000","100,000","100,000"
	OperatingRevenue,"1,558,772,000","329,219,000","401,331,000","385,813,000","442,408,000","545,165,000","494,674,000","428,064,000","301,207,000","211,466,000","224,343,000","228,772,000","226,368,000","222,451,000","221,854,000","249,815,000","263,685,000","254,914,000","193,700,000","263,495,000","314,213,000","296,096,000","275,489,000","298,035,000","357,100,000","291,037,000","276,191,000","143,034,000","42,429,000","30,084,000","25,533,000","19,773,000","23,545,000","22,274,000","20,692,000","20,641,000","23,821,000","31,376,000","16,261,000","11,795,000","10,211,000","8,777,000","5,794,000","6,807,000","10,142,000","8,648,000","13,904,000","7,599,000","7,455,000","7,922,000","6,998,000","1,501,000","2,347,000","2,301,000","1,687,000","4,050,000","879,000","2,824,000",,,,,,,,,,,,,,,,,"0",,,"13,000","6,000",,"222,000","333,000","333,000","333,000","334,000","333,000","111,000","67,000","343,000","344,000","575,000","300,000","300,000","200,000","200,000","200,000","800,000","100,000","0","100,000","100,000","100,000","0","100,000","100,000","100,000"
CostOfRevenue,"1,073,562,000","243,875,000","292,823,000","243,957,000","292,908,000","363,507,000","318,725,000","272,773,000","162,651,000","140,258,000","142,281,000","141,921,000","144,223,000","144,059,000","149,531,000","150,956,000","150,060,000","154,089,000","156,619,000","151,310,000","157,406,000","154,796,000","159,328,000","151,180,000","153,439,000","147,536,000","143,155,000","67,328,000","14,434,000","10,320,000","11,934,000","11,120,000","12,565,000","12,391,000","12,048,000","11,952,000","13,103,000","11,757,000","8,850,000","7,487,000","6,554,000","4,987,000","4,158,000","4,017,000","6,211,000","5,623,000","4,868,000","5,255,000","4,850,000","5,528,000","5,187,000","1,055,000","1,764,000","1,561,000","1,235,000","2,969,000","1,025,000","3,330,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-95,000","-110,000","-45,000","-40,000","-100,000","-100,000","-100,000",,"0",,,,"0",,"-100,000",,"0","-100,000",,
GrossProfit,"485,210,000","85,344,000","108,508,000","141,856,000","149,500,000","181,658,000","175,949,000","155,291,000","138,556,000","71,208,000","82,062,000","86,851,000","82,145,000","78,392,000","72,323,000","98,859,000","113,625,000","100,825,000","37,081,000","112,185,000","156,807,000","141,300,000","116,161,000","146,855,000","203,661,000","143,501,000","133,036,000","75,706,000","27,995,000","19,764,000","13,599,000","8,653,000","10,980,000","9,883,000","8,644,000","8,689,000","10,718,000","19,619,000","7,411,000","4,308,000","3,657,000","3,790,000","1,636,000","2,790,000","3,931,000","3,025,000","9,036,000","2,344,000","2,605,000","2,394,000","1,811,000","446,000","583,000","740,000","452,000","1,081,000","-146,000","-506,000",,,,,,,,,,,,,,,,,"0",,,,,,"222,000",,,,,,"206,000","177,000","388,000","384,000","675,000","400,000","400,000",,"200,000","200,000",,,"0",,"200,000",,"0","200,000",,
OperatingExpense,"609,681,000","157,874,000","171,739,000","136,035,000","144,032,000","144,178,000","131,916,000","132,269,000","110,266,000","112,830,000","117,558,000","126,971,000","133,180,000","148,249,000","144,968,000","131,130,000","134,091,000","141,677,000","189,651,000","181,688,000","178,884,000","180,636,000","165,211,000","167,385,000","164,637,000","169,266,000","142,391,000","82,293,000","53,743,000","71,503,000","43,685,000","37,262,000","33,934,000","37,550,000","41,736,000","27,447,000","26,124,000","25,048,000","19,003,000","13,121,000","12,033,000","12,637,000","10,111,000","8,594,000","9,093,000","8,111,000","9,928,000","9,088,000","8,132,000","6,460,000","8,148,000","6,300,000","5,830,000","9,322,000","9,733,000","9,062,000","9,125,000","10,126,000","9,102,000","-1,865,000","10,773,000","-243,749,000","477,000","280,000","170,000","188,000","430,000","194,000","484,000","331,000","323,000","399,000","560,000","769,000","-729,000","1,555,000","1,844,000","1,075,000","2,154,000","2,841,000","2,284,000","2,302,000","2,695,000","3,374,000","3,649,000","2,132,000","2,097,000","2,663,000","2,117,000","2,882,000","1,826,000","1,400,000","1,200,000","1,400,000","1,100,000","1,300,000","1,100,000","800,000","800,000","1,000,000","900,000","700,000","800,000","1,000,000","700,000","700,000"
	SellingGeneralAndAdministration,"474,108,000","117,537,000","138,214,000","105,120,000","113,236,000","112,286,000","101,824,000","99,897,000","77,721,000","76,132,000","79,130,000","80,542,000","88,475,000","95,158,000","95,104,000","84,071,000","87,653,000","91,519,000","124,635,000","131,336,000","128,338,000","136,685,000","120,530,000","124,845,000","117,511,000","128,001,000","102,947,000","55,246,000","20,937,000","17,446,000","15,243,000","14,010,000","14,874,000","13,812,000","15,445,000","13,572,000","13,879,000","12,424,000","10,367,000","7,322,000","5,435,000","4,671,000","5,067,000","4,348,000","4,919,000","5,586,000","6,217,000","6,017,000","5,644,000","4,243,000","4,246,000","3,089,000","2,926,000","3,257,000","2,506,000","4,149,000","3,218,000","5,770,000","4,315,000","2,722,000","5,339,000","90,000","477,000","280,000","170,000","188,000","430,000","194,000","484,000","331,000","323,000","399,000",,"769,000","-168,000","1,441,000","1,513,000","805,000","1,507,000","2,017,000","1,030,000","1,061,000","1,486,000","2,268,000","1,791,000","983,000","397,000","1,662,000","1,464,000","2,265,000","1,394,000","700,000","600,000","500,000","600,000","900,000","600,000","400,000","400,000","600,000","400,000","400,000","400,000","400,000","300,000","400,000"
	ResearchAndDevelopment,"75,847,000","18,312,000","21,007,000","18,306,000","18,222,000","19,315,000","17,454,000","18,493,000","17,608,000","21,760,000","23,038,000","30,017,000","28,286,000","36,529,000","33,328,000","30,160,000","29,211,000","32,887,000","34,242,000","32,329,000","32,593,000","26,022,000","27,611,000","24,424,000","31,348,000","27,822,000","25,478,000","18,937,000","29,570,000","25,503,000","25,827,000","20,517,000","16,234,000","20,994,000","23,350,000","11,085,000","9,557,000","9,910,000","6,578,000","3,621,000","4,490,000","4,831,000","4,255,000","3,301,000","3,154,000","1,645,000","2,907,000","2,098,000","1,575,000","1,328,000","1,919,000","2,805,000","2,498,000","5,659,000","6,814,000","4,913,000","5,479,000","4,356,000","3,840,000","-4,496,000","5,434,000","6,072,000",,,,,,,,,,,"560,000",,"0",,"32,000","122,000","647,000","824,000","1,254,000","1,241,000","1,209,000","1,106,000","1,858,000","1,149,000","1,605,000","891,000","608,000","577,000","332,000","600,000","500,000","900,000","500,000","400,000","500,000","400,000","400,000","400,000","400,000","300,000","400,000","500,000","400,000","300,000"
	DepreciationAmortizationDepletionIncomeStatement,"59,726,000","22,025,000","12,518,000","12,609,000","12,574,000","12,577,000","12,638,000","13,879,000","14,937,000","14,938,000","15,390,000","16,412,000","16,419,000","16,562,000","16,536,000","16,899,000","17,227,000","17,271,000","30,774,000","18,023,000","17,953,000","17,929,000","17,070,000","18,116,000","15,778,000","13,443,000","13,966,000","8,110,000","3,236,000","2,665,000","2,615,000","2,735,000","2,826,000","2,744,000","2,941,000","2,790,000","2,688,000","2,714,000","2,058,000","2,178,000","2,108,000","1,991,000","789,000","945,000","1,020,000","880,000","804,000","973,000","913,000","889,000","1,983,000","406,000","406,000","406,000",,,"428,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,000","110,000","45,000","40,000","100,000","100,000","100,000",,"0",,,,"0",,"100,000",,"0","100,000",,
		DepreciationAndAmortizationInIncomeStatement,"59,726,000","22,025,000","12,518,000","12,609,000","12,574,000","12,577,000","12,638,000","13,879,000","14,937,000","14,938,000","15,390,000","16,412,000","16,419,000","16,562,000","16,536,000","16,899,000","17,227,000","17,271,000","30,774,000","18,023,000","17,953,000","17,929,000","17,070,000","18,116,000","15,778,000","13,443,000","13,966,000","8,110,000","3,236,000","2,665,000","2,615,000","2,735,000","2,826,000","2,744,000","2,941,000","2,790,000","2,688,000","2,714,000","2,058,000","2,178,000","2,108,000","1,991,000","789,000","945,000","1,020,000","880,000","804,000","973,000","913,000","889,000","1,983,000","406,000","406,000","406,000",,,"428,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,000","110,000","45,000","40,000","100,000","100,000","100,000",,"0",,,,"0",,"100,000",,"0","100,000",,
			Amortization,"59,726,000","22,025,000","12,518,000","12,609,000","12,574,000","12,577,000","12,638,000","13,879,000","14,937,000","14,938,000","15,390,000","16,412,000","16,419,000","16,562,000","16,536,000","16,899,000","17,227,000","17,271,000","30,774,000","18,023,000","17,953,000","17,929,000","17,070,000","18,116,000","15,778,000","13,443,000","13,966,000","8,110,000","3,236,000","2,665,000","2,615,000","2,735,000","2,826,000","2,744,000","2,941,000","2,790,000","2,688,000","2,714,000","2,058,000","2,178,000","2,108,000","1,991,000","789,000","945,000","1,020,000","880,000","804,000","973,000","913,000","889,000","1,983,000","406,000","406,000","406,000",,,"428,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
