name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
OperatingCashFlow,"795,000,000","-419,000,000","1,195,000,000","-646,000,000","665,000,000","277,000,000","1,217,000,000","270,000,000","240,000,000","1,676,000,000","697,000,000","-653,000,000","506,000,000","1,480,000,000","371,000,000","365,000,000","554,000,000","754,000,000","279,000,000","1,181,000,000","724,000,000","-198,000,000","554,000,000","104,000,000","641,000,000","919,000,000","1,463,000,000","-52,000,000","868,000,000","658,000,000","953,000,000","61,000,000","716,000,000","820,000,000","37,000,000","951,000,000","300,000,000","989,000,000","-130,000,000","568,000,000","-106,900,000","893,200,000","-114,500,000","504,200,000","119,800,000","914,000,000","143,800,000","217,000,000","324,200,000","879,300,000","524,600,000","406,000,000","827,700,000","820,900,000","271,600,000","-352,900,000","242,300,000","887,200,000","-26,200,000","408,800,000","-186,700,000","770,400,000","-78,900,000","718,300,000","483,600,000","271,800,000","660,900,000","724,000,000","799,300,000","531,700,000","626,000,000","893,200,000","1,289,300,000","787,000,000","254,300,000","294,100,000","882,200,000","156,900,000","373,000,000","-14,100,000","1,426,700,000","504,200,000","-466,300,000","-480,700,000","835,800,000","158,400,000","142,500,000","-265,000,000","736,100,000","184,800,000","-104,100,000","-178,600,000","518,900,000","125,000,000","-131,400,000","-166,800,000","306,600,000","25,300,000","-140,600,000","-48,200,000","371,500,000","-128,200,000","-24,800,000","-179,300,000","176,800,000","-9,600,000","-38,500,000","-6,500,000","159,200,000","-88,300,000","-94,400,000","34,000,000","123,600,000","-3,700,000","-30,600,000","53,800,000","-42,000,000","-2,300,000","47,700,000","103,100,000","-46,500,000","-39,500,000","-43,500,000","35,700,000","100,000","-3,300,000","-27,300,000","7,100,000","6,100,000"
	CashFlowFromContinuingOperatingActivities,"795,000,000","-419,000,000","1,195,000,000","-646,000,000","665,000,000","277,000,000","1,217,000,000","270,000,000","240,000,000","1,676,000,000","697,000,000","-653,000,000","506,000,000","1,480,000,000","371,000,000","365,000,000","554,000,000","754,000,000","279,000,000","1,181,000,000","724,000,000","-198,000,000","554,000,000","104,000,000","641,000,000","919,000,000","1,463,000,000","-52,000,000","868,000,000","658,000,000","953,000,000","61,000,000","716,000,000","820,000,000","37,000,000","951,000,000","300,000,000","989,000,000","-130,000,000","568,000,000","-106,900,000","893,200,000","-114,500,000","504,200,000","119,800,000","914,200,000","143,400,000","217,700,000","324,700,000","878,200,000","522,200,000","261,600,000","814,800,000","824,700,000","271,500,000","-352,700,000","243,200,000","887,300,000","-24,500,000","437,800,000","372,900,000","710,000,000","319,000,000","692,500,000","505,500,000","272,200,000","660,900,000","724,000,000","799,300,000","531,700,000","626,000,000","893,200,000","1,289,300,000","787,000,000","254,300,000","294,100,000","882,200,000","156,900,000","373,000,000","-14,100,000","1,426,700,000","504,200,000","-466,300,000","-480,700,000","835,800,000","158,400,000","142,500,000","-265,000,000","736,100,000","184,800,000","-104,100,000","-178,600,000","518,900,000","125,000,000","-131,400,000","-166,800,000","306,600,000","25,300,000","-140,600,000","-48,200,000","371,500,000","-128,200,000","-24,800,000","-179,300,000","176,800,000","-9,600,000","-38,500,000","-6,500,000","159,200,000","-88,300,000","-94,400,000","34,000,000","123,600,000","-3,700,000","-30,600,000","53,800,000","-42,000,000","-2,300,000","47,700,000","103,100,000","-46,500,000","-39,500,000","-43,500,000","35,700,000","100,000","-3,300,000","-27,300,000","7,100,000","6,100,000"
		NetIncomeFromContinuingOperations,"-954,000,000","-1,390,000,000","49,000,000","272,000,000","115,000,000","120,000,000","630,000,000","-253,000,000","657,000,000","351,000,000","220,000,000","-4,921,000,000","195,000,000","296,000,000","280,000,000","594,000,000","-1,166,000,000","255,000,000","1,053,000,000","117,000,000","278,000,000","382,000,000","324,000,000","310,000,000","335,000,000","386,000,000","326,000,000","384,000,000","292,000,000","365,000,000","289,000,000","266,000,000","234,000,000","315,000,000","274,000,000","340,000,000","-586,000,000","346,000,000","303,000,000","272,000,000","236,100,000","332,500,000","264,300,000","237,100,000","207,400,000","249,500,000","214,900,000","294,400,000","193,800,000","224,800,000","230,200,000","-61,800,000","260,700,000","316,500,000","316,500,000","249,100,000","318,000,000","356,100,000","324,700,000","301,800,000","902,200,000","18,900,000","739,300,000","270,700,000","565,600,000","140,500,000","304,000,000","234,600,000","257,500,000","367,600,000","203,800,000","217,800,000","384,500,000","428,900,000","380,900,000","330,400,000","371,200,000","384,900,000","367,500,000","288,300,000","296,300,000","300,300,000","283,300,000","246,400,000","253,300,000","221,700,000","209,200,000","173,200,000","194,700,000","189,500,000","173,500,000","122,000,000","149,400,000","149,400,000","99,700,000","57,800,000","70,600,000","56,300,000","66,000,000","54,200,000","61,900,000","40,900,000","38,500,000","39,800,000","32,900,000","36,800,000","21,700,000","20,500,000","22,200,000","25,900,000","20,900,000","16,000,000","16,600,000","10,900,000","9,200,000","7,800,000","10,600,000","7,900,000","9,000,000","6,100,000","8,600,000","6,500,000","5,200,000","4,900,000","5,900,000","4,500,000","3,700,000","3,300,000","4,300,000"
		OperatingGainsLosses,"23,000,000","-1,000,000","-1,000,000","10,000,000","15,000,000","0","1,000,000",,"-572,000,000","5,000,000","4,000,000",,,,,,"0","0","1,000,000","1,000,000","3,000,000",,,,,,,,"0","0","60,000,000","-5,000,000","0","-32,000,000",,,,,,,,,,,"-3,800,000","3,300,000","0","-74,800,000","-1,300,000","-23,300,000","-20,000,000","39,900,000",,,,"24,400,000",,,,,,,,,,"289,800,000","66,200,000","94,400,000","51,200,000","24,900,000","153,500,000","3,100,000","-100,000","4,300,000","2,100,000","-4,800,000","1,400,000","5,300,000","4,900,000","5,600,000","5,700,000","22,100,000","5,500,000","9,300,000","25,200,000","8,200,000","4,600,000","3,400,000","17,400,000","3,000,000","4,400,000","9,600,000","19,600,000","4,800,000","-19,900,000","25,000,000","4,900,000","3,700,000","2,800,000","3,100,000","2,200,000","1,900,000","2,100,000","1,900,000","1,700,000","2,700,000","3,400,000","1,700,000","5,000,000","900,000","3,300,000","1,700,000","4,400,000","900,000","11,900,000","-10,300,000","1,000,000","800,000","900,000","1,200,000","2,500,000","900,000","800,000","700,000","900,000","900,000","600,000","700,000",
			GainLossOnSaleOfBusiness,"0","-1,000,000","-1,000,000",,"2,000,000",,,,"-579,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-5,000,000","0","-32,000,000",,,,,,,,,,,"-3,800,000","3,300,000","0","-74,800,000",,,"-20,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,"-1,000,000",,"2,000,000",,,,"-579,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-74,800,000",,"-23,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"693,000,000","181,000,000","164,000,000","168,000,000","180,000,000","199,000,000","199,000,000","205,000,000","225,000,000","224,000,000","230,000,000","234,000,000","241,000,000","261,000,000","253,000,000","245,000,000","253,000,000","259,000,000","291,000,000","229,000,000","192,000,000","186,000,000","166,000,000","173,000,000","176,000,000","159,000,000","169,000,000","137,000,000","115,000,000","116,000,000","112,000,000","108,000,000","115,000,000","110,000,000","117,000,000","117,000,000","122,000,000","99,000,000","88,000,000","88,000,000","85,700,000","83,500,000","77,600,000","78,200,000","74,100,000","97,500,000","73,200,000","68,500,000","60,000,000","68,600,000","59,500,000","66,300,000","106,000,000","92,900,000","99,500,000","101,000,000","96,400,000","93,000,000","97,000,000","94,900,000","85,000,000","81,700,000","51,200,000","104,200,000","101,600,000","89,800,000","98,200,000","103,100,000","108,800,000","102,700,000","105,700,000","92,500,000","78,800,000","77,200,000","74,500,000","68,700,000","70,600,000","68,700,000","64,300,000","62,200,000","62,000,000","58,400,000","61,900,000","61,200,000","71,600,000","78,300,000","66,700,000","64,000,000","53,500,000","67,100,000","63,600,000","61,700,000","65,100,000","118,600,000","47,300,000","2,500,000","16,800,000","16,600,000","15,700,000","15,200,000","12,400,000","18,300,000","12,100,000","8,500,000","13,300,000","6,800,000","6,500,000","5,900,000","5,800,000","5,100,000","5,100,000","5,200,000","4,700,000","2,300,000","2,200,000","2,000,000","1,800,000","1,800,000","1,900,000","1,700,000","1,500,000","1,500,000","1,400,000","1,200,000","1,300,000","1,200,000","1,200,000","900,000","800,000"
			DepreciationAndAmortization,"693,000,000","181,000,000","164,000,000","168,000,000","180,000,000","199,000,000","199,000,000","205,000,000","225,000,000","224,000,000","230,000,000","234,000,000","241,000,000","261,000,000","253,000,000","245,000,000","253,000,000","259,000,000","291,000,000","229,000,000","192,000,000","186,000,000","166,000,000","173,000,000","176,000,000","159,000,000","169,000,000","137,000,000","115,000,000","116,000,000","112,000,000","108,000,000","115,000,000","110,000,000","117,000,000","117,000,000","122,000,000","99,000,000","88,000,000","88,000,000","85,700,000","83,500,000","77,600,000","78,200,000","74,100,000","97,500,000","73,200,000","68,500,000","60,000,000","68,600,000","59,500,000","66,300,000","106,000,000","92,900,000","99,500,000","101,000,000","96,400,000","93,000,000","97,000,000","94,900,000","85,000,000","81,700,000","51,200,000","104,200,000","101,600,000","89,800,000","98,200,000","103,100,000","108,800,000","102,700,000","105,700,000","92,500,000","78,800,000","77,200,000","74,500,000","68,700,000","70,600,000","68,700,000","64,300,000","62,200,000","62,000,000","58,400,000","61,900,000","61,200,000","71,600,000","78,300,000","66,700,000","64,000,000","53,500,000","67,100,000","63,600,000","61,700,000","65,100,000","118,600,000","47,300,000","2,500,000","16,800,000","16,600,000","15,700,000","15,200,000","12,400,000","18,300,000","12,100,000","8,500,000","13,300,000","6,800,000","6,500,000","5,900,000","5,800,000","5,100,000","5,100,000","5,200,000","4,700,000","2,300,000","2,200,000","2,000,000","1,800,000","1,800,000","1,900,000","1,700,000","1,500,000","1,500,000","1,400,000","1,200,000","1,300,000","1,200,000","1,200,000","900,000","800,000"
		DeferredTax,,,,,"496,000,000",,,,"-961,000,000",,,,"-83,000,000",,,,"-1,012,000,000",,,,"291,000,000",,,,"87,000,000",,,,"219,000,000",,,,"26,000,000",,,,"21,000,000",,,,"158,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
