name,ttm,03/31/2022,12/31/2021
MarketCap,"20,947,614,757","33,197,827,320","34,554,017,987"
EnterpriseValue,"20,185,614,757","32,697,257,320","36,076,017,987"
PeRatio,"377.437"
ForwardPeRatio,"16.949","37.175","37.594"
PsRatio,"2.904","4.794","6.656"
PbRatio,"2.529","4.162","5.314"
EnterprisesValueRevenueRatio,"2.84","16.854","19.533"
EnterprisesValueEBITDARatio,"10.646","50.851","71.981"
