name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalLiabilitiesNetMinorityInterest,"64,098,000","67,039,000","52,597,000","51,529,000","48,108,000","48,135,000","49,772,000","49,377,000","50,240,000","50,650,000","49,146,000","49,853,000","237,797,000","46,982,000"
	CurrentLiabilities,"20,256,000","23,238,000","15,923,000","15,079,000","11,757,000","11,879,000","13,624,000","13,818,000","15,039,000","16,115,000","14,641,000","15,377,000","16,201,000","12,553,000"
		PayablesAndAccruedExpenses,"18,672,000","22,988,000","15,451,000","14,489,000","11,220,000","11,523,000","12,252,000","12,580,000","14,786,000","15,579,000","14,114,000","14,842,000","15,488,000","11,898,000"
			Payables,"2,934,000","6,651,000","2,682,000","2,389,000","1,289,000","1,206,000","778,000","3,722,000","4,860,000","7,247,000","4,766,000","6,662,000","5,499,000","4,720,000"
				AccountsPayable,"2,934,000","6,651,000","2,682,000","2,389,000","1,289,000","1,206,000","778,000","3,722,000","4,860,000","7,247,000","4,766,000","6,662,000","5,499,000","4,720,000"
			CurrentAccruedExpenses,"15,738,000","16,337,000","12,769,000","12,100,000","9,931,000","10,317,000","11,474,000","8,858,000","9,926,000","8,332,000","9,348,000","8,180,000","9,989,000","7,178,000"
		CurrentDebtAndCapitalLeaseObligation,"1,337,000",,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"1,337,000",,,,,,,,,,,,,
		CurrentDeferredLiabilities,"247,000","250,000","472,000","590,000","537,000","356,000","1,372,000","1,238,000","253,000","536,000","527,000","535,000","713,000","655,000"
			CurrentDeferredRevenue,"247,000","250,000","320,000","473,000","432,000","263,000","1,347,000","1,020,000","164,000","166,000","162,000","175,000","359,000","306,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"43,842,000","43,801,000","36,674,000","36,450,000","36,351,000","36,256,000","36,148,000","35,559,000","35,201,000","34,535,000","34,505,000","34,476,000","221,596,000","34,429,000"
		LongTermDebtAndCapitalLeaseObligation,"43,842,000","43,801,000","35,058,000","34,921,000","34,787,000","34,657,000","34,525,000","34,395,000","34,269,000","34,146,000","34,023,000","33,902,000","33,785,000","33,670,000"
			LongTermDebt,"35,334,000","35,197,000","35,058,000","34,921,000","34,787,000","34,657,000","34,525,000","34,395,000","34,269,000","34,146,000","34,023,000","33,902,000","33,785,000","33,670,000"
			LongTermCapitalLeaseObligation,"8,508,000","8,604,000",,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,"0","1,616,000","1,529,000","1,564,000","1,599,000","1,623,000","1,164,000","932,000","389,000","482,000","574,000","667,000","759,000"
		NonCurrentAccruedExpenses,,,,,,,,,,,,"187,000",,
		DerivativeProductLiabilities,,"35,197,000",,,,,,,,"0","0","0","625,000","0"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"0","0","0","186,519,000","0"
TotalEquityGrossMinorityInterest,"59,910,000","67,854,000","78,549,000","88,983,000","97,675,000","103,891,000","109,550,000","113,760,000","46,683,000","54,649,000","63,472,000","71,161,000","-199,038,000","-4,825,000"
	StockholdersEquity,"59,910,000","67,854,000","78,549,000","88,983,000","97,675,000","103,891,000","109,550,000","113,760,000","46,683,000","54,649,000","63,472,000","71,161,000","-199,038,000","-4,825,000"
		CapitalStock,"513,203,000","510,488,000","508,458,000","505,933,000","503,912,000","502,217,000","501,486,000","500,556,000","424,791,000","424,134,000","423,758,000","423,245,000","1,000","331,212,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0",,,
			CommonStock,"513,203,000","510,488,000","508,458,000","505,933,000","503,912,000","502,217,000","501,486,000","500,556,000","424,791,000","424,134,000","423,758,000","423,245,000","1,000","331,212,000"
		AdditionalPaidInCapital,,,,,,,,,,"0","0","0","143,859,000","0"
		RetainedEarnings,"-453,008,000","-442,446,000","-429,778,000","-416,816,000","-406,148,000","-398,231,000","-391,920,000","-386,832,000","-378,335,000","-369,483,000","-360,306,000","-352,026,000","-342,831,000","-335,936,000"
		GainsLossesNotAffectingRetainedEarnings,"-285,000","-188,000","-131,000","-134,000","-89,000","-95,000","-16,000","36,000","227,000","-2,000","20,000","-58,000","-67,000","-101,000"
TotalCapitalization,"95,244,000","103,051,000","113,607,000","123,904,000","132,462,000","138,548,000","144,075,000","148,155,000","80,952,000","88,795,000","97,495,000","105,063,000","-165,253,000","28,845,000"
CommonStockEquity,"59,910,000","67,854,000","78,549,000","88,983,000","97,675,000","103,891,000","109,550,000","113,760,000","46,683,000","54,649,000","63,472,000","71,161,000","-199,038,000","-4,825,000"
CapitalLeaseObligations,"9,845,000","8,604,000",,,,,,,,,,,,
NetTangibleAssets,"59,910,000","67,854,000","78,549,000","88,983,000","97,675,000","103,891,000","109,550,000","113,760,000","46,683,000","54,649,000","63,472,000","71,161,000","-199,038,000","-4,825,000"
WorkingCapital,"85,539,000","95,467,000","109,654,000","119,973,000","128,786,000","134,887,000","140,502,000","144,409,000","76,665,000","83,886,000","92,725,000","100,756,000","13,858,000","22,241,000"
InvestedCapital,"95,244,000","103,051,000","113,607,000","123,904,000","132,462,000","138,548,000","144,075,000","148,155,000","80,952,000","88,795,000","97,495,000","105,063,000","-165,253,000","28,845,000"
TangibleBookValue,"59,910,000","67,854,000","78,549,000","88,983,000","97,675,000","103,891,000","109,550,000","113,760,000","46,683,000","54,649,000","63,472,000","71,161,000","-199,038,000","-4,825,000"
TotalDebt,"45,179,000","43,801,000","35,058,000","34,921,000","34,787,000","34,657,000","34,525,000","34,395,000","34,269,000","34,146,000","34,023,000","33,902,000","33,785,000","33,670,000"
NetDebt,"17,437,000","9,617,000","12,563,000","9,607,000","8,060,000","10,076,000","13,128,000",,"9,531,000","14,054,000","13,616,000",,"21,570,000","13,429,000"
ShareIssued,"27,968,583","27,791,615","27,764,885","27,647,234","27,477,961","27,175,305","27,159,065","27,136,362","21,343,480","21,184,524","21,161,433","21,098,368","19,246,097","19,246,097"
OrdinarySharesNumber,"27,968,583","27,791,615","27,764,885","27,647,234","27,477,961","27,175,305","27,159,065","27,136,362","21,343,480","21,184,524","21,161,433","21,098,368","19,246,097","19,246,097"
