name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,12/31/2015
TotalAssets,"406,364,000","329,033,000","299,084,000","247,082,000","240,983,000","228,623,000","241,312,000","242,101,000","244,659,000","226,813,000","227,756,000","218,137,000","206,691,000","188,244,000","196,177,594","188,226,849","173,275,475","148,098,031","143,547,102","149,087,956","149,424,390","119,209,092","112,794,000","20,352,000"
	CurrentAssets,"141,601,000","86,761,000","102,483,000","57,763,000","57,310,000","42,499,000","54,723,000","54,175,000","58,140,000","44,323,000","51,520,000","49,837,000","46,209,000","35,019,000","48,043,292","48,341,895","44,308,035","29,461,615","37,165,773","57,752,846","78,440,746","63,256,961","69,647,000","1,255,000"
		CashCashEquivalentsAndShortTermInvestments,"71,472,000","21,891,000","46,672,000","19,394,000","5,544,000","5,300,000","6,360,000","9,759,000","15,319,000","5,532,000","5,498,000","5,541,000","1,939,000","6,951,000","5,482,285","5,911,310","7,323,571","11,133,904","29,123,308","52,700,895","73,620,617","60,434,661","68,863,000","994,000"
			CashAndCashEquivalents,"71,472,000","21,891,000","46,672,000","19,394,000","5,544,000","5,300,000","6,360,000","9,759,000","15,319,000","5,532,000","5,498,000","5,541,000","1,939,000","6,951,000","5,482,285","5,911,310","7,323,571","5,934,043","9,263,356","2,858,014","13,968,046","5,196,914","18,967,000","994,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,"18,967,000","994,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,"0","0",,"0","5,199,861","19,859,952","49,842,881","59,652,571","55,237,747","49,896,000",
		Receivables,"47,647,000","44,453,000","37,592,000","13,882,000","21,743,000","20,299,000","21,286,000","15,801,000","14,420,000","19,256,000","30,054,000","26,099,000","27,285,000","10,729,000","31,288,010","28,265,692","23,496,089","7,165,487","2,616,727","1,869,930","1,573,996","914,741","401,000",
			AccountsReceivable,"47,647,000","44,453,000","37,592,000","13,882,000","21,743,000","20,299,000","21,286,000","15,801,000","14,420,000","19,256,000","30,054,000","26,099,000","27,285,000","10,729,000","31,288,010","28,265,692","23,496,089","7,165,487","2,616,727","1,869,930","1,573,996","914,741","401,000",
		Inventory,"19,543,000","15,791,000","13,880,000","19,575,000","24,190,000","11,947,000","23,288,000","25,455,000","23,458,000","15,261,000","12,644,000","16,593,000","15,027,000","14,185,000","7,950,960","11,294,596","10,131,419","10,057,787","3,951,900","2,415,032","2,170,307","1,518,638",,
		PrepaidAssets,"2,939,000","4,626,000","4,339,000","4,912,000","5,833,000","4,953,000","3,789,000","3,160,000","4,943,000","4,274,000","3,324,000","1,604,000","1,958,000","3,154,000","3,322,037","2,870,297","3,356,956","1,104,437","1,473,838","766,989","1,075,826","388,921","383,000","261,000"
	TotalNonCurrentAssets,"264,763,000","242,272,000","196,601,000","189,319,000","183,673,000","186,124,000","186,589,000","187,926,000","186,519,000","182,490,000","176,236,000","168,300,000","160,482,000","153,225,000","148,134,302","139,884,954","128,967,440","118,636,416","106,381,329","91,335,110","70,983,644","55,952,131","43,147,000","19,097,000"
		NetPPE,"258,226,000","236,205,000","190,572,000","183,325,000","177,736,000","180,455,000","181,019,000","183,145,000","181,896,000","178,202,000","171,945,000","164,193,000","156,343,000","149,205,000","144,470,229","136,574,558","125,825,988","115,450,841","103,011,333","88,333,656","63,712,525","46,433,726","28,105,000","16,008,000"
			GrossPPE,"345,520,000","316,474,000","264,066,000","251,036,000","240,133,000","236,697,000","231,950,000","228,818,000","222,228,000","213,532,000","202,045,000","188,883,000","176,240,000","165,014,000","156,608,409","145,373,197","131,669,245","118,856,597","104,598,000","89,061,118","64,120,336","46,685,410","28,166,000",
				Properties,,,,,,,,,,,,,,,,,,,,,,,"0",
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,"7,633,000",
				MachineryFurnitureEquipment,"175,557,000","167,019,000","161,566,000",,"157,424,000","155,173,000","154,655,000","154,337,000","145,347,000","142,773,000","137,841,000","130,218,000","113,564,000","109,911,000","104,389,458","97,470,650","91,410,823","80,454,977","36,764,824","31,009,270","19,708,955","19,201,550",,
				OtherProperties,"149,985,000","139,483,000","97,610,000","251,036,000","77,158,000","74,279,000","70,413,000","67,831,000","62,737,000","58,773,000","53,482,000","48,413,000","45,784,000","43,037,000","37,068,316","35,870,022","32,632,668","30,775,765","19,848,745","16,981,039","18,166,570","15,635,956","18,670,000",
				ConstructionInProgress,"19,978,000","9,972,000","4,890,000",,"5,551,000","7,245,000","6,882,000","6,650,000","14,144,000","11,986,000","10,722,000","10,252,000","16,892,000","12,066,000","15,150,635","12,032,525","7,625,754","7,625,855","47,984,431","41,070,809","26,244,811","11,847,904","1,863,000",
			AccumulatedDepreciation,"-87,294,000","-80,269,000","-73,494,000","-67,711,000","-62,397,000","-56,242,000","-50,931,000","-45,673,000","-40,332,000","-35,330,000","-30,100,000","-24,690,000","-19,897,000","-15,809,000","-12,138,180","-8,798,639","-5,843,257","-3,405,756","-1,586,667","-727,462","-407,811","-251,684","-61,000",
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,"0","0","0","5,199,278","5,199,077","14,887,000","0"
			OtherInvestments,,,,,,,,,,,,,,,,,,,,,,,,"0"
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,"0","0","0","0","2,247,974","134,000","3,089,000"
		NonCurrentPrepaidAssets,"4,645,000","5,576,000","5,509,000","5,421,000","5,397,000","4,784,000","4,605,000","3,832,000","3,640,000","3,271,000","3,250,000","3,113,000","3,126,000","3,045,000","3,039,153","2,785,748","2,719,315","2,867,369","2,984,482","2,782,748","2,050,000","2,050,000",,
		OtherNonCurrentAssets,"1,892,000","491,000","520,000","573,000","540,000","885,000","965,000","949,000","983,000","1,017,000","1,041,000","994,000","1,013,000","975,000","624,920","524,648","422,137","318,206","385,514","218,706","21,841","21,354","21,000",
TotalLiabilitiesNetMinorityInterest,"154,429,000","117,959,000","105,277,000","61,652,000","66,690,000","59,528,000","68,465,000","65,568,000","71,691,000","56,730,000","60,543,000","57,578,000","57,805,000","47,135,000","59,159,090","58,114,359","54,061,107","34,700,745","27,904,798","27,530,115","24,378,578","35,420,969","23,796,000","13,692,000"
	CurrentLiabilities,"76,230,000","46,660,000","45,281,000","36,917,000","33,254,000","29,113,000","27,086,000","27,837,000","28,652,000","26,411,000","30,741,000","31,228,000","29,779,000","29,845,000","45,527,563","44,520,516","41,085,771","22,424,569","17,237,798","17,725,439","14,818,543","15,356,856","4,224,000","914,000"
		PayablesAndAccruedExpenses,"64,352,000","34,756,000","35,238,000","29,793,000","27,472,000","24,195,000","21,128,000","20,988,000","24,583,000","22,403,000","25,007,000","25,715,000","24,371,000","24,774,000","29,353,363","28,887,008","34,434,399","22,353,953","16,042,461","16,693,051","13,911,499","14,163,060","3,521,000","914,000"
			Payables,"40,406,000","15,346,000","21,157,000","16,847,000","16,751,000","12,604,000","11,803,000","8,236,000","13,099,000","10,663,000","13,851,000","16,325,000","15,247,000","16,680,000","22,723,150","20,062,221","28,327,276","19,532,531","14,484,726","16,307,435","11,617,014","12,988,156","3,222,000","832,000"
				AccountsPayable,"40,406,000","15,346,000","21,157,000","16,847,000","16,751,000","11,742,000","11,803,000","8,236,000","13,099,000","10,663,000","13,851,000","16,325,000","15,247,000","16,393,000","22,723,150","20,062,221","28,327,276","19,532,531","14,484,726","16,307,435","10,117,174","8,955,884","3,024,000","640,000"
				DividendsPayable,,,,,,,,,,,,,,,,,,"0","0","0","1,499,840","3,905,224",,
				OtherPayable,,,,,,"862,000",,,,,,,,"287,000",,,,,,,,"127,048","198,000","192,000"
			CurrentAccruedExpenses,"23,946,000","19,410,000","14,081,000","12,946,000","10,721,000","11,591,000","9,325,000","12,752,000","11,484,000","11,740,000","11,156,000","9,390,000","9,124,000","8,094,000","6,630,213","8,824,787","6,107,123","2,821,422","1,557,735","385,616","2,294,485","1,174,904","299,000","82,000"
		CurrentProvisions,"489,000","489,000","1,161,000","334,000","395,000","46,000","1,044,000","702,000","361,000","19,000","734,000","513,000","292,000","71,000","734,188","512,997","291,806","70,616","1,195,337","1,032,388","863,092","693,796","703,000",
		CurrentDebtAndCapitalLeaseObligation,"11,214,000","11,135,000","8,838,000","6,679,000","4,902,000","4,872,000","4,914,000","4,914,000","3,333,000","3,333,000","5,000,000","5,000,000","5,000,000","5,000,000","14,836,754","14,758,593","5,790,935",,,,,"500,000",,
			CurrentDebt,"7,133,000","7,674,000","5,781,000","4,931,000","4,902,000","4,872,000","4,914,000","4,914,000","3,333,000","3,333,000","5,000,000","5,000,000","5,000,000","5,000,000","14,836,754","14,758,593","5,790,935",,,,,"500,000",,
				CurrentNotesPayable,,,,,,,,,,,,,,,"14,836,754","14,758,593","5,790,935","0","0","0","0","500,000",,
				OtherCurrentBorrowings,"7,133,000","7,674,000","5,781,000","4,931,000",,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"4,081,000","3,461,000","3,057,000","1,748,000",,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,"1,139,000",,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,,,,,,,,"1,139,000",,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"175,000","280,000","44,000","111,000","485,000","862,000",,"94,000","375,000","656,000",,,"116,000",,"603,258","361,918","568,631",,,,"43,952",,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"78,199,000","71,299,000","59,996,000","24,735,000","33,436,000","30,415,000","41,379,000","37,731,000","43,039,000","30,319,000","29,802,000","26,350,000","28,026,000","17,290,000","13,631,527","13,593,843","12,975,336","12,276,176","10,667,000","9,804,676","9,560,035","20,064,113","19,572,000","12,778,000"
		LongTermProvisions,"23,223,000","22,060,000","14,629,000","15,201,000","14,873,000","15,110,000","14,147,000","14,220,000","14,394,000","14,586,000","12,665,000","12,656,000","12,657,000","12,707,000","12,183,049","12,208,126","12,266,871","12,276,176","10,667,000","9,777,720","9,560,035","9,434,838","8,943,000","2,095,000"
		LongTermDebtAndCapitalLeaseObligation,"41,144,000","40,301,000","39,901,000","6,709,000","15,954,000","12,578,000","21,022,000","15,901,000","22,295,000","9,614,000","11,766,000","10,002,000","13,737,000","4,474,000",,,,,,,,"10,629,275","10,629,000","10,683,000"
			LongTermDebt,"35,176,000","35,702,000","35,054,000","3,125,000","15,954,000","12,578,000","21,022,000","15,901,000","22,295,000","9,614,000","11,766,000","10,002,000","13,737,000","4,474,000",,,,,,,,"10,629,275","10,629,000","10,683,000"
			LongTermCapitalLeaseObligation,"5,968,000","4,599,000","4,847,000","3,584,000",,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"11,421,000","6,406,000","3,412,000","1,824,000","1,596,000","1,762,000","5,228,000","6,635,000","5,375,000","5,265,000","4,670,000","3,537,000","1,450,000","109,000","1,448,478","1,385,717","708,465",,,,,,,
			NonCurrentDeferredTaxesLiabilities,"11,421,000","6,406,000","3,412,000","1,824,000","1,596,000","1,762,000","5,228,000","6,635,000","5,375,000","5,265,000","4,670,000","3,537,000","1,450,000","109,000","1,448,478","1,385,717","708,465",,,,,,,
		OtherNonCurrentLiabilities,"2,411,000","2,532,000","2,054,000","1,001,000","1,013,000","965,000","982,000","975,000","975,000","854,000","701,000","155,000","182,000",,,,,,,"26,956",,,,
TotalEquityGrossMinorityInterest,"251,935,000","211,074,000","193,807,000","185,430,000","174,293,000","169,095,000","172,847,000","176,533,000","172,968,000","170,083,000","167,213,000","160,559,000","148,886,000","141,109,000","137,018,504","130,112,490","119,214,368","113,397,286","115,642,304","121,557,841","125,045,812","83,788,123","88,998,000","6,660,000"
	StockholdersEquity,"251,935,000","211,074,000","193,807,000","185,430,000","174,293,000","169,095,000","172,847,000","176,533,000","172,968,000","170,083,000","167,213,000","160,559,000","148,886,000","141,109,000","137,018,504","130,112,490","119,214,368","113,397,286","115,642,304","121,557,841","125,045,812","83,788,123","88,998,000","6,660,000"
		CapitalStock,"443,000","441,000","441,000","441,000","442,000","427,000","427,000","426,000","427,000","410,000","409,000","409,000","408,000","401,000","400,825","400,825","400,825","395,594","395,093","395,093","390,626","88,773,933","88,588,000",
			PreferredStock,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88,773,933","88,588,000",
			CommonStock,"443,000","441,000","441,000","441,000","442,000","427,000","427,000","426,000","427,000","410,000","409,000","409,000","408,000","401,000","400,825","400,825","400,825","395,594","395,093","395,093","390,626","0","0",
		AdditionalPaidInCapital,"165,451,000","163,566,000","162,437,000","161,095,000","159,899,000","158,859,000","157,866,000","156,777,000","155,863,000","154,957,000","153,976,000","152,872,000","151,813,000","150,926,000","150,228,209","149,533,523","148,838,837","148,293,263","147,938,891","147,618,884","147,623,351",,,
		RetainedEarnings,"86,041,000","47,067,000","30,929,000","23,894,000","13,952,000","9,809,000","14,554,000","19,330,000","16,678,000","14,716,000","12,828,000","7,278,000","-3,335,000","-10,218,000","-13,610,530","-19,821,858","-30,025,294","-35,291,571","-32,691,680","-26,456,136","-22,968,165",,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,"113,397,286",,,,"-4,985,810","410,000",
