name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,09/30/2016,06/30/2016,09/30/2015,06/30/2015,09/30/2014,06/30/2014,09/30/2013,06/30/2013,09/30/2012,06/30/2012
TotalRevenue,"393,258,000","105,729,000","105,175,000","92,401,000","89,953,000","83,504,000","91,859,000","86,467,000","102,344,000","116,368,000","118,777,000","119,765,000","125,859,000","122,149,000","110,234,000","99,192,000","105,601,000","91,493,000","104,453,000",,"115,106,000","143,722,000","167,925,000","271,923,000","304,774,000","397,524,000","385,677,000","367,937,000","334,085,000","311,918,000","294,448,000"
	OperatingRevenue,"384,452,000","103,876,000","100,428,000","91,634,000","88,514,000","80,993,000","87,830,000","85,395,000","100,975,000","111,974,000","116,539,000","117,173,000","123,641,000","119,662,000","108,527,000","97,011,000","104,174,000","87,494,000","101,313,000",,"112,257,000","139,361,000","162,430,000","264,131,000","298,313,000","390,952,000","381,510,000","363,668,000","331,630,000","309,822,000","290,094,000"
CostOfRevenue,"382,304,000","95,529,000","99,703,000","93,679,000","93,393,000","91,814,000","94,420,000","92,780,000","93,089,000","108,605,000","115,077,000","106,888,000","106,063,000","105,899,000","95,801,000","80,308,000","81,439,000","75,855,000","81,915,000",,"121,645,000","134,362,000","157,329,000","210,693,000","230,682,000","263,087,000","265,016,000","241,412,000","238,289,000","210,284,000","200,643,000"
GrossProfit,"10,954,000","10,200,000","5,472,000","-1,278,000","-3,440,000","-8,310,000","-2,561,000","-6,313,000","9,255,000","7,763,000","3,700,000","12,877,000","19,796,000","16,250,000","14,433,000","18,884,000","24,162,000","15,638,000","22,538,000",,"-6,539,000","9,360,000","10,596,000","61,230,000","74,092,000","134,437,000","120,661,000","126,525,000","95,796,000","101,634,000","93,805,000"
OperatingExpense,"70,345,000","18,217,000","17,296,000","18,045,000","16,787,000","16,043,000","15,485,000","17,438,000","17,597,000","21,420,000","9,791,000","30,474,000","23,696,000","27,140,000","28,791,000","25,546,000","24,425,000","23,565,000","30,464,000",,"38,601,000","41,395,000","45,488,000","45,727,000","52,396,000","53,304,000","57,600,000","50,009,000","54,511,000","46,270,000","45,156,000"
	SellingGeneralAndAdministration,"70,345,000","18,217,000","17,296,000","18,045,000","16,787,000","16,043,000","15,485,000","17,438,000","17,597,000","21,420,000","9,791,000","30,474,000","23,696,000","27,140,000","28,791,000","25,546,000","24,425,000","23,565,000","30,464,000",,"38,601,000","41,395,000","45,488,000","45,727,000","52,396,000","53,304,000","57,600,000","50,009,000","54,511,000","46,270,000","45,156,000"
		GeneralAndAdministrativeExpense,"70,345,000","18,217,000","17,296,000","18,045,000","16,787,000","16,043,000","15,485,000","17,438,000","17,597,000","21,420,000","9,791,000","30,474,000","23,696,000","27,140,000","27,955,000","24,791,000","23,653,000","22,927,000","30,464,000",,"37,953,000","40,373,000","44,176,000","44,061,000","50,521,000","50,382,000","53,375,000","47,268,000","51,999,000","44,061,000","42,778,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,"14,135,000","14,801,000",,,,"17,829,000","19,391,000",,,,"30,740,000","26,662,000","28,102,000","26,347,000","25,155,000"
			RentAndLandingFees,,,,,,,,,,,,,,,"0","0",,"0","91,000",,"5,542,000","8,441,000","8,441,000","8,441,000","8,443,000","6,542,000","6,540,000","3,971,000","4,031,000","4,403,000","4,492,000"
			OtherGandA,"70,345,000","18,217,000","17,296,000","18,045,000","16,787,000","16,043,000","15,485,000","17,438,000","17,597,000","21,420,000","9,791,000","30,474,000","23,696,000","27,140,000","27,955,000","24,791,000","23,653,000","22,927,000","30,373,000",,"32,411,000","31,932,000","35,735,000","35,620,000","42,078,000","43,840,000","46,835,000","43,297,000","47,968,000","39,658,000","38,286,000"
