name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalAssets,"547,646,000","536,451,000","3,863,964,000","2,670,104,000","2,879,238,000","4,179,000,000","6,193,000,000","7,347,000,000","7,626,000,000","6,861,000,000","6,924,000,000","7,783,000,000","7,820,000,000","7,443,781,000","7,938,470,000","7,936,314,000","8,025,297,000","8,008,951,000","7,955,363,000","7,634,911,000","7,538,562,000","7,559,253,000","7,340,675,000","7,280,389,000","7,283,416,000","7,378,828,000","7,392,552,000","7,492,672,000","6,584,772,000","6,625,188,000","6,377,598,000","2,542,505,000","2,460,638,000","2,500,865,000","2,249,174,000","2,228,331,000","2,257,734,000","2,223,694,000","2,162,891,000","2,180,267,000","2,180,572,000","2,168,633,000","2,171,845,000","2,169,973,000","2,193,192,000","2,196,742,000","2,223,953,000","2,232,176,000","2,322,254,000","2,339,221,000","2,364,875,000","2,357,362,000","2,425,512,000","2,534,250,000","2,828,037,000","2,846,883,000","2,858,193,000","2,813,029,000","2,822,133,000","2,127,290,000","2,111,889,000","2,097,533,000","2,201,816,000","1,966,611,000","1,385,860,000","1,363,298,000","1,228,217,000","1,231,831,000","1,243,608,000"
	CurrentAssets,"99,593,000","92,769,000","3,420,008,000","431,686,000","632,209,000","1,920,000,000","3,930,000,000","1,018,000,000","1,294,000,000","529,000,000","630,000,000","1,502,000,000","1,538,000,000","1,420,303,000","1,264,797,000","1,233,818,000","338,543,000","307,645,000","279,228,000","252,018,000","237,336,000","244,668,000","227,514,000","198,055,000","198,222,000","239,924,000","331,082,000","403,928,000","292,328,000","256,890,000","257,307,000","244,876,000","372,704,000","403,519,000","226,252,000","241,884,000","276,687,000","253,910,000","276,419,000","271,736,000","269,365,000","143,313,000","140,331,000","147,324,000","136,589,000","125,427,000","142,117,000","134,073,000","215,730,000","216,561,000","152,019,000","143,046,000","147,069,000","193,424,000","202,498,000","216,885,000","228,102,000","210,467,000","215,328,000","179,968,000","253,924,000","230,966,000","142,641,000","124,955,000","169,739,000","156,676,000","78,491,000","151,683,000","155,282,000"
		CashCashEquivalentsAndShortTermInvestments,"37,589,000","47,259,000","3,371,973,000","319,690,000","529,639,000","1,828,000,000","429,000,000","874,000,000","1,156,000,000","357,000,000","473,000,000","573,000,000","603,000,000","588,555,000","50,162,000","53,976,000","76,021,000","47,121,000","35,737,000","28,873,000","29,618,000","44,767,000","28,379,000","23,261,000","22,502,000","22,394,000","110,339,000","168,184,000","101,312,000","48,014,000","37,344,000","84,583,000","208,569,000","233,373,000","83,043,000","106,768,000","154,447,000","141,376,000","150,797,000","145,574,000","32,390,000","22,786,000","21,817,000","36,354,000","24,864,000","24,563,000","37,037,000","29,274,000","29,277,000","27,455,000","56,217,000","38,052,000","37,340,000","68,231,000","40,884,000","46,460,000","61,304,000","57,473,000","72,756,000","73,000,000","146,404,000","37,388,000","37,964,000","37,843,000","126,483,000","115,163,000","43,497,000","120,301,000","127,029,000"
			CashAndCashEquivalents,"37,589,000","47,259,000","3,371,973,000","319,690,000","529,639,000","1,828,000,000","429,000,000","874,000,000","1,156,000,000","357,000,000","473,000,000","573,000,000","603,000,000","588,555,000","50,162,000","53,976,000","76,021,000","47,121,000","35,737,000","28,873,000","29,618,000","44,767,000","28,379,000","23,261,000","22,502,000","22,394,000","110,339,000","168,184,000","101,312,000","48,014,000","37,344,000","84,583,000","208,569,000","233,373,000","83,043,000","106,768,000","154,447,000","141,376,000","150,797,000","145,574,000","32,390,000","22,786,000","21,817,000","36,354,000","24,864,000","24,563,000","37,037,000","29,274,000","29,277,000","27,455,000","56,217,000","38,052,000","37,340,000","68,231,000","40,884,000","46,460,000","61,304,000","57,473,000","72,756,000","73,000,000","146,404,000","37,388,000","37,964,000","37,843,000","126,483,000","115,163,000","43,497,000","120,301,000","127,029,000"
		Receivables,"27,422,000","27,824,000","25,279,000","55,057,000","53,802,000","47,000,000","52,000,000","74,000,000","83,000,000","97,000,000","89,000,000","97,000,000","106,000,000","95,161,000","130,777,000","128,629,000","153,419,000","158,152,000","145,506,000","133,562,000","123,849,000","124,846,000","126,487,000","96,799,000","92,101,000","95,597,000","107,270,000","115,019,000","96,928,000","96,885,000","98,048,000","80,318,000","75,680,000","69,338,000","78,264,000","76,390,000","62,861,000","56,553,000","64,981,000","64,694,000","175,065,000","56,458,000","59,516,000","57,945,000","54,425,000","47,845,000","52,064,000","50,508,000","45,383,000","47,256,000","54,515,000","55,192,000","55,545,000","69,861,000","97,765,000","111,371,000","114,142,000","101,986,000","97,737,000","73,417,000","70,671,000","154,671,000","71,756,000","53,496,000","27,457,000","27,004,000","21,228,000","19,683,000","14,521,000"
			AccountsReceivable,"27,422,000","27,824,000","25,279,000","55,057,000","53,802,000","47,000,000","40,000,000","62,000,000","71,000,000","97,000,000","89,000,000","97,000,000","106,000,000","95,161,000","130,777,000","128,629,000","153,419,000","158,152,000","145,506,000","133,562,000","123,849,000","124,846,000","126,487,000","96,799,000","92,101,000","95,597,000","107,270,000","115,019,000","96,928,000","96,885,000","98,048,000","80,318,000","75,680,000","69,338,000","78,264,000","76,390,000","62,861,000","56,553,000","64,981,000","64,694,000","64,486,000","56,458,000","59,516,000","57,945,000","54,425,000","47,845,000","51,045,000","50,508,000","45,383,000","47,256,000","54,495,000","55,170,000","55,406,000","62,240,000","90,659,000","104,329,000","107,067,000","94,541,000","90,726,000","66,291,000","62,771,000","56,785,000","57,612,000","39,718,000","21,386,000","21,150,000","21,228,000","17,961,000","14,521,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,"96,258,000","131,891,000","129,772,000","154,492,000","159,047,000","146,543,000","134,433,000","125,087,000","126,280,000","128,063,000","98,186,000","93,713,000","97,287,000","108,846,000","116,532,000","98,256,000","97,656,000","99,236,000","81,279,000","76,801,000","70,291,000","79,070,000","77,085,000","63,577,000","57,428,000","65,473,000","65,333,000","65,035,000","56,903,000","60,180,000","58,452,000",,"48,458,000",,,,"48,885,000",,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,"-1,097,000","-1,114,000","-1,143,000","-1,073,000","-895,000","-1,037,000","-871,000","-1,238,000","-1,434,000","-1,576,000","-1,387,000","-1,612,000","-1,690,000","-1,576,000","-1,513,000","-1,328,000","-771,000","-1,188,000","-961,000","-1,121,000","-953,000","-806,000","-695,000","-716,000","-875,000","-492,000","-639,000","-549,000","-445,000","-664,000","-507,000",,"-613,000",,,,"-1,629,000",,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,"12,000,000","12,000,000","12,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,019,000",,,"0","0","0","0","489,000",,,,"0","0","0","0","2,913,000","2,696,000",,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110,579,000",,,,,,,,,,"20,000","22,000","139,000","7,132,000","7,106,000","7,042,000","7,075,000","7,445,000","7,011,000","7,126,000","7,900,000","94,973,000","11,448,000","13,778,000","6,071,000","5,854,000",,"1,722,000",
