name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
	TotalNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"990,479,710","929,106,898","888,853,291","810,434,457","827,548,515","778,943,958","758,650,232","704,268,410","664,724,406","623,177,598","587,697,352","513,141,326","469,760,073","393,138,231","363,497,206","328,813,375","372,147,820","385,706,803",,,,"275,043,692","235,934,339"
		InvestmentsAndAdvances,"1,213,957,000","1,445,389,742","1,255,289,834","1,148,198,514","1,175,237,543","1,127,091,065","1,081,771,418","1,333,348,861","1,354,046,942","1,378,852,959","1,219,432,796","1,274,835,914","1,244,672,213","1,191,453,811","1,132,085,474","1,024,744,836","947,940,029","1,100,621,056","1,153,577,508","1,098,924,260","1,194,479,647","1,325,543,779","1,153,679,675","1,236,581,091","1,231,498,380","1,261,884,361","1,299,047,833","1,294,046,143","1,300,407,293","1,340,595,118","1,318,054,766","1,198,407,555","1,256,974,173","1,209,281,422","1,078,175,553","1,066,264,872","1,114,877,207","1,064,407,595","990,479,710","929,106,898","888,853,291","810,434,457","827,548,515","778,943,958","758,650,232","704,268,410","664,724,406","623,177,598","587,697,352","513,141,326","469,760,073","393,138,231","363,497,206","328,813,375","372,147,820","385,706,803",,"342,190,612","291,016,608","275,043,692","235,934,339"
			LongTermEquityInvestment,,,,,,"315,139,688","318,342,859","213,325,256","199,820,217","256,214,645","233,451,359","242,162,582","168,804,208","152,880,313","148,735,885","148,247,663","144,842,821","107,453,444","114,550,983","125,166,048","124,376,311","112,516,291","125,019,637","123,006,217","102,436,835","104,913,610","106,825,650","50,326,631","51,446,532","39,995,228","37,691,845","36,991,091","84,546,168","68,931,881","32,968,711","37,291,710","37,519,282","39,316,805",,"929,106,898","888,853,291",,,"778,943,958",,,,,,,,,,,,,,,,,
				InvestmentsinSubsidiariesatCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,500,000","14,500,002",,,"11,000,000",,,,,,,,,,,,,,,,,
				InvestmentsInOtherVenturesUnderEquityMethod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"914,606,898","874,353,289",,,"767,943,958",,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"1,213,957,000","1,445,389,742","1,255,289,834","1,148,198,514","1,175,237,543","1,127,091,065","1,081,771,418","1,333,348,861","1,354,046,942","1,378,852,959","1,219,432,796","1,274,835,914","1,244,672,213","1,191,453,811","1,132,085,474","1,024,744,836","947,940,029","1,100,621,056","1,153,577,508","1,098,924,260","1,194,479,647","1,325,543,779","1,153,679,675","1,236,581,091","1,231,498,380","1,261,884,361","1,299,047,833","1,294,046,143","1,300,407,293","1,340,595,118","1,318,054,766","1,198,407,555","1,256,974,173","1,209,281,422","1,078,175,553","1,066,264,872","1,114,877,207","1,064,407,595","990,479,710",,,,"827,548,515",,,,"664,724,406",,,,"469,760,073",,,,"372,147,820",,,,"291,016,608",,
				FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,"1,213,957,000","1,445,389,742","1,255,289,834","1,148,198,514","1,175,237,543","1,127,091,065","1,081,771,418","1,333,348,861","1,354,046,942","1,378,852,959","1,219,432,796","1,274,835,914","1,244,672,213","1,191,453,811","1,132,085,474","1,024,744,836","947,940,029","1,100,621,056","1,153,577,508","1,098,924,260","1,194,479,647","1,325,543,779","1,153,679,675","1,236,581,091","1,231,498,380","1,261,884,361","1,299,047,833","1,294,046,143","1,300,407,293","1,340,595,118","1,318,054,766","1,198,407,555","1,256,974,173","1,209,281,422","1,078,175,553","1,066,264,872","1,114,877,207","1,064,407,595","990,479,710",,,,"827,548,515",,,,"664,724,406",,,,"469,760,073",,,,"372,147,820",,,,"291,016,608",,
TotalLiabilitiesNetMinorityInterest,"581,697,000","840,199,028","634,947,929","525,904,483","596,591,195","565,038,179","588,644,029","866,996,630","870,438,571","829,010,104","703,932,345","718,464,750","690,039,182","605,825,703","531,216,932","505,289,081","513,990,210","537,880,172","555,387,370","575,473,171","639,385,598","738,093,454","595,569,022","649,860,910","648,307,932","652,210,129","652,187,731","659,342,063","619,881,873","638,126,827","583,817,248","535,701,811","590,261,547","536,567,348","455,820,893","408,891,636","454,900,638","423,647,159","349,250,484","419,498,209","352,597,784","401,733,937","466,081,018","312,653,864","260,893,615","313,928,291","324,918,623","291,772,469","253,174,013","220,749,472","211,801,101","154,125,773","148,394,892","120,771,261","209,082,439","205,459,212","207,442,161","175,457,673","284,614,582","291,971,322","243,810,024"
	CurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,862,714","58,383,939","27,860,015","24,347,338","40,156,742","63,370,492","32,576,372","16,902,110","16,289,064","14,701,081","38,264,876","18,773,344","29,994,336","9,553,164","4,160,976","5,550,917","2,025,934","1,359,212",,,,"1,595,812","283,228"
		PayablesAndAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,862,714","58,383,939","27,860,015","24,347,338","40,156,742","63,370,492","32,576,372","16,902,110","16,289,064","14,701,081","38,264,876","12,318,326","29,994,336","9,553,164","4,160,976","5,550,917","2,025,934","1,359,212","10,334,897","80,866,409",,"1,595,812","283,228"
			Payables,"30,673,000","20,418,091","26,550,168","19,185,895","32,916,869","15,270,514","19,899,172","18,355,071","23,474,555","85,371,271","19,605,294","23,200,604","23,510,746","42,510,708","26,057,201","38,569,980","25,954,678","25,791,072","27,796,951","24,801,909","28,819,835","84,969,399","35,357,421","34,867,707","36,703,702","46,729,186","43,270,004","86,276,665","49,242,876","39,197,061","38,428,636","33,175,332","31,360,987","46,569,313","82,669,420","47,558,644","32,224,068","32,062,749","25,677,688","54,168,198","25,818,231","20,973,087","39,377,985","62,087,880","31,589,107","15,709,815","67,927,243","13,445,764","37,242,079","10,786,299","28,347,092","8,400,459","3,067,552","3,262,170","5,781,822",,"9,385,233","80,176,778","269,514,841",,
				AccountsPayable,"25,692,000","12,652,634","21,395,213","14,827,997","28,634,740","11,156,086","15,529,535","13,711,798","16,680,809","79,884,215","14,963,814","16,075,861","18,991,577","35,424,176","19,006,105","32,299,467","19,235,324","18,297,983","20,681,706","18,753,266","20,440,250","76,864,246","27,417,147","26,274,615","27,558,162","38,075,878","31,660,183","74,615,946","36,919,173","27,531,092","27,420,779","21,672,978","20,326,430","36,333,474","72,974,982","37,732,474","23,336,723","22,388,884","16,678,786","38,385,343","10,080,307","8,179,949","31,596,102","49,780,987","19,302,776","6,291,588","62,401,416","5,240,483","29,036,798","4,334,106","24,618,818","3,343,954","3,067,552","3,262,170","5,781,822",,,,"269,514,841",,
				DividendsPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,824,061","15,782,855","15,737,924","12,793,138","12,336,241","12,306,893","12,286,331","9,418,227","9,401,281","8,205,281","8,205,281","6,452,193","5,056,505","5,056,505",,,,,,,,,
				OtherPayable,"4,981,000","7,765,457","5,154,955","4,357,898","4,282,129","4,114,428","4,369,637","4,643,273","6,793,746","5,487,056","4,641,480","7,124,743","4,519,169","7,086,532","7,051,096","6,270,513","6,719,354","7,493,089","7,115,245","6,048,643","8,379,585","8,105,153","7,940,274","8,593,092","9,145,540","8,653,308","11,609,821","11,660,719","12,323,703","11,665,969","11,007,857","11,502,354","11,034,557","10,235,839","9,694,438","9,826,170","8,887,345","9,673,865","8,998,902",,,,"7,781,883",,,,"5,525,827",,,,"3,728,274",,,,,,,,,,
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,039,751","4,215,741","2,041,784","3,374,251","1,466,119","1,282,612","987,265","1,192,295","1,361,956","1,255,317","1,022,797","1,532,027","1,720,032","1,152,705","1,093,424","2,288,747","2,025,934","1,359,212","949,664","689,631",,"1,595,812","283,228"
				InterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"854,725","2,331,295","937,416","1,866,437","687,362","794,953","292,514","267,310","215,135","149,427","51,451",,"72,788","72,308","74,128","805,359","725,317","134,946",,,,"15,208",
		CurrentDebtAndCapitalLeaseObligation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"194,500,000","91,500,000",,,
			CurrentDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"194,500,000","91,500,000",,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,455,018",,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"321,387,770","361,114,270","324,737,769","377,386,599","425,924,276","249,283,372","228,317,243","297,026,181","308,629,559","277,071,388","214,909,137","201,976,128","181,806,765","144,572,609","144,233,916","115,220,344","207,056,505","204,100,000",,,,"290,375,510","243,526,796"
		LongTermDebtAndCapitalLeaseObligation,"550,187,000","813,518,988","607,340,101","505,576,012","563,166,473","548,970,696","568,312,209","848,144,113","846,805,488","742,987,777","683,757,876","695,172,181","666,251,382","562,307,955","504,341,559","465,983,352","487,169,849","510,315,293","526,066,994","549,873,791","609,455,851","651,705,672","559,588,721","614,381,934","611,604,230","601,478,540","606,595,360","570,659,960","568,973,790","596,207,443","526,667,870","479,719,794","534,252,977","454,296,000","363,900,000","335,750,000","393,377,500","361,500,000","294,452,500","334,179,000","307,757,500","341,040,000","388,792,125","230,649,500","228,317,243","278,445,750","233,641,125","236,076,000","201,567,008","201,976,128","175,475,380","138,241,224","134,512,180","109,885,306","202,000,000","204,100,000","194,500,000","91,500,000","10,000,000",,"155,296,047"
			LongTermDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294,452,500","334,179,000","307,757,500","341,040,000","388,792,125","230,649,500","228,317,243","278,445,750","286,426,125","236,076,000","201,567,008","201,976,128","181,806,765","138,241,224","134,512,180","109,885,306","202,000,000","204,100,000","194,500,000","91,500,000","10,000,000",,"155,296,047"
		OtherNonCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,935,270","26,935,270","16,980,269","36,346,599","37,132,151","18,633,872",,"18,580,431","22,203,434","40,995,388","13,342,129",,,"6,331,385","9,721,736","5,335,038","5,056,505",,,,,,"88,230,749"
TotalEquityGrossMinorityInterest,"664,325,000","677,609,391","660,144,107","643,081,495","619,246,895","588,797,190","525,708,852","524,247,754","516,679,237","589,040,059","581,905,668","585,709,524","592,148,791","615,941,105","628,901,895","636,092,684","639,556,977","646,312,918","646,808,471","652,175,782","646,187,667","647,518,949","643,366,856","635,554,512","627,618,672","647,309,399","716,590,542","745,543,177","769,390,926","783,038,240","828,009,949","754,472,793","741,162,812","718,865,187","697,506,199","693,102,657","697,376,308","688,502,421","669,717,047","572,661,509","583,307,645","465,709,582","462,657,196","504,939,091","514,019,838","403,390,962","386,575,223","345,266,050","349,211,898","306,148,322","300,580,268","246,977,240","252,853,515","215,711,031","210,728,260","226,826,839","216,257,505","254,221,308","270,393,094","289,251,762","966,454"
	StockholdersEquity,"664,325,000","677,609,391","660,144,107","643,081,495","619,246,895","588,797,190","525,708,852","524,247,754","516,679,237","589,040,059","581,905,668","585,709,524","592,148,791","615,941,105","628,901,895","636,092,684","639,556,977","646,312,918","646,808,471","652,175,782","646,187,667","647,518,949","643,366,856","635,554,512","627,618,672","647,309,399","716,590,542","745,543,177","769,390,926","783,038,240","828,009,949","754,472,793","741,162,812","718,865,187","697,506,199","693,102,657","697,376,308","688,502,421","669,717,047","572,661,509","583,307,645","465,709,582","462,657,196","504,939,091","514,019,838","403,390,962","386,575,223","345,266,050","349,211,898","306,148,322","300,580,268","246,977,240","252,853,515","215,711,031","210,728,260","226,826,839","216,257,505","254,221,308","270,393,094","289,251,762","966,454"
		CapitalStock,"66,000","67,045","67,045","67,045","67,045","67,045","67,045","67,045","67,045","67,045","67,045","67,045","67,045","68,028","69,054","69,988","71,061","71,061","71,061","71,061","71,061","71,061","71,061","71,061","71,061","71,746","72,966","74,260","75,093","75,093","75,093","66,569","66,569","66,546","66,499","66,450","66,401","66,356","65,514","56,367","56,207","45,690","45,690","45,581","45,505","36,224","36,159","31,559","31,559","25,809","25,369","21,069","21,069","21,069","21,069","21,069","21,069","21,069","21,069","21,047","80"
			CommonStock,"66,000","67,045","67,045","67,045","67,045","67,045","67,045","67,045","67,045","67,045","67,045","67,045","67,045","68,028","69,054","69,988","71,061","71,061","71,061","71,061","71,061","71,061","71,061","71,061","71,061","71,746","72,966","74,260","75,093","75,093","75,093","66,569","66,569","66,546","66,499","66,450","66,401","66,356","65,514","56,367","56,207","45,690","45,690","45,581","45,505","36,224","36,159","31,559","31,559","25,809","25,369","21,069","21,069","21,069","21,069","21,069","21,069","21,069","21,069","21,047","80"
		AdditionalPaidInCapital,"779,938,000","786,992,974","786,992,974","787,625,031","787,625,031","787,625,031","787,625,031","788,192,159","788,192,159","788,192,159","788,192,159","789,259,509","789,259,509","796,236,224","803,729,220","810,962,271","818,737,784","818,737,784","818,737,784","819,983,676","819,983,676","819,983,676","819,983,676","822,532,643","822,532,643","826,275,288","834,711,229","844,475,225","852,465,375","852,465,375","852,465,375","756,809,951","756,809,951","756,554,170","756,017,096","754,568,763","754,021,968","753,528,106","744,704,825","649,247,207","647,530,381","540,603,020","540,603,020","539,419,632","538,546,978","429,267,895","428,675,184","384,602,224","384,602,224","330,405,864","327,062,304","294,586,604","294,586,604","294,586,604","294,586,604","294,586,604","294,586,604","294,586,604","294,586,604","294,351,807","948,700"
		RetainedEarnings,"-115,679,000","-109,450,628","-126,915,912","-144,610,581","-168,445,181","-198,894,886","-261,983,224","-264,011,450","-271,579,967","-199,219,145","-206,353,536","-203,617,030","-197,177,763","6,333,033","6,003,360","4,512,842","5,334,784","4,710,289","3,333,195","1,310,399","1,640,939","-1,736,977","3,119,380","-17,850,376","-15,747,292","-16,682,155","-13,424,886","-12,420,260","-12,281,869","-13,351,723","-11,802,580","-9,406,519","-3,963,461","-5,353,186","-4,675,217","-3,075,320","-2,124,126","2,405,478","2,804,397","4,339,635","4,551,894","10,530,244","8,326,854","5,532,780","4,584,659","3,672,171","1,800,646","2,242,960","1,626,997","2,675,930","1,890,235","928,718","318,791","41,904,764","-602,660",,"-286,276","-100,020","-196,769",,
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-77,857,689","-80,981,700","-68,830,837","-85,469,372","-86,318,368","-40,058,902","-29,157,304","-29,585,328","-43,936,766","-41,610,693","-37,048,882","-26,959,281","-28,397,640","-48,559,151","-42,072,949","-126,520,100","-83,276,753","-66,800,569","-315,206","-306,723",,"-5,134,091","19,375"
			UnrealizedGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-17,584,652","-60,156,848",,"-85,469,372","-36,666,446","-57,175,864","-29,157,304","-29,585,328","21,974,778","25,528,312","30,190,416","40,139,031","-19,699,193","-48,257,544","-66,473,118","-114,382,463","-72,026,186","-66,083,739",,,,"-5,118,740",
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-60,273,037","-20,824,852",,,"-49,651,922","17,116,962",,,"-65,911,544","-67,139,005","-67,239,298","-67,098,312","-8,698,447","-301,607","24,400,169","-12,137,637","-11,250,567","-716,830",,,,"-15,351",
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,718,694",,"-980,265","-77,748,686","-39,979,622","-24,017,810","12,999","-1,701"
TotalCapitalization,"1,214,512,000","1,491,128,379","1,267,484,208","1,148,657,507","1,182,413,368","1,137,767,886","1,094,021,061","1,372,391,867","1,363,484,725","1,332,027,836","1,265,663,544","1,280,881,705","1,258,400,173","1,178,249,060","1,133,243,454","1,102,076,036","1,126,726,826","1,156,628,211","1,172,875,465","1,202,049,573","1,255,643,518","1,299,224,621","1,202,955,577","1,249,936,446","1,239,222,902","1,248,787,939","1,323,185,902","1,316,203,137","1,338,364,716","1,379,245,683","1,354,677,819","1,234,192,587","1,275,415,789","1,173,161,187","1,061,406,199","1,028,852,657","1,090,753,808","1,050,002,421","964,169,547","906,840,509","891,065,145","806,749,582","851,449,321","735,588,591","742,337,081","681,836,712","620,216,348","581,342,050","550,778,906","508,124,450","476,055,648","385,218,464","387,365,695","325,596,337","412,728,260","430,926,839","410,757,505","345,721,308","280,393,094",,"156,262,501"
CommonStockEquity,"664,325,000","677,609,391","660,144,107","643,081,495","619,246,895","588,797,190","525,708,852","524,247,754","516,679,237","589,040,059","581,905,668","585,709,524","592,148,791","615,941,105","628,901,895","636,092,684","639,556,977","646,312,918","646,808,471","652,175,782","646,187,667","647,518,949","643,366,856","635,554,512","627,618,672","647,309,399","716,590,542","745,543,177","769,390,926","783,038,240","828,009,949","754,472,793","741,162,812","718,865,187","697,506,199","693,102,657","697,376,308","688,502,421","669,717,047","572,661,509","583,307,645","465,709,582","462,657,196","504,939,091","514,019,838","403,390,962","386,575,223","345,266,050","349,211,898","306,148,322","300,580,268","246,977,240","252,853,515","215,711,031","210,728,260","226,826,839","216,257,505","254,221,308","270,393,094","289,251,762","966,454"
NetTangibleAssets,"664,325,000","677,609,391","660,144,107","643,081,495","619,246,895","588,797,190","525,708,852","524,247,754","516,679,237","589,040,059","581,905,668","585,709,524","592,148,791","615,941,105","628,901,895","636,092,684","639,556,977","646,312,918","646,808,471","652,175,782","646,187,667","647,518,949","643,366,856","635,554,512","627,618,672","647,309,399","716,590,542","745,543,177","769,390,926","783,038,240","828,009,949","754,472,793","741,162,812","718,865,187","697,506,199","693,102,657","697,376,308","688,502,421","669,717,047","572,661,509","583,307,645","465,709,582","462,657,196","504,939,091","514,019,838","403,390,962","386,575,223","345,266,050","349,211,898","306,148,322","300,580,268","246,977,240","252,853,515","215,711,031","210,728,260","226,826,839","216,257,505","254,221,308","270,393,094","289,251,762","966,454"
WorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"625,107","4,668,881","19,192,123","32,661,724","61,032,957","-24,721,495","-16,313,151","-3,851,267","30,480,376","-840,160","-23,576,317","-5,016,876","12,626,960","-1,588,382","33,590,225","2,118,000","45,636,945","45,220,036",,,,"304,583,580","8,558,911"
InvestedCapital,"1,214,512,000","1,491,128,379","1,267,484,208","1,148,657,507","1,182,413,368","1,137,767,886","1,094,021,061","1,372,391,867","1,363,484,725","1,332,027,836","1,265,663,544","1,280,881,705","1,258,400,173","1,178,249,060","1,133,243,454","1,102,076,036","1,126,726,826","1,156,628,211","1,172,875,465","1,202,049,573","1,255,643,518","1,299,224,621","1,202,955,577","1,249,936,446","1,239,222,902","1,248,787,939","1,323,185,902","1,316,203,137","1,338,364,716","1,379,245,683","1,354,677,819","1,234,192,587","1,275,415,789","1,173,161,187","1,061,406,199","1,028,852,657","1,090,753,808","1,050,002,421","964,169,547","906,840,509","891,065,145","806,749,582","851,449,321","735,588,591","742,337,081","681,836,712","620,216,348","581,342,050","550,778,906","508,124,450","476,055,648","385,218,464","387,365,695","325,596,337","412,728,260","430,926,839","605,257,505","437,221,308","280,393,094",,"156,262,501"
TangibleBookValue,"664,325,000","677,609,391","660,144,107","643,081,495","619,246,895","588,797,190","525,708,852","524,247,754","516,679,237","589,040,059","581,905,668","585,709,524","592,148,791","615,941,105","628,901,895","636,092,684","639,556,977","646,312,918","646,808,471","652,175,782","646,187,667","647,518,949","643,366,856","635,554,512","627,618,672","647,309,399","716,590,542","745,543,177","769,390,926","783,038,240","828,009,949","754,472,793","741,162,812","718,865,187","697,506,199","693,102,657","697,376,308","688,502,421","669,717,047","572,661,509","583,307,645","465,709,582","462,657,196","504,939,091","514,019,838","403,390,962","386,575,223","345,266,050","349,211,898","306,148,322","300,580,268","246,977,240","252,853,515","215,711,031","210,728,260","226,826,839","216,257,505","254,221,308","270,393,094","289,251,762","966,454"
TotalDebt,"550,187,000","813,518,988","607,340,101","505,576,012","563,166,473","548,970,696","568,312,209","848,144,113","846,805,488","742,987,777","683,757,876","695,172,181","666,251,382","562,307,955","504,341,559","465,983,352","487,169,849","510,315,293","526,066,994","549,873,791","609,455,851","651,705,672","559,588,721","614,381,934","611,604,230","601,478,540","606,595,360","570,659,960","568,973,790","596,207,443","526,667,870","479,719,794","534,252,977","454,296,000","363,900,000","335,750,000","393,377,500","361,500,000","294,452,500","334,179,000","307,757,500","341,040,000","388,792,125","230,649,500","228,317,243","278,445,750","233,641,125","236,076,000","201,567,008","201,976,128","175,475,380","138,241,224","134,512,180","109,885,306","202,000,000","204,100,000","389,000,000","183,000,000","10,000,000",,"155,296,047"
