name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,03/31/2016,03/31/2015
TotalRevenue,"1,457,063,000","293,628,000","443,125,000","362,643,000","357,667,000","247,554,000","375,768,000","294,603,000","246,938,000","174,412,000","297,602,000","229,125,000","231,654,000","155,353,000","241,179,000","196,109,000","206,288,000","135,257,000","202,099,000","183,032,000","191,254,000","52,209,000"
	OperatingRevenue,"1,457,063,000","293,628,000","443,125,000","362,643,000","357,667,000","247,554,000","375,768,000","294,603,000","246,938,000","174,412,000","297,602,000","229,125,000","231,654,000","155,353,000","241,179,000","196,109,000","206,288,000","135,257,000","202,099,000","183,032,000","191,254,000","52,209,000"
CostOfRevenue,"631,274,000","138,768,000","188,316,000","155,640,000","148,550,000","102,370,000","150,924,000","120,627,000","109,413,000","81,954,000","135,268,000","109,049,000","115,377,000","78,726,000","113,351,000","98,568,000","105,718,000","78,068,000","108,976,000","100,840,000","98,999,000","29,700,000"
GrossProfit,"825,789,000","154,860,000","254,809,000","207,003,000","209,117,000","145,184,000","224,844,000","173,976,000","137,525,000","92,458,000","162,334,000","120,076,000","116,277,000","76,627,000","127,828,000","97,541,000","100,570,000","57,189,000","93,123,000","82,192,000","92,255,000","22,509,000"
OperatingExpense,"557,610,000","121,570,000","161,074,000","138,274,000","136,692,000","105,135,000","143,418,000","103,864,000","90,992,000","76,296,000","150,352,000","86,071,000","81,277,000","67,843,000","90,226,000","69,417,000","67,384,000","53,945,000","69,253,000","57,473,000","149,842,000","13,864,000"
	SellingGeneralAndAdministration,"557,610,000","121,570,000","161,074,000","138,274,000","136,692,000","105,135,000","143,418,000","103,864,000","90,992,000","76,296,000","150,352,000","86,071,000","81,277,000","67,843,000","90,226,000","69,417,000","67,384,000","53,945,000","69,253,000","57,473,000","149,842,000","13,864,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,"90,226,000",,,,,,,
			OtherGandA,,,,,,,,,,,,,,,"90,226,000",,,,,,,
OperatingIncome,"268,179,000","33,290,000","93,735,000","68,729,000","72,425,000","40,049,000","81,426,000","70,112,000","46,533,000","16,162,000","11,982,000","34,005,000","35,000,000","8,784,000","37,602,000","28,124,000","33,186,000","3,244,000","23,870,000","24,719,000","-57,587,000","8,645,000"
NetNonOperatingInterestIncomeExpense,"-3,251,000","-766,000","-820,000","-833,000","-832,000","-854,000","-1,425,000","-1,963,000","-2,657,000","-3,110,000","-4,698,000","-5,319,000","-5,695,000","-6,067,000","-6,806,000","-7,755,000","-8,593,000","-8,126,000","-8,646,000","-8,351,000","-1,780,000","-979,000"
	InterestExpenseNonOperating,"3,251,000","766,000","820,000","833,000","832,000","854,000","1,425,000","1,963,000","2,657,000","3,110,000","4,698,000","5,319,000","5,695,000","6,067,000","6,806,000","7,755,000","8,593,000","8,126,000","8,646,000","8,351,000","1,780,000","979,000"
OtherIncomeExpense,"-1,989,000","902,000","-697,000","-1,239,000","-955,000","-298,000","1,143,000","-82,000","900,000","-1,838,000","-542,000","-304,000","49,000","63,000","-936,000","-214,000","-93,000","-18,000","-562,000","111,000",,"-506,000"
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,"0","-506,000"
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,"506,000"
	OtherNonOperatingIncomeExpenses,"-1,989,000","902,000","-697,000","-1,239,000","-955,000","-298,000","1,143,000","-82,000","900,000","-1,838,000","-542,000","-304,000","49,000","63,000","-936,000","-214,000","-93,000","-18,000","-562,000","111,000",,"-506,000"
PretaxIncome,"262,939,000","33,426,000","92,218,000","66,657,000","70,638,000","38,897,000","81,144,000","68,067,000","44,776,000","11,214,000","6,742,000","28,382,000","29,354,000","2,780,000","29,860,000","20,155,000","24,500,000","-4,900,000","14,662,000","16,479,000","-59,367,000","7,160,000"
TaxProvision,"55,201,000","7,767,000","19,337,000","13,690,000","14,407,000","8,374,000","18,750,000","16,622,000","11,294,000","2,734,000","2,000,000","7,080,000","7,131,000","613,000","4,691,000","3,125,000","5,675,000","-1,639,000","10,688,000","5,208,000","-21,179,000","2,521,000"
NetIncomeCommonStockholders,"207,738,000","25,659,000","72,881,000","52,967,000","56,231,000","30,523,000","62,394,000","51,445,000","33,482,000","8,480,000","4,742,000","21,302,000","22,223,000","2,167,000","25,169,000","17,030,000","18,825,000","-3,261,000","3,974,000","11,271,000","-38,188,000","4,639,000"
	NetIncome,"207,738,000","25,659,000","72,881,000","52,967,000","56,231,000","30,523,000","62,394,000","51,445,000","33,482,000","8,480,000","4,742,000","21,302,000","22,223,000","2,167,000","25,169,000","17,030,000","18,825,000","-3,261,000","3,974,000","11,271,000","-38,188,000","4,639,000"
		NetIncomeIncludingNoncontrollingInterests,"207,738,000","25,659,000","72,881,000","52,967,000","56,231,000","30,523,000","62,394,000","51,445,000","33,482,000","8,480,000","4,742,000","21,302,000","22,223,000","2,167,000","25,169,000","17,030,000","18,825,000","-3,261,000","3,974,000","11,271,000","-38,188,000","4,639,000"
			NetIncomeContinuousOperations,"207,738,000","25,659,000","72,881,000","52,967,000","56,231,000","30,523,000","62,394,000","51,445,000","33,482,000","8,480,000","4,742,000","21,302,000","22,223,000","2,167,000","25,169,000","17,030,000","18,825,000","-3,261,000","3,974,000","11,271,000","-38,188,000","4,639,000"
DilutedNIAvailtoComStockholders,"207,738,000","25,659,000","72,881,000","52,967,000","56,231,000","30,523,000","62,394,000","51,445,000","33,482,000","8,480,000","4,742,000","21,302,000","22,223,000","2,167,000","25,169,000","17,030,000","18,825,000","-3,261,000","3,974,000","11,271,000","-38,188,000","4,639,000"
BasicEPS,,"0.29","0.83","0.61","0.64","0.35","0.72","0.59","0.39","0.1","0.05","0.25","0.26","0.03","0.3","0.204","0.225","-0.039",,"0.135","-0.457","0.055"
DilutedEPS,,"0.29","0.82","0.6","0.63","0.35","0.71","0.58","0.38","0.1","0.05","0.25","0.26","0.03","0.3","0.204","0.225","-0.039",,"0.135","-0.457","0.055"
BasicAverageShares,,"87,368,000","87,673,000","87,526,000","87,327,000","87,179,000","87,102,000","87,032,000","86,937,000","86,830,000","86,291,000","85,285,000","84,577,000","84,196,000","83,392,000","83,647,425","83,647,425","83,647,425",,"83,647,425","83,647,425","83,647,425"
DilutedAverageShares,,"88,223,000","88,757,000","88,750,000","88,652,000","88,472,000","88,320,000","88,094,000","87,477,000","87,461,000","86,930,000","86,373,000","86,227,000","85,857,000","85,237,000","83,647,425","83,647,425","83,647,425",,"83,647,425","83,647,425","83,647,425"
TotalOperatingIncomeAsReported,"268,179,000","33,290,000","93,735,000","68,729,000","72,425,000","40,049,000","81,426,000","70,112,000","46,533,000","16,162,000","11,982,000","34,005,000","35,000,000","8,784,000","37,602,000","28,124,000","33,186,000","3,244,000","23,870,000","24,719,000","-57,587,000","8,645,000"
TotalExpenses,"1,188,884,000","260,338,000","349,390,000","293,914,000","285,242,000","207,505,000","294,342,000","224,491,000","200,405,000","158,250,000","285,620,000","195,120,000","196,654,000","146,569,000","203,577,000","167,985,000","173,102,000","132,013,000","178,229,000","158,313,000","248,841,000","43,564,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"207,738,000","25,659,000","72,881,000","52,967,000","56,231,000","30,523,000","62,394,000","51,445,000","33,482,000","8,480,000","4,742,000","21,302,000","22,223,000","2,167,000","25,169,000","17,030,000","18,825,000","-3,261,000","3,974,000","11,271,000","-38,188,000","4,639,000"
NormalizedIncome,"207,738,000","25,659,000","72,881,000","52,967,000","56,231,000","30,523,000","62,394,000","51,445,000","33,482,000","8,480,000","4,742,000","21,302,000","22,223,000","2,167,000","25,169,000","17,030,000","18,825,000","-3,261,000","3,974,000","11,271,000","-38,188,000","4,639,000"
InterestExpense,"3,251,000","766,000","820,000","833,000","832,000","854,000","1,425,000","1,963,000","2,657,000","3,110,000","4,698,000","5,319,000","5,695,000","6,067,000","6,806,000","7,755,000","8,593,000","8,126,000","8,646,000","8,351,000","1,780,000","979,000"
NetInterestIncome,"-3,251,000","-766,000","-820,000","-833,000","-832,000","-854,000","-1,425,000","-1,963,000","-2,657,000","-3,110,000","-4,698,000","-5,319,000","-5,695,000","-6,067,000","-6,806,000","-7,755,000","-8,593,000","-8,126,000","-8,646,000","-8,351,000","-1,780,000","-979,000"
EBIT,"266,190,000","34,192,000","93,038,000","67,490,000","71,470,000","39,751,000","82,569,000","70,030,000","47,433,000","14,324,000","11,440,000","33,701,000","35,049,000","8,847,000","36,666,000","27,910,000","33,093,000","3,226,000","23,308,000","24,830,000","-57,587,000","8,139,000"
EBITDA,"299,354,000"
ReconciledCostOfRevenue,"631,274,000","138,768,000","188,316,000","155,640,000","148,550,000","102,370,000","150,924,000","120,627,000","109,413,000","81,954,000","135,268,000","109,049,000","115,377,000","78,726,000","113,351,000","98,568,000","105,718,000","78,068,000","108,976,000","100,840,000","98,999,000","29,700,000"
ReconciledDepreciation,"33,164,000","8,650,000","8,630,000","8,499,000","7,385,000","7,556,000","7,700,000","7,476,000","7,697,000","7,662,000","7,739,000","7,419,000","7,262,000","6,539,000","6,559,000","6,333,000","6,182,000","5,703,000","5,598,000","5,815,000","2,211,000","1,820,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"207,738,000","25,659,000","72,881,000","52,967,000","56,231,000","30,523,000","62,394,000","51,445,000","33,482,000","8,480,000","4,742,000","21,302,000","22,223,000","2,167,000","25,169,000","17,030,000","18,825,000","-3,261,000","3,974,000","11,271,000","-38,188,000","4,639,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,"0","-506,000"
TotalUnusualItems,,,,,,,,,,,,,,,,,,,,,"0","-506,000"
