name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"2,679,894,000","950,804,000","952,478,000","1,215,897,000","866,942,000","856,420,161"
	CurrentAssets,"2,491,417,000","752,546,000","559,281,000","717,714,000","809,449,000","28,302,906"
		CashCashEquivalentsAndShortTermInvestments,"563,795,000","615,255,000","442,101,000","591,567,000","684,574,000","28,003,240"
			CashAndCashEquivalents,"273,831,000","299,968,000","202,264,000","485,747,000","404,507,000","28,003,240"
				CashFinancial,,,,,,"28,003,240"
			OtherShortTermInvestments,"289,964,000","315,287,000","239,837,000","105,820,000","280,067,000",
		Receivables,"1,816,054,000","62,324,000","55,783,000","55,515,000","49,436,000",
			OtherReceivables,"1,816,054,000","62,324,000","55,783,000","55,515,000","49,436,000",
		PrepaidAssets,"36,706,000","22,022,000","25,342,000","30,113,000",,"299,666"
		OtherCurrentAssets,"74,862,000","52,945,000","36,055,000","40,519,000","75,439,000",
	TotalNonCurrentAssets,"188,477,000","198,258,000","393,197,000","498,183,000","57,493,000","828,117,255"
		NetPPE,"7,311,000","7,654,000","8,000,000","8,457,000","9,126,000",
			GrossPPE,"7,311,000","9,966,000","8,000,000","8,457,000","9,126,000",
				Properties,"0","0","0","0","0",
				BuildingsAndImprovements,"5,000,000",,"5,828,000","6,356,000","7,102,000",
				MachineryFurnitureEquipment,,"1,451,000",,,,
				OtherProperties,"2,311,000","5,480,000","2,172,000","2,101,000","2,024,000",
				Leases,,"3,035,000",,,,
			AccumulatedDepreciation,,"-2,312,000",,,,
		GoodwillAndOtherIntangibleAssets,"4,233,000","4,233,000","4,233,000","4,233,000","4,233,000",
		InvestmentsAndAdvances,"162,226,000","175,939,000","146,573,000","38,684,000","35,493,000",
			LongTermEquityInvestment,"3,177,000",,,,,
			InvestmentinFinancialAssets,"159,049,000","175,939,000","146,573,000","38,684,000","35,493,000",
				AvailableForSaleSecurities,"158,699,000","175,604,000","146,183,000","38,294,000","34,798,000",
				HeldToMaturitySecurities,"350,000","335,000","390,000","390,000","695,000",
		NonCurrentAccountsReceivable,,,"220,738,000","436,334,000",,
		OtherNonCurrentAssets,"14,707,000","10,432,000","13,653,000","10,475,000","8,641,000","828,117,255"
TotalLiabilitiesNetMinorityInterest,"2,190,081,000","411,487,000","540,188,000","901,042,000","278,007,000","62,913,978"
	CurrentLiabilities,"2,152,023,000","372,624,000","230,249,000","195,897,000","173,025,000","33,933,978"
		PayablesAndAccruedExpenses,"40,991,000","83,369,000","37,644,000","31,094,000","29,172,000","33,127,770"
			Payables,"29,401,000","68,222,000","24,208,000","20,844,000","18,320,000","28,193,127"
				AccountsPayable,"27,451,000","28,129,000","24,208,000","20,844,000","18,320,000",
				DuetoRelatedPartiesCurrent,"1,950,000","2,320,000",,,,"193,137"
				OtherPayable,,"37,773,000",,"196,520,000",,"27,999,990"
			CurrentAccruedExpenses,"11,590,000","15,147,000","13,436,000","10,250,000","10,852,000","4,934,643"
		CurrentProvisions,"82,971,000","110,628,000","48,661,000","27,900,000",,
		CurrentDebtAndCapitalLeaseObligation,"83,414,000","3,059,000","3,729,000","4,346,000","26,266,000","806,208"
			CurrentDebt,"81,003,000",,,,"21,425,000","806,208"
				CurrentNotesPayable,"81,003,000",,,,,"806,208"
				OtherCurrentBorrowings,,,,,"21,425,000",
			CurrentCapitalLeaseObligation,"2,411,000","3,059,000","3,729,000","4,346,000","4,841,000",
		OtherCurrentLiabilities,"1,944,647,000","175,568,000","140,215,000","132,557,000","117,587,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"38,058,000","38,863,000","309,939,000","705,145,000","104,982,000","28,980,000"
		LongTermDebtAndCapitalLeaseObligation,"24,894,000","24,768,000","24,747,000","24,790,000","29,676,000",
			LongTermDebt,"19,947,000","19,938,000","19,929,000","19,852,000","24,285,000",
			LongTermCapitalLeaseObligation,"4,947,000","4,830,000","4,818,000","4,938,000","5,391,000",
		TradeandOtherPayablesNonCurrent,,,,,,"28,980,000"
		DerivativeProductLiabilities,,"0",,"196,520,000","62,039,000",
		PreferredSecuritiesOutsideStockEquity,,"0",,"0","0","447,747,000"
		OtherNonCurrentLiabilities,"13,164,000","14,095,000","285,192,000","483,835,000","13,267,000",
TotalEquityGrossMinorityInterest,"489,813,000","539,317,000","412,290,000","314,855,000","588,935,000","793,506,183"
	StockholdersEquity,"489,813,000","535,414,000","408,387,000","310,952,000","585,032,000","793,506,183"
		CapitalStock,"46,000","46,000","42,000","41,000","41,000","788,508,642"
			CommonStock,"46,000","46,000","42,000","41,000","41,000","788,508,642"
		AdditionalPaidInCapital,"2,195,158,000","2,154,187,000","1,838,639,000","1,706,334,000","1,662,873,000","11,760,012"
		RetainedEarnings,"-1,692,047,000","-1,616,738,000","-1,429,537,000","-1,395,010,000","-1,077,399,000","-6,762,471"
		TreasuryStock,"6,086,000","147,000","147,000",,,
		GainsLossesNotAffectingRetainedEarnings,"-7,258,000","-1,934,000","-610,000","-413,000","-483,000",
	MinorityInterest,"0","3,903,000","3,903,000","3,903,000","3,903,000",
TotalCapitalization,"509,760,000","555,352,000","428,316,000","330,804,000","609,317,000","793,506,183"
CommonStockEquity,"489,813,000","535,414,000","408,387,000","310,952,000","585,032,000","793,506,183"
CapitalLeaseObligations,"7,358,000","7,889,000","8,547,000","9,284,000","10,232,000",
NetTangibleAssets,"485,580,000","531,181,000","404,154,000","306,719,000","580,799,000","793,506,183"
WorkingCapital,"339,394,000","379,922,000","329,032,000","521,817,000","636,424,000","-5,631,072"
InvestedCapital,"590,763,000","555,352,000","428,316,000","330,804,000","630,742,000","794,312,391"
TangibleBookValue,"485,580,000","531,181,000","404,154,000","306,719,000","580,799,000","793,506,183"
TotalDebt,"108,308,000","27,827,000","28,476,000","29,136,000","55,942,000","806,208"
NetDebt,,,,"19,852,000",,
ShareIssued,"473,302,518","470,852,394","420,627,675","408,305,451","408,101,085","404,440,809"
OrdinarySharesNumber,"471,408,725","470,852,394","420,627,675","408,305,451","408,101,085","404,440,809"
TreasurySharesNumber,"1,893,793",,,,,
