name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989
MarketCap,"968,153,180","1,049,751,360","1,635,078,620","1,147,851,810","1,319,680,450","1,619,522,100","1,257,737,100","628,506,000","802,884,000","594,230,010","766,444,280","362,244,960","324,482,152","404,900,625","717,120,000","1,411,231,928","1,447,745,634","1,397,545,548","847,726,858","858,487,360","637,034,670","345,776,760","178,094,735","234,001,520","268,603,720","741,896,040","1,181,132,800","835,017,600","1,245,006,020","770,899,300","525,094,100","909,977,520","1,017,950,550","1,281,098,510","1,256,177,430","1,451,295,400","1,402,415,891","1,353,447,925","1,073,397,000","1,227,194,721","1,293,919,555","1,104,488,275","885,127,907","837,585,120","929,865,390","617,857,470","629,911,500","426,059,040","629,720,370","464,479,260","450,456,600","462,756,600","490,883,140","362,344,524","217,897,688","249,388,720","155,380,680","153,610,640","178,039,150","198,256,744","235,593,964","202,480,997","211,119,870","146,856,900","129,813,620","178,581,057","210,745,530","301,901,250","237,505,800","214,460,773","360,911,334","205,986,313","247,187,432","272,957,361","204,988,514","180,590,683","173,285,891","97,048,654","130,826,023","143,382,597","108,011,271","443,022,861","659,367,964","359,152,200","770,708,040","515,357,715","825,104,264","1,174,633,902","398,690,099","396,426,108","157,987,500","63,393,500","59,372,397","57,478,500","55,783,060","33,474,935","44,485,000","42,807,680","20,683,908","28,725,000","34,042,140","25,287,625","40,287,125","67,844,000","66,400,000","39,803,390","33,916,500","40,907,750","48,743,625","25,110,000","26,709,125","53,375,750","53,354,500","75,282,000","95,839,875","78,772,500","68,243,500","68,055,000","109,620,000","138,263,750","127,338,750","135,122,000","165,993,750","150,066,000","104,100,000","152,643,750","70,970,625","68,625,000","76,112,500","51,748,000","38,464,000"
EnterpriseValue,"548,517,180","589,782,360","1,408,720,620","929,583,810","1,059,651,450","1,349,556,100","1,094,187,100","434,419,000","581,734,000","444,852,010","589,479,280","150,585,960","82,872,152","144,712,625","415,975,000","1,068,230,928","1,231,415,634","1,132,488,548","655,897,858","805,449,360","607,597,670","282,777,760","78,888,735","88,975,520","85,690,720","529,613,040","933,289,800","556,908,600","1,133,179,020","664,295,300","403,296,100","767,716,520","853,874,550","1,103,010,510","1,081,339,430","1,256,335,400","1,196,312,891","1,142,426,925","862,376,000","1,066,256,721","1,118,659,555","936,116,275","705,362,907","657,820,120","738,659,390","502,044,470","501,425,500","331,117,040","519,422,370","422,262,260","398,023,600","402,886,600","419,758,140","318,978,524","171,986,688","216,089,720","107,509,680","112,418,640","129,381,150","138,556,744","171,570,964","135,798,997","140,843,870","71,833,900","54,790,620","95,816,057","123,921,530","215,077,250","146,940,800","122,890,726","267,575,334","110,965,984","152,577,872","171,166,361","104,313,823","73,248,268","72,012,745","-12,752,346","9,958,123","16,200,421","-35,990,723","291,956,893","508,301,996","264,663,884","660,137,861","356,933,217","795,451,772","1,157,697,730","381,753,927","383,188,210","149,087,500","53,093,500","54,172,397","54,778,500","53,883,060","31,174,935","42,885,000","40,607,680","18,083,908","27,025,000","32,542,140","23,087,625","38,787,125","69,444,000","66,600,000","39,503,390","34,116,500","41,107,750","48,943,625","22,510,000","27,009,125","53,675,750","52,554,500","73,082,000","95,939,875","72,572,500","58,943,500","59,355,000","88,120,000","96,363,750","90,038,750","102,722,000","144,693,750","128,766,000","66,900,000","148,143,750","66,470,625","60,625,000","63,012,500","69,948,000","56,664,000"
PeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.417",,,,,,,,,,,,"275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"10.46","14.047","11.502","7.897","9.007","10.785","11.745","6.656","8.097","6.147","14.861","7.373","7.415","7.096","8.112","14.844","9.928","8.936","10.565","12.609","11.719","6.378","3.362","3.885","4.099","12.954","13.428","9.656","15.705","10.363","9.355","15.114","17.402","16.635","25.467","40.263","39.395","100.186","79.488","68.516","63.381","48.14","44.626","42.237","43.518","35.262","38.84","27.083","39.123","32.655","22.745","17.1","15.728","12.382","5.85","6.33","3.267","3.468","4.502","5.166","6.166","5.31","6.556","4.575","4.046","5.767","6.109","8.753","6.649","5.704","10.325","6.629","9.539","15.209","17.459","20.063","23.461","12.202","16.913","21.075","22.879","97.362","145.823","74.098","90.36","65.953","82.395","100.446","35.442","42.98","15.749","8.341","15.957","35.087","69.081","46.584","70.613","127.547","63.974","65.44","75.896","63.537","96.715","152.719","108.942","65.885","57.188","82.024","97.798","50.541","35.826","71.653","53.549","58.695","73.738","49.652","40.408","32.824","46.666","51.794","43.935","44.162","68.763","78.008","26.251","36.925","22.894","63.955","84.556","51.085","48.08"
PbRatio,"3.159","3.224","21.209","16.766","14.021","18.081",,,,,,,,"36.907","15.294","15.826",,,,,,,,,,,"101.743","23.787","20.865","9.951","8.904","12.021","10.394","9.852","10.517","11.911","10.112","9.978","7.893","14.629","12.897","9.63","7.176","6.767","6.643","9.531","8.058","4.707","6.171","12.92","9.725","8.212","7.342","9.528","5.292","5.266","2.81","3.705","3.351","3.395","3.812","3.119","3.152","2.03","1.794","2.277","2.54","3.639","2.735","2.399","3.902","2.176","2.545","2.825","2.108","1.833","1.688","0.884","1.1","1.12","0.784","3.098","4.611","2.521","5.123","3.371","27.709","76.434","25.943","27.901","12.741","6.096","11.202","12.773","12.973","6.564","10.345","8.394","3.903","6.383","7.565","4.771","8.758","39.908","22.897","8.123","3.358","4.05","4.826","1.781","1.095","2.188","1.778","2.063","3.249","2.207","1.685","1.486","2.175","2.5","2.155","2.135","4.345","3.928","2.496","16.592","7.714","5.625","5.178",,
EnterprisesValueRevenueRatio,"5.947","15.489","50.326","100.932","62.524","85.926","12.753","23.884","38.718","33.48","13.139","11.338","5.332","16.858","31.006","97.752","132.596","57.153","16.627","94.982","15.571","9.922","5.698","11.616","11.567","26.865","51.766","37.5","89.856","58.134","8.35","58.147","148.681","160.438","35.973","72.966","312.272","45.695","330.159","260.635","378.95","287.859","92.604","259.393","113.553","96.343","120.016","97.073","117.463","127.418","128.064","130.005","97.573","38.777","18.426","35.274","23.982","7.705","13.269","12.128","20.104","13.806","11.667","9.245","6.548","10.242","18.813","27.652","19.767","12.012","29.576","12.321","16.386","22.552","20.201","18.829","53.371","-8.758","4.022","6.905","-21.143","241.22","329.123","185.612","491.868","474.525","1,270.55","658.157","81.655","383,188,210","57.341","12.95","23.553","54.779","269.415","155.875","107.213","406.077","180.839","270.25","325.421","230.876","387.871","694.44","666","395.034","341.165","205.539","489.436","225.1","135.046","268.379","525.545","365.41","319.8","181.431","196.478","148.388","176.24","192.728","128.627","146.746","206.705","214.61","95.571","740.719","332.353","26.359","210.042","233.16","188.88"
EnterprisesValueEBITDARatio,"-4.659","-26.303","-40.763","-27.24","-39.808","-46.808","29.083","-26.847","-32.907","-19.483","53.868","-9.065","-2.16","-3.702","-10.91","-24.784","-33.774","-34.301","-79.861","-15.743","-215.996","-25.386","-2.683","-2.402","-2.172","-20.752","-34.684","-20.273","-45.967","-33.506","26.515","-37.411","-33.71","-30.366","220.862","-123.473","-57.49","-8,218.899","-36.939","-44.291","-52.909","-53.322","-60.692","-35.941","-49.531","-36.322","-35.026","-27.141","-42.705","-38.262","-33.802","-35.27","-43.807","-115.698","-27.286","-26.42","-9.756","-9.047","-21.748","-176.731","-40.059","-25.857","-44.869","-11.228","-7.966","-30.505","-31.637","-45.165","-54.274","-35.826","-129.406","-46.336","-159.931","-237.884","-77.394","-17.255","-10.141","1.974","-1.68","-4.078","6.32","-36.062","-153.688","-88.737","-145.229","-80.134","-203.193","-456.253","557.768","-135.917","745.438","27.944",,"-78.255","-33.677","-23.981","-20.421","-29.005","-11.302","-16.891","-19.142","-11.544","-19.394","-38.58","39.176","-20.791","-14.833","-17.128","-16.877","-6.621","135.046","-11.669","-9.22","-12.821","-17.444","-16.127","-13.396","-13.49","-17.624","-25.359","-30.013","-24.458","206.705","-37.872","-26.76","-56.978","-26.588","303.125","-28.642","-36.815","188.88"
