name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997
OperatingCashFlow,"137,719,000","-13,928,000","75,855,000","-73,498,000","149,290,000","-56,692,000","162,142,000","-168,594,000","447,144,000","58,499,000","211,561,000","167,332,000","199,595,000","256,931,000","264,013,000","220,413,000","107,900,000","200,570,000","165,652,000","68,338,000","57,315,000","92,696,000","152,580,000","129,567,000","143,111,000","104,150,000","253,893,000","213,247,000","150,801,000","100,395,000","208,104,000","176,954,000","113,928,000","14,440,000","164,848,000","124,658,000","116,321,000","-58,050,000","193,186,000","157,128,000","32,944,000","77,084,000","136,157,000","214,701,000","26,241,000","52,613,000","207,643,000","127,263,000","5,948,000","3,925,000","130,200,000","156,034,000","27,654,000","58,683,000","272,248,000","112,146,000","37,453,000","25,732,000","128,752,000","84,025,000","40,474,000","55,179,000","112,466,000","115,228,000","59,589,000","56,094,000","72,457,000","76,783,000","55,334,000","24,514,000","93,560,000","32,172,000","16,211,000","13,998,000","34,362,000","20,601,000","42,727,000","11,808,000","41,680,000","31,570,000","16,504,000","24,385,000","37,795,000","28,181,000","7,631,000","845,000","34,025,000","32,645,000","21,085,000","-13,265,000","24,900,000","11,100,000","13,700,000","2,200,000","16,400,000","17,200,000","32,300,000","11,700,000","34,100,000"
	CashFlowFromContinuingOperatingActivities,"137,719,000","-13,928,000","75,855,000","-73,498,000","149,290,000","-56,692,000","162,142,000","-168,594,000","447,144,000","58,499,000","211,561,000","167,332,000","199,595,000","256,931,000","264,013,000","220,413,000","107,900,000","200,570,000","165,652,000","68,338,000","57,315,000","92,696,000","152,580,000","129,567,000","143,111,000","104,150,000","253,893,000","213,247,000","150,801,000","100,395,000","208,104,000","176,954,000","113,928,000","14,440,000","164,848,000","124,658,000","116,321,000","-58,050,000","193,186,000","157,128,000","32,944,000","77,084,000","136,157,000","214,701,000","26,241,000","52,613,000","207,643,000","127,263,000","5,948,000","3,925,000","130,200,000","156,034,000","27,654,000","58,683,000","272,248,000","112,146,000","37,453,000","25,732,000","128,752,000","84,025,000","40,474,000","55,179,000","112,466,000","115,228,000","59,589,000","56,094,000","72,457,000","76,783,000","55,334,000","24,514,000","93,560,000","32,172,000","16,211,000","13,998,000","34,362,000","20,601,000","42,727,000","11,808,000","41,680,000","31,570,000","16,504,000","24,385,000","37,795,000","28,181,000","7,631,000","845,000","34,025,000","32,645,000","21,085,000","-13,265,000","24,900,000","11,100,000","13,700,000","2,200,000","16,400,000","17,200,000","32,300,000","11,700,000","34,100,000"
		NetIncomeFromContinuingOperations,"941,288,000","270,348,000","230,098,000","247,053,000","193,789,000","173,305,000","147,807,000","136,529,000","143,939,000","78,146,000","99,106,000","146,894,000","169,180,000","161,788,000","187,150,000","175,895,000","159,163,000","142,297,000","152,556,000","119,186,000","111,071,000","122,080,000","122,303,000","129,028,000","143,090,000","118,963,000","126,583,000","139,432,000","137,208,000","106,476,000","112,947,000","124,981,000","118,596,000","93,187,000","92,952,000","107,737,000","111,872,000","103,343,000",,,,,,,"111,023,000","97,028,000","103,161,000","102,627,000","97,226,000","84,012,000","87,734,000","95,460,000","92,253,000","85,383,000","88,881,000","93,560,000","90,418,000","86,318,000","85,254,000","83,743,000","82,299,000","72,965,000","71,827,000","70,390,000","66,594,000","58,114,000","58,146,000","54,089,000","49,347,000","41,776,000","38,555,000","37,349,000","32,278,000","29,072,000","29,432,000","28,904,000","28,951,000","26,836,000","24,326,000","25,951,000","25,206,000","20,842,000","20,588,000","22,628,000","22,642,000","18,134,000","18,629,000","18,460,000","18,944,000","15,209,000","14,500,000","14,000,000","14,000,000","10,800,000","11,100,000","11,900,000","11,600,000","8,400,000","-1,000,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,"345,000","323,000",,"816,000","51,000","485,000",,"200,000","186,000","180,000",,"21,000","9,000","429,000","142,000","68,000","128,000","-1,476,000","87,000","89,000","103,000","35,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,484,000","4,015,000","16,631,000","6,181,000","10,664,000","8,165,000","7,090,000","7,186,000","7,706,000","9,888,000","821,000","1,676,000","1,636,000","6,065,000","420,000","567,000","222,000","183,000","-1,083,000","435,000","201,000",,,"72,000","200,000",,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-1,848,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"90,467,000","22,486,000","22,638,000","22,406,000","22,937,000","23,278,000","24,660,000","26,916,000","25,758,000","24,393,000","25,327,000","25,480,000","25,082,000","24,560,000","24,327,000","23,923,000","24,238,000","24,241,000","23,637,000","23,963,000","22,946,000","22,431,000","21,953,000","17,657,000","18,184,000","16,875,000","16,896,000","16,831,000","16,439,000","16,243,000","13,567,000","14,093,000","14,800,000","14,549,000","14,830,000","14,100,000","14,145,000","13,807,000","12,009,000","8,873,000","8,791,000","8,417,000","8,784,000","8,415,000","8,160,000","7,139,000","7,256,000","7,412,000","7,142,000","7,559,000","8,319,000","7,541,000","7,173,000","7,481,000","7,966,000","7,828,000","7,707,000","7,663,000","7,301,000","6,903,000","6,610,000","6,552,000","6,190,000","6,195,000","5,980,000","5,567,000","5,174,000","4,712,000","4,731,000","3,883,000","3,353,000","3,087,000","2,740,000","2,634,000","2,850,000","2,676,000","2,686,000","2,780,000","3,368,000","3,540,000","3,579,000","3,542,000","4,719,000","4,817,000","4,762,000","4,838,000","4,574,000","4,398,000","4,142,000","4,204,000","3,100,000","2,300,000","2,400,000","2,300,000","2,200,000","2,200,000","2,200,000","1,900,000","2,400,000"
			DepreciationAndAmortization,"90,467,000","22,486,000","22,638,000","22,406,000","22,937,000","23,278,000","24,660,000","26,916,000","25,758,000","24,393,000","25,327,000","25,480,000","25,082,000","24,560,000","24,327,000","23,923,000","24,238,000","24,241,000","23,637,000","23,963,000","22,946,000","22,431,000","21,953,000","17,657,000","18,184,000","16,875,000","16,896,000","16,831,000","16,439,000","16,243,000","13,567,000","14,093,000","14,800,000","14,549,000","14,830,000","14,100,000","14,145,000","13,807,000","12,009,000","8,873,000","8,791,000","8,417,000","8,784,000","8,415,000","8,160,000","7,139,000","7,256,000","7,412,000","7,142,000","7,559,000","8,319,000","7,541,000","7,173,000","7,481,000","7,966,000","7,828,000","7,707,000","7,663,000","7,301,000","6,903,000","6,610,000","6,552,000","6,190,000","6,195,000","5,980,000","5,567,000","5,174,000","4,712,000","4,731,000","3,883,000","3,353,000","3,087,000","2,740,000","2,634,000","2,850,000","2,676,000","2,686,000","2,780,000","3,368,000","3,540,000","3,579,000","3,542,000","4,719,000","4,817,000","4,762,000","4,838,000","4,574,000","4,398,000","4,142,000","4,204,000","3,100,000","2,300,000","2,400,000","2,300,000","2,200,000","2,200,000","2,200,000","1,900,000","2,400,000"
		DeferredTax,"-116,973,000","-2,916,000","-98,505,000","-9,209,000","-6,343,000","3,869,000","-23,516,000","-8,739,000","-2,351,000","1,622,000","953,000","1,962,000","-4,958,000","-364,000","-9,521,000","3,220,000","-8,988,000","-26,000","-21,317,000","-1,791,000","-2,940,000","-2,048,000","-6,823,000","4,828,000","1,654,000","15,350,000","-8,739,000","-6,576,000","-2,206,000","426,000","-4,018,000","-4,993,000","-863,000","6,757,000","-3,470,000","2,703,000","-1,310,000","27,303,000",,,,,,,,,,,,"3,111,000",,,,,,,,,,,,,,,,,,,,,,,,,"2,275,000","3,397,000","1,580,000","1,826,000","-298,000","-423,000","-396,000","1,741,000","1,903,000","6,248,000","-9,000","3,214,000","368,000","227,000","-1,187,000","79,000","1,800,000","-1,900,000","-1,600,000","-3,100,000","-6,600,000","-3,200,000","300,000","200,000","5,800,000"
			DeferredIncomeTax,"-116,973,000","-2,916,000","-98,505,000","-9,209,000","-6,343,000","3,869,000","-23,516,000","-8,739,000","-2,351,000","1,622,000","953,000","1,962,000","-4,958,000","-364,000","-9,521,000","3,220,000","-8,988,000","-26,000","-21,317,000","-1,791,000","-2,940,000","-2,048,000","-6,823,000","4,828,000","1,654,000","15,350,000","-8,739,000","-6,576,000","-2,206,000","426,000","-4,018,000","-4,993,000","-863,000","6,757,000","-3,470,000","2,703,000","-1,310,000","27,303,000",,,,,,,,,,,,"3,111,000",,,,,,,,,,,,,,,,,,,,,,,,,"2,275,000","3,397,000","1,580,000","1,826,000","-298,000","-423,000","-396,000","1,741,000","1,903,000","6,248,000","-9,000","3,214,000","368,000","227,000","-1,187,000","79,000","1,800,000","-1,900,000","-1,600,000","-3,100,000","-6,600,000","-3,200,000","300,000","200,000","5,800,000"
		ProvisionandWriteOffofAssets,"13,571,000","1,672,000","6,670,000","4,015,000","1,214,000","-1,250,000","4,580,000","3,327,000","3,699,000","5,675,000","5,211,000","-2,582,000","1,450,000","1,774,000","3,301,000","3,278,000","2,425,000","6,630,000","2,313,000","3,507,000","4,051,000","3,618,000","2,398,000","594,000","2,059,000","85,000","-437,000","2,922,000","5,062,000","3,991,000","-825,000","4,789,000","4,858,000","6,270,000","5,264,000","4,688,000","3,342,000","2,293,000","2,316,000","4,535,000","-1,238,000","4,846,000","2,136,000","2,854,000","1,665,000","2,397,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
