name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
TotalAssets,"308,318,000","321,161,000","238,207,000","252,791,000","319,382,000","108,608,000","95,681,000","102,781,000","80,212,000","93,725,000","95,140,000","81,795,000","100,961,000","107,705,000","45,356,000","62,155,000","61,877,000","84,575,000","56,483,000","79,374,000","85,185,000","107,063,000","96,131,000","139,434,000","93,272,000","126,412,000","278,014,000","352,551,000","360,022,000","394,439,000","386,818,000","236,306,000","224,553,000","258,646,000","287,608,000","212,429,000","215,196,000","251,314,000","210,331,000","240,392,000","251,420,000","199,553,000","224,014,000","228,358,000","254,752,000","277,256,000","305,149,000","239,557,000","243,255,000","247,397,000","288,655,000","267,126,000","275,711,000","282,459,000","331,632,000","399,248,000","465,402,000","543,443,000","364,136,000","418,237,000","482,567,000","539,737,000","149,702,000","144,579,000","191,991,000","228,371,000","260,024,000","114,817,000","141,757,000","163,483,000","181,797,000","110,778,000","128,766,000"
	CurrentAssets,"184,265,000","219,744,000","159,206,000","179,903,000","288,342,000","79,476,000","66,346,000","72,583,000","49,348,000","60,757,000","61,743,000","49,834,000","69,692,000","81,854,000","19,525,000","35,799,000","35,028,000","57,216,000","28,629,000","50,931,000","56,094,000","77,488,000","48,604,000","90,764,000","44,143,000","76,654,000","71,236,000","145,827,000","158,290,000","201,153,000","193,521,000","44,910,000","39,399,000","76,275,000","99,329,000","32,162,000","32,285,000","66,810,000","23,197,000","50,345,000","59,709,000","5,821,000","27,024,000","26,860,000","50,614,000","73,954,000","102,028,000","33,223,000","34,757,000","37,666,000","63,314,000","38,500,000","35,136,000","53,975,000","102,942,000","187,707,000","277,083,000","378,712,000","219,220,000","298,610,000","383,209,000","449,547,000","62,713,000","58,851,000","109,540,000","149,872,000","187,106,000","45,448,000","72,159,000","95,881,000","112,417,000","43,913,000","61,222,000"
		CashCashEquivalentsAndShortTermInvestments,"162,446,000","204,116,000","139,052,000","162,492,000","276,795,000","67,005,000","52,398,000","63,222,000","38,868,000","49,884,000","50,058,000","32,877,000","59,294,000","71,157,000","10,446,000","26,178,000","26,706,000","43,946,000","20,092,000","43,384,000","47,978,000","22,895,000","35,530,000","63,733,000","27,653,000","59,074,000","32,928,000","107,187,000","120,844,000","120,841,000","172,465,000","41,214,000","35,759,000","70,790,000","93,803,000","28,529,000","28,005,000","61,840,000","1,765,000","31,989,000","56,705,000","3,196,000","23,299,000","25,267,000","47,461,000","70,431,000","98,045,000","30,772,000","31,540,000","32,494,000","56,567,000","33,967,000","30,229,000","46,492,000","95,233,000","180,454,000","269,079,000","368,285,000","204,173,000","284,028,000","365,577,000","436,479,000","50,093,000","50,856,000","102,589,000","145,634,000","182,404,000","42,436,000","67,047,000","90,533,000","108,871,000","41,260,000","59,305,000"
			CashAndCashEquivalents,"67,243,000","124,184,000","51,740,000","62,522,000","247,833,000","67,005,000","52,398,000","63,222,000","38,868,000","29,906,000","30,173,000","7,968,000","34,530,000","71,157,000","10,446,000","26,178,000","26,706,000","43,946,000","20,092,000","43,384,000","47,978,000","22,895,000","35,530,000","63,733,000","27,653,000","59,074,000","32,928,000","107,187,000","120,844,000","120,841,000","172,465,000","41,214,000","35,759,000","70,790,000","93,803,000","28,529,000","28,005,000","61,840,000","1,765,000","31,639,000","56,355,000","2,681,000","22,786,000","24,770,000","46,912,000","66,061,000","97,928,000","28,358,000","29,052,000","30,019,000","53,918,000","31,328,000","27,114,000","27,648,000","31,582,000","180,454,000","269,079,000","368,285,000","152,298,000","216,429,000","262,753,000","319,555,000","43,086,000","27,056,000","45,889,000","56,037,000","69,238,000","19,552,000","22,089,000","78,987,000","103,871,000","37,373,000","56,111,000"
				CashFinancial,,"124,184,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"95,203,000","79,932,000","87,312,000","99,970,000","28,962,000","0","0","0","0","19,978,000","19,885,000","24,909,000","24,764,000",,,,,,,,,,,,,,,,,,,,,,,,,,"0","350,000","350,000","515,000","513,000","497,000","549,000","4,370,000","117,000","2,414,000","2,488,000","2,475,000","2,649,000","2,639,000","3,115,000","18,844,000","63,651,000",,,,"51,875,000","67,599,000","102,824,000","116,924,000","7,007,000","23,800,000","56,700,000","89,597,000","113,166,000","22,884,000","44,958,000","11,546,000","5,000,000","3,887,000","3,194,000"
		Receivables,"9,823,000","4,994,000","9,445,000","6,305,000","3,573,000","4,218,000","4,135,000","3,366,000","5,032,000","3,513,000","4,093,000","4,974,000","3,759,000","4,017,000","2,752,000","2,848,000","1,550,000","2,789,000","1,804,000","1,312,000","438,000","30,859,000","3,137,000","0","144,000","23,000","1,679,000","4,748,000","4,282,000","50,436,000","803,000",,,,"298,000","450,000","450,000","450,000","350,000",,"0","0","765,000","0","674,000","674,000","674,000",,,"1,500,000",,"0",,"1,500,000",,,,"831,000","3,171,000","3,918,000","3,918,000","2,418,000","918,000","1,043,000","1,044,000","1,194,000","1,233,000","537,000","1,500,000","1,500,000","1,500,000",,
			AccountsReceivable,"9,823,000","4,994,000","9,445,000","6,305,000","3,573,000","4,218,000","4,135,000","3,366,000","5,032,000","3,513,000","4,093,000","4,974,000","3,759,000","4,017,000","2,752,000","2,848,000","1,550,000","2,789,000","1,804,000","1,312,000","438,000","302,000","3,137,000",,,,,,,,,,,,,,,,"350,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"14,880,000","10,254,000","14,856,000","10,568,000","7,449,000","8,090,000","7,424,000","6,738,000","8,393,000","6,925,000","6,364,000","6,059,000","4,861,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-5,057,000","-5,260,000","-5,411,000","-4,263,000","-3,876,000","-3,872,000","-3,289,000","-3,372,000","-3,361,000","-3,412,000","-2,271,000","-1,085,000","-1,102,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
