name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992
TotalRevenue,"761,019,000","163,424,000","205,975,000","217,746,000","173,874,000","134,798,000","178,330,000","169,863,000","88,538,000","69,666,000","190,983,000","205,618,000","157,816,000","146,549,000","199,376,000","208,949,000","144,093,000","127,149,000","149,214,000","190,693,000","128,781,000","99,265,000","130,785,000","179,818,000","128,086,000","114,063,000","143,264,000","185,629,000","145,569,000","120,461,000","133,911,000","188,557,000","143,591,000","120,921,000","132,259,000","189,685,000","138,301,000","110,010,000","123,594,000","160,202,000","118,027,000","103,655,000","122,410,000","142,622,000","113,231,000","89,854,000","100,996,000","123,002,000","85,388,000","78,888,000","92,154,000","128,966,000","89,701,000","67,575,000","93,969,000","135,846,000","129,689,000","101,353,000","138,567,000","180,153,000","139,467,000","101,363,000","142,261,000","166,272,000","126,588,000","97,744,000","126,123,000","141,736,000","115,326,000","87,756,000","119,968,000","127,023,000","97,788,000","74,187,000","92,732,000","100,767,000","76,545,000","60,170,000","79,539,000","91,023,000","72,244,000","57,271,000","74,758,000","90,103,000","78,352,000","56,512,000","86,207,000","105,122,000","76,173,000","53,339,000","78,867,000","99,000,000","69,500,000","47,700,000","69,800,000","97,500,000","68,900,000","41,700,000","60,600,000","84,500,000","57,000,000","34,900,000","56,500,000","76,900,000","50,800,000","31,000,000","45,600,000","68,100,000","44,000,000","28,200,000","44,700,000","56,200,000","36,100,000","23,900,000","40,300,000","45,900,000","35,400,000","20,600,000","39,500,000","42,400,000","27,700,000","24,700,000"
	OperatingRevenue,"761,019,000","163,424,000","205,975,000","217,746,000","173,874,000","134,798,000","178,330,000","169,863,000","88,538,000","69,666,000","190,983,000","205,618,000","157,816,000","146,549,000","199,376,000","208,949,000","144,093,000","127,149,000","149,214,000","190,693,000","128,781,000","99,265,000","130,785,000","179,818,000","128,086,000","114,063,000","143,264,000","185,629,000","145,569,000","120,461,000","133,911,000","188,557,000","143,591,000","120,921,000","132,259,000","189,685,000","138,301,000","110,010,000","123,594,000","160,202,000","118,027,000","103,655,000","122,410,000","142,622,000","113,231,000","89,854,000","100,996,000","123,002,000","85,388,000","78,888,000","92,154,000","128,966,000","89,701,000","67,575,000","93,969,000","135,846,000","129,689,000","101,353,000","138,567,000","180,153,000","139,467,000","101,363,000","142,261,000","166,272,000","126,588,000","97,744,000","126,123,000","141,736,000","115,326,000","87,756,000","119,968,000","127,023,000","97,788,000","74,187,000","92,732,000","100,767,000","76,545,000","60,170,000","79,539,000","91,023,000","72,244,000","57,271,000","74,758,000","90,103,000","78,352,000","56,512,000","86,207,000","105,122,000","76,173,000","53,339,000","78,867,000","99,000,000","69,500,000","47,700,000","69,800,000","97,500,000","68,900,000","41,700,000","60,600,000","84,500,000","57,000,000","34,900,000","56,500,000","76,900,000","50,800,000","31,000,000","45,600,000","68,100,000","44,000,000","28,200,000","44,700,000","56,200,000","36,100,000","23,900,000","40,300,000","45,900,000","35,400,000","20,600,000","39,500,000","42,400,000","27,700,000","24,700,000"
CostOfRevenue,"319,471,000","66,739,000","85,139,000","92,172,000","75,421,000","60,596,000","77,533,000","77,410,000","43,182,000","37,773,000","90,375,000","95,549,000","72,477,000","67,676,000","88,740,000","95,585,000","66,259,000","59,625,000","70,469,000","86,623,000","62,655,000","50,128,000","66,098,000","81,268,000","57,823,000","52,746,000","67,913,000","85,537,000","66,531,000","58,012,000","66,528,000","88,715,000","65,985,000","55,770,000","63,005,000","88,415,000","63,483,000","50,091,000","60,914,000","69,783,000","52,269,000","44,630,000","56,668,000","61,588,000","52,285,000","41,231,000","70,105,000","54,406,000","39,823,000","34,683,000","55,313,000","68,618,000","37,037,000","30,552,000","41,462,000","49,644,000","45,786,000","36,333,000","56,770,000","70,266,000","56,121,000","39,711,000","55,322,000","68,370,000","48,076,000","38,154,000","48,800,000","55,563,000","45,340,000","34,918,000","48,324,000","49,882,000","39,810,000","30,802,000","37,444,000","39,428,000","29,306,000","23,730,000","30,696,000","35,248,000","27,871,000","22,092,000","29,499,000","34,224,000","30,364,000","19,893,000","29,766,000","38,233,000","29,070,000","19,981,000","40,678,000","36,400,000","27,000,000","17,400,000","23,100,000","38,900,000","28,700,000","15,800,000","21,100,000","34,500,000","23,600,000","14,200,000","23,100,000","33,100,000","22,200,000","12,700,000","17,100,000","31,000,000","20,000,000","12,500,000","19,500,000","24,700,000","17,500,000","11,100,000","19,100,000","22,400,000","17,500,000","9,600,000",,,,
GrossProfit,"441,548,000","96,685,000","120,836,000","125,574,000","98,453,000","74,202,000","100,797,000","92,453,000","45,356,000","31,893,000","100,608,000","110,069,000","85,339,000","78,873,000","110,636,000","113,364,000","77,834,000","67,524,000","78,745,000","104,070,000","66,126,000","49,137,000","64,687,000","98,550,000","70,263,000","61,317,000","75,351,000","100,092,000","79,038,000","62,449,000","67,383,000","99,842,000","77,606,000","65,151,000","69,254,000","101,270,000","74,818,000","59,919,000","62,680,000","90,419,000","65,758,000","59,025,000","65,742,000","81,034,000","60,946,000","48,623,000","30,891,000","68,596,000","45,565,000","44,205,000","36,841,000","60,348,000","52,664,000","37,023,000","52,507,000","86,202,000","83,903,000","65,020,000","81,797,000","109,887,000","83,346,000","61,652,000","86,939,000","97,902,000","78,512,000","59,590,000","77,323,000","86,173,000","69,986,000","52,838,000","71,644,000","77,141,000","57,978,000","43,385,000","55,288,000","61,339,000","47,239,000","36,440,000","48,843,000","55,775,000","44,373,000","35,179,000","45,259,000","55,879,000","47,988,000","36,619,000","56,441,000","66,889,000","47,103,000","33,358,000","38,189,000","62,600,000","42,500,000","30,300,000","46,700,000","58,600,000","40,200,000","25,900,000","39,500,000","50,000,000","33,400,000","20,700,000","33,400,000","43,800,000","28,600,000","18,300,000","28,500,000","37,100,000","24,000,000","15,700,000","25,200,000","31,500,000","18,600,000","12,800,000","21,200,000","23,500,000","17,900,000","11,000,000",,,,
OperatingExpense,"312,019,000","71,391,000","82,637,000","84,171,000","73,820,000","60,946,000","74,912,000","69,386,000","54,272,000","58,137,000","94,005,000","87,431,000","76,563,000","73,899,000","93,545,000","89,257,000","64,974,000","59,385,000","65,399,000","78,885,000","57,809,000","52,785,000","57,246,000","67,479,000","60,172,000","55,939,000","63,807,000","66,638,000","60,804,000","55,574,000","57,318,000","66,509,000","60,438,000","54,230,000","62,641,000","67,186,000","57,778,000","49,914,000","57,561,000","65,429,000","55,009,000","50,537,000","57,901,000","61,906,000","55,932,000","47,043,000","54,450,000","50,400,000","46,607,000","53,632,000","65,867,000","57,409,000","49,547,000","48,142,000","76,490,000","71,582,000","72,763,000","63,407,000","78,618,000","81,398,000","67,009,000","58,880,000","71,907,000","78,123,000","64,438,000","56,156,000","62,720,000","67,163,000","57,701,000","50,699,000","63,007,000","61,157,000","49,230,000","41,678,000","46,047,000","46,584,000","38,426,000","34,468,000","-245,716,000","42,510,000","35,825,000","33,791,000","38,324,000","46,369,000","39,215,000","35,565,000","49,936,000","48,417,000","38,944,000","32,362,000","50,720,000","43,600,000","35,300,000","28,200,000","38,300,000","41,600,000","34,400,000","24,600,000","32,400,000","36,300,000","28,900,000","20,100,000","28,300,000","32,200,000","24,800,000","18,200,000","23,900,000","26,400,000","20,600,000","16,300,000","20,400,000","22,400,000","16,400,000","13,000,000","16,700,000","17,100,000","13,900,000","11,700,000",,,,
	SellingGeneralAndAdministration,"312,019,000","71,391,000","82,637,000","84,171,000","73,820,000","60,946,000","74,912,000","69,386,000","54,272,000","58,137,000","94,005,000","87,431,000","76,563,000","73,899,000","93,545,000","89,257,000","64,974,000","59,385,000","65,399,000","78,885,000","57,809,000","52,785,000","57,246,000","67,479,000","60,172,000","55,939,000","63,807,000","66,638,000","60,804,000","55,574,000","57,318,000","66,509,000","60,438,000","54,230,000","62,641,000","67,186,000","57,778,000","49,914,000","57,561,000","65,429,000","55,009,000","50,537,000","57,901,000","61,906,000","55,932,000","47,043,000","54,450,000","50,400,000","46,607,000","53,632,000","65,867,000","57,409,000","49,547,000","48,142,000","76,490,000","71,582,000","72,763,000","63,407,000","78,618,000","81,398,000","67,009,000","58,880,000","71,907,000","78,123,000","64,438,000","56,156,000","62,720,000","67,163,000","57,701,000","50,699,000","63,007,000","61,157,000","49,230,000","41,678,000","46,047,000","46,584,000","38,426,000","34,468,000","40,268,000","42,510,000","35,825,000","33,791,000","38,324,000","46,369,000","39,215,000","33,890,000","47,923,000","46,723,000","37,627,000","31,045,000","49,031,000","42,600,000","34,000,000","27,000,000","35,800,000","40,500,000","33,700,000","23,500,000","31,200,000","35,400,000","27,700,000","19,300,000","27,100,000","31,400,000","23,900,000","17,200,000","23,400,000","25,500,000","19,900,000","15,500,000","19,400,000","21,500,000","15,900,000","12,300,000","16,200,000","16,400,000","13,300,000","11,100,000",,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,675,000","2,013,000","1,694,000","1,317,000","1,317,000","1,689,000","1,000,000","1,300,000","1,200,000","2,500,000","1,100,000","700,000","1,100,000","1,200,000","900,000","1,200,000","800,000","1,200,000","800,000","900,000","1,000,000","500,000","900,000","700,000","800,000","1,000,000","900,000","500,000","700,000","500,000","700,000","600,000","600,000",,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,675,000","2,013,000","1,694,000","1,317,000","1,317,000","1,689,000","1,000,000","1,300,000","1,200,000","2,500,000","1,100,000","700,000","1,100,000","1,200,000","900,000","1,200,000","800,000","1,200,000","800,000","900,000","1,000,000","500,000","900,000","700,000","800,000","1,000,000","900,000","500,000","700,000","500,000","700,000","600,000","600,000",,,,
	OtherOperatingExpenses,,"71,391,000","82,637,000",,"73,820,000",,"74,912,000",,,,"94,005,000",,,,"93,545,000",,,,"65,399,000",,,,"57,246,000",,,,"63,807,000",,,,"57,318,000",,,,"62,641,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"129,529,000","25,294,000","38,199,000","41,403,000","24,633,000","13,256,000","25,885,000","23,067,000","-8,916,000","-26,244,000","6,603,000","22,638,000","8,776,000","4,974,000","17,091,000","24,107,000","12,860,000","8,139,000","13,346,000","25,185,000","8,317,000","-3,648,000","7,441,000","31,071,000","10,091,000","5,378,000","11,544,000","33,454,000","18,234,000","6,875,000","10,065,000","33,333,000","17,168,000","10,921,000","6,613,000","34,084,000","17,040,000","10,005,000","5,119,000","24,990,000","10,749,000","8,488,000","7,841,000","19,128,000","5,014,000","1,580,000","-23,559,000","18,196,000","-1,042,000","-9,427,000","-29,026,000","2,939,000","3,117,000","-11,119,000","-23,983,000","14,620,000","11,140,000","1,613,000","3,179,000","28,489,000","16,337,000","2,772,000","15,032,000","19,779,000","14,074,000","3,434,000","14,603,000","19,010,000","12,285,000","2,139,000","8,637,000","15,984,000","8,748,000","1,707,000","9,241,000","14,755,000","8,813,000","1,972,000","294,559,000","13,265,000","8,548,000","1,388,000","6,935,000","9,510,000","8,773,000","1,054,000","6,505,000","18,472,000","8,159,000","996,000","-12,531,000","19,000,000","7,200,000","2,100,000","8,400,000","17,000,000","5,800,000","1,300,000","7,100,000","13,700,000","4,500,000","600,000","5,100,000","11,600,000","3,800,000","100,000","4,600,000","10,700,000","3,400,000","-600,000","4,800,000","9,100,000","2,200,000","-200,000","4,500,000","6,400,000","4,000,000","-700,000","-82,100,000","42,400,000","27,700,000","24,700,000"
