name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017
OperatingCashFlow,"3,888,000","781,000","909,000","29,000","2,169,000","-2,728,000","3,548,000","-1,716,000","-4,791,000","-12,913,000","-15,278,000","-19,519,000","-18,744,000","-26,678,000","-27,702,000","-30,682,000","-36,096,000","-36,887,000","-32,821,000","-34,810,000","-44,674,000","-36,352,000"
	CashFlowFromContinuingOperatingActivities,"3,888,000","781,000","909,000","29,000","2,169,000","-2,728,000","3,548,000","-1,716,000","-4,791,000","-12,913,000","-15,278,000","-19,519,000","-18,744,000","-26,678,000","-27,702,000","-30,682,000","-36,096,000","-36,887,000","-32,821,000","-34,810,000","-44,674,000","-36,352,000"
		NetIncomeFromContinuingOperations,"-116,895,000","-32,888,000","-33,254,000","-28,513,000","-22,240,000","-18,104,000","-19,615,000","-22,221,000","-17,903,000","-24,895,000","-29,859,000","-29,101,000","-31,160,000","-35,536,000","-29,873,000","-32,545,000","-46,384,000","-45,507,000","-41,207,000","-43,884,000","-43,493,000","-47,978,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,"0","0","-40,000","-16,000",,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,"0","0","-40,000","-16,000",,,,
		DepreciationAmortizationDepletion,"5,942,000","1,607,000","1,574,000","1,533,000","1,228,000","1,028,000","1,275,000","1,126,000","1,071,000","1,293,000","1,610,000","1,691,000","1,852,000","1,764,000","2,035,000","2,190,000","2,277,000","2,285,000","2,265,000","2,013,000","1,991,000","1,862,000"
			DepreciationAndAmortization,"5,942,000","1,607,000","1,574,000","1,533,000","1,228,000","1,028,000","1,275,000","1,126,000","1,071,000","1,293,000","1,610,000","1,691,000","1,852,000","1,764,000","2,035,000","2,190,000","2,277,000","2,285,000","2,265,000","2,013,000","1,991,000","1,862,000"
				Depreciation,,,,,,,,,,"1,293,000",,,,"1,764,000","1,881,000","2,170,000","2,257,000","2,265,000","2,245,000","1,993,000","1,971,000","1,842,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,"154,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,"154,000","20,000","20,000","20,000","20,000","20,000","20,000","20,000"
		DeferredTax,,,,,,,,,,,,,,,"0","0","0","-3,513,000","0","0","0","0"
			DeferredIncomeTax,,,,,,,,,,,,,,,"0","0","0","-3,513,000","0","0","0","0"
		StockBasedCompensation,"75,728,000","25,264,000","19,675,000","18,163,000","12,626,000","10,062,000","9,801,000","10,291,000","7,181,000","6,476,000","6,099,000","5,482,000","4,691,000","7,575,000","4,888,000","4,654,000","10,166,000","2,093,000","2,208,000","2,385,000","2,365,000","2,412,000"
		OtherNonCashItems,"25,011,000","6,430,000","6,310,000","6,045,000","6,226,000","5,711,000","5,655,000","6,335,000","5,457,000","5,238,000","4,417,000","3,827,000","3,473,000","2,019,000","3,070,000","2,765,000","2,550,000","2,076,000","2,561,000","2,277,000","2,246,000","2,132,000"
		ChangeInWorkingCapital,"14,102,000","368,000","6,604,000","2,801,000","4,329,000","-1,425,000","6,432,000","2,753,000","-597,000","-1,025,000","2,455,000","-1,418,000","2,400,000","-2,500,000","-7,822,000","-7,746,000","-4,665,000","5,695,000","1,380,000","2,399,000","-7,783,000","5,220,000"
			ChangeInReceivables,"-13,633,000","17,515,000","-25,254,000","-7,746,000","1,852,000","15,271,000","-10,484,000","-2,855,000","-5,289,000","18,323,000","-13,916,000","-2,915,000","5,071,000","12,214,000","-18,616,000","-2,539,000","1,152,000","7,066,000","-12,616,000","-922,000","-1,663,000","2,015,000"
