name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
OperatingCashFlow,"181,366,000","44,108,000","51,883,000","46,225,000","39,150,000","30,135,000","30,620,000","32,314,000","10,105,000","26,349,000","27,657,000","25,074,000","18,855,000","16,982,000","17,135,000","15,207,000","8,354,000","5,221,000","6,179,000","6,586,000","6,009,000","3,700,000"
	CashFlowFromContinuingOperatingActivities,"181,366,000","44,108,000","51,883,000","46,225,000","39,150,000","30,135,000","30,620,000","32,314,000","10,105,000","26,349,000","27,657,000","25,074,000","18,855,000","16,982,000","17,135,000","15,207,000","8,354,000","5,221,000","6,179,000","6,586,000","6,009,000","3,700,000"
		NetIncomeFromContinuingOperations,"107,654,000","26,818,000","29,790,000","27,646,000","23,400,000","15,375,000","5,705,000","12,335,000","10,445,000","14,043,000","14,626,000","14,105,000","10,571,000","8,723,000","8,300,000","7,707,000","3,498,000","1,109,000","3,145,000","522,000","2,046,000","583,000"
		OperatingGainsLosses,"-609,000","480,000","-497,000","3,118,000","-3,710,000","-3,788,000","-1,850,000","-1,003,000","-1,093,000","-951,000","-1,808,000","-4,087,000","879,000","-676,000","-345,000","-1,455,000","-2,413,000","-1,232,000","-3,013,000","-1,974,000","-1,467,000","-295,000"
			GainLossOnInvestmentSecurities,"-7,208,000","-1,658,000","-497,000","-1,343,000","-3,710,000","-3,788,000","-1,850,000","-1,003,000","-1,093,000","-1,875,000","-2,695,000","-4,087,000","-3,474,000","-676,000","-345,000","-1,455,000","-2,413,000","-1,232,000","-3,013,000","-1,974,000","-1,467,000","-295,000"
		DepreciationAmortizationDepletion,"73,813,000","20,313,000","18,961,000","17,355,000","17,184,000","15,646,000","18,964,000","13,966,000","13,464,000","13,012,000","12,378,000","11,142,000","10,105,000","9,120,000","8,509,000","8,764,000","7,611,000","6,468,000","6,275,000","5,154,000","4,305,000","3,782,000"
			DepreciationAndAmortization,"73,813,000","20,313,000","18,961,000","17,355,000","17,184,000","15,646,000","18,964,000","13,966,000","13,464,000","13,012,000","12,378,000","11,142,000","10,105,000","9,120,000","8,509,000","8,764,000","7,611,000","6,468,000","6,275,000","5,154,000","4,305,000","3,782,000"
				Depreciation,"73,813,000","20,313,000","18,961,000","17,355,000","17,184,000","15,646,000","18,964,000","13,966,000","13,464,000","13,012,000","12,378,000","11,142,000","10,105,000","9,120,000","8,509,000","8,764,000","7,611,000","6,468,000","6,275,000","5,154,000","4,305,000","3,782,000"
				AmortizationCashFlow,"822,000",,,,,"18,000","-98,000","-490,000","517,000","80,000","5,000","220,000","138,000","171,000","53,000","153,000","-8,000","138,000","-196,000","583,000","135,000","9,000"
					AmortizationOfIntangibles,"822,000",,,,,"18,000","-98,000","-490,000","517,000","80,000","5,000","220,000","138,000","171,000","53,000","153,000","-8,000","138,000","-196,000","583,000","135,000","9,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,"228,000","96,000","192,000","31,000","176,000","-158,000","617,000","169,000","42,000"
