name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"4,956,817,064","6,536,878,248","13,390,668,783","17,231,002,024"
EnterpriseValue,"3,491,155,064","5,009,904,248","13,026,870,783","17,231,002,024"
PsRatio,"10.329","17.469","62.586",
PbRatio,"3.136","4.342","8.631",
EnterprisesValueRevenueRatio,"7.968","29.749","87.727","222.02"
EnterprisesValueEBITDARatio,"-1.504","-8.595","-8.156","-168.993"
