name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991
OperatingCashFlow,"162,008,000","54,534,000","49,808,000","23,050,000","34,616,000","47,098,000","42,372,000","-12,146,000","5,740,000","24,686,000","42,438,000","25,881,000","29,343,000","20,083,000","23,422,000","23,249,000","29,050,000","53,887,000","466,000","22,306,000","9,374,000","16,763,000","21,141,000","15,157,000","10,050,000","15,659,000","-4,057,000","14,496,000","9,575,000","2,975,000","15,278,000","3,890,000","-3,052,000","5,830,000","3,926,000","18,856,000","10,386,000","16,684,000","-4,277,000","-1,875,000","2,343,000","1,747,000","4,887,000","-1,338,000","6,970,000","13,222,000","-550,000","510,000","3,493,000","39,216,000","-8,734,000","14,927,000","-210,000","-3,001,000","6,017,000","1,275,000","17,504,000","16,877,000","8,045,000","18,185,000","-5,098,000","-4,384,000","1,106,000","5,340,000","8,312,000","4,143,000","13,544,000","5,655,000","2,890,000","1,766,000","5,110,000","-1,847,000","20,527,000","8,697,000","12,938,000","33,514,000","60,589,000","6,788,000","6,770,000","7,509,000","3,849,000","6,387,000","4,843,000","3,544,000","4,198,000","5,111,000","3,459,000","2,219,000","2,390,000","4,221,000","4,000,000","3,200,000","3,300,000","4,300,000","2,900,000","4,900,000","2,700,000","4,600,000","3,000,000","3,800,000","0","2,400,000","2,300,000","3,500,000","2,000,000","2,300,000","3,800,000","2,700,000","2,400,000","2,200,000","1,700,000","2,900,000","1,900,000","1,900,000","1,600,000","2,200,000","2,500,000","1,800,000","3,000,000","3,300,000","3,000,000","1,900,000","2,200,000"
	CashFlowFromContinuingOperatingActivities,"162,008,000","54,534,000","49,808,000","23,050,000","34,616,000","47,098,000","42,372,000","-12,146,000","5,740,000","24,686,000","42,438,000","25,881,000","29,343,000","20,083,000","23,422,000","23,249,000","29,050,000","53,887,000","466,000","22,306,000","9,374,000","16,763,000","21,141,000","15,157,000","10,050,000","15,659,000","-4,057,000","14,496,000","9,575,000","2,975,000","15,278,000","3,890,000","-3,052,000","5,830,000","3,926,000","18,856,000","10,386,000","16,684,000","-4,277,000","-1,875,000","2,343,000","1,747,000","4,887,000","-1,338,000","6,970,000","13,222,000","-550,000","510,000","3,493,000","39,216,000","-8,734,000","14,927,000","-210,000","-3,001,000","6,017,000","1,275,000","17,504,000","16,877,000","8,045,000","18,185,000","-5,098,000","-4,384,000","1,106,000","5,340,000","8,312,000","4,143,000","13,544,000","5,655,000","2,890,000","1,766,000","5,110,000","-1,847,000","20,527,000","8,697,000","12,938,000","33,514,000","60,589,000","6,788,000","6,770,000","7,509,000","3,849,000","6,387,000","4,843,000","3,544,000","4,198,000","5,111,000","3,459,000","2,219,000","2,390,000","4,221,000","4,000,000","3,200,000","3,300,000","4,300,000","2,900,000","4,900,000","2,700,000","4,600,000","3,000,000","3,800,000","0","2,400,000","2,300,000","3,500,000","2,000,000","2,300,000","3,800,000","2,700,000","2,400,000","2,200,000","1,700,000","2,900,000","1,900,000","1,900,000","1,600,000","2,200,000","2,500,000","1,800,000","3,000,000","3,300,000","3,000,000","1,900,000","2,200,000"
		NetIncomeFromContinuingOperations,"111,272,000","20,588,000","36,330,000","22,944,000","31,410,000","33,719,000","29,347,000","22,628,000","25,080,000","709,000","27,176,000","25,605,000","23,253,000","22,705,000","15,962,000","16,322,000","16,964,000","18,027,000","13,047,000","14,216,000","7,676,000","7,926,000","10,771,000","9,133,000","5,332,000","3,966,000","6,036,000","4,441,000","5,805,000","5,859,000","-1,517,000","2,996,000","1,918,000","2,299,000","1,850,000","45,141,000","2,954,000","2,044,000","240,000","447,000","-2,335,000","938,000","2,548,000","2,648,000","1,113,000","358,000","-10,205,000","-7,638,000","-13,796,000","-1,564,000","-38,149,000","-40,777,000","-63,000,000","-4,760,000","-22,596,000","-3,448,000","-21,316,000","1,763,000","1,903,000","285,000","4,808,000","2,769,000","5,685,000","5,869,000","6,434,000","5,866,000","5,833,000","5,565,000","5,475,000","3,886,000","3,531,000","3,880,000","3,886,000","3,625,000","3,828,000","3,415,000","3,550,000","3,223,000","4,044,000","3,507,000","4,049,000","3,686,000","3,767,000","3,383,000","3,702,000","3,278,000","2,936,000","2,982,000","3,063,000","3,107,000","3,000,000","2,900,000","3,100,000","2,700,000","2,600,000","2,500,000","2,300,000","2,200,000","1,600,000","2,100,000","1,800,000","1,900,000","1,900,000","1,600,000","2,100,000","2,000,000","1,900,000","1,700,000","1,700,000","1,500,000","1,600,000","1,600,000","1,600,000","1,400,000","1,400,000","2,100,000","1,700,000","1,700,000","1,600,000","1,600,000","1,700,000","1,200,000","800,000"
		OperatingGainsLosses,"-11,134,000","-2,293,000","-2,403,000","-2,671,000","-3,767,000","-5,255,000","-3,338,000","-4,722,000","-4,351,000","-1,824,000","-5,675,000","-1,766,000","-933,000","-1,940,000","295,000","-2,490,000","-3,158,000","-1,888,000","-16,846,000","-2,166,000","-263,000","-732,000","262,000","215,000","1,026,000","-97,000","-1,169,000","9,000","43,000","-750,000","5,099,000","-289,000","-251,000","-444,000","15,000","55,000","-62,000","-881,000","7,389,000","-6,460,000","-5,675,000","-2,915,000","-3,565,000","-1,390,000","-417,000","9,791,000","-10,473,000","203,000","-4,110,000","16,442,000","-3,625,000","-183,000","-833,000","10,000","750,000","-13,000","-317,000","-173,000","5,153,000","-16,000","23,000","-90,000","-1,091,000","202,000","88,000","-64,000","4,000","-332,000","257,000","-93,000","83,000","-122,000","142,000","-182,000","69,000","-152,000","19,000","1,157,000","3,000","7,000",,,"-339,000","-8,000","-35,000","-533,000","-197,000","-86,000","-315,000","64,000","0","0","-100,000","-200,000","-200,000","-900,000",,,"0",,,,"0",,,,,,,,"-400,000","300,000","-900,000","100,000","-100,000","-1,100,000","-800,000","500,000","-100,000","-1,100,000","-700,000","100,000","0"
			GainLossOnSaleOfPPE,"533,000","31,000","133,000","368,000","1,000","315,000","1,000","570,000","1,000","219,000","5,000","42,000","672,000","-208,000","1,019,000","-15,000","235,000","-4,000","297,000","-343,000","1,887,000","429,000","2,000","503,000","1,245,000","692,000","63,000","119,000","2,000","-1,000","4,492,000","11,000","2,000","-12,000","-1,000","4,000","-10,000","8,000","594,000","3,000","175,000","2,000","3,000","0","52,000","3,000",,,"-35,000","1,000","833,000","2,000","26,000","-20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"290,000","0","73,000","0","6,000","-10,000","-1,187,000","95,000","-2,569,000","895,000","556,000","87,000","485,000","0",,,"-15,265,000","47,000","-21,000","0","-7,000","-225,000","-47,000","-89,000","-1,000","-160,000","0","0","-108,000","-344,000","0","-17,000","0","-280,000","-114,000","-25,000","-582,000","-48,000","-3,615,000","-3,374,000","-1,083,000","-137,000","0","0","0","-210,000","-1,377,000","-2,100,000","-2,188,000","-1,425,000","-1,786,000","0","0","0",,,"5,094,000","-10,000","-38,000","2,000","73,000","-2,000","97,000","-11,000","-50,000","-34,000","-41,000","-3,000","-18,000","-16,000","46,000","-56,000","0","4,000","11,000","1,157,000","-2,000","9,000",,,"-340,000","-8,000","-422,000","-145,000","16,000","-2,000","-1,000","-1,000","0","0","-100,000","-200,000","-200,000","-200,000",,,,,,,"0",,,,,,,,,,,,"-100,000","-800,000",,,"-100,000",,,,"0"
		DepreciationAmortizationDepletion,"-718,000","1,237,000","463,000","-1,925,000","-493,000","-1,895,000","-1,688,000","-1,625,000","3,774,000","1,254,000","2,480,000","2,336,000","1,833,000","1,884,000","319,000","1,517,000","2,197,000","1,162,000","1,302,000","1,367,000","639,000","1,609,000","926,000","787,000","298,000","827,000","155,000","113,000","827,000","-113,000","562,000","1,079,000","1,098,000","1,023,000","188,000","1,025,000","648,000","743,000","736,000","773,000","670,000","668,000","643,000","686,000","713,000","753,000","844,000","719,000","892,000","924,000","1,199,000","1,173,000","1,135,000","1,151,000","637,000","1,344,000","812,000","746,000","-353,000","761,000","967,000","707,000","715,000","698,000","636,000","725,000","710,000","898,000","1,128,000","984,000","1,133,000","1,344,000","1,245,000","1,482,000","2,286,000","2,501,000","3,047,000","2,884,000","2,449,000","2,252,000","1,899,000","1,587,000","1,391,000","736,000","793,000","645,000","630,000","656,000","620,000","653,000","700,000","700,000","700,000","800,000","700,000","800,000","800,000","700,000","700,000","700,000","700,000","600,000","600,000","600,000","600,000","600,000","700,000","700,000",,,"-1,500,000","700,000","700,000","700,000","800,000","800,000","700,000","700,000","900,000","600,000","600,000","700,000","700,000"
			DepreciationAndAmortization,"-718,000","1,237,000","463,000","-1,925,000","-493,000","-1,895,000","-1,688,000","-1,625,000","3,774,000","1,254,000","2,480,000","2,336,000","1,833,000","1,884,000","319,000","1,517,000","2,197,000","1,162,000","1,302,000","1,367,000","639,000","1,609,000","926,000","787,000","298,000","827,000","155,000","113,000","827,000","-113,000","562,000","1,079,000","1,098,000","1,023,000","188,000","1,025,000","648,000","743,000","736,000","773,000","670,000","668,000","643,000","686,000","713,000","753,000","844,000","719,000","892,000","924,000","1,199,000","1,173,000","1,135,000","1,151,000","637,000","1,344,000","812,000","746,000","-353,000","761,000","967,000","707,000","715,000","698,000","636,000","725,000","710,000","898,000","1,128,000","984,000","1,133,000","1,344,000","1,245,000","1,482,000","2,286,000","2,501,000","3,047,000","2,884,000","2,449,000","2,252,000","1,899,000","1,587,000","1,391,000","736,000","793,000","645,000","630,000","656,000","620,000","653,000","700,000","700,000","700,000","800,000","700,000","800,000","800,000","700,000","700,000","700,000","700,000","600,000","600,000","600,000","600,000","600,000","700,000","700,000",,,"-1,500,000","700,000","700,000","700,000","800,000","800,000","700,000","700,000","900,000","600,000","600,000","700,000","700,000"
				Depreciation,"9,926,000","2,410,000","2,656,000","2,483,000","2,377,000","2,542,000","2,577,000","2,411,000","2,609,000","2,785,000","2,571,000","2,618,000","2,655,000","2,694,000","1,662,000","1,557,000","1,566,000","1,568,000","1,653,000","1,284,000","1,336,000","1,341,000","1,302,000","1,539,000","1,171,000","1,064,000","1,051,000","1,014,000","892,000","816,000","872,000","820,000","819,000","757,000","731,000","705,000","671,000","669,000","716,000","773,000","670,000","668,000","678,000","686,000","713,000","753,000","761,000","766,000","780,000","790,000","846,000","869,000","882,000","886,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"-10,644,000","-1,173,000","-2,193,000","-4,408,000","-2,870,000","-4,437,000","-4,265,000","-4,036,000","1,165,000","-1,531,000","-91,000","-282,000","-822,000","-810,000","-1,343,000","-40,000","631,000","-406,000","-351,000","83,000","-697,000","268,000","-376,000","-752,000","-873,000","-237,000","-896,000","-901,000","-65,000","-929,000","-310,000","259,000","279,000","266,000","-543,000","320,000","-23,000","74,000",,,,,,,,,"83,000","-47,000","112,000","134,000","353,000","304,000","253,000","265,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
