name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015
MarketCap,"3,832,800,257","3,014,223,396","3,005,838,000","4,402,707,581","6,078,009,200","6,046,423,204","6,197,079,253","5,693,577,899","6,910,670,463","4,332,489,854","3,376,637,041","4,062,095,151","5,376,451,321","6,043,720,083","4,915,424,654","5,824,688,420","4,333,197,050","3,878,055,489","3,425,048,072","2,752,985,050","2,739,484,200","2,339,775,571","1,855,820,850","1,655,222,000","1,568,455,547","1,587,056,206","1,307,764,209","926,715,264","1,120,782,493"
EnterpriseValue,"4,068,963,257","3,198,125,396","3,195,370,000","4,362,257,581","6,003,766,200","5,986,467,204","6,260,676,253","5,763,389,899","7,151,933,463","4,596,633,854","3,697,475,041","4,303,749,151","5,592,481,321","5,992,458,083","4,933,916,654","5,816,967,420","4,329,652,050","3,887,814,489","3,508,886,072","2,856,604,050","2,834,009,200","2,435,092,571","2,015,055,850","1,820,751,000","1,728,612,547","1,756,751,206","1,534,305,209","1,148,748,264","1,487,335,493"
PeRatio,"34.263","19.774","17.822","22.404","23.217","25.073","27.3","27.216","51.019","31.734","24.785","30.565","38.849","46.654","33.123","40.746","32.629","31.735","43.398","38.491","42.17","39.896","36.369","35.064","38.324","41.328","41.153","30.31","36.287"
ForwardPeRatio,"29.94","21.93","20.576","17.699","33.445","28.409","41.152","30.96","48.077","35.714","22.936","26.882","39.37","44.843","37.037","46.083","42.017","37.313",,"33.113",,,,,,,,,
PsRatio,"2.303","1.778","1.779","2.484","3.218","3.36","3.627","3.508","4.815","3.177","2.539","3.162","4.334","5.078","4.268","5.252","4.031","3.751","3.56","2.938","3.049","2.685","2.224","2.042","1.976","1.936","1.818","1.333","1.58"
PbRatio,"2.943","2.341","2.385","3.147","4.381","4.53","4.893","4.677","6.316","4.092","3.353","3.992","5.44","6.411","5.53","6.772","5.248","4.869","4.745","3.945","4.062","3.594","2.984","2.737","2.675","2.824","2.426","1.74","2.983"
EnterprisesValueRevenueRatio,"2.383","7.864","6.376","11.375","14.436","13.23","12.139","13.908","13.512","13.157","8.753","13.159","16.751","18.447","12.525","20.511","15.028","14.1","9.838","11.997","11.129","10.699","7.111","9.014","8.183","9.069","6.304","6.581","8.175"
EnterprisesValueEBITDARatio,"23.091","134.347","49.839","119.344","116.037","77.666","69.148","90.765","73.272","95.131","53.401","106.915","159.767","133.462","74.981","177.039","112.869","98.731","60.819","104.511","86.419","80.643","46.343","85.413","70.329","74.803","42.922","70.493","77.684"
