name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
TotalRevenue,"1,144,970,000","473,899,000","208,188,000","232,945,000","229,938,000","214,073,000","241,088,000","229,986,000","196,937,000","154,425,000","339,997,000","225,387,000","199,079,000","194,961,000","218,241,000","196,421,000","233,294,000","188,405,000","184,886,000","167,737,000","133,563,000","142,741,000","196,257,000","186,590,000","160,086,000","121,766,000","153,688,000","150,952,000","142,671,000","208,322,000","171,911,000","255,925,000","199,918,000","214,359,000","194,489,000","189,176,000","152,931,000","89,032,000","84,163,000","69,008,000","61,591,000","69,738,000","54,162,000","27,422,000","47,090,000","43,263,000","24,976,000","33,130,000","17,907,000","12,398,000"
	OperatingRevenue,"1,144,970,000","473,899,000","208,188,000","232,945,000","229,938,000","214,073,000","241,088,000","229,986,000","196,937,000","154,425,000","339,997,000","225,387,000","199,079,000","194,961,000","218,241,000","196,421,000","233,294,000","188,405,000","184,886,000","167,737,000","133,563,000","142,741,000","196,257,000","186,590,000","160,086,000","121,766,000","153,688,000","150,952,000","142,671,000","208,322,000","171,911,000","255,925,000","199,918,000","214,359,000","194,489,000","189,176,000","152,931,000","89,032,000","84,163,000","69,008,000","61,591,000","69,738,000","54,162,000","27,422,000","47,090,000","43,263,000","24,976,000","33,130,000","17,907,000","12,398,000"
PretaxIncome,"758,203,000","381,864,000","105,320,000","147,988,000","123,031,000","124,756,000","128,036,000","179,577,000","151,663,000","-72,998,000","182,832,000","154,514,000","135,979,000","76,842,000","100,782,000","97,662,000","120,433,000","107,650,000","107,118,000","102,615,000","132,685,000","101,871,000","127,598,000","108,480,000","112,777,000","27,140,000","86,436,000","124,791,000","121,432,000","136,730,000","102,248,000","171,226,000","124,659,000","128,052,000","90,329,000","105,322,000","74,531,000","64,201,000","58,616,000","50,643,000","44,759,000","50,687,000","41,117,000","14,040,000","34,135,000","31,725,000","18,107,000","23,451,000","11,450,000",
TaxProvision,"3,989,000","-2,450,000","2,291,000","7,501,000","-3,353,000","2,230,000","13,381,000","14,843,000","-1,298,000","-6,729,000","4,852,000","4,513,000","3,533,000","334,000","850,000","8,281,000","3,343,000","2,856,000","13,237,000","9,816,000","9,452,000","-983,000","4,877,000","2,667,000","706,000","94,000","-10,212,000","7,675,000","3,792,000","15,951,000","10,363,000","3,836,000","4,277,000","5,620,000","-1,638,000","13,721,000","11,193,000","777,000","183,000","301,000","140,000","399,000","49,000","-463,000","823,000",,"218,000","168,000","40,000",
NetIncomeCommonStockholders,"647,208,000","315,730,000","89,992,000","126,967,000","114,519,000","109,453,000","101,752,000","151,834,000","138,513,000","-67,991,000","170,775,000","139,191,000","126,265,000","69,559,000","91,265,000","83,566,000","108,196,000","99,211,000","91,910,000","87,667,000","116,552,000","101,459,000","120,980,000","105,310,000","110,893,000","25,949,000","96,256,000","115,683,000","115,941,000","119,391,000","90,827,000","163,302,000","116,501,000","118,853,000","90,345,000","89,405,000","61,912,000","61,789,000","54,729,000","50,212,000","44,490,000","50,159,000","41,028,000","14,478,000","32,424,000","31,447,000","17,573,000","22,683,000","10,849,000","5,941,000"
	NetIncome,"660,960,000","324,599,000","91,449,000","128,602,000","116,310,000","111,378,000","106,968,000","151,834,000","139,656,000","-66,769,000","171,869,000","140,396,000","127,016,000","70,383,000","92,132,000","84,536,000","109,230,000","99,932,000","92,604,000","88,428,000","117,380,000","102,358,000","121,290,000","105,766,000","111,473,000","26,657,000","96,451,000","116,735,000","117,148,000","120,363,000","91,508,000","165,044,000","117,868,000","120,601,000","90,791,000","89,715,000","62,281,000","62,243,000","56,334,000","50,212,000","44,490,000","50,159,000","41,028,000","14,478,000","32,424,000","31,447,000","17,573,000","22,683,000","10,849,000","5,941,000"
		NetIncomeIncludingNoncontrollingInterests,"754,214,000","384,314,000","103,029,000","140,487,000","126,384,000","122,526,000","114,655,000","164,734,000","152,961,000","-66,269,000","177,980,000","150,001,000","132,446,000","76,508,000","99,932,000","89,381,000","117,090,000","104,794,000","93,881,000","92,799,000","123,233,000","102,854,000","122,721,000","105,813,000","112,071,000","27,046,000","96,648,000","117,116,000","117,640,000","120,779,000","91,885,000","167,390,000","120,382,000","120,881,000","91,967,000","91,601,000","63,338,000","63,424,000","58,433,000","50,342,000","44,619,000","50,288,000","41,068,000","14,503,000","33,312,000","31,725,000","17,889,000","23,283,000","11,410,000","6,260,000"
			NetIncomeContinuousOperations,"754,214,000","384,314,000","103,029,000","140,487,000","126,384,000","122,526,000","114,655,000","164,734,000","152,961,000","-66,269,000","177,980,000","150,001,000","132,446,000","76,508,000","99,932,000","89,381,000","117,090,000","104,794,000","93,881,000","92,799,000","123,233,000","102,854,000","122,721,000","105,813,000","112,071,000","27,046,000","96,648,000","117,116,000","117,640,000","120,779,000","91,885,000","167,390,000","120,382,000","122,432,000","91,967,000","91,601,000","63,338,000","63,424,000","58,433,000","50,342,000","44,619,000","50,288,000","41,068,000","14,503,000","33,312,000","31,725,000","17,889,000","23,283,000","11,410,000","6,260,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-1,551,000",,,,,,,,,,,,,,,,
		MinorityInterests,"-93,254,000","-59,715,000","-11,580,000","-11,885,000","-10,074,000","-11,148,000","-7,687,000","-12,900,000","-13,305,000","-500,000","-6,111,000","-9,605,000","-5,430,000","-6,125,000","-7,800,000","-4,845,000","-7,860,000","-4,862,000","-1,277,000","-4,371,000","-5,853,000","-496,000","-1,431,000","-47,000","-598,000","-389,000","-197,000","-381,000","-492,000","-416,000","-377,000","-2,346,000","-2,514,000","-280,000","-1,176,000","-1,886,000","-1,057,000","-1,181,000","-2,099,000","-130,000","-129,000","-129,000","-40,000","-25,000","-888,000","-278,000","-316,000","-600,000","-561,000","-319,000"
	OtherunderPreferredStockDividend,"13,752,000","8,869,000","1,457,000","1,635,000","1,791,000","1,925,000",,,"1,143,000","1,222,000","1,094,000","1,205,000","751,000","824,000","867,000","970,000","1,034,000","721,000","694,000","761,000","828,000","899,000","310,000","456,000","580,000","708,000","195,000","1,052,000","1,207,000","972,000","681,000","1,742,000","1,367,000","1,748,000","446,000","310,000","369,000","454,000",,,,,,,,,,,,
AverageDilutionEarnings,"11,607,000","2,904,000","2,902,000","2,901,000","2,900,000","2,916,000",,,"3,051,000",,"3,048,000","3,077,000","3,049,000",,"4,335,000",,"7,593,000","0",,,,,,,,,,"0","0","2,000","11,000","3,000","2,000","5,000",,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"658,815,000","318,634,000","92,894,000","129,868,000","117,419,000","112,369,000","101,752,000","151,834,000","141,564,000","-67,991,000","173,823,000","142,268,000","129,314,000","69,559,000","95,600,000","83,566,000","115,789,000","99,211,000","91,910,000","87,667,000","116,552,000","101,459,000","120,980,000","105,310,000","110,893,000","25,949,000","96,256,000","115,683,000","115,941,000","119,393,000","90,838,000","163,305,000","116,503,000","118,858,000","90,345,000","89,405,000","61,912,000","61,789,000","54,729,000","50,212,000","44,490,000","50,159,000","41,028,000","14,478,000","32,424,000","31,447,000","17,573,000","22,683,000","10,849,000","5,941,000"
BasicEPS,,"1.04","0.3","0.44","0.4","0.39",,"0.53","0.49","-0.24","0.609","0.5","0.45","0.25","0.334","0.31","0.41","0.381",,"0.34","0.45","0.39",,"0.44","0.47","0.11",,"0.49","0.49","0.53",,"0.73","0.53","0.61",,"0.52","0.38","0.46",,"0.43","0.4","0.53",,"0.16","0.4","0.44",,"0.47","0.23","0.12"
DilutedEPS,,"1.02","0.3","0.44","0.4","0.38",,"0.52","0.49","-0.24","0.6","0.49","0.45","0.25","0.334","0.31","0.4","0.381",,"0.33","0.44","0.39",,"0.44","0.47","0.11",,"0.49","0.49","0.52",,"0.73","0.52","0.6",,"0.52","0.38","0.46",,"0.43","0.4","0.53",,"0.15","0.39","0.43",,"0.47","0.22","0.12"
