name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
OperatingCashFlow,"54,641,000","16,215,000","18,070,000","10,499,000","9,857,000","9,924,000","9,018,000","8,581,000","5,896,000","8,267,000","7,576,000","8,541,000","9,546,000","6,789,000","10,930,000","10,163,000","8,430,000","9,695,000","7,380,000","10,852,000","6,837,000","6,203,000","8,353,000","-33,235,000","15,612,000","17,808,000","70,943,000","-18,415,000","97,437,000","125,554,000","-209,814,000","29,222,000","-50,008,000","7,686,000","20,158,000","3,266,000","794,000","1,226,000","1,641,000","1,017,000","-485,000","-221,000"
	CashFlowFromContinuingOperatingActivities,"54,641,000","16,215,000","18,070,000","10,499,000","9,857,000","9,924,000","9,018,000","8,581,000","5,896,000","8,267,000","7,576,000","8,541,000","9,546,000","6,789,000","10,930,000","10,163,000","8,430,000","9,695,000","7,380,000","10,852,000","6,837,000","6,203,000","8,353,000","-33,235,000","15,612,000","17,808,000","70,943,000","-18,415,000","97,437,000","125,554,000","-209,814,000","29,222,000","-50,008,000","7,686,000","20,158,000","3,266,000","794,000","1,226,000","1,641,000","1,017,000","-485,000","-221,000"
		NetIncomeFromContinuingOperations,"60,921,000","16,201,000","17,153,000","9,952,000","17,615,000","15,740,000","14,407,000","14,928,000","9,768,000","-17,263,000","9,660,000","9,035,000","9,753,000","8,543,000","10,019,000","9,956,000","9,303,000","9,318,000","6,183,000","11,058,000","6,713,000","6,478,000","8,721,000","9,545,000","9,981,000","6,425,000","11,052,000","11,710,000","11,263,000","9,295,000","9,120,000","4,103,000","6,638,000","4,755,000","2,542,000","7,632,000","3,265,000","327,000",,,,
		OperatingGainsLosses,,"-2,197,000",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-20,709,000","19,892,000","-2,137,000","398,000",,,,
		DepreciationAmortizationDepletion,,,,,,,"224,000","223,000","224,000","221,000","219,000","206,000","188,000","54,000",,,,,"0","0","0","0","0","55,000","57,000","55,000","55,000","55,000","55,000","54,000","62,000","36,000","33,000","29,000","29,000",,,,,,,
			DepreciationAndAmortization,,,,,,,"224,000","223,000","224,000","221,000","219,000","206,000","188,000","54,000",,,,,"0","0","0","0","0","55,000","57,000","55,000","55,000","55,000","55,000","54,000","62,000","36,000","33,000","29,000","29,000",,,,,,,
				Depreciation,,,,,,,"224,000","223,000","224,000","221,000","219,000","206,000","188,000","54,000",,,,,"0","0","0","0","0","55,000","57,000","55,000","55,000","55,000","55,000","54,000","62,000","36,000","33,000","29,000","29,000",,,,,,,
		DeferredTax,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1,367,000","1,159,000","-477,000","270,000","1,155,000","683,000","-15,000","578,000","-356,000","503,000","-632,000","-240,000",,,,,,,
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1,367,000","1,159,000","-477,000","270,000","1,155,000","683,000","-15,000","578,000","-356,000","503,000","-632,000","-240,000",,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"342,000","59,000","68,000"
