name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008
TotalRevenue,"586,795,000","150,658,000","125,331,000","159,608,000","151,198,000","153,052,000","134,968,000","139,269,000","116,961,000","128,663,000","118,101,000","126,614,000","121,964,000","116,225,000","104,096,000","112,869,000","111,521,000","117,925,000","87,494,000","87,418,000","81,532,000","79,205,000","65,610,000","73,438,000","79,113,000","81,243,000","64,961,000","72,389,000","70,912,000","75,345,000","66,694,000","69,189,000","67,555,000","71,888,000","66,145,000","76,961,000","75,707,000","79,017,000","71,751,000","78,626,000","85,698,000","93,023,000","90,523,000","101,224,000","94,118,000","107,705,000","97,582,000","103,616,000","88,547,000","90,773,000","76,963,000","78,552,000","67,801,000","69,813,000","59,235,000","63,678,000"
	OperatingRevenue,"586,795,000","150,658,000","123,978,000","159,608,000","151,198,000","153,052,000","134,968,000","139,269,000","116,961,000","128,663,000","118,101,000","126,614,000","121,964,000","116,225,000","104,096,000","112,869,000","111,521,000","117,925,000","87,494,000","87,418,000","81,532,000","79,205,000","65,610,000","73,438,000","79,113,000","81,243,000","64,961,000","72,389,000","70,912,000","75,345,000","66,694,000","69,189,000","67,555,000","71,888,000","66,145,000","76,961,000","75,707,000","79,017,000","71,751,000","78,626,000","85,698,000","93,023,000","90,523,000","101,224,000","94,118,000","107,705,000","97,582,000","103,616,000","88,547,000","90,773,000","76,963,000","78,552,000","67,801,000","69,813,000","59,235,000","63,678,000"
CostOfRevenue,"526,248,000","136,567,000","115,554,000","141,505,000","132,622,000","132,665,000","120,437,000","122,231,000","105,147,000","114,210,000","105,318,000","113,189,000","107,431,000","98,350,000","90,915,000","96,813,000","94,786,000","99,982,000","75,239,000","75,940,000","70,606,000","69,338,000","61,657,000","67,808,000","72,228,000","72,771,000","60,169,000","65,795,000","63,006,000","65,192,000","60,395,000","63,409,000","60,553,000","61,646,000","56,116,000","63,592,000","60,826,000","63,863,000","61,712,000","65,190,000","67,044,000","72,278,000","68,396,000","75,748,000","69,122,000","78,578,000","70,662,000","73,629,000","62,858,000","66,268,000","56,557,000","55,047,000","46,563,000","46,780,000","42,969,000","45,281,000"
GrossProfit,"60,547,000","14,091,000","9,777,000","18,103,000","18,576,000","20,387,000","14,531,000","17,038,000","11,814,000","14,453,000","12,783,000","13,425,000","14,533,000","17,875,000","13,181,000","16,056,000","16,735,000","17,943,000","12,255,000","11,478,000","10,926,000","9,867,000","3,953,000","5,630,000","6,885,000","8,472,000","4,792,000","6,594,000","7,906,000","10,153,000","6,299,000","5,780,000","7,002,000","10,242,000","10,029,000","13,369,000","14,881,000","15,154,000","10,039,000","13,436,000","18,654,000","20,745,000","22,127,000","25,476,000","24,996,000","29,127,000","26,920,000","29,987,000","25,689,000","24,505,000","20,406,000","23,505,000","21,238,000","23,033,000","16,266,000","18,397,000"
OperatingExpense,"58,121,000","13,031,000","17,330,000","14,165,000","13,595,000","14,133,000","14,762,000","14,115,000","12,595,000","10,442,000","11,489,000","11,744,000","11,046,000","18,802,000","10,327,000","10,743,000","10,707,000","11,364,000","10,583,000","10,121,000","9,335,000","9,413,000","9,276,000","10,575,000","11,497,000","11,261,000","10,735,000","12,124,000","11,563,000","12,834,000","11,680,000","13,238,000","13,660,000","13,024,000","12,846,000","13,449,000","12,482,000","12,968,000","12,019,000","12,510,000","14,838,000","14,702,000","13,635,000","15,325,000","14,334,000","17,048,000","15,541,000","15,018,000","14,053,000","14,367,000","14,932,000","11,536,000","11,432,000","9,971,000","11,058,000","11,752,000"
	SellingGeneralAndAdministration,"38,558,000","7,522,000","12,469,000","9,540,000","9,027,000","9,228,000","9,782,000","9,224,000","8,594,000","7,192,000","8,090,000","8,188,000","7,881,000","15,938,000","7,332,000","7,438,000","7,277,000","7,678,000","7,108,000","6,907,000","6,274,000","6,266,000","5,962,000","6,621,000","7,349,000","7,125,000","6,974,000","7,738,000","7,468,000","8,181,000","7,436,000","8,282,000","8,906,000","8,165,000","8,070,000","8,290,000","7,722,000","8,077,000","7,515,000","7,617,000","10,032,000","9,633,000","8,533,000","9,251,000","8,491,000","10,212,000","9,608,000","9,467,000","8,861,000","9,042,000","10,193,000","7,066,000","7,537,000","6,459,000","7,335,000","7,995,000"
		GeneralAndAdministrativeExpense,"28,097,000","5,489,000","9,635,000","6,634,000","6,339,000","6,460,000","6,890,000","6,581,000","6,789,000","5,076,000","5,498,000","5,825,000","5,472,000","13,919,000","5,049,000","5,394,000","4,696,000","4,889,000","4,511,000","4,460,000","4,086,000","4,023,000","3,794,000","4,031,000","4,682,000","4,264,000","4,057,000","4,163,000","3,829,000","4,300,000","4,079,000","4,615,000","4,217,000","4,284,000","4,411,000","4,134,000","3,887,000","4,394,000","4,019,000","3,926,000","7,072,000","6,239,000","4,847,000","5,217,000","5,206,000","5,525,000","4,943,000","4,722,000","4,353,000","4,467,000","6,203,000","3,441,000","3,400,000","2,865,000","3,171,000","3,736,000"
			OtherGandA,"28,097,000","5,489,000","9,635,000","6,634,000","6,339,000","6,460,000","6,890,000","6,581,000","6,789,000","5,076,000","5,498,000","5,825,000","5,472,000","13,919,000","5,049,000","5,394,000","4,696,000","4,889,000","4,511,000","4,460,000","4,086,000","4,023,000","3,794,000","4,031,000","4,682,000","4,264,000","4,057,000","4,163,000","3,829,000","4,300,000","4,079,000","4,615,000","4,217,000","4,284,000","4,411,000","4,134,000","3,887,000","4,394,000","4,019,000","3,926,000","7,072,000","6,239,000","4,847,000","5,217,000","5,206,000","5,525,000","4,943,000","4,722,000","4,353,000","4,467,000","6,203,000","3,441,000","3,400,000","2,865,000","3,171,000","3,736,000"
		SellingAndMarketingExpense,"10,461,000","2,033,000","2,834,000","2,906,000","2,688,000","2,768,000","2,892,000","2,643,000","1,805,000","2,116,000","2,592,000","2,363,000","2,409,000","2,019,000","2,283,000","2,044,000","2,581,000","2,789,000","2,597,000","2,447,000","2,188,000","2,243,000","2,168,000","2,590,000","2,667,000","2,861,000","2,917,000","3,575,000","3,639,000","3,881,000","3,357,000","3,667,000","4,689,000","3,881,000","3,659,000","4,156,000","3,835,000","3,683,000","3,496,000","3,691,000","2,960,000","3,394,000","3,686,000","4,034,000","3,285,000","4,687,000","4,665,000","4,745,000","4,508,000","4,575,000","3,990,000","3,625,000","4,137,000","3,594,000","4,164,000","4,259,000"
	ResearchAndDevelopment,"19,563,000","5,509,000","4,861,000","4,625,000","4,568,000","4,905,000","4,980,000","4,891,000","4,001,000","3,250,000","3,399,000","3,556,000","3,165,000","2,864,000","2,995,000","3,305,000","3,430,000","3,686,000","3,475,000","3,214,000","3,061,000","3,147,000","3,314,000","3,954,000","4,148,000","4,136,000","3,761,000","4,386,000","4,095,000","4,653,000","4,244,000","4,956,000","4,754,000","4,859,000","4,776,000","5,159,000","4,760,000","4,891,000","4,504,000","4,893,000","4,806,000","5,069,000","5,102,000","6,074,000","5,843,000","6,836,000","5,933,000","5,551,000","5,192,000","5,325,000","4,739,000","4,470,000","3,895,000","3,512,000","3,723,000","3,757,000"
