name,ttm,03/31/2022,12/31/2021
MarketCap,"1,414,701,016","1,739,084,763","2,719,278,101"
EnterpriseValue,"922,264,016","1,204,471,763","2,588,327,101"
PsRatio,"2.602","1.328","5.477"
PbRatio,"3.718","4.463",
EnterprisesValueRevenueRatio,"1.697","7.913","19.109"
EnterprisesValueEBITDARatio,"-13.253","-59.191","-73.253"
