name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011
TotalAssets,"143,211,000,000","146,529,000,000","148,858,000,000","147,972,000,000","150,501,000,000","150,565,000,000","149,621,000,000","149,530,000,000","91,199,000,000","89,115,000,000","59,441,000,000","57,142,000,000","56,769,000,000","59,352,000,000","66,164,000,000","61,641,000,000","69,342,000,000","70,786,000,000","68,840,000,000","66,994,000,000","65,664,000,000","66,099,000,000","66,626,000,000","67,211,000,000","53,720,000,000","53,050,000,000","54,832,000,000","53,855,000,000","26,699,000,000","27,547,000,000","28,454,000,000","29,045,000,000","28,657,000,000","29,198,000,000","28,252,000,000","27,910,000,000","27,169,000,000","27,008,000,000","22,729,979,000","17,709,554,000","18,961,563,000","19,657,166,000"
	CurrentAssets,"26,509,000,000","27,928,000,000","28,957,000,000","25,999,000,000","26,569,000,000","24,173,000,000","23,009,000,000","21,256,000,000","51,758,000,000","49,519,000,000","20,166,000,000","15,100,000,000","14,413,000,000","16,945,000,000","18,465,000,000","13,845,000,000","20,444,000,000","21,223,000,000","18,930,000,000","16,962,000,000","15,547,000,000","16,187,000,000","16,290,000,000","16,791,000,000","16,622,000,000","16,314,000,000","17,912,000,000","16,877,000,000","15,408,000,000","16,088,000,000","17,555,000,000","17,794,000,000","17,329,000,000","17,848,000,000","16,543,000,000","15,662,000,000","14,923,000,000","15,354,000,000","10,930,739,000","5,992,960,000","6,751,048,000","7,354,155,000"
		CashCashEquivalentsAndShortTermInvestments,"7,572,000,000","9,830,000,000","12,249,000,000","8,600,000,000","9,777,000,000","8,479,000,000","7,950,000,000","6,040,000,000","41,142,000,000","39,924,000,000","10,648,000,000","5,416,000,000","5,228,000,000","8,061,000,000","8,785,000,000","3,743,000,000","9,474,000,000","9,789,000,000","9,554,000,000","7,205,000,000","6,248,000,000","6,423,000,000","7,950,000,000","8,002,000,000","8,600,000,000","8,407,000,000","9,249,000,000","8,279,000,000","7,924,000,000","8,374,000,000","7,728,000,000","10,246,000,000","9,100,000,000","9,895,000,000","9,596,000,000","8,754,000,000","7,479,000,000","7,976,000,000","4,585,605,000","74,537,000","42,991,000","653,581,000"
			CashAndCashEquivalents,"6,098,000,000","9,746,000,000","12,182,000,000","8,546,000,000","9,755,000,000","8,449,000,000","7,890,000,000","6,017,000,000","41,142,000,000","39,924,000,000","10,648,000,000","5,172,000,000","4,897,000,000","7,289,000,000","8,015,000,000","3,547,000,000","9,007,000,000","9,303,000,000","8,446,000,000","6,088,000,000","4,740,000,000","5,100,000,000","6,218,000,000","6,327,000,000","7,556,000,000","8,399,000,000","9,223,000,000","7,400,000,000","7,906,000,000","8,348,000,000","7,719,000,000","9,086,000,000","8,140,000,000","9,595,000,000","8,975,000,000","8,743,000,000","6,979,000,000","5,901,000,000","2,760,988,000","74,537,000","40,999,000","27,482,000"
			OtherShortTermInvestments,"1,474,000,000","84,000,000","67,000,000","54,000,000","22,000,000","30,000,000","60,000,000","23,000,000",,"0","0","244,000,000","331,000,000","772,000,000","770,000,000","196,000,000","467,000,000","486,000,000","1,108,000,000","1,117,000,000","1,508,000,000","1,323,000,000","1,732,000,000","1,675,000,000","1,044,000,000","8,000,000","26,000,000","879,000,000","18,000,000","26,000,000","9,000,000","1,160,000,000","960,000,000","300,000,000","621,000,000","11,000,000","500,000,000","2,075,000,000","1,824,617,000","0","1,992,000","626,099,000"
		Receivables,"10,733,000,000","9,977,000,000","9,281,000,000","9,914,000,000","9,588,000,000","8,822,000,000","8,416,000,000","8,354,000,000","6,362,000,000","5,428,000,000","5,529,000,000","5,482,000,000","5,680,000,000","5,384,000,000","5,780,000,000","5,793,000,000","5,841,000,000","5,088,000,000","4,891,000,000","4,859,000,000","4,677,000,000","4,758,000,000","4,999,000,000","5,048,000,000","4,753,000,000","4,730,000,000","4,574,000,000","4,367,000,000","4,356,000,000","4,291,000,000","3,995,000,000","3,811,000,000","4,590,000,000","4,803,000,000","3,798,000,000","3,755,000,000","4,299,000,000","4,298,000,000","3,097,510,000","2,994,005,000","3,646,763,000","3,817,486,000"
			AccountsReceivable,"10,733,000,000","9,977,000,000","9,281,000,000","9,914,000,000","9,588,000,000","8,822,000,000","8,416,000,000","8,354,000,000","6,362,000,000","5,428,000,000","5,529,000,000","5,482,000,000","5,680,000,000","5,384,000,000","5,780,000,000","5,793,000,000","5,841,000,000","5,088,000,000","4,891,000,000","4,859,000,000","4,677,000,000","4,758,000,000","4,999,000,000","5,048,000,000","4,753,000,000","4,730,000,000","4,574,000,000","4,367,000,000","4,214,000,000","3,735,000,000","3,592,000,000","3,684,000,000","3,650,000,000","3,854,000,000","3,798,000,000","3,755,000,000","4,299,000,000","3,602,000,000","3,097,510,000","2,994,005,000","3,646,763,000","3,817,486,000"
				GrossAccountsReceivable,,,,,,,,,"6,408,000,000","5,474,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,237,190,000","3,117,124,000","3,811,180,000","3,978,318,000"
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,"-46,000,000","-46,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-139,680,000","-123,119,000","-164,417,000","-160,832,000"
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142,000,000","556,000,000","403,000,000","127,000,000","940,000,000","949,000,000",,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"696,000,000",,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"139,680,000","123,119,000","164,417,000",
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-139,680,000","-123,119,000","-164,417,000",
		Inventory,"3,483,000,000","3,128,000,000","3,094,000,000","3,386,000,000","3,272,000,000","3,310,000,000","3,474,000,000","4,059,000,000","1,844,000,000","1,813,000,000","1,929,000,000","1,895,000,000","1,702,000,000","1,605,000,000","1,786,000,000","1,580,000,000","1,738,000,000","1,605,000,000","1,785,000,000","1,582,000,000","1,427,000,000","1,444,000,000","1,630,000,000","1,756,000,000","1,789,000,000","1,719,000,000","1,841,000,000","1,623,000,000","1,022,000,000","1,124,000,000","1,008,000,000","1,048,000,000","1,104,000,000","1,150,000,000","1,172,000,000","1,085,000,000","1,037,000,000","1,091,000,000","958,878,000","862,775,000","915,794,000","871,582,000"
			RawMaterials,"1,028,000,000","1,003,000,000","889,000,000","874,000,000","826,000,000","791,000,000","735,000,000","728,000,000","366,000,000","386,000,000","360,000,000","288,000,000","239,000,000","270,000,000","210,000,000","191,000,000","193,000,000","173,000,000","161,000,000","143,000,000","130,000,000","141,000,000","131,000,000","132,000,000","155,000,000","169,000,000","138,000,000","126,000,000","163,000,000","154,000,000","251,000,000","262,000,000","241,000,000","261,000,000","255,000,000","223,000,000","162,000,000","258,000,000","187,476,000","207,688,000","209,416,000","236,067,000"
			WorkInProcess,"1,235,000,000","1,193,000,000","1,328,000,000","1,372,000,000","1,214,000,000","1,201,000,000","1,295,000,000","1,363,000,000","932,000,000","942,000,000","1,120,000,000","969,000,000","880,000,000","862,000,000","1,054,000,000","924,000,000","913,000,000","822,000,000","1,271,000,000","1,055,000,000","1,024,000,000","1,080,000,000","1,184,000,000","1,068,000,000","1,082,000,000","1,081,000,000","1,063,000,000","1,019,000,000","568,000,000","629,000,000","477,000,000","466,000,000","439,000,000","404,000,000","439,000,000","358,000,000","262,000,000","286,000,000","180,829,000","207,439,000","187,352,000","207,229,000"
			FinishedGoods,"1,220,000,000","932,000,000","877,000,000","1,140,000,000","1,232,000,000","1,318,000,000","1,444,000,000","1,968,000,000","546,000,000","485,000,000","449,000,000","638,000,000","583,000,000","473,000,000","522,000,000","465,000,000","632,000,000","610,000,000","353,000,000","384,000,000","273,000,000","223,000,000","315,000,000","556,000,000","552,000,000","469,000,000","640,000,000","478,000,000","291,000,000","341,000,000","280,000,000","320,000,000","424,000,000","485,000,000","478,000,000","504,000,000","613,000,000","547,000,000","590,573,000","447,648,000","519,026,000","428,286,000"
		PrepaidAssets,"4,721,000,000","4,993,000,000","4,333,000,000","4,099,000,000","3,932,000,000","3,562,000,000","3,169,000,000","2,803,000,000","2,410,000,000","2,354,000,000","2,060,000,000","2,307,000,000","1,803,000,000","1,895,000,000","2,114,000,000","2,729,000,000","3,391,000,000","4,741,000,000","2,700,000,000","3,316,000,000","3,195,000,000","3,562,000,000","1,711,000,000","1,985,000,000","1,480,000,000","1,458,000,000","1,148,000,000","1,381,000,000","1,050,000,000","1,403,000,000","1,705,000,000","1,585,000,000","1,460,000,000","1,234,000,000","558,000,000","626,000,000","711,000,000","543,000,000",,,,"542,712,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,595,000,000",,,,,,,,,,,"0"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,100,000,000","1,227,000,000","1,056,000,000","896,000,000","524,000,000","1,104,000,000","1,075,000,000","766,000,000","1,419,000,000","1,442,000,000","1,397,000,000","1,446,000,000","2,288,746,000","2,061,643,000","2,145,500,000","1,468,794,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,100,000,000","1,227,000,000","1,056,000,000","896,000,000","524,000,000","1,104,000,000","1,075,000,000","766,000,000","1,419,000,000","1,442,000,000","1,397,000,000","1,446,000,000","2,288,746,000","2,061,643,000","2,145,500,000","1,468,794,000"
	TotalNonCurrentAssets,"116,702,000,000","118,601,000,000","119,901,000,000","121,973,000,000","123,932,000,000","126,392,000,000","126,612,000,000","128,274,000,000","39,441,000,000","39,596,000,000","39,275,000,000","42,042,000,000","42,356,000,000","42,407,000,000","47,699,000,000","47,796,000,000","48,898,000,000","49,563,000,000","49,910,000,000","50,032,000,000","50,117,000,000","49,912,000,000","50,336,000,000","50,420,000,000","37,098,000,000","36,736,000,000","36,920,000,000","36,978,000,000","11,291,000,000","11,459,000,000","10,899,000,000","11,251,000,000","11,328,000,000","11,350,000,000","11,709,000,000","12,248,000,000","12,246,000,000","11,654,000,000","11,799,240,000","11,716,594,000","12,210,515,000","12,303,011,000"
