name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997
TotalAssets,"7,724,700,000","8,135,600,000","8,176,700,000","7,961,900,000","7,887,500,000","8,172,200,000","7,751,600,000","7,740,400,000","7,279,900,000","7,445,900,000","7,228,500,000","7,343,700,000","5,942,800,000","6,092,000,000","6,155,500,000","6,035,300,000","6,143,300,000","6,199,000,000","6,028,300,000","5,814,000,000","5,652,000,000","5,966,000,000","6,067,000,000","6,118,000,000","6,213,000,000","6,341,000,000","6,443,000,000","6,068,000,000","6,106,000,000","6,344,000,000","6,398,000,000","6,130,000,000","6,090,000,000","6,060,000,000","6,266,000,000","5,460,000,000","5,418,200,000","5,489,200,000","5,523,500,000","5,194,100,000","5,416,400,000","5,326,500,000","5,328,400,000","4,960,200,000","4,981,100,000","5,008,600,000","4,875,000,000","4,499,000,000","4,648,900,000","4,651,400,000","4,572,000,000","4,500,800,000","4,356,500,000","4,385,300,000","4,276,200,000","4,261,600,000","4,365,500,000","4,344,700,000","4,187,500,000","3,995,400,000","3,758,000,000","3,530,600,000","3,320,100,000","3,184,600,000","3,088,700,000","3,017,459,000","2,913,313,000","2,743,814,000","2,726,669,000","2,590,048,000","2,399,571,000","2,216,351,000","2,270,241,000","2,131,158,000","2,035,824,000","1,973,424,000","2,038,822,000","1,903,827,000","1,892,955,000","1,802,623,000","1,749,497,000","1,741,745,000","1,682,450,000","1,617,291,000","1,626,093,000","1,570,344,000","1,599,145,000","1,609,039,000","1,620,562,000","1,419,700,000","1,264,300,000","1,178,700,000","1,104,600,000","964,100,000","1,015,800,000","842,500,000","825,100,000","773,300,000","723,900,000","668,500,000"
	CurrentAssets,"4,217,300,000","4,567,300,000","4,632,700,000","4,378,200,000","4,208,000,000","4,276,400,000","3,907,100,000","3,857,000,000","3,375,200,000","3,448,900,000","3,386,700,000","3,654,100,000","3,594,800,000","3,696,400,000","3,693,500,000","3,550,100,000","3,548,400,000","3,533,200,000","3,324,400,000","3,086,700,000","2,954,500,000","3,034,000,000","2,976,000,000","3,002,000,000","3,053,000,000","3,452,000,000","3,580,000,000","3,304,000,000","3,324,000,000","3,519,000,000","3,560,000,000","3,321,000,000","3,329,000,000","3,342,000,000","3,558,000,000","3,084,000,000","2,962,800,000","3,002,000,000","3,003,000,000","2,719,300,000","2,899,900,000","2,826,500,000","2,773,900,000","2,515,700,000","2,478,000,000","2,513,100,000","2,444,000,000","2,161,000,000","2,275,800,000","2,350,400,000","2,251,100,000","2,206,100,000","2,056,700,000","2,004,200,000","1,866,500,000","1,798,800,000","1,893,500,000","1,925,700,000","1,812,100,000","1,706,200,000","1,685,900,000","1,714,800,000","1,533,600,000","1,440,400,000","1,378,500,000","1,593,505,000","1,527,227,000","1,447,485,000","1,413,763,000","1,264,124,000","1,112,082,000","954,734,000","1,271,319,000","1,171,294,000","1,112,508,000","1,072,238,000","1,166,007,000","1,117,199,000","1,125,669,000","1,038,801,000","1,008,057,000","972,618,000","958,602,000","898,785,000","901,721,000","875,981,000","905,893,000","848,040,000","852,891,000","898,800,000","761,200,000","705,200,000","679,500,000","597,700,000","671,400,000","558,900,000","556,500,000","544,000,000","512,200,000","466,600,000"
		CashCashEquivalentsAndShortTermInvestments,"2,598,400,000","2,987,000,000","3,061,000,000","2,964,400,000","2,776,500,000","2,787,200,000","2,446,100,000","2,710,600,000","2,116,300,000","1,908,400,000","1,589,500,000","1,929,100,000","1,987,500,000","2,063,000,000","1,872,600,000","2,020,000,000","2,004,000,000","2,038,000,000","1,618,700,000","1,570,900,000","1,353,000,000","1,381,000,000","965,000,000","1,076,000,000","1,085,000,000","1,215,000,000","1,126,000,000","1,151,000,000","1,144,000,000","1,407,000,000","1,191,000,000","1,369,000,000","1,285,000,000","1,415,000,000","1,411,000,000","1,351,000,000","1,298,400,000","1,312,300,000","1,012,800,000","1,031,500,000","1,187,300,000","1,202,100,000","885,600,000","951,500,000","1,046,900,000","1,242,800,000","936,300,000","990,700,000","1,147,200,000","1,290,700,000","925,700,000","1,088,700,000","819,900,000","880,200,000","509,900,000","710,800,000","625,800,000","824,400,000","473,000,000","643,200,000","563,900,000","751,800,000","321,000,000","429,200,000","285,700,000","643,874,000","383,156,000","522,327,000","350,485,000","362,931,000","145,982,000","174,908,000","343,477,000","337,703,000","210,637,000","287,473,000","343,606,000","441,584,000","355,475,000","371,623,000","238,774,000","294,569,000","171,752,000","129,601,000","102,219,000","157,328,000","145,681,000","139,907,000","164,571,000","345,300,000","42,400,000","44,100,000","44,500,000","21,100,000","46,500,000","35,200,000","58,800,000","116,500,000","53,500,000","46,300,000"
			CashAndCashEquivalents,"1,863,800,000","2,276,800,000","2,387,900,000","2,596,400,000","2,579,000,000","2,621,500,000","2,012,000,000","2,451,300,000","1,620,400,000","1,079,900,000","548,100,000","648,400,000","584,100,000","680,500,000","553,100,000","532,300,000","1,304,600,000","1,175,700,000","1,111,600,000","830,400,000","668,300,000","928,000,000","434,000,000","457,000,000","456,000,000","527,000,000","380,000,000","490,000,000","500,000,000","763,000,000","483,000,000","711,000,000","797,000,000","882,000,000","839,000,000","940,000,000","973,700,000","999,100,000","543,700,000","468,500,000","671,600,000","815,800,000","407,700,000","431,500,000","453,000,000","643,400,000","435,900,000","345,800,000","563,100,000","973,800,000","423,500,000","620,800,000","481,200,000","574,300,000","417,600,000","553,800,000","551,500,000","804,400,000","473,000,000","643,200,000","563,900,000","751,800,000","321,000,000","429,200,000","285,700,000","643,874,000","383,156,000","522,327,000","350,485,000","362,931,000","145,982,000","174,908,000","343,477,000","337,703,000","210,637,000","287,473,000","343,606,000","441,584,000","355,475,000","371,623,000","238,774,000","294,569,000","141,101,000","76,658,000","51,498,000","87,014,000","79,433,000","139,907,000","164,571,000","345,300,000","42,400,000","44,100,000","44,500,000","21,100,000","46,500,000","35,200,000","58,800,000","116,500,000","53,500,000","46,300,000"
			OtherShortTermInvestments,"734,600,000","710,200,000","673,100,000","368,000,000","197,500,000","165,700,000","434,100,000","259,300,000","495,900,000","828,500,000","1,041,400,000","1,280,700,000","1,403,400,000","1,382,500,000","1,319,500,000","1,487,700,000","699,400,000","862,300,000","507,100,000","740,500,000","684,700,000","453,000,000","531,000,000","619,000,000","629,000,000","688,000,000","746,000,000","661,000,000","644,000,000","644,000,000","708,000,000","658,000,000","488,000,000","533,000,000","572,000,000","411,000,000","324,700,000","313,200,000","469,100,000","563,000,000","515,700,000","386,300,000","477,900,000","520,000,000","593,900,000","599,400,000","500,400,000","644,900,000","584,100,000","316,900,000","502,200,000","467,900,000","338,700,000","305,900,000","92,300,000","157,000,000","74,300,000","20,000,000",,,,,,,,,,,,,,,,,,,,,,,,,"30,651,000","52,943,000","50,721,000","70,314,000","66,248,000",,,,,,,,,,,,,
		Receivables,"542,800,000","542,200,000","543,700,000","498,000,000","571,900,000","512,400,000","468,400,000","227,700,000","415,400,000","499,200,000","631,300,000","563,400,000","607,100,000","557,500,000","677,700,000","467,800,000","635,100,000","519,800,000","694,800,000","504,000,000","673,800,000","483,000,000","689,000,000","524,000,000","700,000,000","657,000,000","775,000,000","566,000,000","819,000,000","576,000,000","797,000,000","418,000,000","749,000,000","551,000,000","651,000,000","377,000,000","517,300,000","402,800,000","629,000,000","415,000,000","564,400,000","450,000,000","639,400,000","410,300,000","500,600,000","338,100,000","523,300,000","270,100,000","381,900,000","262,900,000","482,400,000","250,300,000","474,900,000","310,500,000","531,100,000","310,100,000","508,400,000","354,500,000","549,300,000","323,000,000","467,500,000","366,800,000","524,800,000","349,700,000","484,200,000","356,677,000","458,651,000","275,598,000","455,682,000","334,347,000","428,423,000","262,330,000","441,724,000","292,248,000","371,591,000","249,997,000","375,823,000","262,559,000","290,698,000","208,363,000","353,608,000","245,615,000","279,620,000","237,039,000","269,010,000","211,669,000","226,237,000","172,063,000","204,447,000","128,900,000","212,300,000","148,700,000","157,200,000","133,000,000","170,500,000","111,800,000","149,100,000","115,100,000","138,500,000","90,300,000"
			AccountsReceivable,"405,400,000","410,700,000","419,300,000","367,200,000","451,500,000","373,600,000","354,000,000","108,700,000","277,100,000","349,400,000","483,200,000","290,700,000","398,100,000","304,000,000","432,300,000","260,000,000","421,400,000","295,200,000","470,300,000","279,200,000","450,200,000","285,000,000","490,000,000","338,000,000","517,000,000","473,000,000","594,000,000","390,000,000","655,000,000","416,000,000","641,000,000","357,000,000","588,000,000","425,000,000","577,000,000","349,000,000","458,100,000","383,900,000","606,800,000","395,300,000","547,200,000","440,200,000","633,500,000","388,100,000","442,800,000","338,100,000","523,300,000","270,100,000","381,900,000","262,900,000","482,400,000","250,300,000","474,900,000","310,500,000","531,100,000","310,100,000","508,400,000","354,500,000","549,300,000","323,000,000","467,500,000","366,800,000","524,800,000","349,700,000","484,200,000","356,677,000","458,651,000","275,598,000","455,682,000","334,347,000","428,423,000","262,330,000","441,724,000","292,248,000","371,591,000","249,997,000","375,823,000","262,559,000","290,698,000","208,363,000","353,608,000","245,615,000","279,620,000","237,039,000","269,010,000",,,,,,,,,,,,,,,
				GrossAccountsReceivable,"620,100,000","621,200,000","642,000,000","584,700,000","665,300,000","597,800,000","572,200,000","348,600,000","553,300,000","550,900,000","694,300,000","471,200,000","590,300,000","516,900,000","648,200,000","445,900,000","643,600,000","513,800,000","719,100,000","492,700,000","664,600,000","498,000,000","735,000,000","561,000,000","771,000,000","750,000,000","853,000,000","613,000,000","906,000,000","691,000,000","941,000,000","618,000,000","858,000,000","706,000,000","862,000,000","609,000,000","703,300,000","647,500,000","874,400,000","638,800,000","809,900,000","682,700,000","881,700,000","602,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-214,700,000","-210,500,000","-222,700,000","-217,500,000","-213,800,000","-224,200,000","-218,200,000","-239,900,000","-276,200,000","-201,500,000","-211,100,000","-180,500,000","-192,200,000","-212,900,000","-215,900,000","-185,900,000","-222,200,000","-218,600,000","-248,800,000","-213,500,000","-214,400,000","-213,000,000","-245,000,000","-223,000,000","-254,000,000","-277,000,000","-259,000,000","-223,000,000","-251,000,000","-275,000,000","-300,000,000","-261,000,000","-270,000,000","-281,000,000","-285,000,000","-260,000,000","-245,200,000","-263,600,000","-267,600,000","-243,500,000","-262,700,000","-242,500,000","-248,200,000","-214,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"89,900,000","73,700,000","68,200,000","85,100,000","82,800,000","100,000,000","86,700,000","86,200,000","109,500,000","95,700,000","92,800,000","204,400,000","170,000,000","211,100,000","207,300,000","202,200,000","209,400,000","217,700,000","214,400,000","212,800,000","207,200,000","182,000,000","182,000,000","173,000,000","170,000,000","172,000,000","166,000,000","163,000,000","150,000,000","146,000,000","138,000,000","61,000,000","139,000,000","100,000,000","74,000,000","28,000,000","59,200,000","18,900,000","22,200,000","19,700,000","17,200,000","9,800,000","5,900,000","22,200,000","57,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
