name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000
		StockBasedCompensation,"13,772,000","3,836,000","6,081,000","1,840,000","2,015,000","1,835,000","3,682,000","1,765,000","3,962,000","2,234,000","1,299,000","819,000","649,000","1,021,000","883,000","798,000","766,000","617,000","309,000","557,000","1,337,000","640,000","599,000","406,000","405,000","400,000","285,000","830,000","331,000","158,000","257,000","209,000","149,000","234,000","189,000","259,000","202,000","278,000","265,000","165,000","159,000","105,000","121,000","124,000","133,000","125,000","122,000","176,000","155,000","142,000","142,000","145,000","160,000","139,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-2,000","0","2,000","15,000","-64,000",,,,,,,,,,,,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"2,138,000","556,000","486,000","492,000","604,000","660,000","704,000","727,000","740,000","1,022,000","1,018,000","773,000","769,000","833,000","-159,000","1,251,000",,,"309,000","557,000","1,337,000","371,000","574,000","406,000","405,000","400,000","285,000","0","331,000","158,000","257,000",,"149,000","234,000","187,000","259,000","204,000","293,000","248,000","616,000","-137,000","266,000",,"56,000","133,000","212,000","80,000","176,000","155,000","142,000","142,000","52,000","52,000","51,000","-930,000","-23,000","263,000","-11,000","-81,000","124,000","441,000","417,000","448,000","291,000",,,,,,,,,,,,,,,,,,,,,,,,,
		ChangeInWorkingCapital,"-10,337,000","-19,393,000","-14,865,000","7,110,000","16,181,000","11,863,000","1,420,000","8,443,000","5,061,000","-4,676,000","24,103,000","-1,889,000","1,333,000","-27,449,000","675,000","16,870,000","-101,000","-31,464,000","20,761,000","-8,456,000","-20,348,000","-5,528,000","10,125,000","1,442,000","19,414,000","3,439,000","2,272,000","1,038,000","-4,133,000","10,084,000","4,833,000","-9,252,000","-1,825,000","-17,246,000","22,310,000","9,840,000","3,527,000","-10,034,000","9,017,000","-28,986,000","10,466,000","1,086,000","15,532,000","-14,364,000","-10,169,000","-1,911,000","-12,715,000","3,693,000","-1,642,000","8,181,000","642,000","-3,735,000","12,833,000","-6,671,000","-1,517,000","-13,921,000","8,647,000","-7,147,000","5,598,000","-3,747,000","-1,516,000","-1,868,000","7,366,000","2,277,000","-8,602,000","-4,689,000","-160,000","9,424,000","-957,000","4,639,000","3,741,000","-4,651,000","-2,934,000","-2,859,000","-1,022,000","-2,933,000","6,452,000","294,000","-3,110,000","277,000","-810,000","-170,000","2,034,000","184,000","796,000","1,691,000","-554,000","277,000","-109,000"
			ChangeInReceivables,"-6,439,000","-12,998,000","23,931,000","-10,113,000","-7,259,000","-2,196,000","48,435,000","9,468,000","-15,381,000","7,432,000",,,,"-12,281,000","19,185,000","576,000","-19,244,000","-10,952,000","19,082,000","-9,283,000","-35,948,000","-9,487,000","22,906,000","2,478,000","-18,089,000","-9,315,000","12,155,000","2,805,000","-6,808,000","-7,228,000","30,350,000","-1,547,000","-37,092,000","-13,332,000","36,060,000","-14,172,000","-12,102,000","-8,432,000","46,718,000","-36,944,000","-14,159,000","-586,000","20,112,000","-9,861,000","-10,624,000","2,993,000","6,378,000","-8,329,000","201,000","7,329,000","20,943,000","8,415,000","-4,661,000","-9,559,000","7,141,000","-5,711,000","-10,719,000","-660,000","6,547,000","-2,368,000","-2,619,000","-8,796,000","10,535,000","-9,035,000","-6,441,000","-3,910,000","-593,000","8,302,000","-6,249,000","-6,437,000","2,785,000","-6,347,000","1,846,000","-3,191,000","6,894,000","-2,430,000","3,286,000","-9,580,000","-1,201,000","-1,238,000","-158,000","-5,817,000","795,000","-664,000","-390,000","663,000","-397,000","26,000","19,000"
				ChangesInAccountReceivables,"-9,835,000","5,703,000","32,959,000","-7,154,000","-41,343,000","7,238,000","14,543,000","-1,936,000","-48,138,000","26,979,000",,,,"-1,976,000","15,222,000","4,218,000","-23,588,000","-6,946,000","15,121,000","-4,881,000","-33,206,000","-6,957,000","21,283,000","1,180,000","-11,837,000","-12,646,000","17,554,000","897,000","-5,955,000","-15,712,000","26,406,000","-693,000","-26,264,000","-1,100,000","13,418,000","-2,970,000","-23,302,000","6,424,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,,,,,,,,,,,,,,,,"-1,527,000","249,000","2,759,000","-2,528,000","1,428,000","1,454,000","-49,000","292,000","-275,000","-795,000","-395,000",,,,,,"349,000",,,,"-6,959,000","-452,000","-1,881,000",,,,,,,,,,,,,,,,,,,,,"-43,000","-10,000","-13,000","-59,000",,,,,,,"1,093,000","-2,047,000","264,000","46,000","554,000","-547,000","-821,000","14,000","789,000","-1,446,000","934,000","-10,000","1,753,000","-1,929,000","140,000","-320,000","-232,000","156,000","369,000","352,000","-1,509,000"
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"297,000",,,,,,,,,,,,,"-5,767,000","519,000",,,,,"316,000","-113,000",,,,,,,,,,,,,,,,,"-48,000","151,000","-366,000","217,000","70,000","-248,000","719,000","189,000","-694,000","842,000","-715,000","147,000","-901,000","74,000","216,000","-937,000","-63,000","-278,000","167,000","505,000",,,,,,,
			ChangeInPayablesAndAccruedExpense,"10,930,000","-2,876,000","-20,818,000","9,115,000","25,509,000","12,799,000","-32,135,000","-3,762,000","7,926,000","-14,421,000",,,,"-17,556,000","-6,845,000","9,887,000","11,261,000","-12,334,000","-3,108,000","3,765,000","8,571,000","4,351,000","-9,764,000","-2,992,000","16,465,000","4,429,000","-543,000","-16,258,000","4,298,000","4,669,000","-14,305,000","-9,061,000","28,151,000","407,000","-17,514,000","23,290,000","1,772,000","6,246,000","-22,911,000","6,590,000","21,592,000","2,459,000","-16,802,000","6,755,000","3,693,000","-180,000","-5,247,000","9,883,000","3,334,000","-906,000","-13,259,000","-12,045,000","15,052,000","-414,000","-6,371,000","-8,480,000","18,264,000","-6,714,000","1,383,000","-4,633,000","1,378,000","8,582,000","-981,000","9,586,000","-3,401,000","-346,000","-8,829,000","8,585,000","-2,545,000","8,823,000","-698,000","2,377,000","-1,154,000","3,225,000","-5,757,000","-2,368,000","-459,000","8,389,000","588,000","839,000","-1,357,000","4,985,000","2,305,000","744,000","445,000","312,000","-862,000","-372,000","873,000"
				ChangeInPayable,"10,930,000","-2,876,000","-20,818,000","9,115,000","25,509,000","12,799,000","-32,135,000","-3,762,000","7,926,000","-14,421,000",,,,"-17,556,000","-6,845,000","9,887,000","11,261,000","-12,334,000","-3,108,000","3,765,000","8,571,000","4,351,000","-9,764,000","-2,992,000","16,465,000","4,429,000","-543,000","-16,258,000","4,298,000","4,669,000","-14,305,000","-9,061,000","28,151,000","407,000","-17,514,000","23,290,000","1,772,000","6,246,000","-17,988,000","3,510,000","17,446,000","4,762,000","-16,951,000","8,992,000","2,091,000","-2,074,000","-7,077,000","7,458,000","1,958,000","-23,000","-12,549,000","-11,262,000","12,690,000","-64,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"10,930,000","-2,876,000","-20,818,000","9,115,000","25,509,000","12,799,000","-32,135,000","-3,762,000","7,926,000","-14,421,000",,,,"-17,556,000","-6,845,000","9,887,000","11,261,000","-12,334,000","-3,108,000","3,765,000","8,571,000","4,351,000","-9,764,000","-2,992,000","16,465,000","4,429,000","-543,000","-16,258,000","4,298,000","4,669,000","-14,305,000","-9,061,000","28,151,000","407,000","-17,514,000","23,290,000","1,772,000","6,246,000","-17,988,000","3,510,000","17,446,000","4,762,000","-16,951,000","8,992,000","2,091,000","-2,074,000",,"7,458,000","1,958,000","-23,000",,"-11,262,000","12,690,000","-64,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,,"2,141,000","11,257,000","-9,175,000","3,207,000","-6,118,000","785,000","1,754,000","4,123,000","-7,377,000","4,401,000","-2,281,000","2,110,000","-9,103,000",,"3,633,000","-919,000","683,000","1,052,000","2,738,000","81,000","-7,200,000","3,080,000","4,146,000","-2,303,000","149,000","-2,237,000","1,602,000","1,894,000","1,830,000","2,425,000","1,376,000","-883,000","-710,000","-783,000","2,362,000","-350,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"-6,178,000","-1,399,000","2,097,000","1,818,000","-9,324,000","876,000","-2,282,000","-5,207,000","-1,614,000","1,242,000",,,,"1,902,000","2,278,000","92,000","-2,548,000","1,102,000","5,111,000","-2,058,000","-1,370,000","-1,059,000","1,841,000","-742,000","-801,000","297,000","213,000","13,131,000","-2,853,000","2,502,000","822,000",,"-13,961,000","727,000","13,464,000","-15,113,000","10,552,000","-15,620,000","-7,867,000","-1,745,000","3,596,000","-3,218,000","9,606,000","-6,683,000","-4,731,000","-4,651,000","-2,708,000","-210,000","-677,000","-490,000","-1,861,000","-105,000","2,442,000","3,302,000",,"-976,000","433,000","-53,000",,,,,,,,,,,,,,,,,,"1,226,000",,,,,,,"-212,000","424,000",,,,,
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,"-994,000","-13,548,000","13,957,000","-1,444,000","2,204,000","4,982,000","17,831,000","8,527,000","-2,493,000","-2,088,000","778,000","8,710,000","-2,872,000",,"2,800,000","-4,129,000","506,000","6,629,000","11,571,000","-6,048,000","-8,113,000","2,594,000","3,423,000","2,431,000","2,616,000","-4,372,000","1,177,000","40,000","-13,422,000","83,000","-2,234,000","2,248,000",,,,,,"1,246,000","669,000","280,000",,"2,742,000","-525,000","-986,000",,"1,575,000","1,606,000","-650,000","9,192,000","-8,169,000","6,025,000","4,111,000","-1,796,000","2,311,000","-3,465,000","-2,493,000","513,000","551,000","2,896,000","3,868,000",,"964,000","-1,215,000","2,086,000",,,"973,000","560,000","336,000","271,000",
			ChangeInOtherWorkingCapital,"-8,650,000","-2,120,000","-20,075,000","6,290,000","7,255,000","384,000","-12,598,000","7,944,000","14,130,000","1,071,000",,,,"486,000","-12,462,000","7,842,000","10,181,000","-12,039,000","2,204,000","-2,308,000","6,945,000","716,000","-5,150,000","2,973,000","22,634,000","8,423,000","-9,553,000","1,360,000","1,230,000","10,141,000","-11,933,000","1,007,000","6,433,000","-5,048,000","1,189,000","7,681,000","14,309,000","-5,967,000",,,,,,,,,,,,,,,,,,,,,"-554,000","522,000","263,000","-609,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","25,000","-525,000",,,,,,,,,,,,,,,,,,,,,,"1,000","-201,000","-62,000","151,000",
InvestingCashFlow,"-227,011,000","-14,563,000","-186,227,000","-15,762,000","-10,459,000","-11,001,000","-9,960,000","-6,726,000","-6,963,000","-6,842,000","-403,780,000","-2,554,000","-375,000","-3,677,000","-3,348,000","-4,078,000","-2,945,000","-1,011,000","1,439,000","1,627,000","-57,726,000","-1,237,000","-1,509,000","-1,989,000","-2,573,000","-2,103,000","1,684,000","-3,233,000","-4,642,000","1,703,000","2,099,000","-6,113,000","-3,394,000","-23,000","19,648,000","-2,370,000","-716,000","23,561,000","-28,115,000","-8,067,000","-14,292,000","-1,058,000","-6,887,000","3,349,000","-765,000","-38,403,000","27,113,000","-11,914,000","-13,632,000","-10,423,000","-59,379,000","-15,854,000","-8,131,000","3,115,000","-9,793,000","-22,799,000","-6,106,000","-4,225,000","-19,349,000","-9,280,000","-11,318,000","-7,988,000","-1,014,000","-10,803,000","-25,929,000","-9,873,000","-1,294,000","-1,522,000","-5,320,000","-2,836,000","-3,431,000","-1,249,000","-723,000","-440,000","-430,000","-828,000","-2,145,000","-877,000","-757,000","-4,117,000","-1,016,000","-1,012,000","-9,732,000","0","-307,000","-2,000","-1,369,000","-2,032,000","-2,083,000"
	CashFlowFromContinuingInvestingActivities,"-227,011,000","-14,563,000","-186,227,000","-15,762,000","-10,459,000","-11,001,000","-9,960,000","-6,726,000","-6,963,000","-6,842,000","-403,780,000","-2,554,000","-375,000","-3,677,000","-3,348,000","-4,078,000","-2,945,000","-1,011,000","1,439,000","1,627,000","-57,726,000","-1,237,000","-1,509,000","-1,989,000","-2,573,000","-2,103,000","1,684,000","-3,233,000","-4,642,000","1,703,000","2,099,000","-6,113,000","-3,394,000","-23,000","19,648,000","-2,370,000","-716,000","23,561,000","-28,115,000","-8,067,000","-14,292,000","-1,058,000","-6,887,000","3,349,000","-765,000","-38,403,000","27,113,000","-11,914,000","-13,632,000","-10,423,000","-59,379,000","-15,854,000","-8,131,000","3,115,000","-9,793,000","-22,799,000","-6,106,000","-4,225,000","-19,349,000","-9,280,000","-11,318,000","-7,988,000","-5,791,000","-10,765,000","-25,929,000","-9,873,000","-1,294,000","-1,522,000","-5,320,000","-2,836,000","-3,431,000","-1,249,000","-723,000","-440,000","-430,000","-828,000","-2,145,000","-877,000","-757,000","-4,117,000","-1,016,000","-1,012,000","-9,732,000","0","-307,000","-2,000","-1,369,000","-2,032,000","-2,083,000"
		CapitalExpenditureReported,"-50,411,000","-14,969,000","-7,336,000","-17,165,000","-10,941,000","-11,209,000","-10,776,000","-7,514,000","-7,220,000","-7,354,000","-7,526,000","-3,017,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,"4,311,000","406,000","2,020,000","1,403,000","482,000","208,000","816,000","788,000","257,000","512,000","69,000","463,000","4,479,000","-3,677,000","-3,348,000","-4,078,000","-2,945,000","-1,011,000","1,439,000","1,488,000","-2,726,000","-1,237,000","-1,509,000","-1,989,000","-2,573,000","-2,103,000","1,684,000","-1,238,000","-1,692,000","1,703,000","2,099,000","-6,113,000","-3,394,000","-23,000","-1,297,000","-2,213,000","-518,000","-4,085,000","-8,992,000","-4,894,000","-8,405,000","-2,604,000","-4,031,000","-4,055,000","-6,356,000","-8,251,000","-4,004,000","-4,658,000","-1,524,000","-1,616,000","-844,000","-435,000","-2,090,000","-1,473,000","-2,797,000","-5,416,000","-6,106,000","-4,279,000","-2,591,000","-6,356,000","-9,434,000","-6,335,000","-4,413,000","-8,718,000","-5,391,000","-7,667,000","-1,294,000","-1,522,000","-5,320,000","-2,836,000","-985,000","-1,249,000","-723,000","-440,000","-483,000","-775,000","-2,145,000","-877,000","-757,000","-1,455,000","-1,016,000","-1,012,000",,,"-8,000","-1,000","-38,000","-12,000","275,000"
			PurchaseOfPPE,,,,,,,,,,,,,,"-3,814,000","-3,638,000","-4,270,000","-3,366,000","-1,897,000","-1,115,000","-2,435,000","-4,045,000","-1,825,000","-2,036,000","-2,782,000","-3,252,000","-2,818,000","-1,000,000","-3,819,000","-2,106,000","-1,161,000","895,000","-6,737,000","-5,384,000","-2,283,000","-3,567,000","-4,644,000","-1,791,000","-4,898,000","-9,541,000","-9,962,000","-11,946,000","-5,910,000","-4,397,000","-4,421,000","-6,738,000","-8,433,000","-5,611,000","-4,193,000","-1,958,000","-1,647,000","-885,000","-479,000","-2,315,000","-1,598,000","-2,924,000","-5,916,000","-6,589,000","-4,467,000","-3,286,000","-6,399,000","-9,583,000","-7,051,000","-4,555,000","-8,881,000","-5,759,000","-7,860,000","-1,444,000","-1,532,000","-5,416,000","-3,000,000","-1,038,000","-1,296,000","-724,000","-531,000","-553,000","-775,000","-2,145,000","-877,000","-769,000","-1,478,000","-1,087,000","-1,012,000",,,"-8,000","-1,000","-38,000","-12,000","275,000"
			SaleOfPPE,"4,311,000","406,000","2,020,000","1,403,000","482,000","208,000","816,000","788,000","257,000","512,000","69,000","463,000","665,000","137,000","290,000","192,000","421,000","886,000","2,554,000","3,923,000","1,319,000","588,000","527,000","793,000","679,000","715,000","2,684,000","2,581,000","414,000","2,864,000","1,204,000","624,000","1,990,000","2,260,000","2,270,000","2,431,000","1,273,000","813,000","549,000","5,068,000","3,541,000","3,306,000","366,000","366,000","382,000","182,000",,,"434,000","31,000","41,000","44,000","225,000","125,000","127,000","500,000","483,000","188,000","695,000","43,000","149,000","716,000","142,000","163,000","368,000","193,000","150,000","10,000","96,000","164,000","53,000","47,000","1,000","91,000",,,,,"12,000","23,000",,,,,,,,,
		NetBusinessPurchaseAndSale,,,,,,,,,,,,,,,"0",,,,"0","139,000",,,,,,,,,,,,,,,,,,,"-23,144,000",,,,"-8,205,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,
