name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
MarketCap,"7,126,858,820","7,260,475,560","5,828,431,760","6,686,687,700","5,736,056,840","7,076,588,580","6,254,353,890","7,564,878,900","7,332,953,640","5,265,531,600","5,353,771,911","5,372,279,125","6,448,768,397","7,172,048,151","5,898,562,493","5,281,188,315","6,388,564,497","6,571,000,482","8,993,937,584","7,121,310,977","7,234,511,526","6,334,191,491","4,322,763,828","3,659,515,293","1,798,183,037","914,724,788","1,285,699,718","1,268,725,925","737,060,012","503,773,599","282,089,907","298,624,567","661,350,506","689,071,418","1,131,191,280","1,072,009,801","834,460,153","849,105,789","839,496,263","718,369,864","821,076,609","768,979,728","641,894,285","704,200,153","1,145,402,899","1,446,102,499","897,247,583","425,929,873","376,758,553","655,492,143","795,358,121","684,811,412","518,403,430","489,359,803","530,110,393","642,046,054","527,757,285","730,524,897","903,947,037","1,106,909,085","1,178,598,128","962,100,114","863,911,332","834,202,863","845,954,569","1,007,945,711","785,672,481","635,955,393","568,884,696","517,353,066","712,452,500","602,984,720","728,086,872","612,553,920","502,630,490","507,523,659","488,753,516","398,150,801","475,092,000","284,326,787","430,384,680","785,064,700","933,213,000","567,399,188","932,603,140","420,619,546","683,459,960","1,411,617,066","1,500,139,500"
EnterpriseValue,"5,607,165,820","5,844,673,560","4,477,952,760","5,393,277,700","4,603,399,840","5,919,138,580","5,114,098,890","6,400,174,900","6,426,468,640","4,464,027,600","4,616,809,911","4,572,705,125","5,669,076,397","6,490,892,151","5,276,558,493","4,801,911,315","6,077,640,497","6,260,076,482","8,683,013,584","6,810,386,977","6,923,587,526","6,103,510,491","4,193,940,828","3,727,451,293","1,864,722,037","1,129,099,788","1,465,774,718","1,563,353,925","998,245,012","721,144,599","445,302,907","414,081,567","730,797,506","793,855,418","1,193,563,280","1,056,174,801","808,750,153","773,401,789","763,792,263","694,026,864","759,694,609","756,232,728","628,692,285","690,998,153","1,093,010,899","1,352,459,499","943,041,583","493,569,873","400,107,553","579,328,143","671,889,121","504,939,412","432,593,430","385,059,803","385,389,393","656,562,054","496,564,285","619,440,897","753,916,037","1,038,407,085","1,019,325,128","904,868,114","904,738,332","832,885,863","844,637,569","979,188,711","767,443,481","617,726,393","568,654,696","536,794,066","704,624,500","584,582,720","672,422,872","518,154,920","376,622,490","387,351,659","339,617,516","275,645,801","332,799,000","179,943,787","281,336,680","606,307,700","754,456,000","493,541,188","836,778,140","323,017,546","574,614,960","1,297,776,066","1,386,298,500"
PeRatio,"24.021","31.486","35.843","72.897","88.885","64.543","41.813","27.472","25.527","16.882","8.99","8.627","10.274","10.769","16.812","17.204","26.568","45.204","57.358","100.958","821",,,,,,,,,,,,,,,,,,,"8.773","8.641","8.931","67.643","78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForwardPeRatio,"18.051","26.525","19.157","19.048","54.348","53.763","26.385","24.691","50.505","29.674","15.949","13.351","22.026","23.31",,"15.974","30.303","46.083","43.103","42.194","357.143","357.143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.658",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.524","0.684","0.494","0.414","1.182","1.169","0.574","0.722","1.504","0.892","0.531","0.426","0.703","0.883",,"0.417","0.781","1.157","0.937","0.916","7.649","7.851",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"4.717","5.093","4.686","5.859","5.645","7.274","6.639","7.741","7.644","5.605","5.79","6.098","7.819","8.719","8.267","8.252","11.537","15.273","22.666","22.093","25.965","28.357","28.346","40.378","39.28","22.514","32.821","35.381","24.82","19.886","12.474","13.574","23.734","20.792","32.384","24.482","20.059","15.592","15.423","2.778","2.796","2.334","2.483","2.863","6.298","6.962","4.815","2.252","1.982","3.868","5.2","4.958","4.61","4.226","4.494","5.438","4.612","6.215","7.541","9.318","10.776","9.67","10.351","9.889","11.411","12.412","10.127","8.224","7.526","9.609","13.479","11.851","14.373","11.987","9.752","10.105","10.136","8.826","10.719","6.366","9.562","18.883","22.758","19.113","34.602","16.398","59.567","127.789","135.935"
PbRatio,"3.107","3.284","2.759","3.273","3.001","3.766","3.377","4.126","4.196","3.123","3.338","3.609","4.672","5.574","6.44","6.834","9.571","23.062","37.722","48.244","60.413","70.917","134.994",,,,,,,,,"92.083","9.252","10.403","8.52","5.46","3.28","2.864","2.832","8.938","6.217","8.485","210.181","230.583",,,,,,,,,,,,,"89.954","18.327","12.541","55.95","31.025","18.312",,"847.767","859.71","70.545","14.054","11.376","19.971","15.626","14.06","7.475","6.797","4.549","3.113","2.767","2.438","2.56","2.701","1.511","1.876","3.309","3.934","3.696","6.124","2.585","5.931","12.478","13.26"
EnterprisesValueRevenueRatio,"3.687","16.419","9.926","16.422","11.951","21.904","18.937","27.695","24.767","19.673","19.212","16.83","23.594","30.122","23.082","21.304","32.657","29.481","72.315","44.655","69.93","75.457","54.059","59.933","51.438","73.19","147.492","158.652","124.906","76.816","60.561","65.821","111.368","161.846","274.572","193.226","68.214","79.988","97.747","52.132","97.235","40.855","6.738","5.387","33.985","37.68","23.127","9.061","8.406","13.728","15.243","9.185","15.787","15.219","13.032","21.935","16.328","22.167","25.775","38.71","34.838","32.161","30.39","35.382","31.007","54.042","53.38","42.898","16.574","41.696","44.755","46.168","53.541","43.572","27.359","31.14","26.114","22.356","26.724","17.253","28.426","52.449","58.974","41.377","97.857","41.766","81.229","212.124","246.848"
EnterprisesValueEBITDARatio,"14.399","66.619","37.765","95.583","36.34","-4,289.231","191.489","-159.109","82.671","81.188","40.293","38.621","59.874","76.762","43.513","36.753","68.135","52.72","221.15","80.248","303.959","283.423","105.227","-1,182.567","-77.182","-23.183","-47.297","-44.507","-32.313","-32.104","-9.754","-8.563","-12.033","-12.73","-20.418","-19.224","-16.131","-23.558","-19.504","-29.291","-24.525","-36.178","11.776","8.314","-62.379","-79.398","-81.045","-226.616","-20.904","-20.46","-25.088","-37.835","-10.175","-11.498","-10.256","-15.88","-10.94","-14.254","-13.057","-17.74","-28.436","-29.641","-30.027","-30.333","-32.759","-36.99","-30.563","-26.486","-107.456","-23.846","-34.767","-25.978","-29.936","-22.115","-20.776","-19.201","-16.888","-14.374","-23.425","-9.318","-13.865","-38.692","-43.537","-42.999","-69.563","-33.229","-70.453","-209.015","-216.271"
