name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996
TotalAssets,"303,028,000","379,629,000","409,687,000","481,400,000","548,699,000","625,642,000","273,856,000","294,621,000","101,849,000","163,014,000","93,327,000","106,585,000","117,538,000","83,616,000","114,374,000","140,715,000","120,994,000","97,381,536","101,781,514","101,197,751","123,256,432","54,781,547","75,687,094","94,797,540","100,062,519","113,473,201","127,407,138","123,605,281","117,269,251","86,746,890","77,544,253","56,302,299","58,173,955","48,112,390","54,299,275","17,858,571","21,386,785","22,074,037","25,231,218","26,529,557","27,074,371","15,907,258","18,064,479","18,361,010","18,653,689","18,635,641","19,034,882","19,593,714","20,081,864","365,662","682,556","1,139,509","1,561,980","1,248,963","204,900","973,340","1,487,416","980,577","2,357,794","5,276,656","9,336,522","3,447,953","5,316,237","7,687,983","9,275,203","11,206,313","13,073,286","2,599,126","4,391,472","5,649,521","7,625,588","8,947,714","9,958,068","7,798,952","529,139","3,604,261","4,374,342","250,740","547,634","1,058,135","1,070,079","1,758,345","615,305","1,229,728","2,956,534","3,176,512","3,087,486","2,676,707","3,846,692","4,000,000","4,200,000","4,700,000","5,300,000","6,500,000","7,700,000","8,800,000","7,400,000","8,800,000","10,200,000","2,500,000","1,600,000","2,400,000","3,500,000","2,900,000"
	CurrentAssets,"242,216,000","330,965,000","371,779,000","455,068,000","535,013,000","611,740,000","260,335,000","280,938,000","88,016,000","149,151,000","80,355,000","94,441,000","105,058,000","79,031,000","109,737,000","136,038,000","116,958,000","93,317,400","97,661,296","97,044,477","118,963,818","50,864,144","71,332,374","69,551,680","70,576,744","86,873,331","104,730,487","103,727,043","115,738,341","85,215,029","76,665,848","49,286,908","56,288,114","42,303,263","50,613,334","14,168,995","17,788,745","18,475,882","19,158,346","20,456,567","21,002,780","9,835,667","313,039","609,334","901,602","869,177","1,267,661","1,826,233","2,285,717","263,725","240,250","524,846","797,693","874,240","111,086","711,894","1,366,669","865,538","2,234,816","5,143,246","9,191,884","3,293,704","5,167,563","7,527,252","9,104,173","11,028,930","12,898,779","2,412,729","4,066,378","5,459,998","7,431,569","8,893,051","9,918,507","7,790,931","448,443","512,301","1,201,345","174,921","457,459","952,042","953,299","1,630,354","467,752","1,040,178","2,610,817","2,879,179","2,775,410","2,465,247","3,471,600","3,800,000","4,000,000","4,500,000","5,300,000","6,300,000","7,400,000","8,500,000","7,100,000","8,500,000","9,900,000","2,400,000","1,500,000","2,300,000","3,300,000","2,800,000"
		CashCashEquivalentsAndShortTermInvestments,"233,201,000","314,763,000","356,850,000","443,459,000","523,848,000","605,426,000","254,154,000","275,570,000","78,335,000","140,435,000","72,451,000","84,976,000","92,474,000","68,806,000","97,742,000","126,245,000","109,077,000","84,716,657","91,842,167","86,411,293","109,460,904","44,885,140","60,602,137","54,258,151","58,702,678","77,227,841","94,163,149","92,065,996","105,135,882","78,775,818","67,235,443","45,037,629","53,498,110","40,485,466","50,183,397","13,416,952","15,188,167","16,455,995","17,373,866","20,367,079","20,923,750","9,748,491","212,280","492,508","591,316","478,668","1,075,966","1,572,031","2,017,280","17,996","153,641","294,568","230,496","106,023","35,664","576,354","1,133,124","649,686","2,032,655","4,790,589","8,689,792","3,029,118","4,418,513","6,551,613","9,041,684","10,834,154","12,878,601","2,395,717","4,066,038","5,419,872","7,408,879","8,865,578","9,904,171","7,765,950","421,434","477,863","1,146,600","116,291","375,845","445,375","933,225","1,591,761","440,558","1,030,363","2,581,497","2,663,583","1,700,300","1,605,801","3,114,605","3,500,000","3,700,000","4,100,000","5,000,000","5,800,000","7,000,000","8,300,000","7,000,000","8,500,000","9,900,000","2,300,000","1,400,000","2,300,000","3,200,000","2,800,000"
			CashAndCashEquivalents,"185,676,000","298,887,000","326,512,000","401,707,000","471,514,000","553,439,000","254,154,000","260,512,000","52,051,000","112,637,000","44,675,000","57,228,000","64,349,000","41,958,000","70,718,000","105,672,000","82,896,000","56,717,847","91,842,167","77,602,363","95,637,572","25,031,280","29,156,521","28,577,832","36,478,420","55,061,329","65,461,940","60,300,086","86,004,445","55,713,784","53,225,799","37,077,977","49,596,327","40,485,466","50,183,397","13,416,952","15,188,167","16,455,995","17,373,866","20,367,079","20,923,750","9,748,491","212,280","492,508","591,316","478,668","1,075,966","1,572,031","2,017,280","17,996","153,641","294,568","230,496","106,023","35,664","576,354","1,133,124","649,686","2,032,655","4,790,589","8,689,792","3,029,118","3,912,684","6,045,287","8,532,374","9,826,336","11,868,808","889,864","544,951","905,656","7,408,879","8,865,578","9,543,071","7,413,803","102,114","477,863","1,146,600","116,291","375,845","445,375","933,225","1,591,761","440,558","1,030,363","2,581,497","2,663,583","1,700,300","1,605,801","3,114,605","3,500,000","3,700,000","4,100,000","5,000,000","5,800,000","7,000,000","8,300,000","7,000,000","8,500,000","9,900,000","2,300,000","1,400,000","2,300,000","3,200,000","2,800,000"
				CashEquivalents,,,,,,"553,439,000","254,154,000","260,512,000","52,051,000","112,637,000","44,675,000","57,228,000","64,349,000","41,958,000","70,718,000","105,672,000","82,896,000","56,717,847","91,842,167","77,602,363","95,637,572","25,031,280","29,156,521","28,577,832","36,478,420","55,061,329","65,461,940","60,300,086","86,004,445","55,713,784","53,225,799","37,077,977","49,596,327","40,485,466",,,,"16,455,995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"47,525,000","15,876,000","30,338,000","41,752,000","52,334,000","51,987,000","0","15,058,000","26,284,000","27,798,000","27,776,000","27,748,000","28,125,000","26,848,000","27,024,000","20,573,000","26,181,000","27,998,810","0","8,808,930","13,823,332","19,853,860","31,445,616","25,680,319","22,224,258","22,166,512","28,701,209","31,765,910","19,131,437","23,062,034","14,009,644","7,959,652","3,901,783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"505,829","506,326","509,310","1,007,818","1,009,793","1,505,853","3,521,087","4,514,216",,,"361,100","352,147","319,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"903,000","1,389,000","1,384,000","931,000","771,000",,,,,,,,,"95,000","80,000","87,000","79,000","108,468","0","43,290","22,824","83,852","108,458","133,766","164,106","186,021","158,527","190,313","89,710","85,516","53,821","74,682","11,124","27,169",,,,,,,,,"0","0","244,479","244,479",,,,,,,,,,,,,,,"250,000",,,,,,,,,,,,,,,,,,,"501,667",,,,,,"192,997","1,037,511","821,847","319,396","300,000","300,000","400,000","300,000","400,000","300,000","100,000",,,,,,,,
			AccountsReceivable,"903,000","1,389,000","1,384,000","931,000","771,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"501,667",,,,,,,,,,,,,,,,,,,,,,,,
			AccruedInterestReceivable,,,,,,,,,,,,,,"95,000","80,000","87,000","79,000","108,468","0","43,290","22,824","83,852","108,458","133,766","164,106","186,021","158,527","190,313","89,710","85,516","53,821","74,682","11,124","27,169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"4,092,000","11,929,000","11,043,000","7,728,000","5,590,000","5,231,000","5,540,000","3,832,000","7,737,000","8,105,000","7,040,000","8,478,000","11,120,000","9,691,000","11,389,000","8,890,000","6,824,000","8,055,486","5,022,846","9,662,237","8,422,375","5,678,755","10,121,215","14,510,025","10,979,437","9,151,142","9,950,893","10,921,958","9,810,887","6,179,743","9,117,863","3,976,742","2,418,995","1,742,824","311,500","615,331","2,375,138","1,990,759","1,719,828",,,,,,,,,,,,,,"52,568","37,718","75,422","135,540","233,545","215,852","202,161","352,657","252,092","264,586","749,050","975,639","62,489","194,776","20,178","17,012","340","40,126","22,690","27,473","14,336","24,981","27,009","34,438","54,745","58,630","81,614","5,000","20,074","38,593","27,194","9,815","29,320",,,,,,,,,,,,,,,,,,,
