name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994
TotalRevenue,"1,459,942,000","386,651,000","319,249,000","357,396,000","396,646,000","466,833,000","425,994,000","481,815,000","495,077,000","693,110,000","704,666,000","772,110,000","730,231,000","869,027,000","807,895,000","855,108,000","832,900,000","896,860,000","775,246,000","745,156,000","781,689,000","919,914,000","844,863,000","874,769,000","893,253,000","1,057,794,000","913,866,000","954,774,000","959,638,000","1,080,278,000","917,417,000","994,123,000","896,905,000","936,410,000","915,816,000","967,345,000","943,683,000","986,268,000","890,565,000","938,181,000","887,688,000","946,376,000","825,962,000","790,528,000","845,063,000","919,086,000","810,853,000","769,059,000","406,350,000","351,981,000","313,530,000","313,139,000","316,130,000","311,188,000","285,243,000","323,391,000","320,556,000","321,215,000","275,099,000","279,772,000","275,004,000","263,450,000","242,341,000","226,122,000","222,822,000","211,870,000","187,221,000","183,633,000","177,697,000","181,874,000","171,278,000","169,980,000","165,353,000","175,755,000","146,815,000","145,116,000","140,629,000","118,507,000","143,347,000","152,892,000","150,635,000","148,514,000","149,297,000","161,427,000","153,532,000","156,893,000","143,163,000","131,563,000","128,996,000","116,199,000","110,400,000","110,300,000","104,900,000","107,500,000","102,000,000","99,500,000","91,100,000","96,300,000","86,200,000","75,100,000","71,900,000","66,700,000","64,700,000","63,900,000","55,200,000","46,700,000","46,700,000","46,700,000","46,700,000","41,100,000","41,100,000","41,000,000","41,000,000"
	OperatingRevenue,"1,459,942,000","386,651,000","319,249,000","357,396,000","396,646,000","466,833,000","425,994,000","481,815,000","495,077,000","693,110,000","704,666,000","772,110,000","730,231,000","869,027,000","807,895,000","855,108,000","832,900,000","896,860,000","775,246,000","745,156,000","781,689,000","919,914,000","844,863,000","874,769,000","893,253,000","1,057,794,000","913,866,000","954,774,000","959,638,000","1,080,278,000","917,417,000","994,123,000","896,905,000","936,410,000","915,816,000","967,345,000","943,683,000","986,268,000","890,565,000","938,181,000","887,688,000","946,376,000","825,962,000","790,528,000","845,063,000","919,086,000","810,853,000","769,059,000","406,350,000","351,981,000","313,530,000","313,139,000","316,130,000","311,188,000","285,243,000","323,391,000","320,556,000","321,215,000","275,099,000","279,772,000","275,004,000","263,450,000","242,341,000","226,122,000","222,822,000","211,870,000","187,221,000","183,633,000","177,697,000","181,874,000","171,278,000","169,980,000","165,353,000","175,755,000","146,815,000","145,116,000","140,629,000","118,507,000","143,347,000","152,892,000","150,635,000","148,514,000","149,297,000","161,427,000","153,532,000","156,893,000","143,163,000","131,563,000","128,996,000","116,199,000","110,400,000","110,300,000","104,900,000","107,500,000","102,000,000","99,500,000","91,100,000","96,300,000","86,200,000","75,100,000","71,900,000","66,700,000","64,700,000","63,900,000","55,200,000","46,700,000","46,700,000","46,700,000","46,700,000","41,100,000","41,100,000","41,000,000","41,000,000"
CostOfRevenue,"1,073,063,000","284,722,000","232,328,000","262,335,000","293,678,000","359,598,000","340,753,000","382,072,000","393,843,000","556,642,000","546,282,000","622,236,000","582,233,000","716,958,000","713,274,000","724,474,000","770,214,000","711,640,000","612,206,000","579,864,000","627,346,000","636,918,000","653,199,000","673,432,000","726,388,000","1,442,562,000","691,812,000","730,831,000","732,094,000","817,222,000","867,970,000","771,445,000","684,816,000","724,310,000","719,703,000","771,318,000","696,471,000","744,756,000","663,800,000","703,654,000","651,277,000","706,395,000","618,602,000","591,206,000","648,791,000","709,320,000","630,612,000","594,076,000","297,856,000","250,374,000","228,988,000","223,501,000","224,348,000","221,387,000","204,398,000","228,139,000","223,820,000","230,036,000","198,637,000","199,729,000","193,886,000","188,773,000","174,997,000","162,552,000","163,219,000","158,044,000","137,881,000","136,720,000","129,976,000","137,931,000","127,095,000","126,523,000","126,157,000","134,025,000","112,997,000","106,619,000","100,406,000","82,738,000","101,431,000","108,702,000","105,387,000","100,109,000","103,259,000","112,336,000","105,392,000","105,122,000","96,496,000","89,288,000","87,642,000","77,122,000","75,400,000","76,300,000","71,900,000","73,200,000","70,500,000","68,300,000","63,000,000","68,100,000","61,400,000","53,000,000","50,700,000","47,600,000","43,600,000","45,500,000",,,,,,,,,
GrossProfit,"386,879,000","101,929,000","86,921,000","95,061,000","102,968,000","107,235,000","85,241,000","99,743,000","101,234,000","136,468,000","158,384,000","149,874,000","147,998,000","152,069,000","94,621,000","130,634,000","62,686,000","185,220,000","163,040,000","165,292,000","154,343,000","282,996,000","191,664,000","201,337,000","166,865,000","-384,768,000","222,054,000","223,943,000","227,544,000","263,056,000","49,447,000","222,678,000","212,089,000","212,100,000","196,113,000","196,027,000","247,212,000","241,512,000","226,765,000","234,527,000","236,411,000","239,981,000","207,360,000","199,322,000","196,272,000","209,766,000","180,241,000","174,983,000","108,494,000","101,607,000","84,542,000","89,638,000","91,782,000","89,801,000","80,845,000","95,252,000","96,736,000","91,179,000","76,462,000","80,043,000","81,118,000","74,677,000","67,344,000","63,570,000","59,603,000","53,826,000","49,340,000","46,913,000","47,721,000","43,943,000","44,183,000","43,457,000","39,196,000","41,730,000","33,818,000","38,497,000","40,223,000","35,769,000","41,916,000","44,190,000","45,248,000","48,405,000","46,038,000","49,091,000","48,140,000","51,771,000","46,667,000","42,275,000","41,354,000","39,077,000","35,000,000","34,000,000","33,000,000","34,300,000","31,500,000","31,200,000","28,100,000","28,200,000","24,800,000","22,100,000","21,200,000","19,100,000","21,100,000","18,400,000",,,,,,,,,
OperatingExpense,"251,705,000","58,895,000","54,075,000","67,053,000","71,682,000","74,288,000","70,866,000","78,337,000","85,805,000","97,073,000","95,817,000","96,420,000","106,387,000","110,910,000","109,227,000","107,685,000","120,468,000","114,637,000","101,467,000","115,972,000","118,434,000","118,191,000","111,081,000","115,615,000","113,488,000","127,689,000","106,704,000","113,896,000","116,815,000","122,339,000","110,713,000","107,784,000","103,261,000","106,021,000","106,493,000","101,827,000","104,651,000","93,627,000","92,155,000","90,148,000","94,924,000","54,099,000","87,625,000","89,722,000","90,432,000","100,104,000","92,582,000","87,583,000","58,277,000","54,262,000","51,604,000","52,510,000","53,912,000","54,360,000","50,414,000","52,538,000","53,408,000","55,677,000","47,736,000","48,200,000","50,864,000","49,382,000","43,567,000","40,292,000","41,300,000","37,889,000","36,137,000","33,695,000","33,992,000","35,654,000","35,369,000","33,577,000","32,749,000","38,763,000","26,978,000","26,394,000","25,550,000","17,825,000","26,672,000","25,421,000","26,582,000","26,949,000","25,334,000","30,272,000","24,587,000","28,417,000","25,978,000","22,796,000","23,382,000","21,370,000","20,300,000","18,800,000","18,200,000","18,000,000","16,700,000","16,700,000","15,000,000","15,200,000","13,900,000","13,100,000","12,900,000","10,900,000","13,500,000","11,900,000",,,,,,,,,
	SellingGeneralAndAdministration,"202,070,000","49,295,000","42,416,000","54,108,000","56,251,000","53,773,000","48,747,000","56,239,000","57,203,000","63,017,000","65,974,000","66,201,000","62,337,000","75,355,000","71,823,000","69,551,000","81,656,000","75,587,000","62,147,000","75,104,000","79,303,000","76,325,000","66,750,000","70,329,000","68,026,000","77,071,000","65,676,000","71,321,000","73,281,000","80,389,000","70,905,000","68,770,000","65,710,000","62,025,000","62,390,000","63,583,000","66,717,000","60,265,000","59,824,000","58,150,000","63,109,000","63,839,000","57,494,000","60,256,000","60,965,000","67,976,000","66,930,000","60,504,000","43,480,000","40,702,000","39,119,000","38,213,000","39,836,000","42,034,000","38,687,000","40,153,000","41,235,000","44,195,000","36,983,000","37,743,000","40,341,000","39,164,000","34,333,000","31,465,000","32,550,000","29,894,000","28,007,000","25,713,000","26,061,000","27,736,000","27,839,000","26,068,000","25,178,000","30,740,000","19,845,000","19,762,000","19,071,000","12,745,000","19,965,000","19,188,000","20,215,000","21,441,000","19,650,000","19,970,000","19,327,000","21,657,000","19,157,000","16,602,000","16,967,000","16,073,000","15,200,000","13,900,000","13,400,000","14,000,000","12,700,000","13,300,000","12,100,000","12,400,000","11,300,000","11,100,000","11,000,000","9,200,000","11,800,000","10,300,000",,,,,,,,,
		GeneralAndAdministrativeExpense,"202,070,000",,,"54,108,000",,"53,773,000","48,747,000","56,239,000","57,203,000","63,017,000","65,974,000","66,201,000","62,337,000","75,355,000","71,823,000","69,551,000","81,656,000","75,587,000","62,147,000","75,104,000","79,303,000","76,325,000","66,750,000","70,329,000","68,026,000","77,071,000","65,676,000","71,321,000","73,281,000","80,389,000","70,905,000","68,770,000","65,710,000","62,025,000","62,390,000","63,583,000","66,717,000","60,265,000","59,824,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,"523,000",,,,,,,,,,,"0",,,,"1,561,000","0","0",,"2,030,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"202,070,000",,,"54,108,000",,"53,773,000","48,747,000","56,239,000","57,203,000","63,017,000","65,974,000","66,201,000","62,337,000","75,355,000","71,823,000","69,551,000","81,656,000","75,587,000","62,147,000","74,581,000","79,303,000","76,325,000","66,750,000","70,329,000","68,026,000","77,071,000","65,676,000","71,321,000","73,281,000","80,389,000","70,905,000","68,770,000","65,710,000","63,586,000","60,829,000","63,583,000","66,717,000","65,402,000","57,794,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"49,635,000","9,600,000","11,659,000","12,945,000","15,431,000","20,515,000","22,119,000","22,098,000","28,602,000","34,056,000","29,843,000","30,219,000","44,050,000","35,555,000","37,404,000","38,134,000","38,812,000","39,050,000","39,320,000","40,868,000","39,131,000","41,866,000","44,331,000","45,286,000","45,462,000","50,618,000","41,028,000","42,575,000","43,534,000","41,950,000","39,808,000","39,014,000","37,551,000","43,996,000","44,103,000","38,244,000","37,934,000","33,362,000","32,331,000","31,998,000","31,815,000","30,660,000","30,131,000","29,466,000","29,467,000","32,128,000","25,652,000","27,079,000","14,797,000","13,560,000","12,485,000","14,297,000","14,076,000","12,326,000","11,727,000","12,385,000","12,173,000","11,482,000","10,753,000","10,457,000","10,523,000","10,218,000","9,234,000","8,827,000","8,750,000","7,995,000","8,130,000","7,982,000","7,931,000","7,918,000","7,530,000","7,509,000","7,571,000","8,023,000","7,103,000","6,632,000","6,479,000","5,080,000","6,707,000","6,233,000","6,367,000","5,508,000","5,684,000","5,258,000","5,260,000","6,760,000","6,821,000","6,194,000","6,415,000","5,297,000","5,100,000","4,900,000","4,800,000","4,000,000","4,000,000","3,400,000","2,900,000","2,800,000","2,600,000","2,000,000","1,900,000","1,700,000","1,700,000","1,600,000",,,,,,,,,
