name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998
OperatingCashFlow,"179,066,000","85,377,000","27,454,000","48,431,000","17,804,000","62,415,000","40,269,000","32,782,000","19,368,000","-1,899,000","20,652,000","25,138,000","14,342,000","20,474,000","19,292,000","32,580,000","28,865,000","41,665,000","14,373,000","28,609,000","16,047,000","32,701,000","20,128,000","31,041,000","9,481,000","26,075,000","13,242,000","31,006,000","7,065,000","21,668,000","-4,514,000","23,253,000","10,466,000","26,829,000","10,160,000","26,341,000","4,225,000","18,780,000","9,005,000","23,826,000","10,084,000","26,653,000","16,877,000","20,952,000","13,553,000","22,200,000","8,836,000","12,230,000","8,229,000","23,291,000","93,000","6,826,000","2,877,000","15,112,000","4,222,000","8,430,000","8,460,000","7,733,000","4,066,000","9,056,000","863,000","8,613,000","-4,163,000","12,934,000","10,464,000","-7,597,000","4,402,000","10,853,000","4,142,000","5,345,000","3,784,000","846,000","3,670,000","13,703,000","1,874,000","16,401,000","3,763,000","7,774,000","-4,434,000","7,143,000","13,147,000","11,844,000","-19,183,000","2,917,000","15,691,000","104,773,000","-6,468,000","11,208,000","-11,767,000","15,758,000","2,000,000","-300,000","-4,800,000","11,100,000","-10,200,000","19,500,000"
	CashFlowFromContinuingOperatingActivities,"179,066,000","85,377,000","27,454,000","48,431,000","17,804,000","62,415,000","40,269,000","32,782,000","19,368,000","-1,899,000","20,652,000","25,138,000","14,342,000","20,474,000","19,292,000","32,580,000","28,865,000","41,665,000","14,373,000","28,609,000","16,047,000","32,701,000","20,128,000","31,041,000","9,481,000","26,075,000","13,242,000","31,006,000","7,065,000","21,668,000","-4,514,000","23,253,000","10,466,000","26,829,000","10,160,000","26,341,000","4,225,000","18,780,000","9,005,000","23,826,000","10,084,000","26,653,000","16,877,000","20,952,000","13,553,000","22,200,000","8,836,000","12,230,000","8,229,000","23,291,000","93,000","6,826,000","2,877,000","15,112,000","4,222,000","8,430,000","8,460,000","7,733,000","4,066,000","9,056,000","863,000","8,613,000","-4,163,000","12,934,000","10,464,000","-7,597,000","4,402,000","10,853,000","4,142,000","5,345,000","3,784,000","846,000","3,670,000","13,703,000","1,874,000","16,401,000","3,763,000","7,774,000","-4,434,000","7,143,000","13,147,000","11,844,000","-19,183,000","2,917,000","15,691,000","104,773,000","-6,468,000","11,208,000","-11,767,000","15,758,000","2,000,000","-300,000","-4,800,000","11,100,000","-10,200,000","19,500,000"
		NetIncomeFromContinuingOperations,"104,306,000","24,996,000","28,687,000","29,306,000","21,317,000","34,091,000","29,572,000","27,074,000","21,554,000","3,953,000","17,335,000","19,792,000","18,610,000","18,817,000","17,381,000","20,303,000","20,203,000","16,251,000","10,331,000","14,511,000","14,481,000","14,989,000","11,573,000","12,865,000","11,395,000","13,516,000","11,692,000","11,762,000","11,164,000","9,379,000","-3,945,000","6,097,000","10,457,000","8,224,000","14,979,000","7,614,000","10,072,000","8,525,000","8,220,000","8,607,000","7,729,000","10,139,000","9,263,000","11,517,000","11,529,000","8,182,000","7,200,000","11,300,000","9,771,000","12,175,000","10,245,000","10,832,000","9,888,000","14,898,000","10,369,000","6,250,000","8,531,000","5,546,000","4,834,000","3,500,000","4,587,000","3,763,000","4,178,000","4,052,000","3,543,000","3,228,000","3,487,000","3,833,000","3,697,000","3,575,000","3,700,000","4,233,000","3,671,000","4,495,000","4,030,000","2,750,000","3,427,000","3,357,000","3,054,000","4,144,000","3,361,000","2,766,000","3,874,000","2,789,000","2,578,000","2,490,000","2,552,000","2,362,000","2,469,000","2,442,000","2,600,000","1,900,000","1,800,000","1,600,000","1,700,000","1,400,000"
		OperatingGainsLosses,"1,271,000","1,915,000","-454,000","-250,000","60,000","-1,776,000","295,000","684,000","-2,398,000","-5,583,000","292,000","-4,000","-201,000","-251,000","328,000","864,000","429,000","862,000","324,000","-605,000","130,000","-322,000","2,767,000","-2,233,000","-728,000","-2,460,000","169,000","-801,000","-106,000","-2,338,000","-1,170,000","-1,130,000","-498,000","-18,000","946,000","7,000","-5,052,000","-4,323,000","-2,182,000","-6,137,000","-1,923,000","-5,015,000","5,800,000","-3,884,000","-4,222,000","-1,715,000","-2,586,000","-8,022,000","-6,658,000","-8,377,000","-6,792,000","-6,762,000","-5,874,000","-13,795,000","-5,764,000","-845,000","-3,564,000","-2,084,000","-377,000","-126,000","-6,000","-428,000","-269,000","-244,000","-101,000","-124,000","-260,000","-26,000","-202,000","194,000","-309,000","-352,000","-294,000","-1,823,000","-769,000","-675,000","-1,415,000","-2,195,000","-815,000","-1,955,000","-799,000","-284,000","-1,119,000","-621,000","-525,000","-1,808,000","9,000","67,000","186,000","273,000","300,000","-100,000","-100,000","-200,000","-400,000","-700,000"
			GainLossOnSaleOfPPE,"431,000","334,000","9,000","13,000","75,000","227,000","56,000","762,000","101,000","-42,000","334,000","38,000","215,000","5,000","389,000","247,000","97,000","35,000","75,000","22,000","55,000","0","141,000","254,000","0","-19,000","373,000","74,000","-1,000","138,000","0","21,000","0","-7,000",,,,,,,,,,,,,"-7,000","12,000","3,000","-15,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-316,000","1,543,000","-463,000","-1,381,000","-15,000","-2,003,000","24,000","-78,000","-2,662,000","-5,541,000","-42,000","-42,000","-416,000","-256,000","-61,000","741,000","332,000","827,000","249,000","-627,000","75,000","-322,000","2,676,000","-2,343,000","-728,000","-2,441,000","-204,000","-875,000","-105,000","-2,476,000","-1,170,000","-1,151,000","-498,000","-11,000","942,000","3,000","-5,052,000","-4,365,000","-3,897,000","-4,302,000","-3,297,000","-5,972,000","-3,060,000","-3,863,000","-4,004,000","-1,805,000","-2,765,000","-8,008,000","-6,661,000","-8,355,000","-7,033,000","-6,706,000","-5,911,000","-13,796,000","-5,760,000","-822,000","-3,660,000","-2,092,000","-336,000","-126,000","-6,000","-429,000","-265,000","-254,000","-101,000","-123,000","-260,000","-24,000","-160,000","216,000","-310,000","-375,000","-257,000","-1,817,000","-755,000","-699,000","-1,388,000","-2,191,000","-766,000","-2,044,000","-799,000","-244,000","-1,119,000","-637,000","-509,000","-1,808,000","9,000","67,000","186,000","273,000","200,000","0","-100,000","-200,000","-400,000","-700,000"
			PensionAndEmployeeBenefitExpense,,,"0","0",,,"215,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"11,304,000","2,765,000","2,787,000","2,854,000","2,898,000","2,882,000","2,956,000","3,075,000","3,032,000","3,021,000","3,001,000","3,057,000","3,030,000","3,023,000","3,474,000","3,493,000","3,512,000","3,566,000","2,957,000","2,405,000","2,429,000","2,417,000","2,472,000","2,284,000","2,159,000","2,169,000","2,157,000","2,415,000","2,013,000","2,039,000","839,000","814,000","825,000","790,000","913,000","949,000","912,000","895,000","900,000","928,000","908,000","870,000","850,000","869,000","840,000","806,000","807,000","829,000","793,000","775,000","787,000","785,000","715,000","601,000","-4,786,000","2,368,000","2,358,000","2,518,000","1,909,000","1,768,000","1,737,000","1,793,000","1,829,000","2,174,000","1,919,000","2,094,000","2,567,000","2,726,000","2,703,000","2,666,000","2,790,000","3,031,000","3,671,000","3,146,000","3,621,000","4,706,000","4,067,000","3,627,000","3,827,000","2,877,000","2,722,000","3,295,000","2,786,000","2,957,000","2,849,000","969,000","923,000","1,832,000","-262,000","816,000","1,000,000","2,300,000","1,300,000","1,600,000","1,700,000","2,400,000"
			DepreciationAndAmortization,"11,304,000","2,765,000","2,787,000","2,854,000","2,898,000","2,882,000","2,956,000","3,075,000","3,032,000","3,021,000","3,001,000","3,057,000","3,030,000","3,023,000","3,474,000","3,493,000","3,512,000","3,566,000","2,957,000","2,405,000","2,429,000","2,417,000","2,472,000","2,284,000","2,159,000","2,169,000","2,157,000","2,415,000","2,013,000","2,039,000","839,000","814,000","825,000","790,000","913,000","949,000","912,000","895,000","900,000","928,000","908,000","870,000","850,000","869,000","840,000","806,000","807,000","829,000","793,000","775,000","787,000","785,000","715,000","601,000","-4,786,000","2,368,000","2,358,000","2,518,000","1,909,000","1,768,000","1,737,000","1,793,000","1,829,000","2,174,000","1,919,000","2,094,000","2,567,000","2,726,000","2,703,000","2,666,000","2,790,000","3,031,000","3,671,000","3,146,000","3,621,000","4,706,000","4,067,000","3,627,000","3,827,000","2,877,000","2,722,000","3,295,000","2,786,000","2,957,000","2,849,000","969,000","923,000","1,832,000","-262,000","816,000","1,000,000","2,300,000","1,300,000","1,600,000","1,700,000","2,400,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,013,000","2,039,000","839,000","814,000","825,000","790,000","913,000","949,000","912,000","895,000","900,000","928,000","908,000","870,000","850,000","869,000","840,000","806,000","807,000","829,000","793,000","775,000","787,000","785,000","715,000","601,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"2,876,000","285,000","1,140,000","1,590,000","-139,000","2,161,000","-125,000","650,000","120,000","-5,075,000","126,000","-146,000","16,000","126,000","1,619,000","2,097,000","2,693,000","-255,000","3,061,000","436,000","36,000","-19,000","-148,000","1,410,000","1,318,000","-812,000","-678,000","-695,000","-484,000","-1,535,000","1,397,000","-961,000","-372,000","-989,000","-1,389,000","-1,057,000","-33,000","1,093,000","755,000","755,000","137,000","-2,880,000",,,,"-262,000",,,,,,,"-295,000","-455,000","489,000","-485,000","-321,000","-61,000","535,000","10,000","-669,000","-408,000","55,000","-171,000","-87,000","-89,000","467,000","77,000","-170,000","26,000","285,000","-190,000","434,000","-250,000","239,000","-159,000","-264,000","-353,000","541,000","-20,000","-145,000","-96,000",,,"-212,000","-13,000",,,"81,000","-105,000",,,"-100,000","-100,000","0",
			DeferredIncomeTax,"2,876,000","285,000","1,140,000","1,590,000","-139,000","2,161,000","-125,000","650,000","120,000","-5,075,000","126,000","-146,000","16,000","126,000","1,619,000","2,097,000","2,693,000","-255,000","3,061,000","436,000","36,000","-19,000","-148,000","1,410,000","1,318,000","-812,000","-678,000","-695,000","-484,000","-1,535,000","1,397,000","-961,000","-372,000","-989,000","-1,389,000","-1,057,000","-33,000","1,093,000","755,000","755,000","137,000","-2,880,000",,,,"-262,000",,,,,,,"-295,000","-455,000","489,000","-485,000","-321,000","-61,000","535,000","10,000","-669,000","-408,000","55,000","-171,000","-87,000","-89,000","467,000","77,000","-170,000","26,000","285,000","-190,000","434,000","-250,000","239,000","-159,000","-264,000","-353,000","541,000","-20,000","-145,000","-96,000",,,"-212,000","-13,000",,,"81,000","-105,000",,,"-100,000","-100,000","0",
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,263,000","7,944,000","10,918,000","7,120,000","4,902,000","4,192,000","4,106,000","2,193,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516,000",,,,"100,000",,,,"-2,212,000","2,059,000","40,000","141,000","80,000","39,000","15,000","130,000","0","0","0","95,000","1,299,000","993,000","537,000","900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"3,165,000","819,000","831,000","829,000","686,000","674,000","767,000","786,000","772,000","695,000","634,000","522,000","571,000","661,000","691,000","661,000","509,000","456,000","422,000","480,000","419,000","494,000","385,000","398,000","403,000","355,000","414,000","414,000","294,000","273,000","244,000","265,000","291,000","286,000","340,000","198,000","166,000","207,000","208,000","170,000","94,000","39,000","118,000","117,000",,,,,,,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,"0","0","0","0","-253,000","-62,000","-29,000","12,000","-14,000","-29,000","-28,000","-4,000","325,000","-211,000","-37,000","-5,000","-22,000","-21,000",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"867,000","108,000","-547,000","1,201,000","105,000","1,078,000","5,013,000","-5,174,000","-1,554,000","-1,446,000","610,000","809,000","-1,426,000","125,000","375,000","-219,000","1,612,000","65,000","184,000","859,000","2,266,000","2,338,000","-2,345,000","659,000","-917,000","-1,008,000","1,115,000","2,553,000","-3,225,000","-925,000","-1,395,000","-533,000","10,000","55,000","0","13,000","-51,000","-21,000","3,592,000","-1,212,000","-1,270,000","-1,129,000","-950,000","-1,059,000","-1,156,000","-1,171,000","-1,005,000","-952,000","-1,274,000","-1,271,000","-1,553,000","-391,000","-974,000","-995,000","13,304,000","2,546,000","2,309,000","1,180,000","693,000","-6,000","-282,000","-684,000","-479,000","-316,000","9,000","-195,000","-1,839,000","565,000","2,485,000","-768,000","103,000","658,000","760,000","-1,282,000","8,823,000","-58,000","549,000","555,000","552,000","489,000","597,000","359,000","591,000","-18,000","-608,000","101,062,000","-109,000","-1,163,000","905,000","-118,000","-500,000","-800,000","-7,400,000","8,100,000","100,000","-200,000"
		ChangeInWorkingCapital,"41,045,000","49,523,000","-6,450,000","12,415,000","-14,443,000","27,594,000","1,259,000","4,098,000","-13,914,000","-26,972,000","-8,203,000","-3,205,000","-10,760,000","-4,119,000","-9,510,000","1,397,000","-4,218,000","13,984,000","-7,990,000","4,958,000","-8,862,000","7,429,000","-862,000","9,643,000","-11,863,000","8,276,000","-7,966,000","8,194,000","-7,961,000","6,148,000","-9,124,000","7,727,000","-7,044,000","9,758,000","-9,825,000","7,223,000","-10,801,000","4,202,000","-8,347,000","2,901,000","-10,292,000","11,070,000","-3,323,000","2,506,000","-3,675,000","5,384,000","-9,252,000","-2,070,000","-7,581,000","8,907,000","-13,908,000","-6,546,000","-8,643,000","8,175,000","-9,390,000","-1,404,000","-853,000","634,000","-3,528,000","3,910,000","-4,504,000","4,577,000","-9,477,000","7,439,000","5,181,000","-12,511,000","-20,000","3,678,000","-4,371,000","-348,000","-2,785,000","-6,534,000","-4,572,000","9,417,000","-14,070,000","9,837,000","-2,601,000","2,783,000","-11,593,000","1,608,000","7,411,000","5,804,000","-25,139,000","-2,415,000","11,609,000","2,073,000","-9,843,000","8,086,000","-15,146,000","12,450,000","-1,400,000","-3,800,000","-300,000","100,000","-13,300,000","16,700,000"
			ChangeInReceivables,"-929,000","10,778,000","-10,048,000","7,499,000","-9,158,000","11,270,000","-8,269,000","6,414,000","-9,784,000","1,383,000","-5,969,000","2,684,000","-5,150,000","7,270,000","-4,831,000","4,644,000","-6,436,000","7,827,000","-6,454,000","4,428,000","-4,947,000","6,910,000","-7,725,000","4,736,000","-5,646,000","6,152,000","-5,557,000","5,523,000","-6,022,000","5,792,000","-5,240,000","6,291,000","-5,059,000","6,520,000","-5,272,000","4,182,000","-7,273,000","5,326,000","-4,208,000","3,201,000","-3,994,000","5,491,000","-3,469,000","3,446,000","-4,188,000","2,818,000","-2,968,000","2,319,000","-2,036,000","3,134,000","-2,937,000","-975,000","-884,000","2,666,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
