name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalRevenue,"1,939,400,000","511,700,000","469,800,000","469,300,000","488,600,000","472,100,000","453,200,000","437,800,000","400,800,000","434,200,000","441,900,000","442,900,000","466,500,000","482,800,000","469,151,000","228,483,000","237,323,000","240,385,000","223,322,000","214,623,000","223,357,000","215,435,000","172,647,000","173,132,000","182,674,000","180,453,000","173,628,000","183,053,000","196,610,000","193,361,000","191,961,000","202,520,000","215,198,000","210,138,000","180,530,000","175,443,000","181,095,000","185,150,000","177,174,000","174,488,000","187,943,000","192,385,000","171,717,000","177,853,000","165,395,000","159,847,000","130,538,000","128,930,000","132,988,000","127,706,000","111,663,000","104,766,000","111,877,000","124,540,000","144,813,000","159,448,000","167,893,000","163,182,000","131,552,000","156,976,000","163,142,000","132,706,000","114,774,000","115,837,000","115,837,000","115,837,000","89,974,000","91,164,000","91,164,000","91,164,000"
	OperatingRevenue,"1,939,400,000","511,700,000","469,800,000","469,300,000","488,600,000","472,100,000","453,200,000","437,800,000","400,800,000","434,200,000","441,900,000","442,900,000","466,500,000","482,800,000","469,151,000","228,483,000","237,323,000","240,385,000","223,322,000","214,623,000","223,357,000","215,435,000","172,647,000","173,132,000","182,674,000","180,453,000","173,628,000","183,053,000","196,610,000","193,361,000","191,961,000","202,520,000","215,198,000","210,138,000","180,530,000","175,443,000","181,095,000","185,150,000","177,174,000","174,488,000","187,943,000","192,385,000","171,717,000","177,853,000","165,395,000","159,847,000","130,538,000","128,930,000","132,988,000","127,706,000","111,663,000","104,766,000","111,877,000","124,540,000","144,813,000","159,448,000","167,893,000","163,182,000","131,552,000","156,976,000","163,142,000","132,706,000","114,774,000","115,837,000","115,837,000","115,837,000","89,974,000","91,164,000","91,164,000","91,164,000"
CostOfRevenue,"1,255,400,000","331,400,000","311,900,000","299,400,000","312,700,000","300,400,000","291,300,000","273,700,000","257,400,000","281,200,000","284,500,000","285,900,000","299,500,000","307,900,000","317,461,000","156,543,000","159,068,000","166,159,000","154,852,000","145,610,000","151,231,000","149,268,000","117,520,000","118,957,000","124,474,000","125,823,000","119,424,000","127,253,000","136,624,000","134,888,000","133,691,000","140,187,000","148,728,000","148,342,000","128,725,000","121,785,000","126,676,000","129,651,000","123,312,000","122,477,000","131,941,000","135,712,000","124,573,000","124,824,000","116,985,000","112,012,000","92,698,000","90,289,000","92,861,000","90,303,000","78,875,000","76,194,000","82,419,000","92,337,000","102,727,000","113,627,000","117,506,000","115,384,000","95,293,000","111,920,000","117,238,000","94,658,000","83,877,000","84,320,000",,,,,,
GrossProfit,"684,000,000","180,300,000","157,900,000","169,900,000","175,900,000","171,700,000","161,900,000","164,100,000","143,400,000","153,000,000","157,400,000","157,000,000","167,000,000","174,900,000","151,690,000","71,940,000","78,255,000","74,226,000","68,470,000","69,013,000","72,126,000","66,167,000","55,127,000","54,175,000","58,200,000","54,630,000","54,204,000","55,800,000","59,986,000","58,473,000","58,270,000","62,333,000","66,470,000","61,796,000","51,805,000","53,658,000","54,419,000","55,499,000","53,862,000","52,011,000","56,002,000","56,673,000","47,144,000","53,029,000","48,410,000","47,835,000","37,840,000","38,641,000","40,127,000","37,403,000","32,788,000","28,572,000","29,458,000","32,203,000","42,086,000","45,821,000","50,387,000","47,798,000","36,259,000","45,056,000","45,904,000","38,048,000","30,897,000","31,517,000",,,,,,
OperatingExpense,"433,100,000","106,200,000","109,900,000","107,400,000","109,600,000","105,700,000","102,000,000","96,300,000","89,800,000","101,900,000","102,900,000","102,300,000","106,700,000","106,200,000","131,149,000","50,593,000","49,640,000","53,603,000","47,480,000","47,060,000","47,779,000","46,607,000","39,276,000","40,409,000","40,384,000","38,100,000","37,796,000","38,489,000","39,686,000","41,064,000","42,446,000","42,885,000","44,511,000","42,151,000","36,799,000","34,674,000","35,842,000","35,376,000","35,043,000","33,608,000","34,826,000","35,024,000","32,435,000","34,378,000","29,338,000","27,833,000","25,062,000","24,550,000","23,846,000","22,751,000","21,867,000","21,314,000","21,432,000","21,843,000","56,267,000","27,318,000","28,045,000","26,444,000","25,774,000","26,871,000","27,267,000","22,121,000","27,043,000","19,165,000",,,,,,
	SellingGeneralAndAdministration,"367,500,000","88,600,000","93,500,000","91,900,000","93,500,000","89,800,000","86,800,000","82,500,000","75,800,000","87,100,000","88,200,000","87,900,000","92,000,000","90,900,000","116,537,000","44,860,000","43,382,000","47,130,000","41,480,000","41,009,000","41,619,000","40,384,000","34,944,000","36,142,000","35,870,000","33,536,000","33,484,000","34,279,000","35,152,000","36,302,000","38,643,000","39,067,000","40,499,000","38,262,000","33,413,000","31,672,000","32,628,000","32,442,000","32,378,000","30,785,000","31,884,000","31,997,000","29,370,000","31,577,000","26,912,000","25,516,000","23,487,000","22,804,000","22,215,000","20,972,000","21,613,000","19,290,000","19,938,000","20,276,000","22,369,000","25,655,000","26,448,000","24,713,000","22,695,000","24,626,000","25,063,000","20,827,000","29,750,000","17,842,000",,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,804,000","22,215,000",,,"19,290,000","19,938,000","20,276,000",,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0","-1,467,000",,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,804,000","22,215,000",,,"19,290,000","19,938,000","21,743,000",,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"65,600,000","17,600,000","16,400,000","15,500,000","16,100,000","15,900,000","15,200,000","13,800,000","14,000,000","14,800,000","14,700,000","14,400,000","14,700,000","15,300,000","14,612,000","5,733,000","6,258,000","6,473,000","6,000,000","6,051,000","6,160,000","6,223,000","4,332,000","4,267,000","4,514,000","4,564,000","4,312,000","4,210,000","4,534,000","4,762,000","3,803,000","3,818,000","4,012,000","3,889,000","3,386,000","3,002,000","3,214,000","2,934,000","2,665,000","2,823,000","2,942,000","3,027,000","3,065,000","2,801,000","2,426,000","2,317,000","1,575,000","1,746,000","1,631,000","1,779,000","1,692,000","1,508,000","1,494,000","1,567,000","1,429,000","1,663,000","1,766,000","1,731,000","334,000","2,245,000","2,204,000","1,294,000","1,131,000","1,269,000",,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,438,000","516,000",,,,,"-169,000",,,,,,,"54,000",,,,,,
OperatingIncome,"250,900,000","74,100,000","48,000,000","62,500,000","66,300,000","66,000,000","59,900,000","67,800,000","53,600,000","51,100,000","54,500,000","54,700,000","60,300,000","68,700,000","20,541,000","21,347,000","28,615,000","20,623,000","20,990,000","21,953,000","24,347,000","19,560,000","15,851,000","13,766,000","17,816,000","16,530,000","16,408,000","17,311,000","20,300,000","17,409,000","15,824,000","19,448,000","21,959,000","19,645,000","15,006,000","18,984,000","18,577,000","20,123,000","18,819,000","18,403,000","21,176,000","21,649,000","14,709,000","18,651,000","19,072,000","20,002,000","12,778,000","14,091,000","16,281,000","14,652,000","10,921,000","7,258,000","8,026,000","10,360,000","-14,181,000","18,503,000","22,342,000","21,354,000","10,485,000","18,185,000","18,637,000","15,927,000","3,854,000","12,352,000","115,837,000","115,837,000","-248,141,000","91,164,000","91,164,000","91,164,000"
NetNonOperatingInterestIncomeExpense,"-88,900,000","-11,300,000","-45,000,000","-16,100,000","-16,500,000","-16,900,000","-17,900,000","-18,000,000","-18,800,000","-17,400,000","-17,200,000","-18,200,000","-18,600,000","-19,800,000","-22,744,000","-1,958,000","-2,065,000","-1,834,000","-2,163,000","-1,811,000","-2,031,000","-1,705,000","-3,064,000","-2,815,000","-2,904,000","-2,896,000","-3,306,000","-2,924,000","-2,978,000","-2,956,000","-3,003,000","-3,000,000","-2,972,000","-3,019,000","-2,756,000","-2,567,000","-2,658,000","-2,605,000","-21,875,000","-6,637,000","-6,504,000","-5,774,000","-6,021,000","-6,698,000","-6,153,000","-5,163,000","4,904,000","4,838,000","4,956,000","-4,940,000","-51,855,000","6,290,000","6,240,000","6,349,000",,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"88,900,000","11,300,000","45,000,000","16,100,000","16,500,000","16,900,000","17,900,000","18,000,000","18,800,000","17,400,000","17,200,000","18,200,000","18,600,000","19,800,000","22,744,000","1,958,000","2,065,000","1,834,000","2,163,000","1,811,000","2,031,000","1,705,000","3,064,000","2,815,000","2,904,000","2,896,000","3,306,000","2,924,000","2,978,000","2,956,000","3,003,000","3,000,000","2,972,000","3,019,000","2,756,000","2,567,000","2,658,000","2,605,000","21,875,000","6,637,000","6,504,000","5,774,000",,"6,698,000","6,153,000",,,,,,,"6,290,000",,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,"17,200,000","18,200,000","18,600,000","19,800,000","22,744,000","1,958,000","2,065,000","1,834,000","2,163,000","1,811,000","2,031,000","1,705,000","3,064,000","2,815,000","2,904,000","2,896,000","3,306,000","2,924,000","2,978,000","2,956,000","3,003,000","3,000,000","2,972,000","3,019,000","2,756,000","2,567,000","2,658,000","2,605,000","21,875,000",,,"5,774,000","-6,021,000","6,698,000",,"5,163,000","-4,904,000","-4,838,000","-4,956,000","4,940,000",,"-6,290,000","-6,240,000","-6,349,000",,,,,,,,,,,,,,,,
OtherIncomeExpense,"-147,500,000","-6,400,000","-141,200,000","-800,000","900,000","600,000","-2,500,000","-2,100,000","-4,000,000","-147,600,000","-3,400,000","-5,800,000","-3,600,000","-3,400,000","-3,356,000","-1,254,000","-284,000","-5,883,000","-2,410,000","-1,376,000","-1,062,000","-3,165,000","-12,246,000","-3,442,000","-1,436,000","-1,275,000","-2,577,000","-1,336,000","-3,337,000","-927,000","325,000","-1,330,000","-225,000","-534,000","-1,330,000","-783,000","-382,000","-273,000","-3,064,000","-402,000","-1,207,000","-225,000","-636,000","-216,000","599,000","286,000","-369,000","-782,000","85,000","-751,000","-4,155,000","-1,377,000","-701,000","-2,034,000","-30,544,000","1,434,000","687,000","-107,000","-4,202,000","-487,000","-321,000","-746,000","3,629,000","-216,000",,,,,,
	SpecialIncomeCharges,"-151,000,000","-6,500,000","-143,000,000","-700,000","-800,000","-900,000","-1,900,000","-2,400,000","-1,500,000","-149,100,000","-2,400,000","-6,200,000","-3,200,000","-2,300,000","-3,577,000","-610,000","-566,000","-6,029,000","-2,087,000","-680,000","-1,198,000","-3,695,000","-11,815,000","-3,397,000","-1,641,000","-1,553,000","-2,220,000","-651,000","-2,587,000","-1,756,000","-124,000","-1,643,000","0","0","-456,000","-97,000","-238,000","-320,000","-1,362,000","-402,000","-1,207,000","-225,000","-636,000","-216,000","599,000","286,000","-369,000","-782,000","85,000","-751,000","-4,155,000","-1,377,000","-701,000","-2,034,000","-30,544,000","1,434,000","687,000","-107,000","-4,202,000","-487,000","-321,000","-746,000","3,629,000","-216,000",,,,,,
		RestructuringAndMergernAcquisition,"2,500,000","400,000","600,000","700,000","800,000","900,000","1,900,000","2,400,000","1,500,000","1,600,000","2,400,000","6,200,000","3,200,000","2,300,000","2,330,000","610,000","566,000","943,000","367,000","680,000","1,198,000","1,898,000","3,258,000","3,397,000","1,641,000","1,553,000","2,220,000","651,000","2,587,000","1,756,000","124,000","1,643,000","0","0","456,000","97,000","238,000","320,000","3,186,000",,,,"0","0","0","0","528,000","510,000","642,000","1,046,000","1,926,000","1,006,000","2,482,000","1,872,000","1,437,000","-26,000","335,000","733,000","1,219,000","189,000","198,000","793,000",,,,,,,,
		ImpairmentOfCapitalAssets,,,,"0","0","0","0","0","0","147,500,000",,,,,,,,,"0",,,,"6,568,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"148,500,000","6,100,000","142,400,000",,,,"0",,,,,,,,"1,247,000",,,,"0",,,,"1,989,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,"0",,,"5,086,000","1,720,000",,,"1,797,000",,,,,,,,,,,,,,,,,,,,,"636,000","216,000","-599,000","-286,000","-159,000","272,000","-727,000","-295,000","2,229,000","371,000","-1,781,000","162,000","29,107,000","-1,408,000","-1,022,000","-626,000","2,983,000","298,000","123,000","-47,000",,,,,,,,
	OtherNonOperatingIncomeExpenses,"3,500,000","100,000","1,800,000","-100,000","1,700,000","1,500,000","-600,000","300,000","-2,500,000","1,500,000","-1,000,000","400,000","-400,000","-1,100,000","221,000","-644,000","282,000","146,000","-323,000","-696,000","136,000","530,000","-431,000","-45,000","205,000","278,000","-357,000","-685,000","-750,000","829,000","449,000","313,000","-225,000","-534,000","-874,000","-686,000","-144,000","47,000","132,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
