name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
TotalRevenue,"544,628,000","142,163,000","137,061,000","132,334,000","133,070,000","130,381,000","120,759,000","126,695,000","119,040,000","131,523,000","135,347,000","136,009,000","132,581,000","132,769,000","118,121,000","104,899,000","104,173,000","103,199,000","102,765,000","70,624,000","69,851,000","68,303,000","66,325,000","65,270,000","63,053,000","63,082,000","62,136,000","61,822,000","59,194,000","58,947,000"
	OperatingRevenue,"544,628,000","142,163,000","137,061,000","132,334,000","133,070,000","130,381,000","120,759,000","126,695,000","119,040,000","131,523,000","135,347,000","136,009,000","132,081,000","132,121,000","24,941,000","104,628,000","103,547,000","102,598,000","102,765,000","70,624,000","69,851,000","68,303,000","66,325,000","65,270,000","63,053,000","63,082,000","62,136,000","61,822,000","59,194,000","58,947,000"
CostOfRevenue,"160,331,000","40,811,000","42,749,000","37,983,000","38,788,000","38,775,000","41,433,000","38,117,000","36,082,000","38,874,000","40,675,000","41,312,000","38,863,000","40,214,000","38,906,000","32,149,000","30,227,000","31,262,000","33,533,000","21,605,000","20,452,000","21,690,000","20,794,000","19,134,000","18,887,000","19,702,000","19,052,000","19,547,000","16,920,000","18,165,000"
GrossProfit,"384,297,000","101,352,000","94,312,000","94,351,000","94,282,000","91,606,000","79,326,000","88,578,000","82,958,000","92,649,000","94,672,000","94,697,000","93,718,000","92,555,000","79,215,000","72,750,000","73,946,000","71,937,000","69,232,000","49,019,000","49,399,000","46,613,000","45,531,000","46,136,000","44,166,000","43,380,000","43,084,000","42,275,000","42,274,000","40,782,000"
OperatingExpense,"274,329,000","68,758,000","71,519,000","65,528,000","68,524,000","64,682,000","67,229,000","65,690,000","66,176,000","66,967,000","68,088,000","70,014,000","73,094,000","74,274,000","65,701,000","59,271,000","59,835,000","56,888,000","57,100,000","37,362,000","37,103,000","35,454,000","35,897,000","34,305,000","34,438,000","33,259,000","33,819,000","28,617,000","27,780,000","27,092,000"
	SellingGeneralAndAdministration,"51,011,000","11,532,000","15,915,000","11,627,000","11,937,000","9,341,000","11,242,000","9,595,000","9,806,000","10,740,000","10,238,000","11,537,000","13,540,000","13,285,000","12,922,000","13,579,000","13,450,000","10,461,000","10,910,000","8,712,000","8,896,000","7,830,000","8,068,000","7,722,000","8,461,000","7,553,000","8,087,000","2,871,000","2,509,000","2,362,000"
		GeneralAndAdministrativeExpense,"51,011,000","11,532,000","15,915,000","11,627,000","11,937,000","9,341,000","11,242,000","9,595,000","9,806,000","10,740,000","10,238,000","11,537,000","13,540,000","13,285,000","12,922,000","13,579,000","13,450,000","10,461,000",,,,,,,,,,,,
			OtherGandA,"51,011,000","11,532,000","15,915,000","11,627,000","11,937,000","9,341,000","11,242,000","9,595,000","9,806,000","10,740,000","10,238,000","11,537,000","13,540,000","13,285,000","12,922,000","13,579,000","13,450,000","10,461,000",,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"223,318,000","57,226,000","55,604,000","53,901,000","56,587,000","55,341,000","55,987,000","56,095,000","56,370,000","56,227,000","57,850,000","58,477,000","59,554,000","60,989,000","52,779,000","45,692,000","46,385,000","46,427,000","46,190,000","28,650,000","28,207,000","27,624,000","27,829,000","26,583,000","25,977,000","25,706,000","25,732,000","25,746,000","25,271,000","24,730,000"
		DepreciationAndAmortizationInIncomeStatement,"223,318,000","57,226,000","55,604,000","53,901,000","56,587,000","55,341,000","55,987,000","56,095,000","56,370,000","56,227,000","57,850,000","58,477,000","59,554,000","60,989,000","52,779,000","45,692,000","46,385,000","46,427,000","46,190,000","28,650,000","28,207,000","27,624,000","27,829,000","26,583,000","25,977,000","25,706,000","25,732,000","25,746,000","25,271,000","24,730,000"
			DepreciationIncomeStatement,,,,,,,,,,"56,227,000","57,850,000","58,477,000",,,,,,,,,,,,,,,,,,
