name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,12/31/2011,06/30/2011,12/31/2010
TotalAssets,"12,948,300,000","11,641,400,000","11,844,200,000","11,654,200,000","11,270,100,000","10,499,800,000","10,191,300,000","10,073,300,000","9,134,100,000","9,132,400,000","8,917,400,000","8,809,700,000","9,126,100,000","8,005,415,000","9,215,410,000","8,546,715,000","8,282,363,000","8,117,993,000","7,999,457,000","7,481,220,000","7,512,237,000","7,621,927,000","7,465,714,000","6,988,050,000","6,183,659,000","6,105,124,000","5,107,176,000","5,543,622,000","5,150,612,000","5,196,288,000","5,877,118,000","5,681,840,000","4,716,419,000","4,413,808,000","4,329,341,000","4,325,903,000","4,509,073,000","4,253,702,000","3,932,507,000","3,621,109,000","3,558,509,000","1,274,393,000"
	CurrentAssets,"6,379,600,000","5,199,200,000","5,486,500,000","5,266,500,000","4,854,800,000","3,867,400,000","3,312,600,000","3,387,100,000","2,309,700,000","3,823,700,000","3,602,900,000","3,599,000,000","3,979,300,000","3,236,932,000","4,749,606,000","4,107,830,000","3,861,735,000","3,802,959,000","3,445,873,000","2,733,099,000","3,125,291,000","3,407,255,000","3,547,015,000","3,931,973,000","3,021,357,000","3,022,011,000","2,303,575,000","2,685,572,000","2,295,131,000","2,346,671,000","3,005,563,000","2,843,936,000","2,365,822,000","2,200,506,000","2,191,345,000","2,248,973,000","2,551,677,000","2,307,904,000","2,172,405,000","1,946,504,000","1,978,631,000","580,129,000"
		CashCashEquivalentsAndShortTermInvestments,"1,434,600,000","1,341,500,000","1,472,500,000","1,479,700,000","1,541,200,000","1,609,500,000","1,282,600,000","1,225,200,000","722,100,000","814,900,000","536,300,000","204,100,000","418,300,000","597,286,000","1,059,200,000","478,329,000","362,963,000","573,021,000","300,891,000","173,031,000","346,145,000","786,298,000","685,393,000","1,549,079,000","740,321,000","944,320,000","472,829,000","623,822,000","449,480,000","397,873,000","477,393,000","317,544,000","237,135,000","76,970,000","57,417,000","69,230,000","404,088,000","285,884,000","170,048,000","50,166,000","143,937,000","155,457,000"
			CashAndCashEquivalents,"1,434,600,000","1,341,500,000","1,472,500,000","1,479,700,000","1,541,200,000","1,609,500,000","1,282,600,000","1,225,200,000","722,100,000","814,900,000","536,300,000","204,100,000","418,300,000","597,286,000","1,059,200,000","478,329,000","362,963,000","573,021,000","300,891,000","173,031,000","306,091,000","746,274,000","625,402,000","1,412,935,000","740,321,000","944,320,000","472,829,000","623,822,000","449,480,000","397,873,000","477,393,000","317,544,000","237,135,000","76,970,000","57,417,000","69,230,000","404,088,000","285,884,000","170,048,000","50,166,000","143,937,000","155,457,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,"0","0","0","40,054,000","40,024,000","59,991,000","136,144,000",,,,,,,,,,,,,,,,,,
		Receivables,"1,815,100,000","1,277,600,000","1,056,800,000","1,007,800,000","863,500,000","512,900,000","464,600,000","429,000,000","439,100,000","835,000,000","879,800,000","989,800,000","869,400,000","718,207,000","1,067,811,000","1,034,074,000","831,055,000","952,552,000","776,013,000","611,642,000","610,213,000","620,175,000","653,638,000","647,866,000","541,524,000","454,759,000","395,624,000","540,227,000","441,185,000","551,269,000","698,399,000","713,226,000","529,641,000","596,647,000","577,879,000","591,352,000","662,846,000","503,796,000","496,241,000","316,252,000","351,004,000","36,937,000"
			AccountsReceivable,"1,815,100,000","1,277,600,000","1,056,800,000","1,007,800,000","863,500,000","512,900,000","464,600,000","429,000,000","439,100,000","835,000,000","879,800,000","989,800,000","869,400,000","718,207,000","1,067,811,000","1,034,074,000","831,055,000","952,552,000","776,013,000","611,642,000","610,213,000","620,175,000","653,638,000","647,866,000","541,524,000","454,759,000","395,624,000","540,227,000","441,185,000","551,269,000","698,399,000","713,226,000","529,641,000","596,647,000","577,879,000","591,352,000","662,846,000","503,796,000","496,241,000","316,252,000","351,004,000","36,937,000"
		Inventory,"2,893,500,000","2,505,100,000","2,831,400,000","2,636,200,000","2,312,400,000","1,686,200,000","1,485,600,000","1,620,200,000","986,500,000","2,122,200,000","2,130,400,000","2,314,400,000","2,566,500,000","1,865,831,000","2,561,106,000","2,540,277,000","2,579,744,000","2,213,797,000","2,310,692,000","1,875,164,000","2,085,958,000","1,863,560,000","1,845,595,000","1,308,536,000","1,229,299,000","1,174,272,000","1,101,182,000","1,306,414,000","1,129,207,000","1,102,261,000","1,787,465,000","1,711,851,000","1,546,255,000","1,445,517,000","1,472,637,000","1,537,573,000","1,450,518,000","1,497,119,000","1,479,728,000","1,516,727,000","1,469,369,000","376,629,000"
			RawMaterials,"1,409,100,000","1,104,900,000","1,277,700,000","1,156,400,000","1,177,200,000","1,018,900,000","1,164,100,000","1,254,000,000","1,158,700,000","1,074,100,000","1,086,000,000","1,107,700,000","1,226,100,000","1,044,824,000","1,055,654,000","1,159,842,000","1,271,675,000","1,073,093,000","1,302,162,000","1,307,816,000","1,333,336,000","1,102,007,000","1,218,399,000","1,034,615,000","1,135,671,000","1,137,605,000","976,032,000","943,988,000","957,621,000","979,878,000","765,227,000","840,851,000","733,445,000","608,436,000","636,468,000","692,887,000","651,161,000","642,388,000","651,997,000","687,029,000",,
			FinishedGoods,"1,484,400,000","1,400,200,000","1,553,700,000","1,479,800,000","1,399,200,000","1,336,900,000","1,414,600,000","1,469,200,000","1,515,000,000","1,449,700,000","1,419,200,000","1,534,500,000","1,486,200,000","1,472,741,000","1,505,452,000","1,435,236,000","1,520,872,000","1,441,160,000","1,506,575,000","1,330,470,000","1,364,649,000","1,357,541,000","1,423,699,000","1,174,414,000","1,151,901,000","1,154,003,000","896,407,000","925,370,000","840,488,000","812,493,000","1,022,238,000","871,000,000","812,810,000","837,081,000","836,169,000","844,686,000","799,357,000","854,731,000","827,731,000","829,698,000",,
			InventoriesAdjustmentsAllowances,,,,"0","-264,000,000","-669,600,000","-1,093,100,000","-1,103,000,000","-1,687,200,000","-401,600,000","-374,800,000","-327,800,000","-145,800,000","-651,734,000","0","-54,801,000","-212,803,000","-300,456,000","-498,045,000","-763,122,000","-612,027,000","-595,988,000","-796,503,000","-900,493,000","-1,058,273,000","-1,117,336,000","-771,257,000","-562,944,000","-668,902,000","-690,110,000",,,,,,,,,,,,
		PrepaidAssets,"236,400,000","75,000,000","125,800,000","142,800,000","137,700,000","58,800,000","79,800,000","112,700,000","103,600,000","51,600,000","56,400,000","90,700,000","125,100,000","55,608,000","61,489,000","55,150,000","87,973,000","63,589,000","58,277,000","73,262,000","82,975,000","137,222,000","182,008,000","110,828,000","156,666,000","77,474,000","71,398,000","39,456,000","49,068,000","72,900,000","30,739,000","83,315,000","40,125,000","55,843,000","56,133,000","46,136,000","28,590,000","13,388,000","26,388,000","63,359,000",,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,"0","180,381,000","315,664,000","353,547,000","371,186,000","262,542,000","175,653,000","226,191,000","222,368,000","11,567,000","18,000,000","12,666,000","25,529,000","27,279,000","4,682,000","5,635,000","7,717,000",,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,"0","180,381,000","315,664,000","353,547,000","371,186,000","262,542,000","175,653,000","226,191,000","222,368,000","11,567,000","18,000,000","12,666,000","25,529,000","27,279,000","4,682,000","5,635,000","7,717,000",,,,
		AssetsHeldForSaleCurrent,,,,,,,,,"58,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,321,000","11,106,000"
	TotalNonCurrentAssets,"6,568,700,000","6,442,200,000","6,357,700,000","6,387,700,000","6,415,300,000","6,632,400,000","6,878,700,000","6,686,200,000","6,824,400,000","5,308,700,000","5,314,500,000","5,210,700,000","5,146,800,000","4,768,483,000","4,465,804,000","4,438,885,000","4,420,628,000","4,315,034,000","4,553,584,000","4,748,121,000","4,386,946,000","4,214,672,000","3,918,699,000","3,056,077,000","3,162,302,000","3,083,113,000","2,803,601,000","2,858,050,000","2,855,481,000","2,849,617,000","2,871,555,000","2,837,904,000","2,350,597,000","2,213,302,000","2,137,996,000","2,076,930,000","1,957,396,000","1,945,798,000","1,760,102,000","1,674,605,000","1,579,878,000","694,264,000"
		NetPPE,"5,674,900,000","5,619,300,000","5,566,200,000","5,576,000,000","5,569,200,000","5,760,200,000","5,899,600,000","5,477,700,000","5,410,700,000","4,353,800,000","4,306,900,000","4,156,000,000","4,121,400,000","3,820,892,000","3,597,266,000","3,560,524,000","3,493,021,000","3,479,213,000","3,480,922,000","3,457,321,000","3,380,082,000","3,328,770,000","3,252,234,000","2,504,921,000","2,372,904,000","2,356,638,000","1,960,149,000","1,964,953,000","1,931,811,000","1,936,839,000","1,902,006,000","1,822,309,000","1,757,985,000","1,781,589,000","1,735,760,000","1,685,104,000","1,658,291,000","1,635,587,000","1,574,712,000","1,513,947,000","1,426,670,000","639,565,000"
			GrossPPE,"5,674,900,000","7,052,800,000","5,566,200,000","5,576,000,000","5,569,200,000","6,968,300,000","5,899,600,000","5,477,700,000","5,410,700,000","5,319,400,000","4,306,900,000","4,156,000,000","4,121,400,000","4,605,920,000",,,,"4,102,337,000",,,,"3,806,898,000",,,,"2,719,227,000",,,,"2,205,809,000",,,,"1,966,674,000",,,,"1,741,762,000",,"1,555,175,000","1,443,377,000","640,825,000"
				LandAndImprovements,,"533,600,000",,,,"534,700,000",,,,"360,500,000",,,,"351,536,000",,,,"352,812,000",,,,"352,607,000",,,,"93,673,000",,,,"61,780,000",,,,"61,780,000",,,,"61,780,000",,"61,850,000","61,850,000","53,785,000"
				BuildingsAndImprovements,,"128,100,000",,,,"127,000,000",,,,"64,600,000",,,,"58,211,000",,,,"51,915,000",,,,"50,711,000",,,,"34,265,000",,,,"28,398,000",,,,"25,577,000",,,,"11,073,000",,"2,836,000","2,724,000","2,628,000"
