name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
MarketCap,"339,891,394","444,192,951","709,635,775","1,156,806,851","1,241,032,922","1,396,359,887","1,736,432,398","2,173,130,856","2,023,338,058"
EnterpriseValue,"-49,387,606","12,708,951","228,255,775","626,006,851","698,559,922","763,305,887","1,369,679,398","1,758,829,856","1,880,902,058"
PsRatio,,,,,,,"204.422","200.456","18.512"
PbRatio,"0.737","0.891","1.307","1.997","2.013","2.154","4.178","4.956","12.044"
EnterprisesValueEBITDARatio,"0.274","-0.29","-4.622","-14.517","-15.919","-21.187","-42.006","-54.979","-70.512"
