name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014
OperatingCashFlow,"73,543,000","156,439,000","29,386,000","-30,072,000","-80,366,000","-38,665,000","19,150,000","-212,801,000","12,182,000","-91,520,000","-141,119,000","-101,102,000","-144,396,000","-107,308,000","-132,446,000","155,754,000","24,317,000","-36,104,000","-31,301,000","-73,753,000","-74,778,000","-107,697,000","-47,489,000","-4,049,000","-76,526,000","-93,886,000","-69,022,000","-87,317,000","-128,371,000","-49,973,000","-108,423,000","-60,978,000","-64,902,000","-27,205,000"
	CashFlowFromContinuingOperatingActivities,"73,543,000","156,439,000","29,386,000","-30,072,000","-80,366,000","-38,665,000","19,150,000","-212,801,000","12,182,000","-91,520,000","-141,119,000","-101,102,000","-144,396,000","-107,308,000","-132,446,000","155,754,000","24,317,000","-36,104,000","-31,301,000","-73,753,000","-74,778,000","-107,697,000","-47,489,000","-4,049,000","-76,526,000","-93,886,000","-69,022,000","-87,317,000","-128,371,000","-49,973,000","-108,423,000","-60,978,000","-64,902,000","-27,205,000"
		NetIncomeFromContinuingOperations,"162,077,000","34,509,000","30,147,000","33,839,000","63,582,000","39,427,000","29,588,000","33,780,000","3,777,000","-7,602,000","6,832,000","3,895,000","4,935,000","2,372,000","10,490,000","14,252,000","14,253,000","12,453,000","71,730,000","12,862,000","9,795,000","6,112,000","5,480,000","3,478,000","123,000","4,683,000","5,714,000","2,899,000","3,935,000","8,053,000","2,448,000","641,000","6,661,000","298,000"
		OperatingGainsLosses,"-118,743,000","-19,325,000","-23,378,000","-16,696,000","-59,344,000","-12,130,000","-1,579,000","-30,792,000","-8,258,000","2,185,000","-10,174,000","-4,873,000","-5,309,000","-4,555,000","-5,687,000","-21,967,000","-23,061,000","-24,418,000","-90,622,000","-18,148,000","-18,176,000","-18,739,000","-19,316,000","-21,834,000","-14,555,000","-16,425,000","-20,781,000","-15,436,000","-15,706,000","-19,214,000","-14,596,000","-13,187,000","-11,118,000","-9,037,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-3,782,000","0","0","0","0"
			GainLossOnSaleOfPPE,"0","0","0","0","0","-162,000","6,000","0","0","38,000","0","0","109,000","-357,000","0","37,000","0","0","2,000","0","0","213,000","0","0","0","0","1,000","0","13,000","3,000","0","-256,000","0","0"
			GainLossOnInvestmentSecurities,"-44,603,000","44,000","-218,000","-176,000","-44,253,000","-105,000","-107,000","-15,930,000","-895,000","143,000","-579,000","-3,568,000",,,,,,,"0",,,,"0",,,,"-1,000",,,,"74,000",,,
			EarningsLossesFromEquityInvestments,"2,683,000","2,124,000","-2,969,000","1,250,000","2,278,000","1,157,000","8,739,000","1,231,000","2,243,000","2,478,000","1,769,000",,,,,,,,,,,,"0","0","0","0","0","0","0","26,000","-158,000","177,000","1,208,000","994,000"
		DepreciationAmortizationDepletion,"21,506,000","5,405,000","5,472,000","5,328,000","5,301,000","5,265,000","5,143,000","5,351,000","5,573,000","5,621,000","5,664,000","5,202,000","5,067,000","4,034,000","4,377,000","4,186,000","4,037,000","3,786,000","3,259,000","2,958,000","2,354,000","1,708,000","1,059,000","1,092,000","1,044,000","1,065,000","1,518,000","896,000","588,000","433,000","547,000","625,000","519,000","468,000"
			DepreciationAndAmortization,"21,506,000","5,405,000","5,472,000","5,328,000","5,301,000","5,265,000","5,143,000","5,351,000","5,573,000","5,621,000","5,664,000","5,202,000","5,067,000","4,034,000","4,377,000","4,186,000","4,037,000","3,786,000","3,259,000","2,958,000","2,354,000","1,708,000","1,059,000","1,092,000","1,044,000","1,065,000","1,518,000","896,000","588,000","433,000","547,000","625,000","519,000","468,000"
		DeferredTax,"35,567,000","6,775,000","15,315,000","3,012,000","10,465,000","-3,984,000","-9,912,000","3,629,000","-12,428,000","1,264,000","934,000","950,000","215,000","-632,000","-3,544,000","-3,199,000","491,000","316,000","11,604,000","-1,014,000","-619,000","2,046,000","-3,778,000","947,000","-2,196,000","739,000","0","89,000","621,000","226,000","839,000","3,253,000","0","0"
			DeferredIncomeTax,"35,567,000","6,775,000","15,315,000","3,012,000","10,465,000","-3,984,000","-9,912,000","3,629,000","-12,428,000","1,264,000","934,000","950,000","215,000","-632,000","-3,544,000","-3,199,000","491,000","316,000","11,604,000","-1,014,000","-619,000","2,046,000","-3,778,000","947,000","-2,196,000","739,000","0","89,000","621,000","226,000","839,000","3,253,000","0","0"
		AssetImpairmentCharge,"0","0","0","0","0","904,000","244,000",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"16,891,000","4,954,000","4,104,000","3,713,000","4,120,000","5,014,000","5,238,000","3,255,000","3,339,000","2,908,000","3,031,000","2,943,000","2,916,000","2,858,000","2,123,000","2,489,000","2,215,000","2,349,000","1,797,000","2,014,000","1,889,000","1,803,000","4,428,000","4,063,000","2,923,000","659,000","616,000","498,000","185,000","126,000","160,000","14,000","61,000","3,172,000"
		ExcessTaxBenefitFromStockBasedCompensation,"5,307,000","1,119,000","458,000","452,000","3,278,000","5,152,000","22,180,000","-44,000","-59,000","-34,000","-62,000","13,000","-68,000","-8,000","-9,000","86,000","10,000","14,000","-71,000","199,000","0","874,000",,,,,,,,,,,,
		OtherNonCashItems,"-73,465,000","124,112,000","-3,632,000","-67,668,000","-126,277,000","-74,705,000","8,971,000","-224,594,000","-21,058,000","-69,456,000","-144,248,000","-110,566,000","-158,325,000","-122,192,000","-130,817,000","150,423,000","18,296,000","-26,325,000","-27,087,000","-70,026,000","-63,720,000","-103,713,000","-31,898,000","1,109,000","-66,184,000","-86,586,000","-61,279,000","-78,370,000","-112,900,000","-46,365,000","-85,810,000","-55,566,000","-70,478,000","-20,093,000"
		ChangeInWorkingCapital,"419,000","-4,367,000","-4,474,000","2,113,000","8,991,000","-4,552,000","-50,938,000","-15,821,000","30,971,000","-38,467,000","-9,382,000","-6,001,000","1,242,000","9,287,000","-13,913,000","5,043,000","4,406,000","-10,942,000","-11,304,000","-5,168,000","-8,066,000","-552,000","-9,496,000","2,617,000","-1,193,000","370,000","2,197,000","546,000","-6,147,000","5,357,000","-13,086,000","2,948,000","9,123,000","-2,493,000"
			ChangeInReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,"923,000","-3,284,000","92,000","213,000","-984,000","-2,008,000","372,000"
