name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990
TotalAssets,"1,625,786,000","1,604,216,000","1,577,345,000","1,408,683,000","1,357,402,000","1,383,575,000","1,373,523,000","1,444,585,000","1,441,579,000","1,431,569,000","1,466,720,000","1,326,095,000","1,293,963,000","1,268,211,000","1,265,122,000","1,278,971,000","1,265,349,000","1,237,748,000","1,260,444,000","1,211,457,000","1,085,125,000","1,069,496,000","978,371,000","928,248,000","928,676,000","878,385,000","864,208,000","867,844,000","861,184,000","833,713,000","845,906,000","835,539,000","825,376,000","1,083,840,000","1,092,328,000","1,118,846,000","1,105,507,000","1,078,831,000","1,033,753,000","1,017,479,000","1,012,362,000","999,927,000","1,011,837,000","1,006,176,000","994,326,000","962,620,000","974,291,000","915,637,000","896,852,000","894,257,000","923,687,000","914,552,000","910,306,000","899,717,000","928,073,000","891,605,000","890,139,000","872,384,000","576,107,000","553,788,000","529,007,000","479,512,000","488,694,000","485,457,000","468,691,000","433,726,000","428,720,000","409,620,000","397,353,000","381,612,000","402,440,000","388,954,000","400,783,000","397,392,000","393,381,000","433,274,000","434,108,000","421,175,000","407,688,000","398,095,000","383,449,000","377,585,000","375,577,000","352,153,000","336,109,000","331,861,000","331,133,000","346,969,000","313,216,000","309,000,000","378,400,000","375,300,000","382,300,000","392,300,000","409,300,000","405,900,000","400,700,000","390,600,000","378,200,000","391,100,000","387,800,000","291,800,000","307,800,000","382,600,000","384,900,000","374,100,000","378,000,000","377,300,000","366,000,000","352,900,000","347,500,000","355,600,000","360,600,000","346,500,000","335,300,000","550,600,000","554,200,000","538,100,000","541,700,000","517,300,000","525,000,000","534,800,000","547,900,000","635,100,000","649,600,000","633,700,000","650,600,000"
	CurrentAssets,"513,398,000","484,802,000","466,154,000","470,865,000","428,100,000","452,245,000","446,630,000","513,484,000","511,600,000","498,298,000","495,194,000","450,206,000","435,959,000","411,919,000","396,023,000","409,996,000","391,680,000","373,027,000","392,792,000","380,627,000","343,544,000","332,716,000","323,483,000","321,860,000","320,957,000","300,828,000","298,251,000","302,084,000","292,060,000","283,511,000","295,953,000","287,005,000","276,993,000","383,804,000","393,921,000","376,577,000","371,459,000","343,631,000","343,444,000","330,361,000","327,689,000","318,156,000","328,354,000","319,252,000","308,997,000","286,101,000","296,361,000","274,397,000","254,699,000","251,088,000","280,195,000","271,675,000","265,618,000","246,626,000","270,636,000","245,612,000","244,138,000","238,255,000","260,350,000","252,632,000","236,715,000","196,145,000","207,257,000","208,634,000","198,130,000","234,074,000","264,953,000","242,953,000","229,359,000","211,494,000","233,530,000","212,852,000","214,190,000","210,087,000","206,135,000","212,043,000","207,037,000","193,070,000","181,388,000","164,967,000","152,021,000","156,482,000","151,430,000","137,836,000","130,381,000","119,744,000","118,209,000","124,887,000","109,135,000","106,100,000","173,500,000","137,700,000","140,000,000","145,500,000","167,100,000","186,900,000","178,800,000","168,200,000","157,000,000","175,900,000","168,800,000","147,800,000","162,700,000","190,000,000","221,500,000","208,400,000","211,900,000","220,400,000","204,400,000","192,500,000","189,100,000","199,600,000","205,300,000","189,400,000","186,000,000","222,600,000","226,000,000","213,600,000","216,900,000","215,500,000","225,700,000","232,600,000","243,900,000","334,100,000","346,000,000","327,000,000","342,200,000"
		CashCashEquivalentsAndShortTermInvestments,"54,324,000","55,715,000","56,232,000","78,359,000","45,653,000","57,362,000","52,560,000","104,739,000","100,195,000","96,692,000","61,808,000","38,956,000","34,955,000","36,630,000","30,477,000","43,259,000","42,905,000","41,600,000","45,516,000","48,521,000","53,500,000","51,755,000","53,825,000","40,542,000","38,759,000","39,825,000","39,411,000","36,879,000","34,719,000","38,609,000","35,131,000","40,215,000","36,362,000","34,367,000","42,850,000","31,647,000","35,880,000","33,489,000","30,215,000","32,157,000","27,071,000","28,626,000","34,158,000","31,798,000","32,604,000","29,848,000","26,508,000","20,334,000","22,925,000","35,353,000","44,630,000","29,450,000","26,600,000","28,433,000","28,667,000","22,817,000","30,973,000","23,694,000","18,638,000","21,884,000","28,045,000","27,998,000","36,819,000","35,258,000","20,943,000","70,359,000","104,484,000","85,765,000","74,567,000","60,357,000","72,281,000","57,544,000","40,672,000","37,622,000","31,285,000","45,392,000","29,657,000","25,279,000","24,930,000","13,703,000","12,591,000","18,223,000","14,506,000","10,315,000","10,615,000","8,245,000","5,620,000","10,510,000","11,928,000","11,700,000","87,700,000","5,500,000","6,500,000","5,300,000","4,200,000","4,800,000","6,600,000","1,700,000","5,800,000","6,000,000","4,300,000","18,900,000","22,200,000","1,500,000","3,100,000","3,600,000","300,000","3,300,000","3,100,000","5,500,000","2,700,000","3,700,000","1,100,000","2,600,000","10,600,000","10,100,000","5,600,000","4,100,000","1,600,000","2,200,000","22,000,000","20,300,000","43,000,000","13,700,000","6,600,000","4,700,000","3,900,000"
			CashAndCashEquivalents,"54,324,000","55,715,000","56,232,000","78,359,000","45,653,000","57,362,000","52,560,000","104,739,000","100,195,000","96,692,000","61,808,000","38,956,000","34,955,000","36,630,000","30,477,000","43,259,000","42,905,000","41,600,000","45,516,000","48,521,000","53,500,000","51,755,000","53,825,000","40,542,000","38,759,000","39,825,000","39,411,000","36,879,000","34,719,000","38,609,000","35,131,000","40,215,000","36,362,000","34,367,000","42,850,000","31,647,000","35,880,000","33,489,000","30,215,000","32,157,000","27,071,000","28,626,000","34,158,000","31,798,000","32,604,000","29,848,000","26,508,000","20,334,000","22,925,000","35,353,000","44,630,000","29,450,000","26,600,000","28,433,000","28,667,000","22,817,000","30,973,000","23,694,000","18,638,000","21,884,000","28,045,000","27,998,000","36,819,000","35,258,000","20,943,000","70,359,000","104,484,000","85,765,000","74,567,000","60,357,000","72,281,000","57,544,000","40,672,000","37,622,000","31,285,000","45,392,000","29,657,000","25,279,000","24,930,000","13,703,000","12,591,000","18,223,000","14,506,000","10,315,000","10,615,000","8,245,000","5,620,000","10,510,000","11,928,000","11,700,000","87,700,000","5,500,000","6,500,000","5,300,000","4,200,000","4,800,000","6,600,000","1,700,000","5,800,000","6,000,000","4,300,000","18,900,000","22,200,000","1,500,000","3,100,000","3,600,000","300,000","3,300,000","3,100,000","5,500,000","2,700,000","3,700,000","1,100,000","2,600,000","10,600,000","10,100,000","5,600,000","4,100,000","1,600,000","2,200,000","22,000,000","20,300,000","43,000,000","13,700,000","6,600,000","4,700,000","3,900,000"
		Receivables,"251,950,000","236,737,000","240,112,000","230,111,000","219,582,000","237,437,000","240,828,000","239,613,000","253,150,000","254,212,000","289,737,000","268,174,000","260,463,000","240,750,000","216,774,000","203,280,000","193,410,000","187,547,000","207,866,000","180,298,000","155,935,000","152,396,000","150,232,000","140,939,000","147,568,000","132,043,000","130,994,000","123,949,000","118,364,000","112,461,000","133,247,000","114,808,000","108,433,000","105,057,000","112,697,000","106,746,000","156,677,000","143,080,000","165,618,000","141,417,000","146,061,000","141,622,000","157,057,000","154,659,000","137,792,000","131,664,000","153,841,000","121,952,000","94,432,000","83,963,000","108,620,000","113,102,000","121,156,000","114,769,000","144,531,000","122,580,000","109,576,000","107,207,000","114,514,000","106,618,000","94,408,000","76,638,000","85,161,000","85,065,000","83,412,000","72,607,000","73,211,000","74,101,000","75,304,000","72,205,000","80,205,000","79,151,000","70,770,000","66,112,000","74,042,000","77,348,000","82,827,000","75,244,000","72,447,000","72,876,000","67,980,000","68,027,000","67,988,000","70,483,000","65,244,000","56,267,000","58,982,000","55,124,000","43,415,000","42,000,000","38,700,000","67,200,000","66,400,000","75,700,000","78,500,000","89,300,000","86,600,000","96,500,000","103,200,000","108,900,000","99,700,000","80,200,000","86,200,000","103,300,000","109,100,000","96,500,000","100,100,000","44,800,000","46,900,000","40,000,000","94,200,000","93,900,000","54,100,000","32,300,000","33,500,000","35,900,000","104,500,000","105,400,000","117,200,000","98,500,000","100,800,000","102,200,000","104,300,000","157,200,000","172,200,000","156,200,000","179,200,000"
			AccountsReceivable,"140,497,000","135,874,000","146,341,000","135,343,000","124,580,000","143,675,000","144,082,000","138,080,000","157,050,000","160,714,000","174,427,000","168,675,000","159,923,000","146,668,000","163,740,000","164,100,000","153,125,000","148,502,000","160,580,000","135,545,000","119,674,000","127,231,000","121,486,000","115,158,000","123,812,000","101,192,000","102,607,000","100,979,000","95,334,000","87,478,000","105,449,000","92,165,000","91,668,000","88,480,000","91,980,000","87,148,000","141,154,000","132,411,000","151,051,000","129,311,000","136,425,000","127,077,000","144,083,000","144,966,000","137,792,000","131,664,000","141,098,000","121,952,000","94,432,000","83,963,000","108,620,000","113,102,000","121,156,000","114,769,000","144,531,000","122,580,000","109,576,000","107,207,000","114,514,000","106,618,000","94,408,000","76,638,000","85,161,000","85,065,000","83,412,000","68,928,000","68,819,000","71,045,000","72,624,000","69,248,000","77,729,000","76,922,000","66,314,000","63,019,000","69,379,000","71,966,000","78,034,000","75,244,000","69,496,000","67,271,000","63,898,000","64,671,000","61,351,000","64,138,000","59,054,000","56,267,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"143,900,000","139,462,000","148,290,000",,,,"146,077,000",,,,"175,932,000",,,,"165,423,000",,,,"162,610,000",,,,"123,416,000",,,,"104,170,000",,,,"106,571,000",,,,"93,104,000",,,,"152,978,000",,,,"146,127,000",,,,"142,983,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-3,403,000","-3,588,000","-1,949,000",,,,"-1,995,000",,,,"-1,505,000",,,,"-1,683,000",,,,"-2,030,000",,,,"-1,930,000",,,,"-1,563,000",,,,"-1,122,000",,,,"-1,124,000",,,,"-1,927,000",,,,"-2,044,000",,,,"-1,885,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"111,453,000","100,863,000","93,771,000","94,768,000","95,002,000","93,762,000","96,746,000","101,533,000","96,100,000","93,498,000","115,310,000","99,499,000","100,540,000","94,082,000","53,034,000","39,180,000","40,285,000","39,045,000","47,286,000","44,753,000","36,261,000","25,165,000","28,746,000","25,781,000","23,756,000","30,851,000","28,387,000","22,970,000","23,030,000","24,983,000","27,798,000","22,643,000","16,765,000","16,577,000","20,717,000","19,598,000","15,523,000","10,669,000","14,567,000","12,106,000","9,636,000","14,545,000","12,974,000","9,693,000",,,"12,743,000",,,,,,,,,,,,,,,,,,,"3,679,000","4,392,000","3,056,000","2,680,000","2,957,000","2,476,000","2,229,000","4,456,000","3,093,000","4,663,000","5,382,000","4,793,000",,"2,951,000","5,605,000","4,082,000","3,356,000","6,637,000","6,345,000","6,190,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"175,152,000","165,021,000","147,148,000","141,113,000","145,342,000","144,054,000","136,189,000","152,264,000","141,027,000","133,977,000","128,825,000","126,816,000","124,493,000","119,659,000","135,416,000","145,596,000","137,029,000","130,579,000","124,515,000","130,828,000","117,509,000","116,896,000","105,542,000","105,534,000","103,418,000","104,260,000","99,786,000","110,124,000","107,550,000","101,015,000","94,292,000","93,965,000","92,481,000","93,805,000","90,228,000","94,401,000","117,497,000","118,934,000","108,061,000","116,486,000","111,532,000","107,303,000","96,986,000","102,240,000","94,697,000","88,382,000","83,034,000","84,411,000","89,302,000","88,477,000","82,020,000","86,983,000","81,868,000","75,900,000","66,962,000","71,038,000","71,670,000","73,150,000","67,871,000","67,994,000","59,270,000","55,292,000","50,984,000","50,208,000","52,878,000","52,774,000","48,645,000","53,881,000","49,498,000","48,204,000","44,287,000","46,736,000","51,080,000","52,036,000","48,432,000","63,010,000","63,464,000","59,859,000","52,579,000","56,438,000","50,032,000","49,174,000","48,167,000","50,972,000","48,057,000","44,974,000","44,457,000","49,709,000","41,431,000","42,700,000","39,500,000","61,400,000","63,400,000","60,600,000","81,600,000","88,600,000","82,100,000","66,100,000","45,100,000","57,200,000","61,600,000","45,800,000","51,200,000","80,600,000","105,200,000","104,900,000","107,400,000","114,900,000","104,400,000","96,800,000","85,600,000","97,400,000","101,600,000","92,800,000","89,700,000","113,300,000","113,000,000","102,400,000","95,900,000","112,000,000","99,000,000","86,300,000","77,100,000","115,400,000","119,900,000","117,400,000","113,500,000"
