name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
OperatingCashFlow,"162,876,000","25,170,000","45,455,000","47,779,000","44,472,000","17,008,000","21,098,000","21,116,000","35,186,000","61,724,000","147,661,000","156,778,000","114,766,000","36,085,000","141,985,000","126,652,000","69,808,000","54,634,000","30,584,000","79,136,000","2,931,000","-3,394,000","16,309,915","-7,715,308","-12,181,000","14,244,000","16,540,472"
	CashFlowFromContinuingOperatingActivities,"162,876,000","25,170,000","45,455,000","47,779,000","44,472,000","17,008,000","21,098,000","21,116,000","35,186,000","61,724,000","147,661,000","156,778,000","114,766,000","36,085,000","141,985,000","126,652,000","69,808,000","54,634,000","30,584,000","79,136,000","2,931,000","-3,394,000","16,309,915","-7,715,308","-12,181,000","14,244,000","16,540,472"
		NetIncomeFromContinuingOperations,"-21,993,000","11,817,000","-20,232,000","-5,067,000","-8,511,000","-20,375,000","-44,112,000","-29,184,000","-25,920,000","-7,804,000","22,675,000","34,397,000","36,133,000","69,805,000","51,778,000","46,285,000","39,091,000","36,708,000","10,078,000","21,966,000","4,920,000","-24,351,000","-17,317,621","-13,598,775","-9,291,000","-12,940,000","-8,269,367"
		OperatingGainsLosses,"67,711,000","16,117,000","24,146,000","12,424,000","15,024,000","13,052,000","18,261,000","11,287,000","8,734,000","19,854,000","25,234,000","31,153,000","31,197,000","19,228,000","16,322,000","15,094,000","20,275,000","7,529,000","10,090,000","8,715,000","9,726,000","10,304,000","9,517,972","5,773,471","-4,962,000","5,019,000","5,927,182"
			GainLossOnSaleOfPPE,,,,,,,,,,,,"31,153,000","31,197,000","19,228,000","16,322,000","15,094,000","20,275,000","7,529,000","10,115,000","8,742,000","9,787,000","10,442,000","9,669,610","5,923,060","2,169,000","4,767,000","6,175,249"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"-25,000","-27,000","-61,000","-138,000","-151,638","-149,784","-156,000","252,000","-248,067"
		DepreciationAmortizationDepletion,"131,753,000","31,854,000","33,124,000","33,532,000","33,243,000","33,478,000","35,446,000","37,467,000","40,172,000","40,205,000","39,052,000","37,653,000","35,482,000","33,117,000","24,710,000","23,217,000","21,275,000","18,936,000","17,026,000","14,745,000","12,706,000","11,151,000","10,872,665","10,790,014","10,794,000","11,085,000","12,497,950"
			DepreciationAndAmortization,"131,753,000","31,854,000","33,124,000","33,532,000","33,243,000","33,478,000","35,446,000","37,467,000","40,172,000","40,205,000","39,052,000","37,653,000","35,482,000","33,117,000","24,710,000","23,217,000","21,275,000","18,936,000","17,026,000","14,745,000","12,706,000","11,151,000","10,872,665","10,790,014","10,794,000","11,085,000","12,497,950"
		DeferredTax,"-3,799,000","3,826,000","-2,649,000","-1,279,000","-3,697,000","-6,663,000","-12,211,000","-7,717,000","-6,461,000","-1,312,000","6,135,000","11,686,000","9,854,000","21,083,000","15,158,000","12,954,000","11,538,000","10,054,000","3,264,000","55,000","56,000","55,000","-9,327,906","-6,943,676","-4,908,000","-6,792,000","-4,624,730"
			DeferredIncomeTax,"-3,799,000","3,826,000","-2,649,000","-1,279,000","-3,697,000","-6,663,000","-12,211,000","-7,717,000","-6,461,000","-1,312,000","6,135,000","11,686,000","9,854,000","21,083,000","15,158,000","12,954,000","11,538,000","10,054,000","3,264,000","55,000","56,000","55,000","-9,327,906","-6,943,676","-4,908,000","-6,792,000","-4,624,730"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,"89,000","542,000","544,000","543,000","3,620,000","746,519","799,606","1,591,000","800,000","799,362"
		AssetImpairmentCharge,,,"0","0","0","0","21,348,000","0","0","16,654,000",,,,,,,,,,,,,"7,482,574",,,,"0"
		ProvisionandWriteOffofAssets,,,"0","142,000","140,000","0","0","0","-3,843,000","4,291,000","474,000","0",,,,,,,,,,,,,,,
		StockBasedCompensation,"20,396,000","11,364,000","3,114,000","3,009,000","2,909,000","2,487,000","3,132,000","2,535,000","2,962,000","471,000","2,530,000","577,000","2,840,000","1,829,000","1,650,000","1,631,000","1,443,000","758,000","759,000","752,000","609,000","7,369,000","519,098","511,184","413,000","206,000","309,706"
		OtherNonCashItems,"542,000","134,000","137,000","136,000","135,000","134,000","136,000","137,000","135,000","135,000","137,000","136,000","135,000","134,000","108,000","104,000","255,000","551,000","542,000","544,000","543,000","3,620,000","746,519","799,606","1,591,000","800,000","799,362"
		ChangeInWorkingCapital,"-32,016,000","-49,942,000","7,815,000","4,882,000","5,229,000","-5,105,000","-902,000","6,591,000","19,407,000","-10,770,000","48,019,000","41,176,000","-1,350,000","-109,111,000","32,259,000","27,367,000","-24,069,000","-19,902,000","-11,175,000","32,359,000","-25,629,000","-11,542,000","13,816,614","-5,047,132","-5,818,000","16,866,000","9,900,369"
			ChangeInReceivables,"-62,076,000","-44,032,000","21,502,000","-11,482,000","-28,064,000","-25,698,000","10,419,000","-29,109,000","160,667,000","-14,486,000","63,091,000","95,731,000","-14,483,000","-154,516,000","49,434,000","64,109,000","-63,382,000","-53,461,000","-39,609,000","-12,227,000","-37,954,000","5,313,000","-28,142,752","-40,706,335","-5,376,000","49,337,000","-656,738"
				ChangesInAccountReceivables,"-62,076,000","-44,032,000","21,502,000","-11,482,000","-28,064,000","-25,698,000","10,419,000","-29,109,000","160,667,000","-14,486,000","63,091,000","95,731,000","-14,483,000","-154,516,000","49,434,000","64,109,000","-63,382,000","-53,461,000","-39,609,000","-12,227,000","-37,954,000","5,313,000","-28,142,752","-40,706,335","-5,376,000","49,337,000","-656,738"
