name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
TotalRevenue,"550,705,000","172,217,000","127,553,000","122,284,000","128,651,000","122,133,000","100,301,000","98,928,000","64,605,000","81,024,000","65,122,000","61,196,000","56,168,000","47,197,000","29,187,000","27,798,000"
	OperatingRevenue,"550,705,000","172,217,000","127,553,000","122,284,000","128,651,000","122,133,000","100,301,000","98,928,000","64,605,000","81,024,000","65,122,000","61,196,000","56,168,000","47,197,000","29,187,000","27,798,000"
CostOfRevenue,"434,528,000","139,268,000","102,438,000","93,792,000","99,030,000","93,226,000","79,635,000","78,092,000","52,650,000","64,422,000","53,353,000","48,876,000","44,716,000","37,233,000","23,772,000","22,751,000"
GrossProfit,"116,177,000","32,949,000","25,115,000","28,492,000","29,621,000","28,907,000","20,666,000","20,836,000","11,955,000","16,602,000","11,769,000","12,320,000","11,452,000","9,964,000","5,415,000","5,047,000"
OperatingExpense,"95,702,000","33,007,000","25,303,000","19,427,000","17,965,000","17,100,000","19,718,000","15,475,000","13,775,000","12,743,000","10,625,000","9,251,000","9,098,000","6,854,000","6,118,000","5,634,000"
	SellingGeneralAndAdministration,"95,702,000","33,007,000","25,303,000","19,427,000","17,965,000","17,100,000","19,718,000","15,475,000","13,775,000","12,743,000","10,625,000","9,251,000","9,098,000","6,854,000","6,118,000","5,634,000"
		GeneralAndAdministrativeExpense,"69,522,000","22,992,000","17,607,000","14,986,000","13,937,000","13,086,000","14,942,000","12,120,000","10,167,000","9,476,000","7,370,000","6,068,000","5,981,000","4,508,000","3,975,000","3,986,000"
			OtherGandA,"69,522,000","22,992,000","17,607,000","14,986,000","13,937,000","13,086,000","14,942,000","12,120,000","10,167,000","9,476,000","7,370,000","6,068,000","5,981,000","4,508,000","3,975,000","3,986,000"
		SellingAndMarketingExpense,"26,180,000","10,015,000","7,696,000","4,441,000","4,028,000","4,014,000","4,776,000","3,355,000","3,608,000","3,267,000","3,255,000","3,183,000","3,117,000","2,346,000","2,143,000","1,648,000"
OperatingIncome,"20,475,000","-58,000","-188,000","9,065,000","11,656,000","11,807,000","948,000","5,361,000","-1,820,000","3,859,000","1,144,000","3,069,000","2,354,000","3,110,000","-703,000","-587,000"
NetNonOperatingInterestIncomeExpense,"491,000","12,000","83,000","144,000","252,000","-18,000","-17,000","-17,000","5,000","150,000","136,000","-28,000","-128,000","-38,000","-38,000","-27,000"
	TotalOtherFinanceCost,"-491,000","-12,000","-83,000","-144,000","-252,000","18,000","17,000","17,000","-5,000","-150,000","-136,000","28,000","128,000","38,000","38,000","27,000"
OtherIncomeExpense,"-469,000","-96,000","-293,000","-92,000","12,000","7,000","32,000","11,000","3,000","164,000","-5,757,000","-11,226,000","-642,000","-551,000","-1,383,000","-918,000"
	GainOnSaleOfSecurity,,,,,,,,,,,"-5,757,000","-11,226,000","-642,000","-551,000","-1,383,000","-918,000"
	OtherNonOperatingIncomeExpenses,"-469,000","-96,000","-293,000","-92,000","12,000","7,000","32,000","11,000","3,000","164,000",,,,,,
PretaxIncome,"20,497,000","-142,000","-398,000","9,117,000","11,920,000","11,796,000","963,000","5,355,000","-1,812,000","4,173,000","-4,477,000","-8,185,000","1,584,000","2,521,000","-2,124,000","-1,532,000"
TaxProvision,"-35,077,000","-5,113,000","-15,478,000","-7,679,000","-6,807,000","-3,370,000","-37,896,000","0","0","116,000","-77,000","25,000","64,000","0","-547,000","-395,000"
NetIncomeCommonStockholders,"55,574,000","4,971,000","15,080,000","16,796,000","18,727,000","15,166,000","38,859,000","5,355,000","-1,812,000","4,057,000","-4,400,000","-8,210,000","1,520,000","31,000","-1,579,000","-1,137,000"
	NetIncome,"55,574,000","4,971,000","15,080,000","16,796,000","18,727,000","15,166,000","38,859,000","5,355,000","-1,812,000","4,057,000","-4,400,000","-8,210,000","1,520,000","2,521,000","-1,525,000","-1,136,000"
		NetIncomeIncludingNoncontrollingInterests,"55,574,000","4,971,000","15,080,000","16,796,000","18,727,000","15,166,000","38,859,000","5,355,000","-1,812,000","4,057,000","-4,400,000","-8,210,000","1,520,000","2,521,000","-1,525,000","-1,136,000"
			NetIncomeContinuousOperations,"55,574,000","4,971,000","15,080,000","16,796,000","18,727,000","15,166,000","38,859,000","5,355,000","-1,812,000","4,057,000","-4,400,000","-8,210,000","1,520,000","2,521,000","-1,577,000","-1,137,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,"0","0",,,"52,000","1,000"
	PreferredStockDividends,,,,,,,,,,,,,,"2,098,000",,
	OtherunderPreferredStockDividend,,,,,,,,,,"0","0",,,"392,000","477,000","1,000"
DilutedNIAvailtoComStockholders,"55,574,000","4,971,000","15,080,000","16,796,000","18,727,000","15,166,000","38,859,000","5,355,000","-1,812,000","4,057,000","-4,400,000","-8,210,000","1,520,000","31,000","-1,579,000","-1,137,000"
BasicEPS,,"0.05","0.17","0.19","0.21","0.17","0.45","0.06","-0.02","0.05","-0.07","-0.1","0.022","0",,"-0.016"
DilutedEPS,,"0.05","0.15","0.17","0.19","0.15","0.39","0.05","-0.02","0.04","-0.07","-0.1","0.019","0",,"-0.016"
BasicAverageShares,,"91,410,368","90,537,077","89,571,226","88,165,158","87,404,287","86,514,619","86,265,297","85,281,151","84,537,538","64,192,100","82,174,794","70,592,652","70,592,652",,"70,592,652"
DilutedAverageShares,,"99,935,735","100,321,297","100,370,331","99,808,085","100,106,497","99,021,233","98,969,588","85,281,151","99,665,158","64,192,100","82,174,794","81,561,714","81,561,714",,"81,561,714"
TotalOperatingIncomeAsReported,"20,475,000","-58,000","-188,000","9,065,000","11,656,000","11,807,000","948,000","5,361,000","-1,820,000","3,859,000","1,144,000","3,069,000","2,354,000","3,110,000","-703,000","-587,000"
TotalExpenses,"530,230,000","172,275,000","127,741,000","113,219,000","116,995,000","110,326,000","99,353,000","93,567,000","66,425,000","77,165,000","63,978,000","58,127,000","53,814,000","44,087,000","29,890,000","28,385,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"55,574,000","4,971,000","15,080,000","16,796,000","18,727,000","15,166,000","38,859,000","5,355,000","-1,812,000","4,057,000","-4,400,000","-8,210,000","1,520,000","2,521,000","-1,525,000","-1,136,000"
NormalizedIncome,"55,574,000","4,971,000","15,080,000","16,796,000","18,727,000","15,166,000","38,859,000","5,355,000","-1,812,000","4,057,000","1,257,985.258","-15,020","2,136,060.606","3,072,000","-550,168.079","-455,690.601"
NetInterestIncome,"491,000","12,000","83,000","144,000","252,000","-18,000","-17,000","-17,000","5,000","150,000","136,000","-28,000","-128,000","-38,000","-38,000","-27,000"
EBIT,"20,475,000","-58,000","-188,000","9,065,000","11,656,000","11,807,000","948,000","5,361,000","-1,820,000","3,859,000","1,144,000","3,069,000","2,354,000","3,110,000","-703,000","-587,000"
EBITDA,"21,718,000"
ReconciledCostOfRevenue,"434,528,000","139,268,000","102,438,000","93,792,000","99,030,000","93,226,000","79,635,000","78,092,000","52,650,000","64,422,000","53,353,000","48,876,000","44,716,000","37,233,000","23,772,000","22,751,000"
ReconciledDepreciation,"1,243,000","364,000","316,000","267,000","296,000","422,000","464,000","462,000","460,000","520,000","539,000","535,000","549,000","510,000","488,000","474,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"55,574,000","4,971,000","15,080,000","16,796,000","18,727,000","15,166,000","38,859,000","5,355,000","-1,812,000","4,057,000","-4,400,000","-8,210,000","1,520,000","2,521,000","-1,577,000","-1,137,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,"-5,757,000","-11,226,000","-642,000","-551,000","-1,383,000","-918,000"
TotalUnusualItems,,,,,,,,,,,"-5,757,000","-11,226,000","-642,000","-551,000","-1,383,000","-918,000"
