name,01/31/2022,07/31/2021,01/31/2021,07/31/2020,01/31/2020,07/31/2019,01/31/2019,07/31/2018,01/31/2018
TotalAssets,"1,014,768,224","1,072,474,702","1,082,112,842","1,069,834,881","1,075,716,429","1,066,370,105","1,031,784,232","1,091,430,828","1,066,898,211"
TotalLiabilitiesNetMinorityInterest,"398,733,166","409,582,989","419,642,933","415,998,998","418,689,136","428,548,122","425,209,022","475,043,537","442,858,970"
TotalEquityGrossMinorityInterest,"616,035,058","662,891,713","662,469,909","653,835,883","657,027,293","637,821,983","606,575,210","616,387,291","624,039,241"
	StockholdersEquity,"616,035,058","662,891,713","662,469,909","653,835,883","657,027,293","637,821,983","606,575,210","616,387,291","624,039,241"
		CapitalStock,"581,916,175","581,443,889","581,297,061","581,297,061","581,297,061","581,297,061","581,297,061","581,297,061","581,297,061"
			CommonStock,"581,916,175","581,443,889","581,297,061","581,297,061","581,297,061","581,297,061","581,297,061","581,297,061","581,297,061"
		RetainedEarnings,"34,118,883","81,447,824","81,172,848","72,538,822","75,730,232","56,524,922","25,278,149","2,019,353","1,841,246"
TotalCapitalization,,,,,,"648,708,863",,"625,838,868","624,312,682"
CommonStockEquity,"616,035,058","662,891,713","662,469,909","653,835,883","657,027,293","637,821,983","606,575,210","616,387,291","624,039,241"
NetTangibleAssets,"616,035,058","662,891,713","662,469,909","653,835,883","657,027,293","637,821,983","606,575,210","616,387,291","624,039,241"
InvestedCapital,,,,,,"648,708,863",,"625,838,868","624,312,682"
TangibleBookValue,"616,035,058","662,891,713","662,469,909","653,835,883","657,027,293","637,821,983","606,575,210","616,387,291","624,039,241"
TotalDebt,,,,,,"10,886,880",,"9,451,577","273,441"
NetDebt,,,,,,"10,886,880",,"9,451,577","273,441"
ShareIssued,"41,041,435","41,011,636","41,002,483","41,002,483","41,002,483","41,002,483","41,002,483","41,002,483","41,002,483"
OrdinarySharesNumber,"41,041,435","41,011,636","41,002,483","41,002,483","41,002,483","41,002,483","41,002,483","41,002,483","41,002,483"
